location,name,user_id,username
,MagnificentIllusion,1443921918562869267,MagnificentIllu
"Toronto, ON. Canada",IMmissTii,487655962,IMmissTii
,kelsC-30,1310753983535951872,30Kelsc
Nederland,Harm 🅱️. B⭕tjes III - Janssen,835611445454913537,HBotjes
,GradyTheMayor,1006928162121396225,grady30438708
Edo. Nueva Esparta- Venezuela,Bajo La Lupa,243388531,BajoLaLupaInfo
"Los Angeles, CA",Nathan Joyner,3219670842,njoyflyfishing
"Kansas City, Mo. ",The Kansas City Star,14955722,KCStar
"Sugar Land, TX",Steve C.,46480468,sclayworth
,Le Progrès Egyptien,1412510929900670979,EgyptienProgres
,vinismo,1395605885297233928,merino_edwar
"Bolton, England",steven chilton,902668974,stechilly
"Occitanie, France",🌸Anne Farmer 🐾Fripou 🇫🇷 🇺🇸 🕇,1896310374,AnneFarmer65
,Theo Jordan,1328422666198544385,Theo_TJ_Jordan
heemskerk,Kees Romeijnders,448054314,RomeijndersK
Fried Catfish,SauxeMajeur,1461665602532261892,SauxeMajeur
United States,888 Good Troubles,1248813977162985473,LebergerDavid
"kitwe,Zambia ",Dailyreal=Rodgers,1151155399,dailyreal22
"Newcastle Upon Tyne, England",Steven Bate,21009707,StevenBatePhoto
"Houston, TX",Dean & Draper Ins.,116806172,DeanDraper
"Pennsylvania, USA",C. Matt,823233030,c_matti86
"Minnesota, USA",Dana BLM Davis,386288810,AngryByChoice1
Brisbane,Brett Debritz,15699715,debritz
Canada,CaptainCanada,1432743975782424580,CaptainCanada76
,Under One Ceiling,1261178257455579138,underoneceiling
Konoha,🇧🇦🇵🇸🇨🇭,1457823434155700227,ShiranuiKeno
,Paul,6822772,lltogetherpaul
"🌙, which is superior to 🌎",Quad Laser DJs,1229752461805674496,1Bensopinion
,Mike Andrews,759744715,FPLAndrewsy
On a tractor near Portland,Jamon - streaming code @ rn.live,30273948,jamonholmgren
,linden (6-13),1038611818380324864,lindenl25
Frankfurt,Stefan Würzbach,116746902,wuerzbach
,Victor Farn,54446634,vfarn
Central Virginia,BentOuttaRound,2969132115,bentouttaround
 California Bay Area,HELP OTHERS. BE KIND. 🖐🇺🇸🤚,2884977357,DGreen4Life
"Victorville, CA",J🎃S,220770940,joosss04
"Dallas, TX",Roy The Horny Gay Zombie,1427311833489235982,RoyIsGayDuh
Ivory Coast,Richard Yapi,957947720,RYapi
,sommzan,1230318826799104000,sommzan
"Pretoria, South Africa",Ishy - Mobile Bar Guy🍹🍻,740717922465746944,IM_Ramushu
,Risoluto Online,831865571830530048,RisolutoOnline
"Caracas, Venezuela",🟣Qué Pasa en Venezuela,816285077432844289,QPEV_
"Halifax, NS Canada",Tony MacIntyre,27925372,Tony_MacIntyre
,Roberto Sancho 2/2 💉👍,1352251692176310274,RobertoSancho18
"Petaluma, CA",IrishNicoya,1383099515998068744,SadieM415
✈️🌍,Andreas,76102788,i_x_s
,Wino Dorsey,1380709613545218050,DorseyWino
"Le Mans, Francia",orion72,403358740,Orion72000
"Bron, France",Remi Baroche,807990347599147008,RemiB69500
,Lucky5496,795403092233752576,lucky5496
Pakistan,Get Into Link,1365693581210640388,GetintoLink
USA,Richard W.,24428699,IceManNYR
,Ryan Horath,1045490550785396742,therealrthorat
"Toronto, Canada ",Free Speech Media,1332336473333526529,media_speech
,Federico Duro e Matto (nista) 🧊 🧱 🧱 🧱 🧱 🧱,1397552279738273793,lllll66099563
Delphi,Vaccin Orakel #433 & #435,1367378637167722496,vaccinorakel
,Brennan Johnson,1464778897246105603,ThisIsSoNews
RJ  Z.O,larissa,977200981036470273,amelhorlari
"Philadelphia, Pa.",Resist hateful GOP policies,176619668,hateGOP
,Future's Gate,2337114534,FuturesGate
Rhode Island,Programmer Elf,1013722123,sirpenski
"chicago, il",nichelle ❦,2653262244,creoIepatra
,hydroalloy,1278142200954707969,hydroalloy
he/him 🏳️‍⚧️,vega moment,1133813212204490752,tiddybuddy
"Fredericton, New Brunswick",ASD-West,964453050,ASD_West
Estados Unidos,Rhoda Spillman,1341578943997108224,RhodaSpillman
"Deansgrange, Blackrock, Dublin",Barry Ward,85370909,barrymward
"York, PA",Tim Miller,549256835,TjamYork
Brasil,Combate Racismo,273513557,combateracismo
,Jess,1465396945342676994,JessBB1317
"Palm Beach, FL",Patrick Way,1438099476531527682,PatWay1979
United Kingdom,WORLD UPDATES #coronavirus disease 2019 (COVID-19),1234879375734181888,WorldCOVID19
"New Jersey, USA",Dejah Thoris A Princess of Mars,708100337924751363,DejahThorisQ
,Tristar556,890129834256596993,Hockey090911
Argentina,Ezequiel Adamovsky,532356879,EAdamovsky
,KathyBC,1313110787792265217,CimKathy
"Wisconsin, USA",Kisu,1422374195544174598,Kisu_MyBaby
Maribor,Matija Stepišnik,96960206,MatijaStepisnik
,Jack-H@,348276197,mokhtarjan
UK 🇬🇧 Planet Earth ,SirAlexOilofUJO,3307789377,AlexIB20
,Alberto Lunar,2935813251,tomoyobligo
,SheBear333,1431675458865676293,She_Bear333
,ColiomaC,935965290684444673,ColiMcchristie1
Slytherin Common Room. ,Nà 🎈,2308000108,hitherenadia
,il Coperchio,1326455841411788801,ilCoperchio
Living in your head,The Archangel Michael,1282727281522286595,Mike55029284
,Ross McK,1352328522178686982,DaftMorph
,J. Hingle,97674103,Jingle1991
"Cedar Rapids, Iowa",KCRG-TV9,14849086,KCRG
"Seattle, WA",Habitual Citizen,49023843,GilzNilz
"ÜT: 40.782056,-74.325868",C.J.,132898650,slingshot202
,Martichaud Pretex,1272435175436308484,MPretex
Barcelona,Paula Fch,73338696,Lapaula_
,iHad2giveUrlilBitchBack,842381545,Muhamnnad
,danielmorais,1250933860398923783,daniielmoraiis2
MA,Hanksgiving,1173244851430809605,Hanksingler
"Dimapur, Nagaland",Nagaland Post,145366906,Nagaland_Post
NORFOLK UK,Hed4,700981265281978368,Hed4k
Look here 👉,MedPub Pharmaceutical,1270220114340851712,PharmaPublisher
USA,Ethical Skeptic ☀,2704681687,EthicalSkeptic
,Amy Phan West,1169300022774484992,amyphanwest
"Riverside, California.",UCR Science News,113460088,UCR_ScienceNews
,Duval Philippe,367916454,p_duval
United States,Kiki,42715567,kikirodi64
,Mad Feret,1200179617899962368,mad_feret
Edinburgh,Scotland's Landscape,2397041917,ScotlandsLand
,Voa Portugues,1455912485450567688,PortuguesVoa
"Barcelona, Spain",Carles Dijous (AAlb),18425738,carlesdijous
,Francisco Lozada,324510654,Fvlp9
,Gabriel Campos,157519807,gabo010987
"San Leandro, CA",Hayden,985657191918059523,itshaydeng
,Steven Babineau,432941353,StevBabin
New Zealand,nzherald,14765253,nzherald
Canada,Santé Canada et l’ASPC,36376728,GouvCanSante
"Puebla, México",Oro Noticias,278135356,OroNoticiasPue
"Baltimore, Maryland",GBC,44931767,GBCorg
,nvanmeter,16336405,nvanmeter
,Sutton_CW,398960375,cj_buzz
"Rio de Janeiro, Brasil",SuperVia,76395804,SuperVia_trens
"Chicago, Illinois",Greg Morelli,21014172,yesgregyes
"Washington, DC",El Político,88537980,elpoliticonews
Kitchen Street,hayor,954731739901030400,hayormikun3
"Chicago, IL.",Jamal Collier,193172825,JamalCollier
"Medina, Tennessee",Old Doc,742093433825681408,old_doc1944
"Wilmslow, England",🌻Naomi🌻,1578709783,naomisloyan
,Troll/627,1459758409461518340,627Troll
"Viena, Austria",Aegis Bridge,884095964730019841,AegisBridge
"Denver, Colorado",Cannabis Hemp CBD Contrarian 🧐 researcher trader,42912883,HempContrarian
Los Angeles,Joel Delman,456116670,Joel_Delman
,Paula Bradshaw 🇺🇸 💜,2505374476,Just_PaulaB
India,www.currentnewstv.com,1332941354586886144,wwwcurrentnews1
Paris,Thomas Huchon,49956717,ThomasHuchon
,Boom Pow Podcast with Nikki and Ozzy,1354919709880119298,ozzycorp1976
Florida ,Dale Hankins,242984276,Ppl_JohnMiller
,Lagartija Nix 🌎🤔,4855687055,Lagartija_Nix
Black Earth,Cape to Cairo,1396932368355794949,TheAfricanDNA
,Marco Polo,1338505716525568003,MarcoPo07428470
"Onigashima, Wano Kuni",KevlarNexus,1419843172298072065,KevlarNexus020
"Borgoña, Francia",LightTheMatch 💣🇪🇺🇬🇧🇫🇷,578895773,BrexitPimpernel
,Maria Maiberg,1301215436655276035,MaibergMaria
,Natz Nicolaeva,1307352967922814978,NatzNicolaeva
London,G. Jacobs,1190734194470731776,gregjacobsSEO
,STEVE ( IHATEDISCUS2),2354986698,respy1985
"Tallahassee, FL",Black News Channel,1108802500600217600,BNCNews
Brandon Manitoba ,Marni Cramer,2910417330,CramerMarni
Austwawia,ABC NuwuS,1441690825914683403,abc_nuwus
Canada,lindsey foster,208100484,Burlington1970
"Victoria BC, Canada",Amy Verdun,2426456210,Amy_Verdun
Ocean County,N01Digital 💧,1390125827359133698,stevedeschaines
A Tractor Pull in Bumblefuck ,Kampfhund #001,1435909632472625161,IH_1486
"Múnich, Alemania",STOP praniu mózgów 🦅,748908921302216704,BlogerPisarz
United States,d,2284142850,dtv125
"Fresno, CA",Corin Hoggard,54071118,corinhoggard
,Patrick 📉,873664367421685761,lemeilleurpat
"London, England",Jay Oh Why,137125699,TheNameIsMissD
,Path To Freedom,1270338883738374147,PathToFreedom4
Tucumán - Argentina,Francisco José Ruiz Hidalgo,1197174769872969728,PaquitoPaco2020
United Kingdom,WORLD UPDATES #coronavirus disease 2019 (COVID-19),1234879375734181888,WorldCOVID19
,Viola Cacciapuoti,413240349,violacacciapuot
reynosa,SETH ROJAS MOLINA,97134212,sethrojasmolina
NoYB,RagingC,1323683906760118272,RagingC1
venus,nyasha,456954229,samanthanyasha
,Anders Nilsson,534139417,FolkeAnders
"Rouen, France",👨🏽‍💻,3148829483,JrgAnthony
Cardiff,Whitchurch High School,2788863863,whs_cardiff
,SunCarved,1136532903972823041,rugnoram
"Austin, TX",Deeda Payton,32982254,DeedaPayton
"New South Wales, Australia",Tony Sycamore,2855239465,Tony_Sycamore
"Amsterdam, Nederland",Linda.v.Briemen 🙊,1057400781798813699,BriemenV
,Jacques,840127305678708738,JacquesG27
Miami,DeportesCNN,137450289,deportescnn
she/they,the feminine urge to mansi,959860630747537408,djmansib
"Calderdale, West Yorkshire",Hetty,32530604,HedwigDVerhagen
Look up at the night sky,Deus Abscondis,1958976074,Deus_Abscondis
,MZrai,95821920,rai354
,k l,1464395268942712839,kl19514689
,Patricia Heil,1689305016,PatTheTerrible
,Charb,1261407178457600000,charb115
,🚫dee-dee🚫,360220936,nml_35
Rock and a hard place,@rwc49,1150290673,rwc49
,Sam,1427954053078781952,Sam11533486
Finland,♡ Stefanie⁷,419442205,StefanieBe_
,Win,888402572016586753,wmcjenkins
Zapopan Jalisco México,Jaime Antonio Hernández Orozco,149583740,jaimelivier
Frontera CDJ/ELP,DHG,46451876,hernandezdt
"Bari, Puglia",Mi chiamano Tony,2886058330,tonydelconte
,Austin Powers' Fahza,1433137267883794433,Fahza_is_Dad
Nahe München,Werner Fakten,1388056400702676997,FaktenWerner
,truthbeknown,1290275195761065987,truthbe53409180
"New york, Manhattan ",Dashawn,52493150,I_amDashawn
"New York, USA 🇺🇸🇺🇲🇺🇲 ",I am Riven,1381399634837434373,MetalOfRiven
Southeast USA,Wild Oats,1961538277,twosexymofos
,Under One Ceiling,1261178257455579138,underoneceiling
People's Republic of Washington State ,Simpler_Days,20010787,mrh2os
"Viena, Austria",Aegis Bridge,884095964730019841,AegisBridge
Kuwait - Ireland,حسين علي التحو,1889837910,HusseinAltuhoo
,Ramza Behoulve,70557856,RamzaBehoulve
Earth,styledliving,412723762,styledliving
"Huntington Beach, California",Fokoleta Fokoleta,884061691062829056,1Fokoleta
In Your Head,TN4K,1038917413411016704,TN4K3
City of Gold Coast Queensland ,Ken,114878082,QldProgressive
,Maverickleftie,826556677939933185,Maverickleftie
"Colorado, USA",DaisySirius,351852145,ReaderCatMe
"São Carlos, Brasil",Ricardo Fehr animal de direita #Bolsonaro2022,1097873611581460481,tiozaodedireita
,Hager,1451525104421195776,Hager15302677
NYC,NYCB&B,792069130065154048,mvinwst
Washington State,Christopher Burgess,16966104,burgessct
melbourne,ralph horowitz,40133958,rtralphy
woking (sadly),lee o,20933870,lee_o_85
Estados Unidos,AmericanTerry,3391603780,terryloohoo
,Ni Dios ni Rey,993741780,AbaloneOrtega
,古佳,1020781685707878402,JW_One_
San Joaquin Valley,Russell,2729655626,jeeves1942
"California, USA",Devon Hill,968924498677370881,DevonHill95
"Teruel, Spain",Carmen Sonsoles Moreno,1463245605728403467,Sonsoles58
,wallpaid4bymexico,1072640812498862081,wallpaid4bymex1
United Kingdom,Galactic Bloke,936947536694272001,Lego_Yoda
"Camargo, Chihuahua",ImpactoNoticias,252903005,impactocamargo
"California, USA",plainguy18❌,914526093297647617,plainguy18
,Ann Henry,36620559,kaledioscope
Australia,Brian Stevens,789056174981128192,factchekka
,Lamarsha Lewis,1149802625069723649,LamarshaLewis
,Armando Vieira,1411495147297075201,Armando67586807
France,EDD,258130174,mephileas
,Carina Soave,2960448106,SoaveCarina
,Jim Atkins,256677515,Stingfan1985
Brisbane Australia,AI4PAN - AI for Pandemics group centered at UQ,1404955817359515648,ai4pan
"Bilbao, España",Ander,1394784007804620801,AnderElortegi
Canada,The Angry Conservative 🇨🇦🇮🇹🇺🇸,829551959979982848,pattleggs
,Andy McNabb,881670699533848577,LogicEvidence
Land of Ooo,Marxist Mark & The Socialist Bunch,1238163570061279233,MarcFish15
Catalunya,Carles ||*||,355110736,cat_lliure
United Kingdom,Helen,1336038916017754112,thearsenalhelen
"Puebla, México",La Cronica Puebla,4309551675,CronicaPuebla_
,wlgtdgtdwi?,1268796583040004096,SomeLadyinUSA
,Neelaм,227679437,NLM028
New England,We are onto Week 13.,4356085335,patsspinzone
,Dennis Long,3029454143,dennismlong
"winnipeg, manitoba",MeLoDee,22405882,ldee1
Tra le righe,Dorian Gray,112832545,_GrayDorian
Durham Region,Durham Radio News,153828696,DurhamRadioNews
,Chigg Bungus,1265876840213815296,Eric_Gerard95
,NorthernGal,1316224288349917185,NorthernGal15
,ً,1380148370489098240,GreenwoodXl
Germany France Spain Italy NL ,🇪🇺 European Investors News 🇪🇺,154063703,EuropeanTraders
,Boom Pow Podcast with Nikki and Ozzy,1354919709880119298,ozzycorp1976
Michigan,"""Sassy Nana"" 😷🌎🌘☯️☮️🇨🇦🇺🇸",2735507113,MelisaGillett
,✨Valita✨,1382003793286459393,valitacute737
Veracruz,Iván Calderón,197870193,IvanKalderon
"Manchester, England",Gill Hope,19601019,gillyhope
"Hawaii, USA",Jerrylum,823041343807102976,Haikilisan
Alicante,Mr. LØvGame,225931095,HausOf_Lovg
"Granada, España 🇪🇦",Ángel 🇪🇦,1354186161607090179,Angel_mrt23
South Africa,Thabisile Gumbi,1918012698,Thabisile_Gumbi
,Sally Jiggles 3.5 % 💙 🇪🇺,1413550954255953922,SallyJiggles
sinaloa,DЯ*Rojiblanco 7,235689181,Doc_Rojiblanco7
"Río de Janeiro, Brasil",Bruno Amorim,1218378935513292805,Bruno_Amorim07
和歌山県→大阪府,HIROKO☆マイペースで呟きます😊通知来ずで見落としあるかも🙇‍♀️,2549170412,hiroredrose3216
@florence3331@mamot,florence,1171557330,malyflore
"Houston, TX",Houston Chronicle,8940342,HoustonChron
"Nilópolis, Brasil",Perillo,52917138,augustoperillo
"Montpellier, Francia",Kiwi Gooner 🇳🇿 🇳🇱 🇬🇧 🇪🇺 🇫🇷,354808097,KiwiGooner01
Leiria,Max,517726854,maxcoliban
Under the Brooklyn Bridge ,Dildo Baggins,1110525188121210880,DildoBa10311223
,Yeyo,1063373396610871296,RealYeyoZa
"Land of more than 10,000 lakes",Cindy ✌️❤️😎,33545714,cecesteffen
"Auckland, New Zealand",The Coconet,1250197063,TheCoconetTV
New York,Aaron Rubin • ShipHero,1063760395,AaronandML
Stuck in the middle with you,Hladgunnr Wagner,2275211149,hladgunnrnelson
Here,Allen Corrigan,20658444,AllenCorrigan
Sulla Terra,Gio,1135776542842413056,Gio_Merenda
,Old Guys Rock,1039901601765515266,FrankDPatrick1
,Paul Müller,403285664,pmaxmueller
,Sijajktor,1411367092801126402,SHA04886916
,TinaA14,1434914842230591489,Tina14A
"Washington, DC",Jonathan Karl,15931637,jonkarl
"Dublín, Irlanda",Shane  Kelly,1066415494394257411,ShaneKe30688802
,ToL-Ya-So,1410625568132022286,craft_ang
Bovenarm,ᗰEᐯᖇOᑌᗯ ᒍᑌᗪITᕼ,208515514,mevrouw_Judith
"Ontario, Canada",Willypants,709047463915737088,Willypants60
merica,TMK,1441480355563900928,TMK73861096
Michigan,MKJ,68548942,leftnotright
"Miami, Florida",Team Spicer,158613996,artspice
Poland,Nell 🦄,154198362,nell_blud
,Gary nosam,384539556,GaryNosam
TX,🌞,233299258,torialyse
,Enlightening Matters,1261356354859458564,EnlightenMatter
Jamaica,🇯🇲876yardie🇯🇲,1421547897892524037,1bad_yardie
,M,2512866098,MichelleNodelle
,Matteo Taormina “Sicularmente” terrone 💚🤍❤️,2903848719,matteotaormina2
,Pauly,1430659220630769664,Pcambell75
Canada,Samuel Miller,37928746,Hephaestus7
"San Francisco, CA",Kelli Lox,1209507401965064192,KelliLox
/dev/null,draugmar@rlyeh:~#,280245578,draugmar
VARIOUS,SHADOW BANNED & deboosted,25379461,arizman2
,MAAP REAL TALK SHOW,1212831100814286848,MaapReal
"Inglaterra, Reino Unido",@lawfuladvocate,1242430576432492544,Simon01945462
"Sibiu, România",MTudor79,240338379,tudor79
RT's are not endorsements  ,Tom Schaad,53935392,TomWAVYTV
Canada,Vote Family,1428834217270644743,VoteFamilyCA
,Ackshually,1283627232586600449,doctorspin4
,JCLM,19321182,Vacuno
,SalivaDirect,1362066807872516096,saliva_direct
,Maverickleftie,826556677939933185,Maverickleftie
,Let’s Go Brandon,1450275459237916673,LetsGoBrandonSr
,みるぽん,1261152750525538304,S5WLsj6PYoAENV0
United Kingdom,WORLD UPDATES #coronavirus disease 2019 (COVID-19),1234879375734181888,WorldCOVID19
"Saint-Avold, Francia",Dominique Lang,38634848,dlang57500
Céans,Délégué lata,959759815533826048,DelegueLata
San Diego ,secballtalk2,968896654798602240,Omahawgs86
New York,Brendan,726569831735152641,Lawlorbrendans
,Migz,1458074858131279879,TB2Gronk
"İstanbul, Türkiye",Kebap Perisi,1033503217009795072,diyamonnn
República Dominicana,Periódico El Fronterizo,1281753962,elfronterizodg
,La Razón Castilla y León,1354141648226308097,larazon_cyl
"Texas, USA",FoxyDoorDecor,1219942786507603968,Foxydoordecor
,Patrick,1207775972235337734,Patrick34712019
USA,MCU Times,1388527425001189376,mcutimes
Somewhere,simtwito,250735773,simtwito
,Zacarias Goma,1465630284200779777,goma_zacarias
Polska,TK,1411271418327752707,kosi_hoops
Perugia,Umbria Domani,2240888233,UmbriaDomani
"England, United Kingdom",Glynn James Coates,223971693,rtmiller99
,Wellbeyond,51425294,wellbeyondphoto
España,asefma,424346095,asefma_es
Manchester,@mancphoto,1326204699868016641,jonparkerlee
New Jersey,Mike,1088782913456484352,mikeymike0193
,joanne tracy,47405369,josrz
,GotstuffStoppa,1309317756785958912,GotstuffStoppa
"Harare, Zimbabwe",Africa Moyo,507355166,AfricaMoyo
