name,username,user_id,location
EDUARDO NUÑEZ,NuezEduardo,325086060,México
Fernando Ruiz,Fruizgomez,1180935702,
هوت لاين,hotlinenewsq8,2993812238,Kuwait
UCCan,CaNoT22996479,1242570091553751042,
Full Press NFL,FullPressNFL,1240825202877116416,BOOKMARK US 👉
ZinfosMoris,ZinfosM,1006537729792987136,Ile Maurice
Marco Roberto Quigley,QuigleyMarco,1463191154560679937,Big Guava
younes bendjima’s wife,na3na3dealster,1218310850471219201,Holanda
Paolo Bruni,PaoloBRVNI,450839430,Puglia
Jason,Jason_9905,3296607575,Georgia
ChinasCanada,ChinasCanada,1356692264349655041,"Up Your Ass, Canada"
Sidra,Sidridoo,899898439,"Pasadena, CA"
Danka,DGuerreroNJ,218632043,"New Jersey, USA"
Barb,Barbthebooklady,103855168,
❌Susanne Wege❌Way-Elite Trumpian,WegeSusanne,823246172995407873,"Sugar Land,TX"
Sbonelo Mngadi,Bright_mngadi,3241522749,"Pietermaritzburg, South Africa"
Zümrüt Doruk Karakök,zdk678,754086632433868802,
Alberto Torres,torresrodri0,73547717,
El Ilustrativo,ElIlustrativo,3393103378,World Wide Web
SPEAK OUT,SPEAKOU24583112,1050624025444016128,"Los Angeles, CA"
Robin 🇨🇵,Robiiiiiiinqui,1370786273443655682,
#MovingAmericaForward,KoaCalifornia,1186425639261200384,"California, USA"
junior,The_Syrups,547980902,
Katja Anette,KatjaAnette,425928861,Finland
Lorne W Jonsson,LorneJonsson,1359978112902172674,
SkyNet Platforms ⍟,SkyNetPlatform,1401610352920465409,Washington
2deviaje,2deviaje,165192159,España
Lord Freyr,FreyrLord,1112108973904130049,Pale Blue Dot
Sarah 🌸,Sairy_Fairy19,112534466,York
🍑 PWS.SEEKER 🍑,aquelcabron,156386941,ciudad del pecado
joão,pintofeminino,2604165515,Rio de Janeiro
报告（#5）,qBVOxJhG3CLL6qv,1392134870856605698,
Glenn Ashton,ekogaia,282559653,South Africa
OKeit Magazine,okeitmagazine,2658572682,"San Francisco, Ca."
C@FF®️EE,omentando,811768906301968384,@CaptainLiberty on Parler 
kecks,kecksjamieson,20785233,At various locations (places).
iamvernell,thatdudeVee,470345883,"Cleveland, Ohio"
Jennifer Tammaro,Jennanjack,23974861,NC/FL 
District 54 Autism Resource Center,SD54ARC,1040620723843280896,"Schaumburg, IL"
Impacto Barahonero,impactoba,2610940386,"Barahona, Rep. Dom."
Oona O Shea,OonaOShea,824984004109692928,
Pratyush Vohra,PratyushVohra,1415681334861701121,
Coronavirus NEWS 🇺🇳,CoronavirusNewv,1047105293266632704,Global🇺🇳
Jaclyn Brandt,jaclynbrandt,294292030,"Boise, ID"
harpreet 1995,hs47641,1652609936,"Chandigarh, India"
𝓙𝓲𝓶 𝓟𝓮𝓮𝓽 - [Anthony calls me Bandhu (बंधु)],jrpeet,20650552,Plymouth MN
W Radio Colombia,WRadioColombia,20560294,Colombia
Daily Khabar,Harpree09398061,1413417577997471744,Chandigarh
deb 🦊🖖🧡,luffdee,20471144,"Leicester, England"
Patriots News Feed,PatsFans_News,442879702,"Seacoast, NH"
Amanda (she/her)🇺🇸💉💉,EffinLeftMama,1353014333341626368,"St Louis, MO"
𝕿𝖍𝖊 𝕬𝖗𝖘𝖊𝖓𝖆𝖑,The_Arsenal_,1106662195,
Counter Apologist,CounterApologis,1067008352,
William Talent Sr.,roadsalts,164390541,"Edmonton, Alberta"
Oana Trintrin,OTrintrin,1438193592334536711,
Hick Marte,DearPortrait_,1301003133598994433,EXOplanet 
Maureen Steadwood,5f6gddrvh5,1465605740857643008,
gilmar@nenoticias.com.br,gilmarnenotici1,1357696842415366150,
The Vigilant Fox,VigilantFox,191871143,USA
Let People Vote 🌊 💉💉💉😷,FlipBlue2022,719677447281774592,"New York, NY"
David Marinelli,EarthOurHome,3419087405,Malta
Koramil 13 Jumantono,13_koramil,1330784454781009920,
Jason Golaup,JasonGolaup,1132638207726759937,"Glasgow, Scotland"
Merlyn,merlyntje,1924702003,
#AnatomyOfCapitalAttack #CruzHawleyCoup #Sedition,TekStol,1101237231187046401,#RemoveTheTraitors
WLa Radio,wlrtvec,1130665978457710593,
Maria Thorlund,MariaThorlund,1288178524277420032,Lund
🇰🇼أخبار بومشيل🇰🇼,BoMeSHeaL,967129110249115648,Kuwait
Deplorable Carol ✝🌴🇺🇸🇺🇸,granmanh,364298687,"frigid north NH and St A, FL"
Парламентская газета,pnpru,207702956,"Россия, Москва"
Enough is Enough 🧢🧢🧢,Millstonefarm,323476995,SC
Dominique Lang,dlang57500,38634848,"Saint-Avold, Francia"
Revopoulos 🇬🇷,CRevoltoso7,1463218864439783428,
Cian Ginty,cianginty,15266871,Ireland
🂱 irina,vrclemence,854394397928169472,
MysterC,wec88,91695618,
Ray B 🐰,meninarayb,91321792,São Paulo /Minas Gerais
Glenn Greenwald,ggreenwald,16076032,GlennGreenwald@gmail.com
Madyapadma,MadyapadmaJP,605338496,SMA Negeri 3 Denpasar
nocturnal+,sissyforkeke,1170785494554337280,Germany 
a fully vaxxed boo ✨,seejeeboo,224762710,South Africa ✨
KINGSFIELD ACADEMY,jp_kingsley,1194005324790927360,"Dubai, UK & Nigeria."
EDGE SNATCHER✨,nyluvvv,52156878,
@purereason1972,purereason1972,1455653107019431940,
leigh feys,FeysLeigh,1199151462745440256,
逗乐,amused_as_hell,373932945,"Cork, Irlanda"
LAVAR2000,Yo_lucho_2000,2871643163,Colombia
Al-Monitor,AlMonitor,290061912,"Washington, DC"
Tiff,pineappletibs,288646445,Vancouver
morgan🧣,2headedcreature,1211717539270512640,they/she
Shirleyebanks,shirleyebanks1,1458798648813314049,
Kevin Dalton,NextLAMayor,294145954,"Los Angeles, CA"
COVIDZeroPointZero Canada 🇨🇦,DrKarenMoore1,1410177109578944516,Canadá
CP3GOATMAN,sunsnxtdynasty,1244346726883840000,"Arizona, USA"
Samizdat,AussieSamizdat,1257463257515741184,
Herr Prof. Dr.Dr.h.c. Karl-Johann Fingernagel,sjeng_de,1320842932585402368,
www.elmetro.com.co,elmetroenlared,48535894,Medellín - Colombia
Deborah Yetter,d_yetter,293048332,Louisville
Pepito Mi Corazon,gerardlafrance,736620976864169984,
Ryann Foster,robvt,32606891,On the road
Nele,n_alterego,1170344729143386112,"Viena, Austria"
Michael Wysocki,judgetrainer,3578708607,Appleton 
occimoor,occimoor,161684464,
Joe,Joe44660451,271083067,Capetown 
Greenalfie2000,greenalfie2000,1280853581709619201,
John T,TMROJ,3103302618,"Minneapolis, MN"
Grytulf Vankelhane 🇸🇪 💉,Vankelhane,347469412,Den (ännu) Fria Världen
The man in the stryd 🏴󠁧󠁢󠁷󠁬󠁳󠁿,ManStryd,1387399936799645701,Wales
NationalWorld,NationalWorld,1366787387716739082,UK
GUERRERA SMEITA,guerrerasmeita,252930043,
Dave,DaveNoll4,1412198708288966657,
"Kramer & Pollack, LLP",Kramer_Pollack,1242576519899369474,"New York, NY"
Carlos Rizzo Cortéz,cortez_rizzo,1464914381842657286,
Martyn Reah,MartynReah,19961822,"Portsmouth, England"
industry aloe vera,Just_JDreaming,153630738,out west
Mark,bcfd144,751413460597039104,
Bingle,TheBingle,67488221,United States
The Sail News,the_sailnews,1415323099923238916,
🏳️‍🌈👬🏳️‍🌈 Dark_Marc 🏳️‍🌈🦄🏳️‍🌈,ItsMeDYK,52806577,Northern New Jersey AKA XANADU
matahari,matahar65552943,1335290731842449409,http://chng.it/2WpTTxNd
"Gerald R. Businaro, RPh",grbusinaro,244775645,
Fantasy Alarm NFL,FantasyAlarmNFL,479985156,
robin des francs,robindesfrancs,273325754,MACRONISTAN
Jules⁷ !,stxrylino,1429975284896436224,She / he / they
Golf Channel LA,GolfChannelLA,408544959,
WalesOnline 🏴󠁧󠁢󠁷󠁬󠁳󠁿,WalesOnline,15179672,Wales
Sweet Marmelade,MarmeladeSweet,1399728364823449600,
mpusd_now,mpusd_now,2898579972,"Monterey, CA"
Kevin,BigKevSexyMan1,1070007782336856064,
Fiona,foreverfion,72123704,Ireland
Dave,Dave24657469,941702641415000065,
F | (rip pappy),ind3fatigable,226824973,"Massachusetts, USA"
APLE | Goldstone |,GoldstoneTTV,796110133868625920,Destiny Islands
Campbellton Tribune,CBTribune,2249261114,"Campbellton, New Brunswick"
Brett Hadley,BrettHadley42,1022941330081759233,"Rotherham, England"
Tracy Lyn Farley,Farfam4,1249600058,
Charles Rogers,charles_rogers_,555670235,naples/perthshire
ÇAKIROĞLU,ecmellllll,1249817485123235840,"İstanbul, Türkiye"
Will McGee,myopicmcgee,1564368120,
REX Bill Morill 🇮🇹,billmorill,353119109,Florida
Felipe Fodase,Heyden_Flores,1242920516647862272,
Christine Le Brocq,BrocqChristine,1224875419465371648,
OhDonna16,Donna16Oh,1257773286995292160,
Ricardo Villarreal for Congress @TX21,RVillarrealG79,227776251,"San Antonio, TX"
CriticallyAwake,AwakeCritically,1398370924437573633,
♦️2021Tornado♦️,brent74,23164896,"Indiana, USA"
Kenneth,Kenneth36851618,1445755477292306442,
Petunia,ptuniablossom,1461047747499417602,
Fred,Fred75343389,987328119378882560,"Ontario, Canada"
Gully MacCrypto,mac_gully,1227441782683815937,"Your head, rent free bitch 😎"
Fabrizio Selmi,fselmi,27620467,Castelfranco Emilia (Modena)
✨☀️🌈🥀💘🦋🦄🍭,woahitsstephhhh,1025671724,gemini❤️
KURSI PIJAT JAKARTA Info Jual Beli Dan Event Sewa,kursipijat,356646867,Rental Kursi jakarta INDONESIA
Karmakaze's Yule Log ☃️🎄🎅🤶,KarmaKaze7,21912925,"Fresno, CA"
EL_IGNoTo,IgnotoDe,1108192028205244416,Mexico
"Letitia Dzirasa, MD",TheOfficialDocD,1099276837178560513,"Baltimore, MD"
.,Jackyyy_ATINY_,961366718185648128,-
¡Cuestionemos!,cuestionemosmx,1195190408671899650,
Tom Kitchin,inkitchnz,2991489827,"Napier City, New Zealand"
Jay Sondo,SondoJay,1397636096582893575,The Commie States of America
Kilroy Was here,1kilroywashere,119806126,
The Turkey Vulture,TheTexasVulture,2257857858,Texas
Radio Santa María,radiosantamaria,14091193,"Coyhaique, Patagonia Chilena"
Steve Peterson,farsell,23803511,"Tennessee, USA"
Kingsbury Lad,KingsburyLad,1310586712280764416,
Charles Grice,Grice11Charles,1423726391460302858,
THEE Surf’s Pup,surfspup,129264927,"Kailua, HI"
Arte & Tinta,_arteytinta,1470899713,Mexico
Real Quebecker,RealQuebecker,1445754694819717128,Joliette Québec
LEE,NASHVILLE_LEE,217862355,"Nashville, TN"
Biden2020Rep,SamCarr40408258,1285934742228131844,
Ex pareja swinger,AndreaYEsteban5,1298985999553314816,Álvaro Obregón
WR Record,WR_Record,37104970,"Waterloo Region, ON"
Global Ottawa,global_ottawa,996089327363948547,"Ottawa, Ontario"
Nino Brodin,Orgetorix,24842995,"London, England"
nana_abusada,nana_ramos_,1182691472749015040,
MICapital,SMichaelRyan1,1170170981798830080,
minutouno,minutounocom,86219321,Argentina
Bryce Waterford,BryceWaterford,62864638,"Calgary, AB"
delphinus,bastarddolphin,1313114637764788226,
Radio Ñandutí,nanduti,80894808,Paraguay
Noticias Falcón,NoticiasFalcon,97966452,Falcón | Venezuela
niebla,niebla,2315131,"Chiang Mai, Thailand"
Alan Zak,AlanZak6,1344424632103956482,"Florida, USA "
Pensamientos,FraseSimple,485207048,Venezuela
Juan Pablo,detodoelmundo33,1222473508309041153,"Montevideo, Uruguay"
Andrea Caldwell,heavenlysmiles2,720980550421504000,"Louisville, KY"
Tripe Marketing Board,TripeUK,892698966,"Preston, Northumbria "
Daily Mail U.K.,DailyMailUK,111556423,"London, UK"
Steve the bot catcher. i see you👁,steve63787014,1362038976073371654,"Durham, England"
Agencia de Periodismo Investigativo,API_Agencia,1456728625970036744,"Bogotá, D.C., Colombia"
Citizen#22,22_faraon,1270116728735961089,
medRxiv,medrxivpreprint,921400462838042624,"Cold Spring Harbor, NY"
Janet Reynolds,Janetvr1,139379858,"Cape Coral, Florida"
Christan,IWASTHELYGHT,1390570403295375363,
Sammy,themotherfight,1383825004953960459,Australia 
Eric King-Kester,EricKingKester1,1367780169893752834,
TiboM,MonlezunM,4866243777,
La Patilla,la_patilla,124172948,Venezuela
Booker Dewitt 💔,WrecklessGamer,1062033653084098561,"Northern Ireland, UK."
A2,Allanmmmmmm,1374343701162569731,"Val-d'Oise, Ile-de-France"
SpiritualBadAss🔥👁️,AssSpiritual,1301743763295854593,
felidae,felidaeny,1222945528704589824,"New York, NY "
KOBE! BiNG BoNG!,__SickleCell__,356620482,🌍
DemocratVideos.com,DemocratVideos,1327679800455127043,United States
fyodordos,fyodordos31,1459556412506390533,
Edwart Silva,gavercitico,136362735,
ATB - New England Patriots,patriots_atb,1411009966958252033,
Nathan Joyner,njoyflyfishing,3219670842,"Los Angeles, CA"
Alicia Menez,alicia_menez,1303422737826811904,
Mike Orszag,mikeorszag,82370009,"40.756749,-73.988158"
Ander Rodriguez,_anderrg,1924255795,
BongBong,BongBong,14128472,The Internets
Daniela,My_Finnimbrun,1292876390463934464,#YNWA 🇮🇪 🇩🇪 Ted Lasso-Land
ESG_Biotech,ESG_Biotech,1459544163528192004,Occupied Piscataway Land 😤
François Roby,RobyFranois2,1400829117608697856,
Lukee b,Lukeeb8B,1417840866840952835,"Piamonte, Italia"
Ferguiamorim,ferguiamorim,1453043907839905800,
Jason Doring,IMCJasonD,179723956,The Sea of Doors
Alex 🇵🇹,A13XGB,1333491169259610112,"London, England"
Tapi Carreras🏃🐗,tapicc,300176675,República de Catalunya
xeu noticias,xeunoticias,70538650,"Veracruz, México"
Bob,BobEHS1,1439577033999364098,"Escocia, Reino Unido"
Thomas Wood 🌊,twoodiac,819995381194854400,"Berkeley, CA"
Robert Tehrke,RobertGehrke,16406877,"Salt Lake City, UT"
Sherry Blosch,Sherry2Berry60,3184645345,
Michael Gillette,MikeGillEdREC,886918744391417856,"Stratford, London"
Gökçe Gök,GkeGk09746807,1230539918797131777,
Andrew Legget,AndrewLegget,2254171364,"Sydney, Australia"
The Phantom Menace,SatsukiKiryui19,1053739043400417286,Giedi Prime
Doctor Damocles,RickDamocles,780585080938868736,"Downtown, USA"
Rachel Gilmore,atRachelGilmore,1107296448,"Ottawa, Ontario"
philip kuefler,MirandumDeiOpus,2312872291,"Leduc, Alberta"
yourenemy (READ BIO),ReadYourenemy,1445227977214726144,
Hannah,hannnieem,33283699,"Oxford, England"
Anastasia LaGuardia,AnastasiaLaGuar,1457345514,"East Tennessee, Babylon"
Bart Bubbly,BartBubbly,1172386799882133505,New Jersey
Libby Giesbrecht,GiesbrechtLibby,1031064339279687680,"Winnipeg, Manitoba"
collectif antigone,collectifantig1,1422249444230184960,
thee basic cross-stitching heretic,MelaKatie,1090350746904670208,
A New Year Shakespeare,Apunditsway,1133164493083693056,"Michigan, USA"
Derin James 💙,DerinJames1,1298402841082466304,
Pharmacist Thorrun MRPharmS,pharmthorrun,760090253000577024,United Kingdom
IamtheOne 📈,thecryptodrake,1295878546846560258,Outer Space
mishi-ote,mishi24515541,1395762269888335877,"Club de Golf México, Tlalpan"
jan marie,i_am_jan_marie,2478503575,
Octavio Ortiz C,oortizc1,771327889279102976,
RogueDane,dane_rogue,1374457214597963790,
SearchBeat.com,travelerapps,725484710235795456,
Grifinóia,lucassvx,1060271464115568648,"Guará, Brasília"
🇪🇸❌ 𝕿𝖊𝖘𝖙𝖎𝖈𝖚𝖑𝖔 𝖍𝖎𝖘𝖕𝖆𝖓𝖎𝖈𝖔 ❌,CojonPlvsVltra,1176528468898717705,"Cataluña, España"
Myriam,myrischmelz,1267707708716834825,earth
Roter hahn,roterhahn1,438064528,
TV Jornal,tvjornalsbt,90791021,Recife
James Rawlins,rawlinsman,521412687,
Polígrafo Jalisco,PoligrafoJal,1280023538783727616,"Jalisco, México"
thegrinchdwarf,thegrinchdwarf,1457136460092477440,
Phoebe the Vampire Slayer,Pheebsafeminist,970803840315375616,"Colorado, USA"
your friend nico,YourFriend_Nico,1405222086084231174,
T-Moe ✨,teehamoe,250340877,
Andrea Bosio,AndreaNickBosio,140810792,"Savona, Liguria"
Ratih Luhur,RatihLuhur,21796705,
oceana,OceanadeSilva,143593029,
Petr Kubala,petrkubala,55628958,ČR
"Eyes of Macron 🐀 - Always was, and will be.",dotrat,15510386,Mentone VIC Australia
Vee,Vee_090,754817009272164353,
medRxiv,medrxivpreprint,921400462838042624,"Cold Spring Harbor, NY"
Los Albos,LosAlbosLiga,4048661967,Estadio Rodrigo Paz Delgado
Pablo Valdivia,pcvaldi,706179964677259264,"Santiago, Chile"
Lethal Dose,LethalDose15,1402135328559861760,"Earth, for now."
Herpes-Politics💊,Desplaza2,252287441,Germany
Sam Bowne,sambowne,20961162,San Francisco
QuentinG,QuentinGGR,1448536341579542532,
Phoenix Timber,Phoenix_Timber,2899871279,Fredericton
Spirits In The Material World,SpiritsMaterial,1265986640624922624,
LovetheUSA,AdoreUSAalways,950143004622368769,
The Great Heist 96.5,One4TheGippa,957996588294656000,london.paris.nagoya
Brasil Livre (brasil-livre.org) 🇧🇷 🇮🇪Ⓥ🌈🤘🌱,Brasil_Livre,1301887111948312577,#CiroNaREDE_18
Its grim up north,Itsgrimupnorth8,1378096970993176576,
Suzanne Barrett,suzabarrett,156714772,
Gillian Wallace,gillianinbrief,2841317116,
Andrés Watson,Andreswatsonok,327442813,"Florencio Varela, Argentina"
caterina catzella,helensm10580919,1343001970949431296,
Vladyslav,vstolyarov,203145888,moon
🌾,fatal_flowers,1404311324272873472,Hell
Gabriele Lang,Gabriel75307517,1387792401306112005,"München, Bayern"
Jose F. Rosales R.,Ernegroesara,856703257,maracay
Kombiz Lavasany,kombiz,7040852,"Cedar Rapids, IA"
JoeSmols,JoeSmols,1405991133017169926,"Shiba, Ontario"
Ray LaFleur,BTCLafleur,1223125185210961921,The Dump
"Sonal Asthana, MD",sonalasthana,248440893,"Bangalore, India"
snapshot,sudokill9,163857041,Grenoble − Ingénieur
GStuedler🇺🇸🇧🇧💙,gstuedler,17312357,"Miami, FL"
Wade👾,wadestruggler,3702197057,
Cameron T,CameronT94,135268076,Newcastle
Ruffles,mr_ruffio,1175147690,
DERPAPeru,DerpaPeru,1463393797929320451,"Lima, Peru"
ShibaX,ShibaX_to_Mars,1454022851422564358,Earth orbit
Recramorcen Lemniscate,Recramorcen,701245818389422080,Canada
ColeWorld,MagicUK1,1354867932828983303,
OKRAM,OKRAMBRJSG,68259515, world
dremer67,finneas67,829089536613478400,
Grant Cardone.,GrantCardone,14788764,"Miami, FL"
Nikki Gore 🇨🇦,nikgore,78622233,Toronto
ARC Optimizer,ArcOptimizer,994999140940689408,
ButcherEdward,ButchOrNile,1463236138517155844,
Espe 🎮 🧑🏼‍⚕️ 希望,Espe1980,296882682,"Hyrule, en Isla Koholint"
Joanna Catherine Bridget.🇮🇪,birdiewrenn,1204142907156029443,Ireland 🇮🇪
Jacaranda,Randall87454048,1239206834193326085,Sydney 
Pompous Barbarian,PompusBarbarian,43985156,San Francisco
ReportWire,reportwire_,1435638352204554245,
aldgarjr,aldgarjr,1265812911613775875,
Charles Barnes,CacheMasterB,2902140002,"Lansing, MI"
Yo misma 💚🖤,cadadiamaslibre,359491366,
Dave Corbett,jDC47,986987816,
Will Howard,WillHoward41189,1458703578088964099,
Americans are so damn stupid,BarryGrove9,1440847205925994499,
Lithium Promotions,LithiumPromos,1318190289941491713,
Dictator Biden Sniffs Children,WillyDoityeah,1396193606663348225,United States
LeratoSetlogelo,SetlogeloLerato,1461378722762797057,
23ABC News,23ABCNews,28390598,"Bakersfield, California"
Ivan1,Ivan151045871,1185445093328769024,
G Keetels,KeetelsG,970771566312161280,
Andrew Rollason 🐈🏴‍☠️,rollo75,9592012,Marayong. Dharug Country.
OxAO,OxAO16,1412334126800146445,
Felipx Allende🌈💚🌳🍊,HalunkeValnor,85216998,Winterfell
Legs For Parag,nicegams,1434745895887810562,"New York, USA"
Renata Cristiane,renatarc24h,150400715,"Cabo Frio, Brasil"
Dan,arronaarrdvarrk,322552770,"East Midlands, England"
AmandaJ,AmandaJudge1,392741098,NB Canada
Balanced Signal,BalancedSignal,1352089705836400640,
Mark Boyle,markpb,6284332,"Dun Laoghaire-Rathdown, Ireland"
Ephraimzimbalist,Ephraimzimbali1,1357099453895827458,"Pikeville, KY"
James Clawson jr,JamesClawsonjr1,1457078685568167936,
Holland Cooke,HollandCooke,432087297,Block Island RI USA
Edgardo,stifran_is_you,1346955477888999429,En el Bohio
Sistah Gwen,CarolinaSistah,1401281562,"North Carolina, USA"
