location,name,username,user_id
,0ldSoul,Soul0ld,1250829079521230852
"Avon, Indiana ",Quentin Smith,QZSmith,184043964
Kappa Land,Q,KaratDiamond,69526040
,🌈 ᑎᑌGGETᔕ Tᖇᗩᔕᕼ 🌈,LorenaSaMar,1141037940728111104
,fightsclub,fightsclub21,1434731413471993860
"East Harlem, Manhattan",Britney Spears is a human being,iampapiortiz,1243356586887823360
"Baltimore, MD",Collin Loring,cologneloring,2931589918
she/her • 25 • bi •yt,Kei ☕️🎄,kei_samcap,1383115330738810881
"Philadelphia, Pa",AVN News Feed,avnblogfeed,1156206252
"California, USA, born 🇬🇧 ",☃️Debs☃️,NikandNora,3198630739
"Winter Springs, FL",Scarlett Beasley,scarlettashley1,153826386
they/she•16•lesbian,rory🦒✰,farmigasfilms,1225605881007628289
,VTEX55,VTEX551,952383027337945094
𝐡𝐞/𝐡𝐢𝐦 ☯︎   ◌⸙ꜱᴡɪꜰᴛɪᴇೃ୫,𝐄𝐝𝐮𝐚𝐫𝐝 🍒🧣,lalo_reficco_,1424719727553875970
Paraguay,Nat lvs Dylan 👸🏻,natbooks13,2335079450
,natalia romanova lovebot,NATR0MANOVA,1435145793627770880
Disneyland Paris,DisneyGoofballs,DisneyGoofballs,714780127645868032
any prns + 16 :D ,sage 🧣,octoberpv,1146195070707621889
,annie,annieisajoke,1445133274129502225
The Legion Lair,LaylaLegion,LaylaLegion,1000948941486264320
,Ms E,Jojangles55,1871626446
,luiza ⚢︎,cosmicdanvrs,1440723201663799297
,Dylan,Earth_92131,1231634471880884229
yelena reading guide ➟,hourly yelenat,YELEN4T,1384399290496430081
minor | xi•xxiii•mmxxi,ً danica 🪐♡’s nat,wellromanoff,1258636552751767554
,Shadowolf_officiel,shadowolfoff,806201395930165249
,fel,catoouo,1415121619593355266
Venezuela,JoHeredia21,Heredia21Jo,1310924500847005696
,Jose Rosado,joserosado,17730766
,simp,miraclebois,904668863954071552
,ⵣ🇲🇦,wlid_elh,1321611645609791490
,Melissa Wade,HockeyPhotos,56540014
"Tucson, AZ",jessjess,JesseRingle2,1422777146762665984
"Lima, Peru",Christian Wong,wcce_92,73992413
The Junkyard,m1cahLS Tweet Bot,LSTweetBot,1374796586195161091
,×××××× || 𝕯𝖊𝖆𝖉... (?),a_insaneman,1385456688640270336
22 | she/her | \\·.✭.·//,the mechanic ⎊ comms open,cxptainflint,2484512214
Texas,ImJace.,ImJaceYT,1108465181796065281
20 | she/her,em | black widow era,aziracrowslove,3311669351
Trinidad and Tobago,Cherylee C. Legair,CheryleeLegair,285794094
"Buenos Aires, Argentina ",Panarabbit,Luluusaid,1242518425
Argentina,Petro,agupetroli,848597709552590848
"California, USA",stardustcaster,stardustcaster,1422470944145039361
,laura ল,lmao_byee,3348266902
,recast bot,recastbot,1149057186829688832
she/her,raiden haver ✦,amanethectr,1079587124666601472
,ivonne/liis,corIeonesimp,1408617039111999488
"Osasco, Brasil",gabrielinha de Rívia,delgadogabi,632403369
"Dundee, Scotland",Keigan,keigankhill,1021861613077450752
 ,ً,comicsarchived,1460462807833534467
"Devine, TX",Johnny Casas,MisterSoloDolo_,260598524
looservile,Coyvid-19,SuggestedArts,1167043464946737158
"Wisconsin, USA",🕷𝕻𝖆𝖚𝖑𝖆 ⧗,QUEENMXSURA,2751294045
"Melbourne, Victoria",Michael Bancroft,thelucentcomic,2995235936
The Batcave,Vladi,Vladi_OnDaBeat,461307613
Clinton nc,Hawkeye5150 beckys#1 fan,Jameseddington2,3403601344
,Official founder of Team Spy-der ❤🕷,LT_Aranya,2188875091
,RagnosM,m_ragnos,1402735570011426824
Gotham City ,Josh 🇬🇧🎥 Giving the Covenant back their bomb,JoshMitchell050,832555732394528768
,WrestlingFanSpeak,wfs_Jeremy,38515462
,King of Black People,7thUpperMoon,1040320869053222912
Konoha ,♡︎𝓗𝓲𝓷𝓪𝓽𝓪 𝓗𝔂𝓾𝓰𝓪♡︎,HinataHyugaTwts,1414961265416581126
she/her 19 - sw horror marvel,ellie!,naboofilms,1323067983657340930
,Outdoor Sports,OutdoorSports9,1382900616679198720
,Raven,Mari171am,2547794230
Germany,2💉 ✨Tandy Johnson 🗡 *schreibt CLOAK & DAGGER S3*,TYRONE_FANGIRL,560261345
"British Columbia, Canada",lucas 🎺,theLUCASTDS,260271203
,.,lindsaytranise,35219388
udh smt 3 hiks,Din,cateuucato,1322332947685339136
﹟ ೱ :ㅤ  look 𝘥𝘦𝘦𝘱 into the eyes of the black widow . are these the eyes of one who deals with 𝗲𝗺𝗽𝘁𝘆 words ... and idle 𝘁𝗵𝗿𝗲𝗮𝘁𝘀﹖ㅤㅤㅤㅤㅤㅤㅤ,­­ ­­­ ­­­ ­­­ ­­­ ­­­ ­­ CRIMINAL . ­­ ­­­­­,itsybitspyder,1275160406630100992
,JM,jason_mcgruder,76013311
"Massachusetts, USA",@🔞RainbowNightmare🔞,RealColorWarrio,1406421060
Westward Bound!,ladietiger6bnxChickie Nuggie,joylladiebnx,2205161185
Northeast FL,Claudia Oltean,claudia_oltean,1543144483
,Natasha.,WidcwsKiss,1392150089565618177
deobi,🌷,besttbz,1081180584586620928
"Durban, South Africa",Lord Stark Potter,LordStarkPotter,1199060708555739141
"New York, USA",jake 🏗🌃,NYKjake,1251583165627539457
"NY,US",Noemi Arianee,ArianeeNoemi,1464501333474566145
"California, USA",Jaén,whoisjaen,1295539147986198528
💟🌺Lejos de la realidad🌺💟,💞🌷Napolitano🌷💞,NeapolitanGirl7,1427557907067985935
,Just In,JustinGeeDee,1110552955252543489
,naniiii?,OualideC,1143102139578945537
UK,BumYaMum,mrnumnutz,1211665208554311684
,JediSLASH 🔞,JediSlash,1242906485065211904
Reino Unido,Charlie,ghost_motley,865612112248225794
"Portland, OR",니나잘해,AuthorNinaPerez,18109182
Chand ke paar chalo.........,Mr. Offended 🙄,mr_offendeddd,1235099937827741697
,𝕂𝕀𝔻 𝔸ℝ𝔸ℂℍℕ𝕀𝔻,VENOMCHARGE,1460761672562446336
"Carolina del Norte, USA",QueenSyd 🦋🐉✨,mahaliasyd,1043012803995398144
,Pedro H. Dorazio,Speedy_BR99,787742838905769988
GREATer Los Angeles,relativelyunknownalisha,_unknownish,1404662923440525317
,"Adam - Either podcasting, or reading comics!",Adam_LeafsFan,1180857825704235008
(📩): aassemblebr@outlook.com,Avengers Assemble BR,AAssembleBR,1073607966954307585
mdni. possible tw. ms. mv. 18+,* 𝘢𝘨𝘦𝘯𝘵 𝘦𝘷𝘦𝘭𝘪𝘯𝘢 𝙙𝙧𝙚𝙮𝙠𝙤𝙫.,Ieavesofthree,1273114010070777857
Alemania,sissy,justasisssy,1325041778412695552
Canada,JunkoMariaEnoshimathe3rd,FIreHeartJunko2,708782979598843904
,natalia romanova lovebot,NATR0MANOVA,1435145793627770880
Brazil,Rodolfo Gans,RodGans,73648091
TRANS RIGHTS ARE HUMAN RIGHTS,Brïâñ,fxllmetalrxichu,1331663488046030849
very lewd ! can be serious !,# A͟J͟AK,healinglusts,1460626631542943750
,TDArt,TDArtGallery,813874127421345792
23-8,Tyrant,Tyrant1001,1409641683025858560
Germany,Golwar,Golwar,26663329
,Lils❤️‍🔥,xwandawidowx,1457851018771845124
Planet Cereal,No Good Elijah,RealElijah_5000,3164625962
,MisteriousKing,KingMisterious,1223897610496479232
"Tampa, Florida",v4vendetta2024,v4vendetta2024,1408492164439580683
she/her,Malia Abraham,rosehipfilm,3151836602
,CLOUD ERA IS BACK!⚽,Kang06A,1380778441331548161
,Agent Bobbi Morse of Shield,his_mockingbird,1460905828114997258
,Gtf1001,gtf1001,1086743426740248576
Earth 616 Space Sector 2814,Adidas Tracksuit Mafia,SpiderMals,845897101
she/they,sophie ⭐️🦊 // happy hannukah!!!,romcomsrry,1413585291575713792
yelena reading guide ➟,hourly yelenat,YELEN4T,1384399290496430081
crying,Meaningbird,Meaningbird,1183428413639614465
,Mich CV,RegnarLob,1379646318243643392
,Mehmetaytaş,Mehmeta08745117,1343517281549242368
,.,GoodestStuff,775409887694188544
Malaysia,Aj,alifjijoy,1003509054
"Wolf Trap, VA",MISSING WILL GRAHAM,willscherrypie,1210381776134258688
look at pinned tweet for more!,The Dark Noctis Agenda (COMMISSIONS CLOSED),adelacreations,1279732875076808705
Roma,Francesco,Lestifrancesco,798809983
,Ava Ayala,OfTigerAmulet,921518274323603456
he she ve  ,C\/,d4nceonmyown,1442845431579435013
"Melbourne, Victoria",Michael Bancroft,thelucentcomic,2995235936
,May Parker,LustfulAuntMay,1247309476329291776
BRSJCE,🪐Cosma Rexha 🌌,evansson30,1083850197757771784
scotland,ellie,myst3ryofl0ve,722540359482535938
Venezuela,Tomas Sancio,tsancio,17762116
｡｡｡ ♥︎ 𝄒  ❲ ily ❳  他のすべての美しくて強い花の中で、マダラは際立っています MADARA ~ ★ # TINY BABY ﮳ ּ 𝗺𝘆.boy.𝗰𝗼𝗺 ！🛒 ☺︎︎ ,𝒕𝒆𝒂𝒓𝒅𝒓𝒐𝒑𝒔,ifmeowdara,850411204069687306
"Falls Church, VA",JesseJane🎃💜,Mama_JesseJane,282080570
she/her 19 - sw horror marvel,ellie!,naboofilms,1323067983657340930
19 • she/her,carol 🐿 ‎۞,WAND4VISI0N,1400220997131833348
he/she/they ,bel/max ⊬,skelet0nsink,1101665944135524352
,Escritos del silencio,Riki1808,1254495534888488960
homesick | she/her,a half empty girl,xyzeniamarie,31205203
,niuhulu,qiwubalaobaby,1169451553524240384
| 𝑹𝑷 | 𝑴𝑪𝑼 | +18 | MDNI,𝑪𝒉𝒓𝒊𝒔𝒕𝒊𝒏𝒆 𝑷𝒂𝒍𝒎𝒆𝒓,DxcPalmer,1393741409224740866
,day,ynuwanda,1404798485623447553
Hogwarts,Hannah,cimfamdreambig,2284604239
ela/delaৎ୭,manu,ilyolswn,1265029791381585920
"Brescia, Lombardia",Linda,Linda72788464,861206569253572609
Asia ,saeroyi,saeroyiclan,1281621722895011840
Black Lives Matter,🔞 Coffee Boy ☕️,MochaFap,898795230056534021
,m,rottenwerk,1463826652715044869
P FOKIN R,Rayuwoky 🇵🇷,rayuwoky,1216882315449774080
Earth,Riggysmallz 🏁🏁🏁,RiggsMorales1,22649027
,Dirtyscousedave,dirtyscousedave,1347545072989057025
shinodaland,lex 🥀,catalystshinoda,1262815716673191940
"Toronto, Ontario",Paulina,tequilaporn,1257407941193248768
,dav!d.,flashcosmos,1347173581919309824
asgard,alice | hawkeye era 🏹,alicesdagger,1105185726784831489
DM for Telegram or Signal Info,💮 $walasia ~*~ #CoinBAE ~*~ ETH 💮,WALASIA,15825889
Wandamaximoffhands,Sarah 🏹 nwh -16 & hawkeye era,katebishop_x,1463459072833990661
Preferably not near you.,Retired Racer,VeXySpice,19759934
,capncakes,capncakez,1388307213383438337
You are unperfect,Mikami Umeko,PerfectUmeko_en,1884113456
Temair,Charioteer,Charioteer15,1311401528398417920
,𝓙𝓘𝓜𝓘𝓝𝓘𝓧𝓘𝓛𝓘𝓢 💜,_Jimena_07,1193011178240401414
,waiting for Christmas 🌲⛄⍟ ⴵ ‎,ynt_12356sjch,1218743379879583744
,Wesley Cagle,WesleyCagle4,1367352464333283337
ela/dela    fan account ,carol ❥ hawkeye,i4tangled,1124367517638590465
,⧗ᗢ,angelicasgalaxy,487236865
Hellbound,Dirty Krazey World,DirtyKrazeyWrld,1377641449978740743
Modernonia,mar,Marjimze,706577615096844288
In the Orion Spur (Milky Way),A-Wax,p1z4T,411259340
chaerin ♡ florence,sophia,hellochaerins,343572816
,william imler the alt,Will_imler_pt2,1355638035459792897
Texas,Westerosi Cowboy,westeroscowboy,33818115
"Mississippi, USA",SereneMississippiTreasure,SereneVintageMS,1451906664672673794
"Champaign, IL",Karl Shook,Karlwrites,21849379
"Boston, MA",Dart_Adams,Dart_Adams,18521955
Mystic Falls Virginia,Keke♡︎,coldestkayy,2600739050
"San Diego, CA",LosGeez,LosGeez,76161488
"Leiria, Portugal",Maria Fernandes,mariafe98266715,1346492623889043456
,Glade Sleepy/Sheesh,MysticalTotoro,838454364826038272
she.her sapphic ♡                                                                                                         jemma simmons’ gf,duds,ceIestiaIfate,1361059408999022598
,LoLNothingMatters,DastDn,3408215668
Queti,🇵🇪 Matto Jo 🎄🕷,unnegrogarka,1132026195653156866
"Milwaukee, WI",Bikertrash *BT*,bikertrash68,1336838174195245056
,Zac Murray,Zgammer2000,816808830914928640
beacon hills,Valen 🇦🇷 lvs Wrath y Emilia,ValeRomanoff,1365316087349456898
,Claudio Alfie,ClaudieX1,129587878
making a petition for jeon jungkook to crush me with his thighs,ᴮᴱless⁷,_Taelepathy_,1056911903082057729
,deftones enjoyer,2fast2funerals,1293016939703435264
New York,Brandon Katz ☕️,Great_Katzby,142815776
hiding from twitter jail,nina,rotterdyke,1223297982906368001
she/her,raiden haver ✦,amanethectr,1079587124666601472
he xe,gumball robert smith,iwyunho,1364236436451508224
thedas or citadel space,jenna beta normie | 7 DAYS till CORA in war games,beta_normie,747479308562620416
,TC_Kaballin,Kaballin02,1445818277574463494
she/they | acab | 18,Mel,purgatoryvibe,864122664197160960
ass gard,drea™ ☃️,thormybeloved,823661201074909187
,natalia romanova lovebot,NATR0MANOVA,1435145793627770880
any/all pronouns,Wil (Taylor’s Version),jkrowlingsdick,1152647689110204421
Bologna,Bengiamino Bottone,Bengiamino,275047263
Ace Chemicals,♎~Jeff~♎⚔️RENEW THE IRREGULARS YOU F*CKS⚔️,Jeffzzzz64,3349259680
,jenifer ⴵ (Taylor’s version),polarizeetah,2164668144
Budapest,Faye ⧗ Natasha Romanoff is my hero #WidowWarriors,spyderladies13,3393680991
outlander • she\her ⍟✪ nsfw ,robb stark’s wife,ragnarsjax,1315442643065864198
yelena reading guide ➟,hourly yelenat,YELEN4T,1384399290496430081
,bex⁷💜,bexxborahae,450887550
Parc des Princes,kusmar,Pastocrack,1250402934766145538
Blüdhaven | Gotham,Dick Grayson Shaved Head ,FGGrayson,1087813262568185856
"well, if i'm wrong, then... what more could i lose? ",vittoS ⛈ thor’s hands !!!,marijuarry,852660048358780928
,Young Robot,_QueenForADay_,498088577
NYC,Kevin 🎃,KevinTalks12,1336707367874998272
,Nigel Childs  🇬🇧🇪🇸 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇨🇴,v8archie,2950344723
"England, United Kingdom",T. Dot,DonPacheco97,440787754
she/they • 17 • blk • bts&tbz,loco luca 🎧,rovakook,1373753650321952768
Munich,Valentin Sawadski (💉💉) (he/him),_vsaw,309554864
,eu ja deitei no seu sorriso,nakotoke,1393275140746645504
Disneyland Paris,DisneyGoofballs,DisneyGoofballs,714780127645868032
hel my beloved S2     she her,ana,gf2jimin,1408105807749730315
she,Lana εїз,girIwonderr,1420914761278136324
,Profit Maker Joe,ProfitMakerJoe1,1360361720284381189
a village,🔪Captain Brattigan💕,cheeky_chaos,1247656055040966657
"Michigan, USA",scandalous enby moments,BredNBreakfast,1414102577801797632
18 / white,soph,616MAGIKK,1276648523887456256
,𝕍𝕖𝕟𝕠𝕞 🕷️,DrkPhoenixagain,1389104705842802689
Minnesota ,Annie Bananie,baumelae,27349757
"Berlín, Alemania",Tim Messerschmidt,SeraAndroid,101577954
Ealing,Matthew Turner,FilmFan1971,20962510
,Cass 🌻,fictionaltrvlr,1463714507277094927
Art is not mine duh!,Ava Ire,SadDemonChild,979342126013087745
,cospi13,mscospi,1044690921520939008
♉️,ً,EverMUA,1272034171116912641
,fandomfun,fandomfun21,1374769962984869892
⛺️Somewhere on a chocobo 🥬🐤,✨star ✨,starultima,1351004791011422215
en el recuerdo 》 》 》 》,⏰maruquita💖,maruquitafeliz,1321626434
"Riverside, CA",Noelle Cazier,noelle_cazier,1421154450761084931
Ireland,🏳️‍🌈Shawn🏳️‍🌈Lunn🏳️‍🌈,shawnlunn2002,20718832
,Gangsta party,Gangstaparty8,1178099202641010693
,lu is waiting for Bey’s comeback✨,yandaaaworld,1411083354833838082
YYCHS .Yeah you can have some ,HAMZsquad,TourandRaymond,1000708857461723137
,Mcoado,Mcoad0,842563667581435904
,Super Hero porn,avengers_porn,1299506967376023552
23 she/her bi ★,pepe ⎈,darklingloki,1387194183451090947
Alfea,Lokführerin Gaylord Blume🚂,ngepisst,1325683158864568321
donde sea!! CHILE !! ,YO,Dany_Neira,64917162
,ᴼᶰˡʸ💫Ⲙⲟⳳⲓⲉ⳽ VIᕈ 400k🎬🔥,OnlyMoviesVIP,1222354526310739969
,Markus,markuslatex,771424657991933953
,israelsan,israelsan19,1237231700700049409
,MarvelDcAndEverythingElse,JerrySm59130758,1395028123629064205
Mystic Falls Virginia,Keke♡︎,coldestkayy,2600739050
,sarah,sarahmufc93,113936167
22,k | new to booktwt,pixiecardan,3391388212
,Renton Whitetail,RentonWhitetail,175968727
minor | they/them ,toni ♡,cobiesmlders,1425838453313376263
,Bi-Brown-Guy,TSon98,1162607114482868224
she/they// 18// bi,lily❄️,starksvormir,1415125166644998150
no lo sé rick,🌻🐘,_naixu_,987805835274440705
,ᴛᴀʀɪ ◡̈,tarixdaily_,1622793536
,Luis,Luisitopapi12,1114891064496803840
"Baltimore, MD",I FEEL VERY ATTACKED 🗣🗣,withers_iii,1378911649051111424
,smetiště,BezVosku,1282729186935873541
in a galaxy far far away,(Taylor‘s Version) 🧣,infj137,1256569198488231942
,shelby | BLACK LIVES MATTER,shelbysexauer,716743870281809920
Middle-Earth,¥,IGiveOpinions01,1367837822963638276
he/him,milk🥛,bigmilkcartons,442261906
999,𝗦𝗜𝗥𝗗𝗜🎴,idrissirdi9,1222944962
,Musa Rizk (JoyConBoyzForever),MusaRizk,903800799150481408
,Daniela,danielaroselle1,64445582
she!her¡they ⚢,fay,natsbatons,1362554427232694280
Nomad 🥘 ,𝔼𝕤𝕔á𝕟𝕕𝕒𝕝𝕠 ℙú𝕓𝕝𝕚𝕔𝕠 𝟙.𝟙𝕄,EscandPublico,1122889428320411648
,Maya ☀️,turiyaa,896381478052913152
she/her | 21,syd ‎⧗,widowromanxff,1430302368453828609
she/her | 18,blue 🏹 property of them,maxim0ffbelova,1075220389108707329
ohio,clevelandwest,clevelandwest,94427147
Belgium,Ennio Purricone,MasadaChee,15025083
,John X-Men,johnperpetuo,1223042724452085761
she/her,elisa ⍟ ⧗ hawkeye era :),eliparkerwife,1364554549722243077
"STL,USA",MasterChef 👨🏾‍🍳,NephewDae,221516090
"Boston, MA",Dart_Adams,Dart_Adams,18521955
stream Big KRIT,Nadav 🤠 🗿 is vibing,Nadavisback,1353255949516070912
wandanat || carolyelena,trish.,cmrnxwndnt,1329365112864456704
United States,McSports,McSports14,1135367038904557568
any pronouns ⋆ 19 ⋆ UK,Bug 🌙,_bug_bug_bug,979101517071441920
,Bob,Bob73109701,1314251118000701440
México,Joshua G. 🇲🇽,jesusgo503,1696795274
She/her,sach,strikeavolk,1210394037334749185
,levi,talkbarz,1291052161602904064
,🔞♦️Ö.Y.L.E.S.İ.N.E♦️🔞,oylesine198,1367443175644815364
in culonia,sof; stufa di chiunque,delenasdetails,952158544924762112
,Hemant Sharma,itshemantshrma,1093064583160389633
"Bahía Blanca, Argentina",ᏗᎶᏬᏕᏖᎥᏁᎥᏖᏗ,AgustinitaZG4E,2552994572
,Naytheee,araknoz,1187410878527950849
she/they • mr krabs dni,nalani ⧗ .ᐟ,neighlawknee,1312522254975209472
she her ,jade jauregui,RealJaileen,1416879499657031685
she/her ☆ 97',Hakyeon On Top🔝,imaweeb,2899157574
,sop,sopthecrtr,1395949226417340419
"Mumbai, India",SiD,Siddhesh_1694,187533938
,Ember @ ffxvSS,ember_lace,917435713225986049
Urth,𝓔☾,_itserika_,1139300889460539392
United States,Fag Patrol™ 🏳️‍🌈⃠🔫,homo_hurricane_,1345615944870191104
she/they • chinese • intj,jude | listening to JANNABI,FILMHERMES,1434403401056407557
,Julian Hilliard,_JulianHilliard,1037445777130483722
En algun lugar,Winter Soldier Culón,OnYourLeft_1,963144589786804225
,ΔLΣJΔΠDR🔴,Alejandro32,1370571850342891521
Minors + Lewd accounts DNI,Former Ex-Assassin,SoulStoneWidow,1454681374317846530
he/him | black 🇳🇬,tyler ◊,wiccavision,1271828682550792192
,kaiken,Idancefeeling,3112575243
He/him,BLANK,BlankSource,4900373420
Republic of Serbia,✪Maja⧗,MeowMajaa,3244339046
,b♡,rbccaklppr,1142291593
"Between Middle, south and over the water",Kit de Waal,KitdeWaal,2816947358
Midgar: Play THE PICTURE GAME!,🌟🎮 LOVE FF7 FACTS! 🎮🌟,ff7funfacts,1398454476340482048
,Paulina (Taylor's version),BagietkaCiwNos,1396430095238287361
,Timothy Sweaney,SweaneyTimothy,1344117897820442624
,mina,minadalia118,1414348213868449806
,JellyBean,JellyBeanGalPal,1465034120116031490
"Alabama, USA",buy a reuseable water bottle,loyalpretender,2280026562
,JonSchuring,JonSchuring,589138363
,monie,studyingmoni,1430485375701684224
18 / white,soph,616MAGIKK,1276648523887456256
Paris,Roman Scrittori,RomanScrittori,952564202
Dont refer to me ,أكي²,pantherextrpriv,1363894041558056965
,Steve Rogers,CaptainA_Rogers,1400328949490667524
California,eric,deadfewl,1125426110
,Yulifer,yulifer199406,1446340179938136083
,Nathan😵‍💫,NafeDaltzzz,2413534678
Nᴇᴡ Ꭺᴠᴇɴɢᴇʀs Fᴀᴄɪʟɪᴛʏ,—— 𝖲𝖠𝖬 𝖶𝖨𝖫𝖲𝖮𝖭.,ValiantAvifauna,858088161808969728
,natalia romanova lovebot,NATR0MANOVA,1435145793627770880
MALE,Biggest Maddie Cross Fan,Pat_Husker_Fan,1379646108
,Raspberry&Echinacea🍵,RaspEchinacea,38013298
they/them | 15 | cbyf,andy ⧗ chaos era,nattysvest,1143602838016315395
,❄😼⍟,XentricBrainy20,1159080836643336193
N. California (on Miwok land),Nicola Pitchford,NJPitchford,752616844641439745
125,Bob,BobSouljaSlim,993798697657032709
,AquiEstabaYo,aquiestabayo,1400558429958246404
,╚Ɖαиιƨн╝,asianmoans,1286598322736599040
⚢|23|xe/xem| genderless idiot,teddy| SYDCOLE CANON| ELITY ENDGAME|,wlwrudd,1261425503904206854
Pachamama ,Wilderness Wanderer,bewildandbefree,3018867858
translation + update acc,문릿 | Moonlit 炯,KEV_moonlit,1421112433079472129
"Scotland, United Kingdom",Violet | Miss Margarita @ Insomniac Zine,MissMargarita5,1373770921941565440
,k v n,afterlivesago,1434491396736626691
czech rep || she/they || 16,chris💜,miharotoimahito,1222575571277942787
yelena reading guide ➟,hourly yelenat,YELEN4T,1384399290496430081
"Houston, TX",HTown Boss,boss_htown,1077753608911892481
,xx-_-pepxx-YT,Xx_pep_YT,1290429926408097793
Berlin - a shithole city,THUNDERDUCK #ReLeaseTheWebbCut on December 13th,ThunderQuack87,1299126747972206593
 •she/her • 24,✨,classix4026,2436133135
19// 00 she/her,donia ⑂ MASON’S GF SAW ETERNALS🧣,declanonthedeck,1302574350969831425
"Glasgow, Scotland",Gav Cornett,gavio_mercury,871744346965594112
insomnia,Sanj @ 🔪 🤞🏽 soulmate AU,KidGrayson,955848714
Northern California,Ace / Dad!Cor🏳️‍🌈🏳️‍⚧️,kaitou_ace,119418619
RVA,Panda @ There's a Fish in the Percolator,Pandalots,76965681
Nomad ,𝔼𝕤𝕔𝕒𝕟𝕕𝕒𝕝𝕠 305 𝕂,EscandaloPromo,1268251370517233664
,lu,luanapdrb,1262921833952825347
United States,AnimeRaro,AnimeRaro,40147607
"Vancouver, B.C.",Chris Davis,ChrisDavis13132,1440057103876427776
Velaris,🎄emma is ready for christmas🎄,bookishemma_,2337648942
,💋 NixErotica (NSFW) 🔞,ElenaNixErotica,1458165155150372871
She / her 23 ,Asriel Barnes ➐,AsrielRavenwood,1328761140638310402
"Los Angeles, CA",Ace Orejazul 🔭 (they) 🔞,BlueEarOtter,772469679063388160
"Manchester, England",OrganBoner 🏳️‍🌈,JankDragon,913797707243966464
"New York, USA",Kate Bishop,scarletwitch_ok,1431758348282736640
Antarctica,Forze.del.Male @C2 Albedo (4/269),Forze_del_Male,908872669369704448
Baltimore,"Blue @ Packing Zines, Chasing Puppies",ForgetTheLyrics,710889637
SoCal,Harvest-Root Kornucopian 🍁🍗,Ha_Rudy1,2617776859
✍ writing!,El 🌻🎃🍂,Ginger_El_,1288722984526585857
under the canyon moon ,marianna is all too unwell🧣,http__Marianna,611054495
"Barcelona, España",⎛🦁⎞,NarrysWolves,1377987547
In your basement plz let me go,Its November,Ch3eseMan55,3063628626
,The Copycat King,QKSLVR_05953234,1376025783764971523
🇲🇽,V 💮,Vwid0w,1395629067064385537
☁️ ♡̷@toriscells ˙ 𓈒,คิ่น,pedhub,3184933357
,th‎Ⓐth‎Ⓐ♡,firealnf,1000364178148913153
"Metropolitana de Santiago, Chi",F.E.P.V,FabianELOG,1156439556545286145
"Columbus, Ohio",Brandon Thomas,brandoncliff,122109282
,Necromancing Some Bones,GRtoMost,2722539764
🇨🇦,@AndrewNation13,AndrewNation13,1121971806376583169
,Moogle Charm,moogle_charm,1289500178878050306
,◇01◇,sondrk01,1229373021149941761
"Dublin, Ireland",Mementomoryo,CCronshaw,331884767
"Ottawa, Ontario, Canada",Matt 🇨🇦 🇨🇺 🇵🇸,gnr2525,345463243
,ً,dondacrusaders,1287127821526208512
"Buenos Aires, Argentina",Franco Aróstegui,ArosteguiFranco,2891193231
he / him,mic | hawkeye era ⴵ,hipapaya_,1291744587539795968
프사 : ontherecord16 | 덥즈 편,ฅ^•ﻌ•^ฅ ☀️☁️,sunwooharu,967326690060873728
she/her || 22,A ⧗✵ Arcane Era,Amandjnx,1172212164066775041
,ᴺ💫,N21_Walstrohm,712698483002720257
"🐚 kensington, london. 18+","lovelace, ellie . Ψ ≋",BLONDETRIDENT,1442247046816100352
,"Harley, Eye of Balor",gemaNuada,1077734225778896896
"Wisconsin, USA",Mark J. Engels,mj_engels,702195139876364289
,HorizonX13,gingygjt,1306218166599716865
,Melissa (She/Her) 💉,NiteniteMelissa,3505560323
,wixa ~dune & eternals era~,victoriastark29,1406695927855947785
,Osdrauka,Osdrauka2,1087158844592140288
Texas,#153 👨🏾‍🦯Saiyan4414 #GodIsInControl,Saiyan4414,74820820
"Haveli, India",your husband ❼,snyder_uncut,225868669
she/her ,kie,criminalplaza,1241166783530360833
"Madrid, Comunidad de Madrid",sofía,sofiiia_v06,1282981260298801152
,Danjos,Danjos94,1457970026829410305
,.,zeneeree,921434635
,cum balls,cumballs17,1461292569560858624
🖥️ Ingeniería informática ,ire 🐺,ireffu_,1316741906802638848
"Valencia, España",k,bbyHmsworth,3368260786
,❁ t a s h a ❁,tashaamoyer,399886524
España,Shiien,Shlieni,1326892711803281408
,Hugo Sánchez,hugoyunnuel,1422025503016357893
"Atlanta, GA",childish quarantino,notnickalves,61524941
New York City,Observer,observer,15738599
brasil,amanda,natasharromanof,167992584
,Sleeptos,sleeptos,1141312006080913408
"Los Angeles, Ca.",Justiss Goode,GoodeWriter,1392027840493748224
RGL Universe,🎄Frostkey🎄,CSHikey,170038109
"Columbus, OH",stream cascade ✨🌊,YahBoyStevieT,777202776
🍀,Sunny🎄|| Christmas eveL 🔜,tkpurplerush,45335070
they them,whore ♡ merlin era,EDDIEANGWL,1271186392517734400
in your head,Ant9🌗,AnthonyIsmelo,1449055532967501824
she/her ,kie,criminalplaza,1241166783530360833
"Salt Lake City, UT",Allpassionate,paineslut,988595590513672192
,Rogers,LubriciousBoss,1464628114009604101
🎄 | # SHE/THEY | 7TEEN,maX-mas,silkreve,1359879630279344131
She/her| minor,lee 💌 |nwh era|,parkwrholland,885895894712954881
,Ty$,tysw0rld,2577885986
,LenkaVittoriaElisse🎀,Hperrywrinkle,877199629464387585
,Pikl,errer995,1236744535427952641
