name,location,user_id,username
nemsei,,3437030002,eduardaaeaf
BrokenEarButtons,"State College, PA",1217908010464489481,brokenearbutton
Ghanem Nuseibeh,Reino Unido,92242395,gnuseibeh
𝚖𝚒𝚗𝚞𝚜𝚑𝚔𝚊,العصفوريّة,130773658,Lunaticpotato
When did the world go mad?,,1043083675712323584,DarbsMatt
Matthew Hill,,1442966479373225985,papichulo81379
stephane turner,"quebec,canada",251311721,msstef45
Little Bo Peep,Tn,842730694044536833,Kj1Peep
🖤 Lerato 🖤,"Rustenburg, South Africa",52033531,lerato_Makhanye
Sarah B,,28599573,ladypolly25
CryptoRivalrie,,1354020597660078080,CRivalrie
Política en Argentina,"Buenos Aires, Argentina",312325837,PoliticaEnArg
LaBoss,,1041832728193196032,SBossieres
Noticias De Argentina,Argentina,2827097899,NotiArgenta
C.Hoeffel,,351949282,Hoeffel85
Marcel Abbad Sort,,730739508396822528,MarcelAbbad
Strider_Blaze ✊🏿#BLM✊🏿 #StopAsianHate,"California, USA",204997488,Strider_Blaze
Pistis Sophia ⭐⭐⭐,,1398738372575870985,_PistisSophia
PressReleasePoint,,166539231,prpnews
Cordelia Appleby 💙 #SafeEdForAll 🐤🐝,"Oxford, England",925850513761030149,CordeliaAppleb1
Fox Spews,,1367560137955807233,spews_fox
Pensamientos,Venezuela,485207048,FraseSimple
Maximilien ROBESPIERRE,Montreuil sous bois ,1351790452601724928,Maximil38267819
luca Apperti,Viterbo,251609947,3REBELL
Andrew R,Lake Simcoe,258026938,Aroucho
FrogOfWarning,,1454331691221225476,fragofwarn
Bachi Bouzouc,,1347122248717639680,bachibousouc
Dr Gaurav Sharma MP,"Hamilton, New Zealand",14756168,gmsharmanz
DSD🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Plano, TX",2364852773,DSDDDOap
AntiGlobalist Manifesto - R3DF0X0N3,Houston Texas,1025737539653697536,R3DF0X0N3
LN,,363783636,lncaliheart
Schottz Investimentos,,1349805039821447168,SchottzInvest
"Fortified, Not Rigged",None of Your Business,1289643841,Grismond50
Al Cabo Noticias,"Los Cabos, México",524874927,AlCaboNoticias
Laura Woodside,,902185835352784896,No1Ma57
Maxwell House,"Montreal, Canada",2843981466,maxwellhouse99
WTVA 9 News,"Tupelo, MS",59853964,wtva9news
AZTRADESMAN,,1274033532319354882,aztradesman
KD,,4907496822,autismstrongmom
Mikeelikesit,"San Diego, CA",1395541467947360262,Mikeelikesit3
.,,1396706197525434369,crazybeans4real
Will Powers,,377124474,willpowers4
GH05,"Melbourne, Victoria",1453695126664974344,Hodgo79
Stephen James Dawes,mosborough,1893016729,dawes_stephen
Diario Extra,"Guayaquil, Ecuador",175447500,DiarioExtraEc
Martha R. McNeill,,58189498,mcneillmartha
SomosNoticiasCOL,Costa Oriental del Lago,1131983166,somosnoticiacol
"Mike 손 (🚩,🚩)",Matrix ,1386747528486572034,_zmike
mary,,1305929769809256448,mary88137272
Phil Zopinion,Hawaii,238037615,Philzopinion
Douglas Lukasik,"Dallas, TX",542044576,DouglasLukasik
Dr Gaurav Sharma MP,"Hamilton, New Zealand",14756168,gmsharmanz
Alberta Health,"Alberta, Canada",314208281,GoAHealth
Francisco Lestón Gómez 👨🏼‍⚕️,"Madrid, España",72933831,LestonGomez
Cornish Seaside,Cornwall,249075947,batholiver
Nick Mackenzie,"Halesowen, England",148515235,Nick4125
Tony,,1276850066448429057,TonySmithMAGA
🇻🇪👽 🅰🅻🅴🆇 👽🇻🇪,ᕈꙆᥲᥒᥱt ᙓᥲɾtᖾ 🌎,108656524,YO__ANONYMOUS
lilo,,963779608863789056,lilatypique
Sespa Pará,"Belém, Pará, Brasil",240692662,SespaPara
USA 🌎,🌎,28587369,USAmailbox
ERw,Dominican Republic,1188862737893511169,Wilfryyyy
СБ. Беларусь Сегодня,"Минск, Беларусь",799950834,sbbytoday
RDVSVZLA,,458150803,RDVS1VNZLA
EX0R,,1442757671560654849,LuisFra49105240
KSBA,"Frankfort, Kentucky",51509876,ksbanews
Susan Clarke,,1293651678017642496,SusanCl28446489
Milwaukee Mob,Around ,772495219145240576,themilwaukeemob
Louise West,"High Wycombe, England",1465536996,mrslouwest
Aidan Saunders,,1233845932204015616,Saaundy
monitteh💫💫💫,"Mount Pleasant, TX",4239506297,monitteh
Ailatan Aijem,,1441843579668742147,AijemAilatan
Mary Frances Ryan,"Waterford, Ireland",121825152,MaryFrancesRyan
jimmie dodson,stillwater oklahoma,58727876,neiasden
Sean Ledwich,Winnipeg 204 995 3465,261727121,SeanLedwich
Benjamin Russell,,1401719281931501574,Benjami90002695
Kgepo🌺🕉✨,,1327300968493539328,Kgepo1
Mike,"Here, There & Everywhere Else",37177189,Mikey234
Maja Sun,Laurentides,1379026212576706561,MajaSun1
Nyttigbras.dk,Denmark,2557021562,nyttigbras
jean baptiste sciacca 🇫🇷🏴‍☠️,"Thanvillé, France",1426621814684405766,SciaccaJean
Prefeitura de Alvorada,"Alvorada, Brasil",1194586886028898304,PrefDeAlvorada
KD,,4907496822,autismstrongmom
silvia mendoza t,,830412885876686849,silviamendozat2
LindaMay,Canada,14871120,indigosky9
Bectora,"Nottingham, England.",33835220,bectora
Ray🏴󠁧󠁢󠁥󠁮󠁧󠁿🇨🇦,"Burlington, Ontario",29017104,raylougrif
🔰NLGallo56 Sorare🔰,,574349323,Nlgallo56Sorare
stoc ape,california,557015264,pierogamarra
Anja Leetz Global Health Advocate,Germany,1495122764,AnjaLeetz
"Caddy ""get your vaccine"" Wampus",,1110645358378602496,Caddy_Wampus
Dr fred the vaccine shedder,"Catterick Garrison, England",1321858537962807296,fredwibblington
KING GELHARDT 👑,,1090612030338408450,KING_GELHARDT
filhão,RJ ZO,1440563833047707652,gelsinhomf_
Sultan of Swing,,1428490478,SultanOf_Swing
Little Bo Peep,Tn,842730694044536833,Kj1Peep
ModifiedDarvasBox🔲,FL,20806851,DarvasTrading
D. Lafontaine,"Maine, USA",4738721429,dennis28879953
Frederik,,119522175,knipoog50
Ufuk Coskun,,221859928,ufukcoskunn
Global Wellness Summit,Global,3306101482,Global_GWS
Ljbeauchamp,,1171203600,ljbeauchamp
kumar Anand Maurya,,1454853985387515913,kumarAnandMaur1
Chris Knipp,Calif./NY,25004479,IKIRU2
Jean Colasanti,,834273498260344832,2jeanmcolasanti
Minkiemom,,825546410439225344,Minkiemom17
The Grand Island Independent,"Grand Island, Nebraska",10191572,theindependent
The Irish Times,Ireland,15084853,IrishTimes
"dr. rick, intellectual ronin",On the Interwebs,141958696,netculture
bianca,red (taylor's version).,1452018327371587589,missprobIems
Conchúr Moore,Belfast,72619790,conchubar1
BrokenDreams23,Nowhere & possibly Everywhere,306381470,BrokenDreams_23
El Diario,,42832810,eldiario
Jay kent,,1251302367380811781,Jaykent37399432
Exito style,,1090258909531561985,ExitoStyle
Helen Collins #SEND ❤,North Yorkshire,724300684561096704,MrsHCollins
ArkansasCovid,,1245057726050377728,ArkansasCovid
Luke Sebastian,"Indianapolis, Indiana",75083329,sebastianL20
Dr Mark Williams,,741690533781905408,drmarkwilliams6
Vincesnetterton,Uk ,1130586282718040064,vincesnetterton
The Ragamuffin Gunner💙,"Pershore, England",20460549,gooner62
Alice,Back in Cambridge,1657025082,HodkinsonAlice
:: nugget ::,:: she / her :: 23 :: ,1327269018298937344,NBTSofi
O Globo | Mundo,Brasil,66453619,OGlobo_Mundo
Intuition Junkie,"London, England",1197813544659701761,IntuitiveLife20
💡𝔹𝕝𝕦𝕖 𝔼𝕪𝕖𝕤 ⌛📚🙏 ✝️🌿🐶👫🤠,Where I am!!,1035711344996020224,BlueEyes653755
lissa (they/them),"Scotland, United Kingdom",3292950775,DataHashWitch
Dorand,"New York, USA",708500083990466560,dorand1976
federico baez,,225822530,fedbaez
-iaia🐒|| sono la donna della fra,wonderland ,1381217365212413954,lewllcHaSwOrTh
Jo Shutt,,1089701999824855040,ShuttJo
Martin Hergarden,,1464628942745346051,MartinHergarden
Luca,Rumanía,2718594982,lucaminafro
The Asinine Examiner,,1460000264845365249,AsinineExaminer
Kieran Green 🇵🇸,"Arnprior, Ontario",259756333,Privateer1
Diamond Handed Patriot,,1436423162032443395,blackout_0107
1gatesnc,,1452720465030615043,1gatesnc1
S,,1303612137135173632,sangaldoo
Harpur College,"Binghamton, NY",229876214,HarpurCollege
Jornal Folha Vitória,"Vitória, ES - Brasil",39781940,folha_vitoria
Carles Dijous (AAlb),"Barcelona, Spain",18425738,carlesdijous
nivjars,Macondo City JUNIO 2011,318859599,nivjars
lynia,,742831526086316033,lyniay
David Collado,"Sevilla, España",471371180,atuey96
Loop Jamaica,Jamaica,2443768622,LoopJamaica
Rick Washburn,,1458298764813238279,_rickwashburn
orleans,"Barcelona, Cataluña",709944645913092096,orleanspunk
Michelangelo - Mid Term Elections here we come..🌊,"Washington, DC",890256018231480320,_Michelangelo__
Michał,Polska,1319930210389819393,Micha370983841
Manuel Hernandez,,35305294,ManuelTwiteo
Vault Health,"New York, USA",1248651451204808706,vaulthealth
Zacarias Goma,,1465630284200779777,gomazacarias1
Joseph Clay,,990564589820678145,ForJean_
AFCJosh,,1440988278556135425,afcj0shie
Andrea Trunzo,"South East, England",30059108,Keroppo
Adriana,"San Juan, Argentina",716612790849572865,Adrii_melian
Sonia Shaw,Melbourne,572576933,SoniaShaw2
Jonathan Curry,British Virgin Islands,242828054,jpsc01
RAAS,"Maryland, USA",2369787813,Robinsm86398738
Small Screen Girl,Midwest,99883702,KiraJW
Focus On Socialism,Canada,1356742149912424448,FOS_Canada
"Sullivan, Goblin Diplomat","South Dakota, USA (sorry)",1097645495923683328,SullytheNerd
JON ROBERTS,"Red Lake, MN",6317552,TheJonnyR
Lassise,,740272644352815104,Lassise1
FCDO Travel Advice,London,44373112,FCDOtravelGovUK
Sjoerd Wachter,Nederland,1375067469241540613,SjoerdWachter
Articles About IP,,15106552,articlesaboutip
Desmond Dunne,"Iver, South East",1299061789,Desmundo67
Little Bo Peep,Tn,842730694044536833,Kj1Peep
Arthur 'control group'🌸,,1259734489741352962,AurtherSwindel1
Tim-Air-Uh. 🤪,Somewhere in Missouri,815093739559546880,TimaraWiley
Nadler’s Zipper,United States,1594127246,AMF2440
Leon Morales,Atlanta GA,3020396554,leondnabehavior
Hobbit,The Shire,3601035196,A_BladeRS
Thrift Your Wallet,Estados Unidos,1394986733851217921,ThriftWallet
Calvin A. Whitney,,4818742450,CAWhitney2016
Pedro Leite,,969590621282463744,Javardo_Negro
Sara,,985881628022013953,Sara_Xiv
Beca💜💛,Only Army Ot7,1292225949765980171,B3c4_L0ves7
AnnaBanana,,2973803037,AnnaBuzzeo
JesusWouldFreak,Estados Unidos,1258877266513313795,JesusWouldFreak
UnitedFansAssoc,"New Jersey, USA",838407375568543744,UnitedFansAssoc
Carlos Sánchez 🏳️‍🌈,Estados Unidos,87626490,CarlosAlfredoS
NRV🐱,,1143139989628379136,nrv2020
Gerhart Leischner,"Regina, Saskatchewan",1419646514931109888,GerhartLei
XaioTro 🎗🎗#ConsellPerLaRepública,República de Catalunya,576296034,XaioTro
Erick Monroy,"Phoenix, Az.",97736664,erickmonroy
小学生の父,,1388694037318701059,s0ftqbEJBEzhK2S
National Surveillance Unit🔴,,1463321914676441089,nsu_irl
Scott,,2867747089,merkle_scott
Giacomo Sicolo,Modugno,359575076,minaccia72
Gunjan,Reino Unido,78078191,gunjanlocke
🇾🇪 Ytawasol 🇾🇪,صنعاء - اليمن _ Yemen - Sana'a,1230178367397355520,ytawasol
President Elect SouthernMomKelly,USA ,470047170,KellyEvansInPG
Big Stu,"Northern Ireland, United Kingdom",311109931,StewartRodgers_
Social Scientist in Exile,,1433693866863988739,PolEconinExile
Lisa NG,,946900498744934402,LisaNG_Hawaii01
⭐️⭐️🏴󠁧󠁢󠁳󠁣󠁴󠁿,Your head rent free,1250202084038848514,CFC_Billy_
Dr Christopher Jackson,UK,1465285121762803713,drcjjackson
Para,"Atlanta, GA",329811439,Paracelsus
BuckyinFL,,1430211769813848076,BuckyinFl
"NEȾOLṈEW̱ 'one mind, one people'",,954436032312705024,netolnew
Ângelo Rigon 🇧🇷,Maringá/PR,9761472,blogdorigon
John Rossomando,,1352043997133484037,JohnRossomando
Carmela Norcross,"New Jersey, USA",1352391858845085697,CarmelaNorcros6
Ghost of Long John $hillver,,1307737489864617989,GShillver
Shel Silverfvck,"Washington, USA",1204150447566548992,ShelSilverfvck
Bruce Rolfsen,"Arlington, VA",827605131109793792,OSHAReporter
Darina déteste être en quarantaine🤬,Chez ton père 🤫,1385938153215823872,Banzaaaakay
Winston Smith,,1303020711124951040,buddy_sevilla
Cassandra Pimentel,,2425216610,MC_Pimentel
Travis,,22599664,tpahl
Carlos Martillo🇺🇸,"The other PRC (California),USA",706641376000086016,carlusmartellus
PabloGamb,,1318969322572742657,gamb_pablo
Lily 💖s pronouns 🦄,Occupies Wyandotte land,918061980358987776,LilyJayC
Telfonix.com,"venice, fl",584108045,Telfonix
İrem Azazi,Hatay,572850596,iremazazi
El analista real,,1106250146822717440,Jimmycartwrigh9
The DOCTOR,Left of center,17994701,BruceWatson43
EddTravers,"Santa Barbara,CA",1458844568829546498,EdwardTravers17
rosey posey,Melbourne,15424441,roseysoho
Marcus Halberstram 🥀,San Junipero,1211811448256483328,WolfofWestLoop
Antonio Cipriano 🇨🇭 🇮🇹 | 🇮🇱,"Zurich, Switzerland",1257779017899442184,Anto_Cipriano
Expat_dave,México,22850424,ExpatDave34
🧜‍♀️bex 🌊🌊🌊,west coast,59314724,yurkiddingme
🇺🇸 RichNewYorkerOG 🇺🇸,,1458642947017097217,richnewyorkerog
Una 🕳,"Omaha, NE",1001671659026354179,dali_sucks4free
NewsMD,Upper Midwest,1282789533424246786,newsmdteam
knowcoiner,,2366303126,Knowcoinery
george,"Nuneaton, England",4550649401,george_downes17
Laura Orélie de Tounens,,1220834548499537923,LaLilita2
InfoMoney | IM+,Brasil,59773459,infomoney
Roberta,"Vila Velha, Brasil",4249100773,lvthwyl
Wrong Number Haver,,1293698226391060480,GIJSHELM
Little Bo Peep,Tn,842730694044536833,Kj1Peep
russian_bot #TCPIP #SSL,,277972885,1487f093q7huweo
Trombo Woman,,1059118314763546626,trombowoman
ouuzz,,3349341165,ouzyvzzz
Infobae Colombia,,2350232347,infobaecolombia
MJ Pullen,"Roswell, GA",262723765,MJPullen
Karen Anne Anderson,"London, England",967511518748332033,kazedward2002
Heros de Moraes,"Florianópolis, Brasil",24363548,HerosMoraes
GemaskerdeMuchacho,,1452280266022694916,GemaskerdeM
Jarosław Klawikowski,Polska,953804880707190786,KlawikowskiPL
Bonchie,United States,1104060854872481792,bonchieredstate
JJ DeBenedictis,,77874080,jjdebenedictis
Covid news,,1244276213369262082,covid_news_br
Jerome Rivers,"Largo, MD",31214122,Godschosen1A
HEAD,Valledupar,749467662,ESE_HEAD
T.,,3228571657,tfuroz
🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧Edward Thomas Black,,255223525,edglasgow59
Vic,,1428174307625156608,Victhor2021
Dr Johan,Greater Copenhagen,1000827618546110464,johanwadenback
ALEXIS S.R.,"A Coruña, España",915516673322561536,VisualGodCo
David McCabe,N Ireland,1045898815,DavidMcCabe144
Claudia Lynch,"Denton, Texas.",20548990,clynch940
SSSTTACIE,YewwwwTah,1340136959478382593,SSSTTACIE
TODAY,Studio 1A,7744592,TODAYshow
Covid.us.org,"Massachusetts, USA",1095282126,Covid_us_org
Angel!,"Bogotá, D.C., Colombia",4206427955,Fist_Ing
Maureen Esq. 🔶🇬🇧🧚‍♂️,"🇪🇺 Europe, England 🇬🇧",1168249567302823936,MoSalisbury9
Vincent Lam,,1158074536681594880,vdatlam
JJHasNoGame,"Buh Buh Boston,Massachusetts",1534714292,JJHasNoGame
Aguynamedjay,,1462462051872301063,Aguynamedjay2
El Gato Weebee,"PUERTO RICO,U.S.A.",1655766132,elgatoweebee
💋Ava💋,,1403801692085305344,TheRightAva88
Eva-Lotta Bohle,Bielefeld,2709843035,eva_bohle
Schreck Williams,,3625923976,SchreckWilliams
The Venom Nib 2,,703444692952870912,OrionTiger101
🌱Vet 🌱,,1458168317257072645,Vet_infin
SudburyStar,"Sudbury, Ontario",18916699,SudburyStar
francis sullivan,jacksonville fl,613735892,francisJaxFL
Jonathan Dalton ,Reino Unido,146765784,jon1dalton
David Lim,Washington D.C.,53809979,davidalim
La República,"San José, Costa Rica",50475393,La_Republica
RichKeith,,1118595867366305793,RichKeith11
Boston Globe Rhode Island,Rhode Island ,1304603655669190657,Globe_RI
guest,,1409256778466947076,guest97632454
KNUSTSRC@60,Kumasi ,934397793967509509,knust_src
Alex (Taylor's Version) 🧣🧣🧣,,3019925069,finding_montauk
Toto,charlotte nc,518780169,OldRifleman
🇨🇦 #VoteCPC FireTrudeau,"Langley, BC, Canada",406040240,SaveRHomes
