,text,lang,possibly_sensitive,tweet_id,created_at,type
153,"Jujur aja penasaran lha kenapa ada Yelena di Hawkeye, tapi setelah nonton Black Widow jadi paham. Soalnya juga kan Yelena kayaknya diplot jadi the next Black Widow dan Kate Bishop jd the next Hawkeye. Mungkin disuruh kenalan dulu kali ya? https://t.co/r4lHjhSYnv",in,False,1464427530480353286,2021-11-27T02:55:05.000Z,replied_to
154,"Sudah nonton Hawkeye? Nah kalau belum, di Disney Plus ada bagian khusus film &amp; series lain yang berhubungan dgn Hawkeye. Black Widow boleh nih dicek dulu sebelum nonton Hawkeye karena Yelena yang ada di film ini dikonfirmasi ada di Hawkeye. https://t.co/ZxOucc5t76",in,False,1464427256428695561,2021-11-27T02:54:00.000Z,
155,dear cinemas pwede na ninyo i skip black widow cause its trash,en,False,1464427068427440129,2021-11-27T02:53:15.000Z,
156,"@Bike_Crash1 @bitchiwas999 Recently updated to include WandaVision, Falcon &amp; Winter Soldier, Loki and Black Widow! (And I'll update it again soon to include Shang-Chi and Hawkeye!) https://t.co/jphWGzWQfc",en,False,1464426976932884487,2021-11-27T02:52:53.000Z,quoted
157,https://t.co/yTooCYWfTz,und,False,1464426752541958148,2021-11-27T02:52:00.000Z,
158,@moviesnowtv Joker nd black widow team up movie would be awesome,en,False,1464426614939262979,2021-11-27T02:51:27.000Z,replied_to
159,Ame black widow &lt;3,en,False,1464426049333338113,2021-11-27T02:49:12.000Z,
160,@RayGQue @MiKeMeUpP I like Black Widow quite a bit. I went into that with low expectations too. Left really happy with the character development and humor. https://t.co/YZpoZTqSCX,en,False,1464425710416715776,2021-11-27T02:47:51.000Z,replied_to
161,@JayJayRift black widow if you have her 🙏,en,False,1464425635909091333,2021-11-27T02:47:33.000Z,replied_to
162,"the falcon and the winter soldier ✔️
black widow ✔️
loki
shang-chi ✔️
eternals ✔️
2º primeiros eps de hawkeye ✔️
to so A A A A A https://t.co/kd9fCGbryg",en,False,1464425223415943174,2021-11-27T02:45:55.000Z,quoted
163,it’s giving Black Widow https://t.co/Sa2eAXuP0u,en,False,1464425014191656966,2021-11-27T02:45:05.000Z,quoted
164,@MCU_Fanatics Black Widow,en,False,1464425011310125057,2021-11-27T02:45:05.000Z,replied_to
165,"THE AVENGERS RECAST: Samuel L. Jackson as Iron Man, Tom Hardy as Captain America, Robert Pattinson as Thor, Robert Downey Jr. as the Hulk, Ellen Page as Black Widow, Anthony Hopkins as Hawkeye and Jay-Z as Nick Fury",en,False,1464424716043571201,2021-11-27T02:43:54.000Z,
166,"@Rarecandypod1 ok, great; how bout Black Widow (1987)",en,False,1464424297389125632,2021-11-27T02:42:14.000Z,replied_to
167,"@RayGQue @MiKeMeUpP Shang Chi was so good and shattered any expectations I had. 

What did you guys think about Black Widow?",en,False,1464424046565675013,2021-11-27T02:41:15.000Z,replied_to
168,black widow. https://t.co/1lBdnuUvFZ,en,False,1464423848204374016,2021-11-27T02:40:27.000Z,quoted
169,words cannot describe how much i love that yelena responds IN RUSSIAN when nat asks her to repeat herself in plain english in Black Widow,en,False,1464423839799066624,2021-11-27T02:40:25.000Z,
170,"2 episodes in and Hawkeye is above Loki and FATWS already😳Kate owns my heart fr. Also i saw Black widow recently and it was LOTS of fun idk why people hate it so much seriously i enjoyed it a lot, but then again i also enjoyed captain marvel so you know what that means ig",en,False,1464423774565113860,2021-11-27T02:40:10.000Z,replied_to
171,Black Widow is a boring movie. https://t.co/ssgpkB9W66,en,False,1464423316379340806,2021-11-27T02:38:20.000Z,quoted
172,@tokyobingsu black widow,en,False,1464423226558214147,2021-11-27T02:37:59.000Z,replied_to
173,There’s a spider between my headboard and the wall shit looks like a black widow,en,False,1464422892267917315,2021-11-27T02:36:39.000Z,
174,@itswadewilson i love that theres actually options for favorite female mcu characters now. it used to just be like black widow. now you cant even fit all the ones introduced this phase into one twitter post. took them way too long,en,False,1464422680283824130,2021-11-27T02:35:49.000Z,replied_to
175,Avengers - Black Widow - The More You Ruv Someone: https://t.co/J0LHtRNaOs,en,False,1464421990685888512,2021-11-27T02:33:04.000Z,
176,"@Rockbert99 Yo siento que una vez se estrene Spider Man todo el mundo se va a hartar de Marvel: shang chi, black widow y the eternals parece que pasaron sin pena ni gloria",es,False,1464421855700426759,2021-11-27T02:32:32.000Z,replied_to
177,@TravNasty816 @Marvel @bellagraceart Black Widow should be made into a series.,en,False,1464421847609397252,2021-11-27T02:32:30.000Z,replied_to
178,"@nerdist When you start Black Widow at exactly 3:34pm, right at midnight when it finishes, you'll regret you wasted your time watching this long ass movie that added no substance to the MCU.",en,False,1464421037991469063,2021-11-27T02:29:17.000Z,replied_to
179,"Now that I have wigs it will be a saving game for the actual cosplays. If you wanna donate feel free! The plans are:
- Dani Clayton
- Black Widow (White suit)
- Hera Lore Olympus 
- White Queen
- OC/DND character/s
- Harley Quinn 
https://t.co/rvTZwDVFvc https://t.co/rOakN5JOJs",en,False,1464420733073780747,2021-11-27T02:28:05.000Z,quoted
180,Why did they put taskmaster in black widow bro,en,False,1464420477103841282,2021-11-27T02:27:04.000Z,
181,@OwlHouseIsGreat Black Widow https://t.co/M9VL0F8jkZ,en,False,1464419896088047616,2021-11-27T02:24:45.000Z,replied_to
182,Marv! Di black widow ada cuplikan lagu cheap thrills ga si?????,in,False,1464419795554627584,2021-11-27T02:24:21.000Z,
183,"I'm watching Marvel Studios: Assembled 1x04 ""The Making of Black Widow"" https://t.co/xpDfKrj3eR #trakt",en,False,1464419758321905670,2021-11-27T02:24:12.000Z,
184,@CEOofBrunestud Issue #45 GOAT'D. Xia beat Black Widow like a jobber,en,False,1464419242732924930,2021-11-27T02:22:09.000Z,replied_to
185,@RonnieGOAT13 She should become the Black Widow imo https://t.co/u7HomBmAUq,en,False,1464418806349156356,2021-11-27T02:20:25.000Z,replied_to
186,Watching  Black widow and this Russian accent kind of sexy,en,False,1464418193901080576,2021-11-27T02:17:59.000Z,
187,"@PooxDa Didn't watch Black Widow yet, I really didn't like Captain Marvel, Black Panther was cool IMO, only Loki was good and WandaVision was OK.",en,False,1464418181943017477,2021-11-27T02:17:56.000Z,replied_to
188,"A Variety aposta uma indicação de Black Widow ao SAG Awards na categoria ""Melhor Elenco de Dublês'.

Caso o filme consiga ganhar, ele entra em uma seleta lista de filmes do gênero com SAG Awards

Cavaleiro das Trevas
Pantera Negra
Mulher Maravilha 
Coringa 
Guerra Infinita
WW1984 https://t.co/w1eEf5v9QE",pt,False,1464417948630757390,2021-11-27T02:17:01.000Z,
189,#NowPlaying Northern Genocide - Black Widow :: Tune In: https://t.co/HVGd8YTknC,en,False,1464416948238700546,2021-11-27T02:13:02.000Z,
190,"Black Widow
esta xula pero hay cosas raras porque no me he visto ninguna otra de marvel asike no he explotado al 100% la experiencia d haberla visto pero vamos el hecho d k todas las tias sean xulisimas me encanta https://t.co/bEfuzXfwmd",es,False,1464416642977476613,2021-11-27T02:11:49.000Z,replied_to
191,3 of 5 stars to Black Widow by Duane Swierczynski https://t.co/ifKOO9Nm1o,pl,False,1464416165250404356,2021-11-27T02:09:55.000Z,
192,"Endgame didnt butcher anyone, Black Widow was mid but not terrible, MCU Spidey is a good ver of the character, What If? was bad but so are the What If comics so its accurate on a quality level. https://t.co/Dh7oWzW7Bk",en,False,1464415912761700354,2021-11-27T02:08:55.000Z,quoted
193,es un buen momento para recordarles que marvel nos robo la trilogía de black widow,es,False,1464415578479902727,2021-11-27T02:07:36.000Z,
194,"I wonder what #movie to see this long weekend? The #DuneMovie? Palabas na ba ang Shang-Chi? We already watched Black
Widow, which was quite good.",en,False,1464414895206658056,2021-11-27T02:04:53.000Z,
195,"Watched Black widow &amp; D
Shang Chi Today.... 

I like Black Widow's sister more than Black widow. The only reason I wasnt completely bored",en,False,1464414086805000204,2021-11-27T02:01:40.000Z,
196,@courtneyjaynex You’ll be getting Dani Clayton and Black Widow so 👀,en,False,1464413950049587210,2021-11-27T02:01:07.000Z,replied_to
197,"Black widow @ Myrtle Beach, South Carolina https://t.co/oriqlaKsuS",en,False,1464413883326775301,2021-11-27T02:00:51.000Z,
198,"I really wasn't all hyped for Hawkeye, but after watching the extra credit scene in Black Widow...

Yea I gotta watch it",en,False,1464413808487657474,2021-11-27T02:00:34.000Z,
199,"Black widow Is shit, captain marvel is bad, eternals is whatever, black panther is overrated, all 4 of the Disney plus shows are overrated, the MCU hit it's peak with endgame and will never be as good https://t.co/FUAE09p6CQ",en,False,1464413724652015621,2021-11-27T02:00:14.000Z,quoted
200,"Ethel Kennedy, widow of Robert Kennedy's name is written in Jeffrey Epstein's 'BLACK BOOK.' Why on earth was her name written there? Who rubbed shoulders with American Presidents &amp; has ties to Florida, New York &amp; Israel? Well, she in the hot tub with her.  https://t.co/ODR97R0psC https://t.co/A9cpeZbbOV",en,False,1464413227157184528,2021-11-27T01:58:15.000Z,
201,@RichL315 Just watched Black Widow finally. Excellent 😉,en,False,1464412981752590340,2021-11-27T01:57:16.000Z,replied_to
202,"Whenever they Bring up Nat (Black Widow) in Hawkeye...

My feels really hurt... 🥺😭 https://t.co/7gLp5YDDXA",en,False,1464412904359272448,2021-11-27T01:56:58.000Z,
203,@CJODoyle You might have to watch Black Widow twice. It takes a bit to get there but the back end of it is GREAT,en,False,1464412739611373572,2021-11-27T01:56:19.000Z,replied_to
204,"@call_me_lexxi Spider-Man dies but he comes back… but Ironman and Black Widow dont come back to life, save yo tears for them",en,False,1464412623953403909,2021-11-27T01:55:51.000Z,replied_to
205,@lean_973 black widow,en,False,1464412122654421000,2021-11-27T01:53:52.000Z,replied_to
206,@ClaireFosterPHD A lot of us found out the hard way that the black widow is a dish best served dead.,en,False,1464411470263844866,2021-11-27T01:51:16.000Z,replied_to
207,@Dlnigga57553151 Black widow lol,en,False,1464411433836457986,2021-11-27T01:51:07.000Z,replied_to
208,@JakeMillzzzz @Limbo_Prisoner @Luiz_Fernando_J @TheEternals Man you have a lot of issues :) . I just noticed Eternals grossed less then releasedin Disney same day Black Widow.. So pathetic ;),en,False,1464411424554377221,2021-11-27T01:51:05.000Z,replied_to
209,An hour into this movie and Black Widow has been in 4 accidents that she ran away from that absolutely should have killed her,en,False,1464411318363033607,2021-11-27T01:50:40.000Z,replied_to
210,love me some Thor &amp; Black Widow tho,en,False,1464411097092395010,2021-11-27T01:49:47.000Z,replied_to
211,"@blackstantwit in the mcu:

bruce banner/black widow (by a lot)
tony stark/pepper potts
scott lang/hope van dyne
thor/jane foster
and basically everyone else that isnt quill/gamora or wanda/vision",en,False,1464411074204250112,2021-11-27T01:49:42.000Z,replied_to
212,@widxwsc black widow y end game,en,False,1464410903638589448,2021-11-27T01:49:01.000Z,replied_to
213,Mobi Download Black Widow Official Movie Special Book =&gt; https://t.co/ehKnjCUQnI https://t.co/yHyKhQVLwL,en,False,1464410710960603145,2021-11-27T01:48:15.000Z,
214,"Coloring Nude Pinups #1: Scarlett Johansson as Black Widow, part 2 https://t.co/GRtTMZWlsE",en,False,1464409230509756416,2021-11-27T01:42:22.000Z,
215,Dressed up all in black like a widow,en,False,1464408884148248582,2021-11-27T01:41:00.000Z,
216,"Phase 4 ranking so far

1. Shang chi
2. Loki
3. Eternals
4. WandaVision
5. TFATWS
6. What if
7. Black widow",en,False,1464408412704460801,2021-11-27T01:39:07.000Z,
217,"BLACK WIDOW 2010, ISSUE SEVEN https://t.co/2OUwQFhobm",en,False,1464408288947159044,2021-11-27T01:38:38.000Z,
218,"""I spy Black Widow.."" https://t.co/a2RYfQZp8d",en,False,1464408246542868481,2021-11-27T01:38:28.000Z,
219,Scarlett Johansson as Natasha Romanoff in the Black Widow movie. https://t.co/XwHpWeyJ3E,en,False,1464407488577609730,2021-11-27T01:35:27.000Z,
220,"Natasha returns a few minutes later with a refill on her Black Widow and her cherries, sitting down next to him with a little more confidence this time. 'So,' he says, making a point to elevate the volume so his eavesdroppers don't have to strain.",en,False,1464406781245886464,2021-11-27T01:32:38.000Z,
221,@In_A_YamChele Imma let you live cause Black Widow my fave,en,False,1464406586730983424,2021-11-27T01:31:52.000Z,replied_to
222,"BLACK WIDOW 1999, ISSUE 2 https://t.co/Yytgz5UltX",en,False,1464406248841834498,2021-11-27T01:30:31.000Z,
223,@J_music__ What happened to Monday. South paw. Black widow. Extraction. Brick Mansions.,en,False,1464406247235534852,2021-11-27T01:30:31.000Z,replied_to
224,"@CultureCrave I haven't watched Let There Be Carnage yet, so I'm not gonna include it

Shang-Chi and Black Widow",en,False,1464405912127479808,2021-11-27T01:29:11.000Z,replied_to
225,el video de bad blood de taylor swift tiene las mismas vibes de black widow,en,False,1464405609164460034,2021-11-27T01:27:59.000Z,
226,@nYcDnA @jtrebach Western Black widow here in SW Canada has red ⏳ on bottom side of abdomen. They like to hang in spaces/corners with the hourglass facing out (or at least the ones in our garage😬). Australia’s 🕷 also has a red stripe on the top side of its abdomen.,en,False,1464405470282584067,2021-11-27T01:27:26.000Z,replied_to
227,Marcelo and I are back on our Marvel Movie catch up. Just watched Black Widow and freaking LOVED it! Now for Spider-Man: Homecoming!,en,False,1464404899588886536,2021-11-27T01:25:10.000Z,
228,"🎨Coloring Nude Pinups #1: Scarlett Johansson as Black Widow, part 1 https://t.co/KpOFseaBCC",en,False,1464404591404105730,2021-11-27T01:23:56.000Z,
229,Watching Black Widow now,en,False,1464404563499302916,2021-11-27T01:23:49.000Z,
230,@SAPPHICSPO omg is that a black widow? scary,en,False,1464404354484649985,2021-11-27T01:23:00.000Z,replied_to
231,@vibinzilly You didn’t watch black widow did you?,en,False,1464404241280212998,2021-11-27T01:22:33.000Z,replied_to
232,@wandasolsen Bro Kate is a homie but Yelena gonna dog walk her 😂 a black widow against a 22 year old who has only fought the track suit mafia?? No contest,en,False,1464404200163459076,2021-11-27T01:22:23.000Z,replied_to
233,Black widow is fire thank god I watched it,en,False,1464404109025492996,2021-11-27T01:22:01.000Z,
234,NOooooooooooooooooooooooooooooooooooooo QUE BLACK WIDOW LLEVA SPOILER DE ENDGAME LPM,en,False,1464404074099523586,2021-11-27T01:21:53.000Z,
235,@JohnSLPaul Scarjo Black Widow was weak…,en,False,1464404046530461696,2021-11-27T01:21:46.000Z,replied_to
236,pensaba que luego de black panther veria dr strange pero en el orden cronologico agregaron a black widow y ahora me toca ver esa https://t.co/0hXyqsS3tf,es,False,1464403698117926912,2021-11-27T01:20:23.000Z,
237,"I just finished watching shang chi and omfg it was amazing
taltened, brilliant, award winning 
the only thing that bugs me is that it feels like a mix of literally almost every other marvel movie (especially black widow and black panther) but that's alright",en,False,1464403592215937026,2021-11-27T01:19:58.000Z,
238,when will I be able to emotionally handle rewatching Black Widow,en,False,1464403401496739842,2021-11-27T01:19:12.000Z,
239,black widow is actually a good movie and pretty enjoyable https://t.co/s0ivPOEO7w,en,False,1464403321939275778,2021-11-27T01:18:53.000Z,quoted
240,"@EchoTheMoth I had a nightmare like that, it ended with me in a wagon covered in black widows and a BIG black widow on top of me screeching, and now I think that's what triggered my arachnophobia...",en,False,1464403263927689224,2021-11-27T01:18:40.000Z,replied_to
241,the black widow audioo,en,False,1464402993760067587,2021-11-27T01:17:35.000Z,replied_to
242,Taskmaster being reworked fit the storyline and the overall message of the Black Widow film pretty well. https://t.co/pdRfN9wvGa,en,False,1464402882506145795,2021-11-27T01:17:09.000Z,quoted
243,Quiero el pelo como black widow,es,False,1464402835358031879,2021-11-27T01:16:57.000Z,
244,Black widow was the most uninteresting character https://t.co/SZISMIiZHf,en,False,1464402719108571142,2021-11-27T01:16:30.000Z,quoted
245,"@babi Amada eu assisti Black Widow 2 vezes, não me arrependo, e tenho intenção de assistir de novo só pq é o último filme da Scarlett e pq é a Natasha protagonista",pt,False,1464402636313174021,2021-11-27T01:16:10.000Z,replied_to
246,Now we wait for black widow https://t.co/GXciqmxgwr,en,False,1464402094786547719,2021-11-27T01:14:01.000Z,
247,i just learned that hailee steinfeld (kate bishop) is using the same stunt double in #hawkeye that scarlett johansson used when she was black widow https://t.co/V7iaLX1jqx,en,False,1464401497450504193,2021-11-27T01:11:38.000Z,
248,@xtyfo @livthejewess Black widow I'm terrified of spiders that aren't tarantulas they all lived under the house / outside,en,False,1464401447781421059,2021-11-27T01:11:27.000Z,replied_to
249,Watching Black Widow,en,False,1464400975343591424,2021-11-27T01:09:34.000Z,
250,@BishopSteinfeld @nobodylaura18 But I am kind shipping them since Black widow came out and they confirmed that Kate was 22 (because in the comics she is around 16 and yelena is almost 30),en,False,1464400943500472331,2021-11-27T01:09:26.000Z,replied_to
251,"@LunaNormitaqn Hola luna como estas oye gracias veré el netflix esas recomendaciones, disney ya vi Black widow
😊😊🍻",es,False,1464400130287628299,2021-11-27T01:06:12.000Z,replied_to
252,"@Iona247365 So you changed your mind on the colour 🤫
You wanted the Marvel Black Widow vibe 👍",en,False,1464399975769690112,2021-11-27T01:05:36.000Z,replied_to
253,@Victoria_Avalor you make a hot black widow,en,False,1464399885290065930,2021-11-27T01:05:14.000Z,replied_to
254,"V Impressed with #ShangChi #LegendOfTenRings #DisneyPlus and that's huge for me. I'm so not into mcu/dc super heros stuff, except mayb for Black Widow precisely bc she's skilled and able but no super powers. #ShangChi is different. https://t.co/oWuMIqZb9o",en,False,1464399774321360897,2021-11-27T01:04:48.000Z,
255,"@emilio1676 Hola Emilio! Buenas buenas 👍🏻✨🌷
Te recomiendo en Netflix 
- La cocinera de Castamar
- Outlander
En AmaZon 
- Maradona Sueno Bendito 
Y en Disney 
- Black widow",es,False,1464399595933356033,2021-11-27T01:04:05.000Z,replied_to
256,BLACK WIDOW #15  @Marvel. https://t.co/IrmJGdydVq,en,False,1464399273274101763,2021-11-27T01:02:48.000Z,
257,oh yeah also i just watched corpse bride. it cool. my favorite character was the black widow,en,False,1464399200569860103,2021-11-27T01:02:31.000Z,
258,@TheSpaceViking0 True. First one I bought was the lufkin black widow,en,False,1464399069455998977,2021-11-27T01:02:00.000Z,replied_to
259,Que manera de llorar con los vídeos de Clint Barton y Black Widow lrpm😭,es,False,1464399013193658376,2021-11-27T01:01:46.000Z,
260,"@AnneComics Personally, I prefer the 2012 run of Capt Marvel, but Thompson's current run is a very strong contender as well.

Black Widow is also really solid though.",en,False,1464398910307381249,2021-11-27T01:01:22.000Z,replied_to
261,Finally switched out the Black Widow theater poster for one of my Cap ones. He’s always looking good! https://t.co/AoQixqLTbw,en,False,1464398829004931079,2021-11-27T01:01:02.000Z,
262,I caught a black widow spider /pos,en,False,1464398806825332747,2021-11-27T01:00:57.000Z,
263,taskmaster is a good character and added a good twist to black widow. https://t.co/8x5cXWhmxv,en,False,1464398384496787459,2021-11-27T00:59:16.000Z,quoted
264,"I wish I had a black widow ex wife too 

@ladygaga",en,False,1464398258240131072,2021-11-27T00:58:46.000Z,
265,Giving Black Widow another watch. I haven't gotten into this movie as much as I expected to. #BlackWidow #DisneyPlus #Marvel,en,False,1464398197535789062,2021-11-27T00:58:32.000Z,
266,@natev_05 @SnyderVMarvel @ReoSpeedball @_undeadboi_ Black Widow and FATWS far better than that nonsense. Don't think I say that because the SJW shit. The writing of Captain Marvel just bad overall. They also ruined Captain Mar-vell to.,en,False,1464398110851887107,2021-11-27T00:58:11.000Z,replied_to
267,me thinking about how terrible Task Master was in Black Widow https://t.co/DDfK9dMeQD,en,True,1464398055713693704,2021-11-27T00:57:58.000Z,
268,Finally watched Black Widow. Loved it. Good action movie!,en,False,1464397748153856006,2021-11-27T00:56:45.000Z,
269,@ladygaga @HouseOfGucciMov Black widow,en,False,1464397684606107650,2021-11-27T00:56:29.000Z,replied_to
270,"@hanjtis Kalau aku join audisi black widow kejoin kali ya, Hanjis? 😏",in,False,1464397322889023488,2021-11-27T00:55:03.000Z,replied_to
271,YF-23 Black Widow II ATSF計画でノースロック社がマクダエル・ドグラム社の協力を得て開発した試作戦術機。それまでの米国の戦術機に比べ近接機動性の重視、長刀・銃剣の標準装備など対BETA近接戦闘能力に力を入れている https://t.co/pNuM9GPp,ja,True,1464397240823615489,2021-11-27T00:54:44.000Z,
272,"@RobbyB3ll4s @mcufightclub @RhysThom2 I just remembered why I put it as 2023. Black Widow was originally meant to introduce Contessa Valentina Allegra de Fontaine instead of Falcon &amp; The Winter Soldier. Going by that, I dated it 2023. Though, I do prefer her showing up in the F&amp;TWS first - It's a better introduction.",en,False,1464397210683019265,2021-11-27T00:54:36.000Z,replied_to
273,"Almost all. Except: 
-IM1
-TIH
-Thor (entire trilogy)
-Cap TFA
-IM3
-Black Widow https://t.co/pLB58AAIWJ",en,False,1464397026334941187,2021-11-27T00:53:52.000Z,quoted
274,@NunziatoLindi The Black Widow,en,False,1464396974078279682,2021-11-27T00:53:40.000Z,replied_to
275,the future is gonna have 77 year olds with a pentagram tattoo on one cheek and a black widow on the other because that one year grandpa got into trap metal.,en,False,1464396810622058499,2021-11-27T00:53:01.000Z,
276,"1ère Séance: Winx le Secret du Royaume Perdu
Dernière Séance: Black Widow
Meilleure Séance: Avengers Endgame
Pire Séance: Le Voyage du Dr Dolittle
Vu le plus de fois: La Légende du Roi Arthur
+ surprenante : Rocketman
Prochaine Séance:🤷‍♀️
Séance la + attendue: Un peu de tout...😅 https://t.co/FIaeod16HJ",fr,False,1464396542094237697,2021-11-27T00:51:57.000Z,quoted
277,"@newjvbell270 Oh you know this. It’s always time!!! I haven’t watched Black Widow, Shang-Chi, or the Hawkeye episodes that dropped, but those are probably too new to live tweet, spoilers and all?",en,False,1464396343695355909,2021-11-27T00:51:10.000Z,replied_to
278,silencio vou assistir black widow pela primeira vez,pt,False,1464396229933215754,2021-11-27T00:50:43.000Z,
279,@LAimee76 Black widow and eternals were meh. Shang chi was pretty good.  I’m behind in Hawkeye and what if,en,False,1464396162140717057,2021-11-27T00:50:26.000Z,replied_to
280,"@jadonhancur @Nerdrotics // Hawkeyes daughter should be the new Hawkeye and the only reason she isn't is because the Marvel writers are fucking morons and decided to shoe horn in a random person who has no connection with the MCU, Hawkeye, Black Widow or the Avengers. //",en,False,1464396025871884289,2021-11-27T00:49:54.000Z,replied_to
281,"@CandiSpillard @AMC_83 A) No they didn’t. 

B) Wonder Woman, Alita, Moana, Captain Marvel, Ripley, Buffy, Black Widow…

C) the TYPE of role model is important!",en,False,1464395871420882945,2021-11-27T00:49:17.000Z,replied_to
282,"@bearoza_v @AMC_83 And girls have Wonder Woman, Alita, Moana, Captain Marvel, Ripley, Buffy, Black Widow…

With Who, the difference is that was 1 male character who didn’t solve problems with violence. That’s something needed in society &amp; now it’s gone. This guy has a point, if poorly made.",en,False,1464395605858476036,2021-11-27T00:48:14.000Z,replied_to
283,"@jadonhancur @Nerdrotics // Not only is she incredibly forced, but because of their woke agenda, they have completely passed up the opportunity to use a character we've known about and has existed in the MCU since Avengers 2. Hawkeyes daughter also have ties to Black Widow and the other Avengers //",en,False,1464395594546438149,2021-11-27T00:48:11.000Z,replied_to
284,pk ya black widow sur la couverture ? https://t.co/Ypq1P0sw43,fr,False,1464395559154987011,2021-11-27T00:48:03.000Z,quoted
285,"@lovesduaaa @MileyCyrus @StevieNicks I know!!! I love her so much!! Her acting is incredible but she as a person too 🥺 she is so funny, &amp; strong, &amp; cute, &amp; she has been through so much w/the media seggsualizimg her since she was a teen but she never lost her heart &amp; kindness 🔥 + She is my Black Widow ♥️",en,False,1464395115007516674,2021-11-27T00:46:17.000Z,replied_to
286,"alexiethymia: Black Widow and Clintasha Pain No matter how many years later, and in her own solo movie, Clint remains inextricably linked to her. I guess what’s so powerful about the Clintasha ship is that we could have had it all if not for... https://t.co/h0uz18yd82",en,False,1464395039275106306,2021-11-27T00:45:59.000Z,
287,Lo triste que es la escena de las cervezas de Black Widow 😔,es,False,1464394622386544646,2021-11-27T00:44:19.000Z,
288,@APRichardson89 I have a feeling she will based on the credits scene in Black Widow!,en,False,1464394073649778689,2021-11-27T00:42:08.000Z,replied_to
289,"Thankyou @disneyplus , film2 yang belom ditonton di bioskop udah muncul aja. Kemaren black widow n shangchi, skrng jungle cruise",in,False,1464393945119481861,2021-11-27T00:41:38.000Z,
290,"@DotsCaptain @SnyderVMarvel @ReoSpeedball @_undeadboi_ Captain Marvel wasn’t a bad movie… not the best MCU movie ever, but I’d definitely put it above Black Widow, FAWS, Thor 2, etc. in my MCU ranking. A top 15-20 at least…",en,False,1464393825707827206,2021-11-27T00:41:09.000Z,replied_to
291,"• Shang Chi n’est pas un film incroyable, c’est limite un 5 ou 6/10

• Thor 2 est un bon film 

•Doctor Strange est Top 5 des film du MCU

•BP est un film sur côté mais pas mauvais pour autant 

• Top 3 des pires film du MCU:
  Iron Man 3, Spider Homecoming et Black Widow https://t.co/MhSx0OjT4S",fr,False,1464393684619866112,2021-11-27T00:40:36.000Z,quoted
292,"Black Widow, Black Panther &amp; Iron Man... oh my!
Grab our #ThunderBlackFriday Bobblehead &amp; Ticket Deals while supplies last!
🎟️ https://t.co/67EDSzcxph https://t.co/QZrAuEIB5F",en,False,1464393293308080128,2021-11-27T00:39:02.000Z,
293,@chelsiewrath Black Widow✌️,en,False,1464393291068321807,2021-11-27T00:39:02.000Z,replied_to
294,Black Widow is fucking hilarious because of how the timeline has to shift by thirty years,en,False,1464393133530271754,2021-11-27T00:38:24.000Z,
295,@MishasVoice @majorlymazerly YOU KNOW it would actually make more sense if Kyuubey had said this than random Black Widow villain,en,False,1464392997370429440,2021-11-27T00:37:52.000Z,replied_to
296,Black Widow wasn’t that bad,en,False,1464392582763626507,2021-11-27T00:36:13.000Z,
297,Black Widow drawn by me :&amp;amp;gt; https://t.co/A6COysDdz0,en,False,1464392395827597316,2021-11-27T00:35:28.000Z,
298,"#Hawkeye

Hate que Bishop sorte avec la petite sœur de Black Widow",fr,False,1464392312818130949,2021-11-27T00:35:09.000Z,
299,Watched Black Widow (S2021 | E28) of #pitchmeeting  https://t.co/XOuiZ8Fmj5 #tvtime https://t.co/VFJdQJj2xB,en,False,1464391303257538566,2021-11-27T00:31:08.000Z,
300,@KennethRWebster Not better than Black Widow. But it’s good.,en,False,1464391126220259338,2021-11-27T00:30:26.000Z,replied_to
301,TEM CENA POS CREDITOS DE BLACK WIDOW ESQUECI DEIXA EU VER,pt,False,1464391013963816972,2021-11-27T00:29:59.000Z,
302,@gallavichsbae Black widow sahneleriyle izleyip kendime aci cektirmeyi severim,tr,False,1464390694462799874,2021-11-27T00:28:43.000Z,replied_to
303,Black widow movie and Loki series are overrated https://t.co/k0nDv3Iuit,en,False,1464390588636090377,2021-11-27T00:28:18.000Z,quoted
304,"Morning radio show hosts are great. One minute they’re talking about the black widow movie flop,and the next they’re talking about how a Taylor Swift song reminds them of when they were an alcoholic .",en,False,1464390587482836992,2021-11-27T00:28:17.000Z,
305,"oh brother so many things: 
the absolute decline of the mcu began w aou (WORST marvel movie)
endgame is one of the worst marvel movies
okoye should be black panther
loved black widow movie but thought they were at least 5 years too late
wandavision is the best disney+ show https://t.co/8LNji9SSaF",en,False,1464389991488966665,2021-11-27T00:25:55.000Z,quoted
306,@radioguycliff Hawkeye was good?  Better than Black Widow?,en,False,1464389963592699904,2021-11-27T00:25:49.000Z,replied_to
307,I'm not like a huge Marvel fan but both Black Widow and Shang-Chi were so fucking amazing ngl,en,False,1464389382497054723,2021-11-27T00:23:30.000Z,replied_to
308,oh and i rewatched black widow w my grandma after dr.strange she loved it even though she aint wanna watch yesterday😭,en,False,1464389318257086464,2021-11-27T00:23:15.000Z,
309,acabei de assistir black widow e o cabelo que a natasha ta usando na ultima cena é o cabelo que ela ta usando quando ela morre https://t.co/eBdM3t8LrU,pt,False,1464389055857274884,2021-11-27T00:22:12.000Z,
