possibly_sensitive,created_at,lang,text,tweet_id,type
False,2021-11-29T01:53:11.000Z,es,"@lovesdowney Va, va, desde ahorita reclamo a la Wanda de AOU y a la Nat de Black Widow c: ahr",1465136726590980102,replied_to
False,2021-11-29T01:52:50.000Z,en,RT @clintashabot: is that fear i sense in the famed black widow? or perhaps concern for that archer of yours? i suppose love truly changes…,1465136637772398596,retweeted
False,2021-11-29T01:52:17.000Z,es,"De Marvel 'Black Widow' y de DC no se, ni me importa https://t.co/2PTwpavHV7",1465136501990301704,quoted
False,2021-11-29T01:51:49.000Z,en,"I personally love the way Black Widow is, at least so far, like how darker and serious it is compared to like the usual marvel movies. The atmosphere definitely doesn’t read marvel and i fucks with it",1465136383434100740,
False,2021-11-29T01:51:40.000Z,en,RT @Mike2112McKone: Black Widow #13 Devils Reign Villain Variant https://t.co/LemDaTjh4h,1465136347900157953,retweeted
False,2021-11-29T01:51:40.000Z,es,"@nicoo_crupi capitana marvel se cae, y black widow no es tan mala",1465136346616320008,replied_to
True,2021-11-29T01:51:26.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465136288164716549,retweeted
False,2021-11-29T01:51:02.000Z,pt,"RT @caroldrnvrs: black widow spoilers!
.
.
.
.
.
.
.
.
a yelena amava tanto a natasha que chega dói, deu o colete pra ela e ainda botou um…",1465136187232894977,retweeted
False,2021-11-29T01:48:36.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465135575669825542,retweeted
False,2021-11-29T01:47:36.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465135323554332675,retweeted
True,2021-11-29T01:45:03.000Z,en,RT @harIeyverse: the little girl after black widow blow up the building https://t.co/WAbUcK2Exf,1465134682761310210,retweeted
False,2021-11-29T01:45:00.000Z,en,@thelifeofeve watching black widow thanks for asking,1465134670157332490,replied_to
True,2021-11-29T01:44:55.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465134648892272641,retweeted
False,2021-11-29T01:44:34.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465134558186119169,retweeted
False,2021-11-29T01:43:58.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465134408554459139,retweeted
False,2021-11-29T01:43:34.000Z,tl,Supergirl atau Black Widow kah fia? https://t.co/o3mCqpLuII,1465134305970065411,quoted
False,2021-11-29T01:43:03.000Z,en,RT @harIeyverse: the little girl after black widow blow up the building https://t.co/WAbUcK2Exf,1465134178010341377,retweeted
False,2021-11-29T01:42:39.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465134078236237828,retweeted
False,2021-11-29T01:42:09.000Z,en,Trying to imagine that Hulk/Black Widow romance subplot from Avengers 2 in a world where Bruce Banner is still played by Ed Norton.,1465133950184001548,
False,2021-11-29T01:41:57.000Z,en,"@AllieCatCosplay Trying to decide what to watch: Blade Runner: Black Lotus, Black Widow, or Doctor Who: Flux.🤔",1465133900209004546,replied_to
False,2021-11-29T01:41:45.000Z,en,"@ashleylynch Man, Black Widow didn't even have trick arrows. She just had to fight with guns while wearing wedges. Hardest working Avenger by far.",1465133849310941186,replied_to
False,2021-11-29T01:41:01.000Z,en,Spider Bookmark / Handmade / Book Lover Gift / Black Widow / Party Favors https://t.co/Ee4FM0o6vm via @Etsy,1465133664027570179,
False,2021-11-29T01:40:06.000Z,en,@TheAmazing_JD @FandomMenaceLs We didn’t even get anything for Black Widow until this year and AFTER they already killed off her character.,1465133433995161602,replied_to
True,2021-11-29T01:39:33.000Z,en,"RT @lure_lady: -50% OFF 🙀 ALL VIDEOS❗️
👉https://t.co/amZIHZwlVf https://t.co/OagfrkciVx",1465133295360950275,retweeted
False,2021-11-29T01:39:23.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465133256714514438,retweeted
False,2021-11-29T01:38:32.000Z,en,"RT @CatchMyVibeNSFW: Hurry to see my new video!😜 
My Black Widow Cosplay!🥰
Watch a movie with me! Everything you love is here! 😏
Big Black…",1465133040548597766,retweeted
False,2021-11-29T01:37:38.000Z,en,RT @harIeyverse: the little girl after black widow blow up the building https://t.co/WAbUcK2Exf,1465132814681051141,retweeted
False,2021-11-29T01:36:18.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465132479732277248,retweeted
False,2021-11-29T01:36:13.000Z,en,"BLACK WIDOW 2010, ISSUE SEVEN https://t.co/azcv5LLntk",1465132457741586436,
True,2021-11-29T01:35:36.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465132302636224514,retweeted
False,2021-11-29T01:34:54.000Z,en,"@Colin444 I'm trying to figure out the person at the end. I kind of watched Black Widow half distracted over a couple days. I wonder if they are from that one? I probably missed a character, unless the person is from some other Marvel show/movie. I just wonder when the next one will be on?",1465132128769818635,replied_to
False,2021-11-29T01:34:37.000Z,en,@CatholicTao I haven't done Black Widow but she's not one of the options right now. Neither is Illyana (aka Magik) or the other Black Widow. Just the 4 listed in the poll.,1465132054471921667,replied_to
False,2021-11-29T01:34:33.000Z,en,"I’m a black, black widow, black widow, widow, Ah ahah, black widow, widow, ah ahah",1465132039158448129,
False,2021-11-29T01:34:25.000Z,en,"I have officially learned how to say ""Farewell, douchebags!"" in Russian.

Thank you, Black Widow!",1465132006132662278,
False,2021-11-29T01:33:51.000Z,in,"RT @Marvfess: Marv! Spoiler shang chi, eternals, black widow

Yang love languagenya physical touch lebih suka pegangan tangan atau dielus-e…",1465131863823978505,retweeted
False,2021-11-29T01:33:17.000Z,en,RT @natashasmygem: black widow and shang-chi added to the iconic marvel introduction scene so true https://t.co/Nnc64QDhf3,1465131721284669441,retweeted
False,2021-11-29T01:33:12.000Z,en,✨💜Going live in 30 min! https://t.co/in0TISk6cl 8pm cst we're playing #sims4 as #kristenstewert the bougie black widow and maybe some #ApexLegends l8er 💜✨ #TwitchStreamers #twitch #twitchtv #smallstreamers #LIVE https://t.co/fTIYY0FYe7,1465131698530701316,
False,2021-11-29T01:33:02.000Z,en,@BexYoung_74 @ODEONCinemas Did that with me for CEA. I just bought the tickets and hopefully they’ll sort it out when we get there and maybe get a free ticket for the next visit. That’s what happened with Black Widow anyway,1465131656877158404,replied_to
False,2021-11-29T01:32:12.000Z,en,watched at the mcu movies lately and FUCK scarlet witch and black widow 🥴🥴🥵🥵 https://t.co/am6JsxsAgs,1465131445547159553,
True,2021-11-29T01:31:01.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465131149655691271,retweeted
False,2021-11-29T01:30:24.000Z,en,"RT @axelroark: @BearingtonTrade I liked most of Black Widow, but because I liked the sister. Not a huge fan of ScarJo. 

I agree. They are…",1465130995460366337,retweeted
False,2021-11-29T01:30:22.000Z,en,"RT @BearingtonTrade: @axelroark $dis gonna have some problems if they continue down the path with marvel

black widow was no great shakes e…",1465130986614710280,retweeted
False,2021-11-29T01:30:14.000Z,en,@filmtasha Why did you choose black widow for that category when ghost was RIGHT THERE,1465130950665412609,replied_to
False,2021-11-29T01:29:00.000Z,en,RT @Hawkmaestro21: When Black Widow and Hawkeye has the best Opening credits in the MCU #Hawkeye #BlackWidow https://t.co/HM8aBd7r8T,1465130642274934787,retweeted
False,2021-11-29T01:28:32.000Z,en,Black Widow 2020 Natasha Romanoff Outfits Cosplay Costume Halloween Custom Made https://t.co/hIBuCqIfh7 eBay,1465130523802497029,
False,2021-11-29T01:28:29.000Z,en,Check out this listing I just added to my #Poshmark closet: NIB Funko POP! Black Widow 610 TASKMASTER. https://t.co/G130mxGMb5 #shopmycloset @poshmarkapp,1465130510477262855,
False,2021-11-29T01:27:59.000Z,en,"BLACK WIDOW: THE THINGS THEY SAY ABOUT HER 2005, ISSUE 1 https://t.co/FCqhebVcKy",1465130384270630916,
False,2021-11-29T01:27:38.000Z,es,"Taquilla global. 
Última semana que Black Widow ($376.9 mdd) aparece en el top 10 de 2021. La rebasarán Dune y Eternals.
En cuestión de una semana, Ómicron vino a cambiar el panorama de diciembre. ¿#SpiderManNoWayHome y Sing 2 debutarán en grande o les irá como a #WW84? https://t.co/n7mCZnu5RS",1465130296668573699,
False,2021-11-29T01:26:25.000Z,en,RT @KidsToysUK: #PopVinylFigures #PopMovies Funko Pop! Movies: Black Widow - Natasha Romanoff Vinyl Figure https://t.co/v7IuS2zqnl https://…,1465129993781100544,retweeted
False,2021-11-29T01:25:28.000Z,en,@beIovafilm Wait.. doesn’t everyone whose seen Black Widow and Dr. Strange love Black Widow and Dr. Strange? No? Hot people only? Okayy.,1465129754277912583,replied_to
False,2021-11-29T01:25:08.000Z,en,#PopVinylFigures #PopMovies Funko Pop! Movies: Black Widow - Natasha Romanoff Vinyl Figure https://t.co/v7IuS2zqnl https://t.co/zZmE8MMI6X,1465129669901099008,
False,2021-11-29T01:25:04.000Z,en,"RT @yupachu: Black Widow, Natasha Romanoff ♥
https://t.co/jybtWW39Hk
#MarvelsAvengers #Avengers https://t.co/i2uesi2qH2",1465129653035667459,retweeted
False,2021-11-29T01:24:03.000Z,en,Heute im TV: Avengers 4 hat ein Black Widow-Problem - MOVIEPILOT NEWS https://t.co/cJahF5x6cf https://t.co/AE9aP4IGqf,1465129394310053892,
False,2021-11-29T01:23:57.000Z,en,"at least Hawkeye got some type of talent, Black Widow got tasers mane 😒",1465129368997580803,
False,2021-11-29T01:23:50.000Z,en,Is anyone else excited about the potential to ship Florence Pugh's Black Widow with Hailee Steinfeld's Hawkeye in the future? I mean we didn't get the ship in the original Avengers and we all know Kate's bi-energy is off the charts in the MCU already....,1465129341667495937,
False,2021-11-29T01:23:37.000Z,en,I wish they would've let this play out; because Black Widow was about to get washed lol. https://t.co/ZRDMFGFuxE,1465129287812407300,quoted
False,2021-11-29T01:23:29.000Z,en,RT @natashasmygem: black widow and shang-chi added to the iconic marvel introduction scene so true https://t.co/Nnc64QDhf3,1465129255386320898,retweeted
False,2021-11-29T01:23:29.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465129254195109895,retweeted
False,2021-11-29T01:22:33.000Z,es,"Empecé a ver Hawkeye, antes de verla deben ver la película Black Widow, la escena post-creditos de esa película conduce a lo que serán los hechos de ésta serie. https://t.co/81awmFrJRN",1465129020681502725,
True,2021-11-29T01:22:18.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465128953849401347,retweeted
False,2021-11-29T01:21:42.000Z,en,Black Widow fights like Paddy Pimblett,1465128806096773128,replied_to
False,2021-11-29T01:20:44.000Z,en,(🌟) All the Black Widow and Captain America mains. I beg. 😩,1465128561690365952,
False,2021-11-29T01:19:53.000Z,en,"a normal person: “let me get ready for the work week, wind down, and prepare to go to bed”
me: “i think i want to watch the last 30 mins of Thor Ragnarok, the last 10 mins of Black Widow, and then watch Infinity War to see the way those movies flow to each other.” 🙃😎",1465128347210506243,
False,2021-11-29T01:19:37.000Z,ja,"🎬Black Widow(2021)
ようやく観ましたすみません笑
MCUで劇場で観なかったのは初かもしれない。

アクションの良さはもちろんのこと、ナターシャの過去や以前のMCU作品との繋がりもしっかり垣間見れて楽しめました。
エレーナの少し棘のある？話し方もかわいくてグッド。

ホークアイ第3話早くー！ https://t.co/LOVdQ9MscS",1465128281284366339,
False,2021-11-29T01:18:57.000Z,pt,"não pelo amor, eu tô no minuto 27 de black widow agora e vim no twitter fazer essa piada e esse tweet apareceu na tl 😭😭😭😭 https://t.co/EC67zPRKnZ",1465128112874733578,quoted
False,2021-11-29T01:18:57.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465128112635719682,retweeted
False,2021-11-29T01:17:07.000Z,en,"@BearingtonTrade I liked most of Black Widow, but because I liked the sister. Not a huge fan of ScarJo. 

I agree. They are in trouble. The new Hawkeye looks 🤨",1465127651925008385,replied_to
False,2021-11-29T01:16:24.000Z,en,"RT @FlawInMyKode: You don't have a story, little one. You're simply a footnote in mine.

·Not new to fandom or character. 
·MDNI (writer is…",1465127471565754369,retweeted
False,2021-11-29T01:16:16.000Z,en,I totally forgot black widow and free guy due to technical issues https://t.co/6Ifnv7o7pr https://t.co/L71BCIUHfj,1465127439424753668,quoted
False,2021-11-29T01:15:37.000Z,pt,foda q eu ouço smells like teen spirit mó felizona mas com a versão de black widow eu tenho vontade de morrer com tanta tristeza,1465127272587927554,
False,2021-11-29T01:13:44.000Z,en,@iblogalot *MCU Black Widow,1465126799017275392,replied_to
False,2021-11-29T01:13:27.000Z,en,@catboyatlas Travis and his mom are a menace to the black widow society,1465126729966571520,replied_to
False,2021-11-29T01:12:28.000Z,en,@Serlentpops Black widow,1465126481030307840,replied_to
False,2021-11-29T01:11:14.000Z,sv,scarlett johansson na premier de black widow https://t.co/xsCBmsdw3R,1465126169263673350,quoted
False,2021-11-29T01:11:04.000Z,en,@Jedimynds I actually just started it. Watched Black Widow for the first time today too.,1465126130013376517,replied_to
False,2021-11-29T01:10:55.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465126090637254661,retweeted
False,2021-11-29T01:10:37.000Z,en,@voodo0_child She really does. She's gonna be a gold digging black widow. She only likes cats and money.,1465126014397431816,replied_to
False,2021-11-29T01:10:16.000Z,es,RT @Heredia21Jo: En #Hive nunca es tarde para opinar sobre una película se acerca #SpiderManNoWayHome y he querido comentar sobre otras pro…,1465125926287589380,retweeted
False,2021-11-29T01:09:41.000Z,en,"@iblogalot Besides, him just beating up people is really uninteresting at this point - it makes him feel too powerful, despite being non-powered.

It's the same problem I had with Black Widow, especially when you see super-powered characters like Cap get the shit beaten out of them.",1465125781034586114,replied_to
False,2021-11-29T01:09:39.000Z,en,"@Katchin05 Meanwhile, Black Widow deadass up there. So anything is possible",1465125773673705474,replied_to
False,2021-11-29T01:09:28.000Z,en,"is that towards the end of Black Widow, you see all the Widows leaving the compound, free to make their own choices. Then, during the second post credits scene in Shang-Chi, you see his sister now having female fighters in addition to the men, and some of them look a little 3:)",1465125726580088838,replied_to
False,2021-11-29T01:09:28.000Z,en,"Spoilers from here on out:

So at the end of Black Widow, Ross shows up with ZERO ways to escape for an injured Nat, and then MAGICALLY she's the Nat just before Infinity War and is somehow free and clear. It just makes zero sense to me.

One thing that DID intrigue me, though 2)",1465125725145649156,replied_to
False,2021-11-29T01:09:27.000Z,en,"So I just watched Black Widow and Shang-Chi.

Spoilers potentially past the first part of this tweet, so you've been warned.

In regards to them both, I liked them. I did like Black Widow less, though and it has a quasi plothole that really bugged me. 1:)",1465125723233005573,
False,2021-11-29T01:09:16.000Z,en,"@kingkuyk Hori does like western heroes and you can always see a bit of them in his Japanese heroes. What if she has that  Black Widow spark? Idk...if the Russian thing is true and she is a sparrow , it does make sense.",1465125677896802310,replied_to
False,2021-11-29T01:09:08.000Z,en,My ★★★★★ review of Black Widow on Letterboxd https://t.co/WpogmejDaP,1465125640764542978,
False,2021-11-29T01:08:48.000Z,en,"@AlexpamDelcourt OOH, you can try Black Widow, aussi.",1465125557327130625,replied_to
False,2021-11-29T01:08:40.000Z,in,"@itsjust4yester @Marvfess Emak2 yg ada di film black widow, yg okelah bisa dibilang emak angkat black widow",1465125524225753089,replied_to
False,2021-11-29T01:08:06.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465125381766275078,retweeted
False,2021-11-29T01:07:57.000Z,en,@tasmrry black widow or black panther,1465125345640783872,replied_to
False,2021-11-29T01:07:55.000Z,en,"@axelroark $dis gonna have some problems if they continue down the path with marvel

black widow was no great shakes either - solid B- movie",1465125337931694086,replied_to
True,2021-11-29T01:07:44.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465125290242412556,retweeted
False,2021-11-29T01:06:54.000Z,ro,RT @naileeroussel: @voinschmidt palesemente black widow o la trilogia di iron man o infinity war,1465125081563160578,retweeted
False,2021-11-29T01:06:50.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465125061887774727,retweeted
False,2021-11-29T01:06:33.000Z,en,"RT @imissyoung801: I’M WATCHING THIS MOVIE!! 🔥🔥🔥

YASSS to This genre,this concept
&amp; this reba ❤️‍🔥❤️‍🔥

She is giving me Tomb Raider/Mrs S…",1465124992803213313,retweeted
False,2021-11-29T01:06:14.000Z,ro,@voinschmidt palesemente black widow o la trilogia di iron man o infinity war,1465124913988177924,replied_to
False,2021-11-29T01:06:12.000Z,en,Black widow was wack. Let me see if Shang Chi is better,1465124905360441345,
False,2021-11-29T01:05:47.000Z,en,"51% off Marvel Studios Black Widow Blu-ray [2021] [Region Free]
for £7.3 @ Amazon UK

https://t.co/lNOqPA1y86",1465124801048190980,
False,2021-11-29T01:05:18.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465124676263370759,retweeted
False,2021-11-29T01:05:05.000Z,es,"Scarlett Johansson, una de las actrices más exitosas, gracias a su papel de Black Widow y a películas como 'Avengers', 'Marriage Story', 'Her', 'Jojo Rabbit', 'Lost In Translation', 'Don Jon' y más #EstrellasEnPantalla #MovieStars #ScarlettJohansson https://t.co/g7dAUgjpdI",1465124623801016326,
False,2021-11-29T01:05:00.000Z,es,@iamreallymaria @tuirercompa Jajaja y que iba a hacer black widow?? Dispararle jajajajaja,1465124603844517892,replied_to
False,2021-11-29T01:04:50.000Z,en,"RT @criminalplaza: marvel symbols:

⍟ captain america 
⎊ iron nan
⧗ / ⴵ black widow 
✇ hulk
✵ captain marvel 
۞ doctor strange
४ loki 
𖤍 va…",1465124561989648387,retweeted
False,2021-11-29T01:04:26.000Z,en,@HockeyPhotos Black Widow yes and totally forgot to tweet it. Eternals no.,1465124457492750336,replied_to
False,2021-11-29T01:01:22.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465123687024062471,retweeted
False,2021-11-29T01:01:21.000Z,en,We truly were robbed of the Black Widow trilogy we deserved. Smfh,1465123683924688898,
False,2021-11-29T01:00:44.000Z,en,"So like, last Tuesday I watched Shang-Chi. Now it's time for me to hit up Black Widow lol",1465123526881464323,
False,2021-11-29T00:59:49.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465123296723095556,retweeted
False,2021-11-29T00:59:23.000Z,en,@zqbvlls Lol I went down my own hole after black widow figured I’d share,1465123188409606145,replied_to
True,2021-11-29T00:58:42.000Z,en,"RT @lure_lady: -50% OFF 🙀 ALL VIDEOS❗️
👉https://t.co/amZIHZwlVf https://t.co/OagfrkciVx",1465123017898569741,retweeted
False,2021-11-29T00:58:35.000Z,en,"@strangesolos 🥰, here are mine:
1. Hiddleston as Loki
2. Robbie as Harley
3. Downey as Iron Man
4. Ledger as Joker
5. Jackman as Wolverine
6. DeVito as Penguin 
7. Evans as Cap
8. Johannson as Black Widow
9. Hemsworth as Thor
10. Cooper as Rocket",1465122988945256455,replied_to
False,2021-11-29T00:58:13.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465122893667336195,retweeted
False,2021-11-29T00:57:47.000Z,en,black widow https://t.co/9iDcXZBVjM,1465122787199098884,quoted
False,2021-11-29T00:56:57.000Z,en,"23-Spider-Man: Far From Home ✅
24-Black Widow ✅",1465122577714753538,replied_to
False,2021-11-29T00:56:26.000Z,pl,funko da natasha em black widow https://t.co/Oa4W6gzbwb,1465122445531230208,quoted
False,2021-11-29T00:54:43.000Z,en,@HKhan2K black widow better,1465122013090037765,replied_to
False,2021-11-29T00:53:58.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465121823494971403,retweeted
False,2021-11-29T00:53:56.000Z,en,#EsDeSuperheroe cachondearte con black widow,1465121818554085378,
True,2021-11-29T00:53:34.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465121726661070859,retweeted
False,2021-11-29T00:53:18.000Z,en,i’m gonna watch black widow 😏😏,1465121656372744196,
False,2021-11-29T00:52:27.000Z,in,20 tahun udah jadi black widow :(,1465121443423739904,
False,2021-11-29T00:52:25.000Z,en,"✨ Top Friends

🥇 raintitluvr
🥈 fluxjoji
🥉 bchanluva
🏅 Black_Widow_81
🏅 SeroGetsBaddies
🏅 cloudyij
🏅 mommies_milkies

➡️ https://t.co/03IY1Pli0o https://t.co/K3eeEH3yPO",1465121435345731585,
False,2021-11-29T00:51:34.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465121222685966346,retweeted
True,2021-11-29T00:51:23.000Z,en,"RT @ssid1024: Black Widow babes 🔥

#ScarlettJohansson #FLORENCEPUGH #rachelweisz #BlackWidow https://t.co/MG0I5q6SLP",1465121175114182661,retweeted
False,2021-11-29T00:51:02.000Z,en,@vexwerewolf You should watch the Black Widow movie for some serious Marvel quipping.,1465121086593458181,replied_to
False,2021-11-29T00:50:58.000Z,en,"@rexiecake Niiiiiice, when I saw Black Widow with my brother and grandma back in July, our theater was empty except for two other tiny groups.",1465121072492290055,replied_to
False,2021-11-29T00:50:44.000Z,en,"is that fear i sense in the famed black widow? or perhaps concern for that archer of yours? i suppose love truly changes all things, eh, fräulein?",1465121013725745152,
False,2021-11-29T00:50:24.000Z,en,@willscherrypie is it the black widow,1465120926152994817,replied_to
False,2021-11-29T00:50:11.000Z,en,@heyboo62 Black Widow-????,1465120875141869569,replied_to
True,2021-11-29T00:49:55.000Z,en,"This! This is why I hate Black Widow’s version of Taskmaster! I don’t care that they did a gender swap, I hate they took their fun personality away. https://t.co/sIiN8PNHNX",1465120805545725952,
True,2021-11-29T00:48:47.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465120520572080135,retweeted
False,2021-11-29T00:48:45.000Z,en,It should’ve been Nebula NOT IRON MAN. Hawkeye NOT BLACK WIDOW. https://t.co/ThL0w3WxMS,1465120510774321153,
True,2021-11-29T00:48:35.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465120468680298498,retweeted
False,2021-11-29T00:48:14.000Z,en,"Marvel has several different iterations of Spider-Man (including Miles Morales and Peter Parker), Iron Man, Black Widow, the Hulk, Captain America, Wanda, Thor, Loki, Wolverine, Daredevil, Captain Marvel, She-Hulk etc., and you think DC has better characters? 💀 https://t.co/OiQ93vrhIM",1465120381937889284,quoted
True,2021-11-29T00:47:32.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465120206624366596,retweeted
False,2021-11-29T00:46:16.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465119887588794376,retweeted
False,2021-11-29T00:45:06.000Z,en,"19) Vacation Friends (Streaming: Hulu)
20) The Suicide Squad (Streaming: HBO Max)
21) Cinderella (Streaming: Amazon Prime)
22) The Tomorrow War (Streaming: Amazon Prime)
23) Black Widow (Streaming: Disney+)
24) Sweet Girl (Streaming: Netflix)
#DBMOVIETWEETS",1465119594402787332,replied_to
False,2021-11-29T00:44:42.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465119492107685888,retweeted
False,2021-11-29T00:44:32.000Z,en,"@PhaseZeroCB Captain Marvel is a very interesting and cool character and unfortunately 99% of her appearances and her movie are wasted potential. 

Black Widow and Hawkeye are largely uninteresting characters to me and I get bored seeing them. 

Pre-Ragnarok Thor is better and cooler",1465119450525573128,replied_to
False,2021-11-29T00:44:23.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465119414127374344,retweeted
False,2021-11-29T00:44:22.000Z,en,@BebopNat everytime u get new black widow mercy u grow more powerful,1465119408792092680,replied_to
False,2021-11-29T00:44:14.000Z,en,Fox marketing calls this a noir on the DVD box but they said that about 1954's BLACK WIDOW also. I'll check it out anyway as a selection for Noirvember. https://t.co/OfqmQTiZJo,1465119375690768386,
True,2021-11-29T00:43:35.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465119211416657926,retweeted
False,2021-11-29T00:39:06.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465118084646191106,retweeted
False,2021-11-29T00:38:07.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465117835315884032,retweeted
False,2021-11-29T00:38:04.000Z,en,why is nine-months pregnant arlene francis dressed like an italian widow? and white gloves with that black ensemble? hmm. #TheThrillOfItAll #TCMParty,1465117823752183814,
False,2021-11-29T00:37:43.000Z,es,RT @Heredia21Jo: En #Hive nunca es tarde para opinar sobre una película se acerca #SpiderManNoWayHome y he querido comentar sobre otras pro…,1465117734698639368,retweeted
False,2021-11-29T00:37:33.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465117692315283463,retweeted
True,2021-11-29T00:37:17.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465117625072115716,retweeted
False,2021-11-29T00:36:25.000Z,es,"RT @itsybitspyder: ㅤ
ㅤ⌈  WASHINGTON en el caso 
ㅤ   ROMANOFF MADRIPOOR  ⌋

ㅤEste próximo 5 de diciembre,
ㅤestá  invitado a  ser parte del
ㅤ…",1465117407035416576,retweeted
False,2021-11-29T00:36:23.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465117401091956736,retweeted
False,2021-11-29T00:36:09.000Z,en,RT @danielaroselle1: I keep seeing box office coverage mentioning that #Eternals is performing far behind Black Widow and Shang-Chi domesti…,1465117340266283010,retweeted
False,2021-11-29T00:35:56.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465117285622984704,retweeted
False,2021-11-29T00:35:47.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465117251078610953,retweeted
False,2021-11-29T00:35:26.000Z,pt,@GNGeekNation Imagina Black Widow então q nem chegou em 400 milhões https://t.co/g6z64jhxfU,1465117159835774977,replied_to
False,2021-11-29T00:35:15.000Z,en,RT @AgentedeMarvel_: Black Widow vs Hawkeye https://t.co/9euFCZPoxi,1465117116995043328,retweeted
