lang,tweet_id,created_at,text,possibly_sensitive,type
und,1466151175082975245,2021-11-26 21:04:14+00:00,https://t.co/ckrLwHFc3z. 🇸🇰🇸🇰🇸🇰♥️♥️♥️ COVID 19 JE SÚD BOHA OTCA NAD NÁRODMI AJ NAD SVETOM A SLOVENSKOM. #RoadToMenengai4 https://t.co/CE9B9R6orj @repentSlovakia,False,quoted
en,1466151171668725773,2021-11-26 21:04:13+00:00,"@GOP GOP spotify:
1. supporting racists
2. tax cuts for the rich
3. we ignored covid killing 500k
4. praising dictators
5. voter suppression
6. destroyed the economy
7. rapists
8. we love white supremacists
9. $7.8 trillion to our debt
10. millions of jobs lost
12. drink bleach",False,replied_to
en,1466151170301251584,2021-11-26 21:04:13+00:00,"@IsSkeptical @McKaylaRoseJ Your odds of being hospitalized or dying from COVID are very rare, vaccinated or not. And your fear has no power here. https://t.co/ue0dnu5iqW",False,replied_to
en,1466151169630289931,2021-11-26 21:04:13+00:00,Whole damn family is testing positive for Covid… and I have the worst symptoms of all them. Here we go 😩😭,False,
en,1466151169357713421,2021-11-26 21:04:13+00:00,@unjoe @Dave_Eger @MaxBlumenthal Do you think covid is like leprosy or something?,False,replied_to
en,1466151168409755653,2021-11-26 21:04:12+00:00,"Airport COVID-19 testing for travellers arriving in Canada could start any time, minister says}   https://t.co/6n94O1xkWL",False,
pt,1466151167310942213,2021-11-26 21:04:12+00:00,"A Moderna pode ter uma dose de reforço contra a Covid-19, visando o combate à variante do Ômicron, testada e pronta para solicitar autorização nos EUA em março, disse o presidente da empresa, Stephen Hoge, nesta quarta

https://t.co/IYkUCOduWt",False,
en,1466151166916665349,2021-11-26 21:04:12+00:00,"When is the developed world going to stop hoarding vaccine
#Covid_19",False,
en,1466151166740516866,2021-11-26 21:04:12+00:00,"The entire trump family walked in late to the debate, all unmasked, so yeah, they all knew tht the POS had tested positive for Covid. 

This was a ‘Let’s go Brandon’ moment.",False,
en,1466151166564356103,2021-11-26 21:04:12+00:00,"we are a sheltered housing block , who none of us could go to family for xmas and had to spend it alone highly annoyed https://t.co/nrgs5G3Asq @Iromg i dont think bojo gives a flying fart about us plebs @DesmondSwayne",False,
es,1466151165947744269,2021-11-26 21:04:12+00:00,La negativa de un restaurante de Santa Pola a pedir el certificado covid a sus clientes se hace viral https://t.co/rbzgOBeo8P vía @informacion_es,False,
ca,1466151165708677122,2021-11-26 21:04:12+00:00,"Catalunya, única comunitat autònoma que demana el certificat covid als gimnassos. Segur que ha sigut idea, de l’Oriol Junqueras.",False,
en,1466151165347913734,2021-11-26 21:04:12+00:00,@mathsmrgordon But we'll get the 'we gave extra support because of COVID'. Well next to useless support. Does anyone actually teach the probability formula that's given?,False,replied_to
en,1466151164949504001,2021-11-26 21:04:12+00:00,"Politicians: ""We are worried about hospital beds availability"".
This is how they justify nonsense measures for #Covid.
Maybe after 10 years, the narrative should be different?
#nogreepass https://t.co/i2LjCkDEGc",False,
en,1466151164697890836,2021-11-26 21:04:12+00:00,"@lorehayek @DoYouEvenLif All I know is when the EU changed their recommendations at the beginning of September, we were required to get a 72-hour negative COVID test (in addition to the already required vaccination) to enter Italy. Maybe it's changed since then.",False,replied_to
en,1466151163703676931,2021-11-26 21:04:11+00:00,"@realLizUSA @MarkMeadows OLD!
Stupid sh*t we all know:
If Donald Numbnuts had tested positive before the debate?
He would still have gone.

(no way Numbnuts bails out due to Covid)",False,replied_to
fr,1466151163041091587,2021-11-26 21:04:11+00:00,"@PatriotesCreuse Pin sylvestre aussi, se trouve en teinture-mère, à prendre en gouttes. Ça revient moins cher que les tisanes.
Et l’anis étoilé qui contient aussi de la suramine , il y en a dans le Ricard. :)
Taper pin sylvestre et covid dans google, il y a divers liens.",False,replied_to
en,1466151162722332678,2021-11-26 21:04:11+00:00,Meadows' book: Trump tested positive for Covid-19 3 days before Biden debate - https://t.co/FiErGM7W5L temporary covers https://t.co/Bn9IBaC7CG - https://t.co/YnFmoRQB6i,False,
en,1466151161682034691,2021-11-26 21:04:11+00:00,"In the news: Illinois Coronavirus Updates: What's Behind Omicron Concerns, Midwest a COVID Hot Spot ... https://t.co/aXGdFdDExq #coronavirus #COVID19 #2019ncov",False,
pt,1466151160725872642,2021-11-26 21:04:11+00:00,A vacina não deveria ser mercadoria! O lucro a serviço das variantes da Covid 19 https://t.co/SMbtinYYC5,False,
fr,1466151160667160589,2021-11-26 21:04:11+00:00,"@JFKorobelnik @tomblic @barriere_dr @CHUBordeaux Je suis tout à fait consciente de la dégradation des services hospitaliers depuis des dizaines d'années.
Ce n'est pas le covid qui en est la cause mais le fait qu'il a été décidé qu'un CH devait faire du profit, c'est
Incompatible avec la mission de soins et les services ferment",False,replied_to
en,1466151160138457088,2021-11-26 21:04:11+00:00,@nytimes Why pronounce it call it COVID O.V. for Ovicron Variant. So simple. Could just call it C.O.V.  Still simple but might confuse the masses. COVID O.V.,False,replied_to
en,1466151159538884613,2021-11-26 21:04:10+00:00,@VALUBULL28 @MedStarHealth Flu negative.  Mono negative.  Covid negative.  Rapid strep negative.  Waiting on long strep results...,False,replied_to
en,1466151158595166217,2021-11-26 21:04:10+00:00,A New COVID Variant Discovered - SOUTH PARK: POST COVID https://t.co/wskl0kz0pk via @YouTube // This video basically encapsulates our lives of the last few years while also maybe making you laugh until it hurts.,False,
en,1466151158091759625,2021-11-26 21:04:10+00:00,"Short sighted marketing strategy using the Greek alphabet for naming covid variants I would like a shift to the hurricane naming system. variant Larry, Darlene, and Oliver wouldn’t cause enough panic though",False,
en,1466151157441703952,2021-11-26 21:04:10+00:00,"@Opher0010 @muppet_mastertm @lowfreqfilms @rahmanfaizer_ global statistics being released by governments, which have been found to link covid deaths to non related deaths to beef up the numbers. fear=control. control=govts wet dream since the dawn of time.",False,replied_to
en,1466151157127172102,2021-11-26 21:04:10+00:00,@DoleDrink Heart Covid 😂,False,replied_to
es,1466151157059887108,2021-11-26 21:04:10+00:00,@min_ciencia_IA cuántos casos de covid hay en lo prado,False,
en,1466151156401512460,2021-11-26 21:04:10+00:00,Only the Fully Vaccinated should fear the New “Worst Ever” Covid-19 Variant; data shows they already account for 4 in every 5 Covid Deaths,False,
en,1466151155659120641,2021-11-26 21:04:09+00:00,Covid-19: Bradford mother urges pregnant women to get jab https://t.co/0nstgktrcG,False,
en,1466151155608834051,2021-11-26 21:04:09+00:00,Harlow gym owner’s Covid-breach arrest caught on bodycam https://t.co/VHfT7e41Ep,False,
en,1466151155529134095,2021-11-26 21:04:09+00:00,Government’s Nervtag advisers ‘can’t rule out’ omicron causing biggest wave yet of Covid infections – The Independent https://t.co/ZzkhetPPh8,False,
und,1466151155529097225,2021-11-26 21:04:09+00:00,#COVID19 #Covid_19 https://t.co/0xjT13XFgM,False,
pt,1466151153469698049,2021-11-26 21:04:09+00:00,"Esse é um compromisso assumido pela administração pública municipal, em continuar auxiliando os núcleos familiares que tiveram um aumento considerável nas despesas alimentícias pelo cancelamento das aulas devido a COVID-19.",False,replied_to
en,1466151153356263424,2021-11-26 21:04:09+00:00,@GOPChairwoman Your fearless leader knew he had COVID and met maskless with elderly Gold Star families. He knew it was a deadly virus. Denounce him and you can prove you care about life.,False,replied_to
fr,1466151153171849218,2021-11-26 21:04:09+00:00,"@ChristeleEfone @LoThOdes @VeritesVerite @enide @CarneDeTwit @ClaireJardin1 @f_philippot @UPR_Asselineau Je vous le redis j ai eu le covid ...y a pas de quoi en faire une histoire qui n en fini pas.
Si vous vous ennuyez regardez un film.porno.
Ca nous evitera de lire des immondices https://t.co/5Z9I8SejI3",False,replied_to
en,1466151149988466692,2021-11-26 21:04:08+00:00,"@RobOHanrahan A high number of children were absent because they were either COVID + or a close contact of a COVID+ case.
It is UNBELIEVABLE that anyone would think that could be solved by stopping contact tracing! .@MichealMartinTD you chose her .@CMOIreland she is blaming you. Both, plz act.",False,replied_to
en,1466151149317197826,2021-11-26 21:04:08+00:00,@300babyturbo You gotta be vaccinated or have a negative Covid test within 72 hours,False,replied_to
en,1466151149275426822,2021-11-26 21:04:08+00:00,"Ontario to expand eligibility of COVID-19 boosters for adults 50 and older amid rising case counts, sources say https://t.co/bg6BFBWoWc https://t.co/vKV995Qckj",False,
es,1466151147962515456,2021-11-26 21:04:08+00:00,"@ChumelTorres Neta? Chuparse los dedos en tiempos de Covid? Ah y todo lo demás también. Oye, no fue Mariana la que vendió cubrebocas similares a una donación de el país de China? Por cierto...",False,replied_to
de,1466151145139851267,2021-11-26 21:04:07+00:00,"@Fragjanurbeifr1 @MrJonasDanner Allerdings war die Pockenimpfung dazu geeignet, die Pocken auszulöschen. Davon ist die Covid-Impfung weit entfernt.",False,replied_to
de,1466151144653209602,2021-11-26 21:04:07+00:00,"@heuteshow Der war gut. Bei Humor kenn ich auch keine Grenzen. Und da Covid und Pfizer im Teamwork Eure Zielgruppe ausdünnen, sei es Euch vergönnt.",False,replied_to
en,1466151144229687296,2021-11-26 21:04:07+00:00,What the fuck is going on. All these medical emergencies. None of this used to happen this frequently before Covid Jabs. It needs sorted asap.,False,
en,1466151143483002880,2021-11-26 21:04:07+00:00,@g_gosden What was it again that he died of? Covid? The same Covid he encouraged others to avoid being vaccinated against? THAT COVID?! The covid that already killed tens of thousands of people? Do you really expect me to even consider caring that such an idiot chose his own fate? Pffft!,False,replied_to
en,1466151142405017606,2021-11-26 21:04:06+00:00,"@DavidVincentWa1 @bennyjohnson He was discussing ""research"" options before the vaccine was available in treatment to Covid. Where does it say ""drink Bleach"" again?",False,replied_to
sv,1466151141578887169,2021-11-26 21:04:06+00:00,@Janjean15 @Bendy18059023 Fast testerna är en del av problemet för att de visar falskt positivt i många fall. Det som är intressant är förstås belastning på sjukhus och dödsfall som orsakas av Covid och inte med.,False,replied_to
fi,1466151139162865669,2021-11-26 21:04:06+00:00,"Mulla oli covid vuosi sitten, ja menin heikkoon kuntoon. Olen onnekas, koska juuri kun puhuttiin  sairaalaan siirtymisestä, kuntoni koheni. Oli aivan hirveää, kun ei pystynyt hengittämään. En ymmärrä miksi kukaan ottaisi riskin sairastua siihen. Olin perusterve ja hyväkuntoinen.",False,
en,1466151138676207617,2021-11-26 21:04:05+00:00,"Covid Omicron: Time to consider mandatory jabs, EU chief says https://t.co/06XJnDCyOg",False,
en,1466151136805605377,2021-11-26 21:04:05+00:00,"@RobParkerFS1 hey Rob, stop talking about covid all the time. Your lack of knowledge is astounding. You admit on one hand, that you can still catch it, and spread it while vaccinated, but then insinuate those same people, may not even be vaccinated!? Walking contradiction.",False,
en,1466151136776314882,2021-11-26 21:04:05+00:00,"@Zebadee1874 @YesScot Covid slowed plans down,only just started recently",False,replied_to
en,1466151136126283777,2021-11-26 21:04:05+00:00,"Since last Wednesday, 70 COVID cases and 2 COVID-related deaths have been reported. https://t.co/zU302YpmqL",False,
en,1466151135442616324,2021-11-26 21:04:05+00:00,Only positive is the market forgets covid news in literally days so I’m expecting quick turn around.,False,
en,1466151134280650755,2021-11-26 21:04:04+00:00,Parents/Students please see the PASD website (https://t.co/d67E5UwuWJ) for a new district COVID-19 Letter regarding potential exposures at PAES.,False,
en,1466151133496360973,2021-11-26 21:04:04+00:00,The chief recommendation: get vaccinated — and boosted — against COVID-19. Flu shots also are important for the season of celebrations since influenza is expected to increase this year. https://t.co/gkGUZu2nDh,False,
de,1466151133085319175,2021-11-26 21:04:04+00:00,"@Nea25443063 @MSI_BW Doch, Nea, trotzdem macht breites Impfen Sinn. Schützt viele Geimpfte vor schwerem Verlauf, vor Long-Covid, vor Intensivstation. Das hilft anderen, die auf Intensivstation landen. Selbst den Impfgegnern und Coronaleugnern, auch wenn die es nicht verdient haben.",False,replied_to
en,1466151132309434374,2021-11-26 21:04:04+00:00,Chancellor Ronnie Green said the emergence of new and potentially more transmissible COVID variants led to the change in UNL's approach for the coming semester. https://t.co/njonOvfHBx,False,
en,1466151131982155776,2021-11-26 21:04:04+00:00,"Don't let Covid-19 bring you down! Instead, play some music.",False,
und,1466151131474706450,2021-11-26 21:04:04+00:00,@minguslives @tracypaints44 @fallen_up54 @EricG1247 @CawthornforNC https://t.co/iGhQaXlc0p,False,replied_to
en,1466151130090684417,2021-11-26 21:04:03+00:00,"@PeteGasLondon1 @MabelMouse1 @seeyouinpub @Keir_Starmer Hi Pete, was every world leaders covid response murderous or just Boris because you don’t like him? Whitty &amp; JVT have had death threats, guy in court this week I believe. Some politicise it some don’t.",False,replied_to
en,1466151129872420866,2021-11-26 21:04:03+00:00,What Do We Know About the Origins of COVID? https://t.co/4YN227h1Op | https://t.co/sBQMEfAeJ5!,False,
en,1466151129784459266,2021-11-26 21:04:03+00:00,"@PetiteNicoco Don’t fall into catastrophizing everything 

Hubby will recover fully

Covid barely affects children 

Your baby is healthy 

Cease consuming liberal fear porn",False,replied_to
en,1466151129608331267,2021-11-26 21:04:03+00:00,South Africa COVID-19 cases double in one day following omicron detection https://t.co/LNYKmm2ifE https://t.co/5eE28zkXLs,False,
en,1466151128287043586,2021-11-26 21:04:03+00:00,UK Implements Stricter COVID Testing Protocol for Travelers Due to Omicron Variant  https://t.co/1NieuZ2R5H,False,
en,1466151127783645184,2021-11-26 21:04:03+00:00,"A big traffic light scandal, exposed by @toby_etc

https://t.co/0RR6DeSEf6",False,
en,1466151127716483074,2021-11-26 21:04:03+00:00,If Covid fucks up another year of vacations ISTG 😡😤,False,
en,1466151127712514061,2021-11-26 21:04:03+00:00,It's been a really tough 4 months. Lost my grandma and a month and a half after that my father. (Not Covid-19),False,
fr,1466151127611633665,2021-11-26 21:04:03+00:00,"#GiletsJaunes:
Les dirigeants visent la MORT des 99% par injection letale covid.
Ils ne craignent pas l'affrontement car ils ont renforce leur securite.
Ils tentent le tout pour le tout pour s'accrocher a leur pouvoir illegitime.
=&gt;Il ne reste plus qu'aux 99% la defense legitime https://t.co/1rK2tGNBYA",False,quoted
es,1466151126600806400,2021-11-26 21:04:03+00:00,Habilitan seis postas especiales de vacunación contra COVID-19 para viajeros estudiantiles https://t.co/PE1wfBCHgE,False,
und,1466151126101803023,2021-11-26 21:04:02+00:00,https://t.co/Ps5UVp5wz5,False,
es,1466151125288206348,2021-11-26 21:04:02+00:00,puto certificado covid voy a estar sin planes hasta a saber cuándo y todo el puente sin poder entrar ni a un bar,False,
en,1466151123732074515,2021-11-26 21:04:02+00:00,"@S1UUUU Vaccines aren’t perfect, but without them admit that the covid death rate would be far higher",False,replied_to
en,1466151122134048784,2021-11-26 21:04:01+00:00,Big cats at Ind. zoo believed to have COVID-19 https://t.co/6xtQSaihg1,False,
en,1466151121672720398,2021-11-26 21:04:01+00:00,"@hitchslapping @chrischirp Scotland and Wales did not maintain mask wearing in pubs and clubs, major areas of infection. Also COVID follows poverty and both countries have significant areas of depravation which skews their  numbers per 100,000.",False,replied_to
en,1466151121349578753,2021-11-26 21:04:01+00:00,@SherifK8 @thefiniteidea Imagine thinking this is because of Covid lmao,False,replied_to
en,1466151119198072855,2021-11-26 21:04:01+00:00,More Karma. Hope he didn’t infect anyone else. https://t.co/NJYRFXNmsT,False,
en,1466151118686326789,2021-11-26 21:04:01+00:00,"@maryloupatey @CPHO_Canada don't know who hasn't seen this but covid is deja vu

https://t.co/VjUEvwrHA9",False,replied_to
und,1466151118392729603,2021-11-26 21:04:01+00:00,@brendasafra https://t.co/U9Z2C6LnNn,False,replied_to
es,1466151118010998786,2021-11-26 21:04:00+00:00,"@lasillavacia @CRIC_Cauca Circula video de entrevista de Blu Radio donde Petro, cual sabio, devela lo que no ha logrado la ciencia, pero el afirma que el origen del covid es el cambio climatico,. Estará loco o es un montaje porque  ese dislate solo causa risa?",False,replied_to
en,1466151117318885379,2021-11-26 21:04:00+00:00,"I read this thread about Omicron and felt like I knew more than when I started, which makes a change: https://t.co/VzBaBUWEAm",False,
fr,1466151115901255692,2021-11-26 21:04:00+00:00,"@LaurentThines Si vs voulez savoir pourquoi ils font ça 👇🏻
https://t.co/1rikYcazlc",False,replied_to
pt,1466151115557416979,2021-11-26 21:04:00+00:00,"Vacinômetro e boletim epidemiológico - Covid-19  Paragominas, atualizado em 01/12/2021, atualizado às 18h.

#prefeituradeparagominas #Covid19 #paragominaspará #semsparagominas em Paragominas/ Pará - Brasil https://t.co/aj7YZqRcGA",False,
en,1466151114676580361,2021-11-26 21:04:00+00:00,"NZ,  a country where #vaping is widely available, sees a fall in smoking rates!

Who would have thought! 

https://t.co/7jO3FWQe1l",False,
en,1466151114525618179,2021-11-26 21:04:00+00:00,"@MSNBC How can she stand there and tell such huge lies, Democrats have absolutely no shame. 
Doocy OWNS Psaki With Biden&amp;apos;s Own Words https://t.co/vjjzEvwb8S",False,replied_to
fr,1466151114294939653,2021-11-26 21:04:00+00:00,Le CISSS de Laval est en tournage avec des élèves de l'école des Cardinaux de Laval pour produire une capsule sur la vaccination. Les jeunes nous ont partagé leurs opinions de la COVID-19 et de comment ils ont vécu la dernière année et demi. La diffusion se fera prochainement! https://t.co/Hyw4YYkYO0,False,
en,1466151114068344845,2021-11-26 21:04:00+00:00,World AIDS Day: Fight against HIV being forgotten amid COVID pandemic https://t.co/MbRUtvQeEl,False,
es,1466151112981970948,2021-11-26 21:03:59+00:00,"Se la pasan diciendo que hay una nueva cepa de covid pero después le obligan a river a meter 82mil personas por partido, en qué quedamos? Y ahora cuando habiliten la parte que era de la pista van a ser 100mil personas, están re locos.",False,
en,1466151112331902979,2021-11-26 21:03:59+00:00,@IrrigationJims @FreemanKim7 @Cath_Tyldesley But not directly through Omicron variant. FFS! Look harder ..... https://t.co/cUULez4Zkp,False,replied_to
en,1466151111493042185,2021-11-26 21:03:59+00:00,World AIDS Day: Fight against HIV being forgotten amid COVID pandemic https://t.co/FXjgOpfOUL,False,
en,1466151111304388612,2021-11-26 21:03:59+00:00,"@DanielTurnerPTF @RyanAFournier I remember a time when Biden said "" I will stop COVID on day one of my administration"". Yet, here we are.",False,replied_to
en,1466151110939492355,2021-11-26 21:03:59+00:00,"@MarinaHyde When a person farts it leaves the knickers and exits out of the pants and then these particles of “shit” proceed up a persons nose, which result in something called “smell” it just can’t be avoided. This is the same for covid when people put on masks, it’s absolutely pointless.",False,replied_to
en,1466151110670905344,2021-11-26 21:03:59+00:00,"https://t.co/wNsD10T3DE

All these students are fully vaccinated before they are allowed to go back to the school. 

Hopefully, they are only having mild symptoms which do not need hospitalisation nor ICU. Will not be a burden to the frontliners.",False,
en,1466151109840580608,2021-11-26 21:03:59+00:00,"NEW - German study on COVID-19 in kids ages 5-11 concludes: ""Severe disease course or death is low,"" in fact the ""case fatality could not be calculated, due to an absence of cases"" for children without comorbidities.

https://t.co/ZHSP9KuRHc

@disclosetv",True,
en,1466151109580447745,2021-11-26 21:03:58+00:00,@lacadri34 And truthfully if he had handled Covid better he very well may have been re-elected.,False,replied_to
und,1466151108414431236,2021-11-26 21:03:58+00:00,@griptmedia https://t.co/J7xyA2iZS8,False,replied_to
en,1466151108095754243,2021-11-26 21:03:58+00:00,Talking about COVID-19 vaccination https://t.co/m3cUmQ1XXT,False,
nl,1466151107663699980,2021-11-26 21:03:58+00:00,@VriesMaurits @jpaternotte Momenteel zijn 15 kinderen dood door Covid en ze hadden niet hoeven sterven.,False,replied_to
en,1466151106589962251,2021-11-26 21:03:58+00:00,"@ZeroCOVID4Ever Get real lady...kids are back in school, playing in sports, living ""normal"" lives.  Life is moving on without you. I hope your kids are completely ruined because of you. More kids choked to death in 2019 than died of covid. You gonna stop feeding them? Stop the insanity. https://t.co/U8VztxXjhF",False,replied_to
en,1466151106376052745,2021-11-26 21:03:58+00:00,@KevlarSurrey I run 4 times a week and I’ve had covid. Never had a vaccine. So that’s utter shite.,False,replied_to
en,1466151105319124993,2021-11-26 21:03:57+00:00,"@PhonyGrossi This isn't Covid, there are so many other reasons!",False,replied_to
fr,1466151104287318024,2021-11-26 21:03:57+00:00,"Cocou la @santemontreal ! Ça va? Cou don, votre science c'est juste pour les cons? 
#abrutis #polmtl 

Covid : le médecin qui a découvert le variant Omicron détruit les médias : “vous faites peur aux gens pour  rien” https://t.co/OSwPs3UFQF via @Le courrier du soir",False,
en,1466151103662366728,2021-11-26 21:03:57+00:00,"Out of 19876 COVID-19 tests carried out on 1 December 2021, 31 new cases have been detected among 8 expatriate workers, 21 new cases are contacts of active cases, and 2 travel related. There were 46 recoveries from COVID19, increasing total recoveries to 275999 https://t.co/2Ogat8s3cB",False,
en,1466151103024844801,2021-11-26 21:03:57+00:00,"@PastorMukhuba We are ready, the COVID-19 and it's 4th wave can just relax a bit, this weekend cannot be missed. The Lord is with us, re mmone Jesu.",False,replied_to
es,1466151102861172738,2021-11-26 21:03:57+00:00,"@VOX_Cataluna 🏥 @MariaEGarciaFu2 denuncia la desastrosa gestión de la Generalitat con las residencias geriátricas durante el COVID: 

""El departamento de Asuntos Sociales se ha mostrado chapucero a un nivel inimaginable"". https://t.co/OXs7Nt5YXB",False,
en,1466151101586190346,2021-11-26 21:03:57+00:00,New study finds serious COVID-19 infection could be fatal even after recovery | TheHill https://t.co/LHNyi64byv,False,
en,1466151098511679494,2021-11-26 21:03:56+00:00,"December 2021 - Ottawa

Another successful Rent To Own by JAAG Properties.  Glad to have had to opportunity to help these clients on their journey to home ownership.  We were able to help them through the struggles of COVID to ensure they were able to graduate our program! https://t.co/1GhAa3mHzD",False,
en,1466151097848922113,2021-11-26 21:03:56+00:00,"@DavidPicasso4 @johnettesnuggs Pre covid
We're amazing. Covid hit every nation and every person by surprise, yet he was able to do more for us then Biden has and Biden had a massive head start. I'm not going to Trash on Brandon, but I do support Trump 100% and you won't find me storming any capital...",False,replied_to
es,1466151097496748036,2021-11-26 21:03:56+00:00,"Primer caso de Ómicron en Estados Unidos identificado en California dijo la agencia federal de los Centros para el Control y la Prevención de Enfermedades.

https://t.co/ilUe6MydOf",False,
en,1466151096917843975,2021-11-26 21:03:55+00:00,"@Luka010805 @andvdm @jordanbpeterson How many people do you know of that died of covid at home (or on the streets, as China would have you believe)? Ventilators kill covid patients, its the wrong treatment. Hospitals have always been overwhelmed, thats not new.",False,replied_to
en,1466151096183922689,2021-11-26 21:03:55+00:00,"@MbalulaFikile Some went for selfies.Petrol prices changed within short time. This might be last time Anc led government visiting Nigeria, 2024, just around the corner. We see these kind of visits but no development in Africa.Last year was better because there was no unnecessary trips Covid-19",False,replied_to
en,1466151095995146259,2021-11-26 21:03:55+00:00,"@svscarpino @PPI_Insights Oh, 4x over several weeks, not a single week.
https://t.co/GM7PATEafg",False,replied_to
en,1466151095567151104,2021-11-26 21:03:55+00:00,I’ll take my immune system and day over vaccine against covid any day hahaha https://t.co/CIF7rO0KlC https://t.co/dKnwPTYOXT,False,quoted
en,1466151094904631309,2021-11-26 21:03:55+00:00,Why has nobody done a cover of “Everything’s Coming Up Roses” called “Everything’s Coming Up Covid”?,False,
de,1466151094682275849,2021-11-26 21:03:55+00:00,"@sanewski2 Oh, ihr seid zwar geimpft, aber ihr seid nicht wirklich geschützt“. Und jetzt sagen sie zu den Geimpften – die eigentlich geschützt sein sollten, die Vertrauen haben sollten – „Oh, die Ungeimpften werden euch anstecken!“
https://t.co/1qYl6ASWXu",False,replied_to
en,1466151093683965952,2021-11-26 21:03:55+00:00,"If you’re surprised, you haven’t been paying attention.  https://t.co/dBFoszExFA",False,
en,1466151093025616135,2021-11-26 21:03:55+00:00,Is there a collection of Covid misinformation video somewhere? Or maybe just a collection of Covid misinfo that includes some? For an academic paper. Please and thanks! https://t.co/tA9F5t7Po9,False,quoted
en,1466151090672615424,2021-11-26 21:03:54+00:00,@ClancyNeil @maggieNYT “Not done” as in we are not aware? Because he ended up in the hospital with Covid pneumonia. Any “negative” test result he received was just wrong.,False,replied_to
pt,1466151089019969542,2021-11-26 21:03:54+00:00,Poxa covid a gente só queria um carnavalzinho,False,
en,1466151088860667910,2021-11-26 21:03:54+00:00,@SpursFabrizi0 @lunihann @FootballlForAll How do you know? Seems really suspicious!! And it might be worth asking these people if they’ve had covid!! You know so it covers both,False,replied_to
en,1466151087975505922,2021-11-26 21:03:53+00:00,"Are there ever any deal breakers for his supporters? Does throwing an event for Gold Star families while knowing that you have COVID, then blaming your infection ON THEM say anything about the quality of his character? https://t.co/tSC9zI6jVK",False,quoted
en,1466151087967129600,2021-11-26 21:03:53+00:00,@Brick_Suit Wow this is much more concrete evidence than any of the covid “science”,False,replied_to
en,1466151086792732672,2021-11-26 21:03:53+00:00,@Mark_inFairport @AmerksHockey Gotta hope this is satire at this point. Anyone still thinking cancelling games is the right call is advocating for a permanent COVID-centric world. There’s no other implication.,False,replied_to
en,1466151085949730819,2021-11-26 21:03:53+00:00,"As far as covid is concerned, there might be a different way forward.",False,replied_to
en,1466151085496754188,2021-11-26 21:03:53+00:00,"@damianbott Hi Damian, I have flights, hotels and tickets for the PSV v Utrecht game on Saturday, obviously due to Covid this trip will now not happen. Is there anyway I may be able to get hold of a players shirt from the game? I am a PSV shirt collector. All the best. Mark",False,
en,1466151084242706441,2021-11-26 21:03:52+00:00,@RobBaron10 @EDP24 Your obsessed with Covid. Vaccines and medicines in place now. Life moves on,False,replied_to
fr,1466151083127066636,2021-11-26 21:03:52+00:00,"@cab2626 Soyez honnête avec vous même et avec les autres ! Vous vous étés fait vaccinés pour vous protéger du covid ou pour pouvoir faire ce que vous voulez et aller ou vous voulez ????? ( sport, resto, ciné, vacances ......)",False,replied_to
it,1466151083101806597,2021-11-26 21:03:52+00:00,@nonelarena Questa è la prova che non sempre il Covid uccide se ha un fisico integro lo puoi curare non devi andare in ospedale se non hai altre recidive Ma non parlano mai di cure domiciliari e di medicinali antivirali E questo il punto nessuno nega che ci sia Covid . Ma non c è trasparenza,False,replied_to
es,1466151082107801601,2021-11-26 21:03:52+00:00,#CuestionDePrioridades Hola buenas noches yo de alto riesgo con 47años y las ✌️ dosis del covid-19 y me han puesto la vacuna de la gripe y sin problemas y por cierto muy amables las dos enfermeras 👏👏👏👏,False,
en,1466151078169350145,2021-11-26 21:03:51+00:00,"@kwchylinski @LBCNews GPS have always been paid for jabs, this is not unique to covid, they also get QOF points for certain clinics such as smoking cessation, asthma etc.  Imo increasing the payments for COVID jabs feels unethical",False,replied_to
en,1466151077221384203,2021-11-26 21:03:51+00:00,@Exree123 @stephen07651515 @reecejames_24 2 heart emergency’s happened tonight and I’ve almost never seen it happen before covid,False,replied_to
pt,1466151076839759874,2021-11-26 21:03:51+00:00,"Mais engraçado que futebol com o maracanã lotado de um bando de hetero chatos gritando meio dúzia de bosta pode né, não existe virose e nem covid. Hipocrisia é o nome disso, se não pode um outro tbm não pode... 🤢🤢🤮🤮",False,
en,1466151073119453190,2021-11-26 21:03:50+00:00,"🚨 BREAKING 🚨

Covid test results show and LeBron James has the Commie-cron Variant.",False,
en,1466151071651409934,2021-11-26 21:03:49+00:00,i love covid. cool vidoes.,False,
en,1466151070988599302,2021-11-26 21:03:49+00:00,"@DefeatBrianKemp @profdrmeancat @BrianKempGA Yup:

Georgia: 276 COVID deaths per 100k

United States: 235 per 100k",False,replied_to
en,1466151070539857923,2021-11-26 21:03:49+00:00,"It's December! The Silly Season* has officially started!  

*be less silly. buy books. 

Come join us at York's very own #Jolabokaflod! Author readings. Share a glass of holiday cheer. We'll have fun AND be Covid sensible.

https://t.co/VBWIkkBRoh https://t.co/m1AEtYIHcT",False,
en,1466151070493814787,2021-11-26 21:03:49+00:00,"@JustinBGalloway @Daystar You still get Covid-19, even if vaccinated.... no protection!",False,replied_to
es,1466151070066003972,2021-11-26 21:03:49+00:00,@Tracatana @lopezobrador_ Por culpa del covid,False,replied_to
