lang,tweet_id,possibly_sensitive,created_at,text,type
en,1466155123256832001,False,2021-11-28 21:19:55+00:00,"@vueling 
Hi Vueling how does it take to validate covid related document (vaccination) before accessing to the checkin process?",
en,1466155121256116235,False,2021-11-28 21:19:55+00:00,"@JackPosobiec @DrOz Did @DrOz bully Wendy Williams into getting the vaccine because she did get vaxxed and now tested positive for covid in what they call a ""breakthrough"" case and is now too sick to return to her show https://t.co/n5dFeGX0Ph",replied_to
en,1466155121121935361,False,2021-11-28 21:19:55+00:00,Was so excited to finally see @ENTERSHIKARI this weekend but covid hit like a tonne of bricks. Last seen Dublin 2012 so absolutely distraught lol but no one plays Dublin so next UK tour it is! https://t.co/hDGgmIqJ78,
in,1466155119720878080,False,2021-11-28 21:19:55+00:00,"fak overthinking aing kelas banget malem ini, dari mulai komponen unsur bintang gegara nugas fisbin sampe data covid menjelang nataru.

fix aing keren.",
en,1466155119532253189,False,2021-11-28 21:19:54+00:00,"“Doing everything I can holistically, not what Aaron Rodgers was doing, but taking vitamins and drinking water.”

Logan Ryan on his covid symptoms https://t.co/jed9mE8Z27",
en,1466155119498698763,False,2021-11-28 21:19:54+00:00,Reporter reveals how Trump exposed 'potentially hundreds of people' to COVID before first presidential debate #SmartNews HE NEVER CONSIDERS ANYONE BUT HIMSELF 😡😡 https://t.co/t8JtywZSbf,
en,1466155119385329665,True,2021-11-28 21:19:54+00:00,"So sad these ppl bought in2 this covid illusion, the deaths of the innocent r adding up quickly https://t.co/gdU8tiDi7x https://t.co/GtzC7pH0nZ",quoted
en,1466155117007224832,False,2021-11-28 21:19:54+00:00,"10. COVID is out of control in the US.

RESULT: Still true. Though Trump's vaccines are widely available, many are rejecting them. America has now absconded all meaningful control measures and now the virus can spread and mutate between vaccinated and unvaccinated people. https://t.co/dgPoZ9B178",replied_to
es,1466155115614814216,False,2021-11-28 21:19:54+00:00,@latinus_us Che gente no entienden lo delicado que está el contagio de covid. Les vale madres haber si López les da para el hospital,replied_to
en,1466155112297119755,False,2021-11-28 21:19:53+00:00,China will deliver another 1 billion Covid-19 vaccine doses for Africa. https://t.co/slNHIaonKW via @YouTube,
en,1466155111776800768,False,2021-11-28 21:19:53+00:00,"Marcus Lamb, CEO and founder of the conservative Christian Daystar Television Network who was outspoken against COVID-19 vaccines, has died at age 64 after contracting the virus.",
en,1466155110099308544,False,2021-11-28 21:19:52+00:00,@MikeyH28 @SkySportsNews Long Covid!!!,replied_to
en,1466155110011183109,False,2021-11-28 21:19:52+00:00,@MervynMj1 @dfishcake @shirlywirly @mozartspig Don’t know anyone who’s been really ill with Covid but the jib jab is a different matter,replied_to
en,1466155109465804801,False,2021-11-28 21:19:52+00:00,"#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #corruption Wakey #science #sciencewins #Australia #India #Ghana #Arizona #Israel #murder #children #Notaboutavirus #Omicron 

Blamed Ivermectin? Wow.

That would be a 1st. Lol

RIP. https://t.co/oaj4lyx5vQ",
und,1466155108513759232,False,2021-11-28 21:19:52+00:00,@martinacharb @florquin_sylvie https://t.co/tZKwrzc8J5,replied_to
en,1466155108299849735,False,2021-11-28 21:19:52+00:00,@jimcramer is a COVID nut bag. F u Cramer. Unvaccinated!,
nl,1466155107792343044,False,2021-11-28 21:19:52+00:00,"@thierrybaudet Helemaal in dit licht mbt de eerste onderzoeksrapporten van de fda over pfizer !!! Elk vaccin test voor covid zou hier gelijk stop gezet worden. 

Lees en huiver !!!

https://t.co/fV1B5VIAoL",quoted
en,1466155107297468423,False,2021-11-28 21:19:52+00:00,@Kalebatz @tommy_thayer Not quite. Omicron is a version of the Covid virus that is attenuating. Symptoms have been mild; no deaths or hospitalizations so far.,replied_to
en,1466155106894712838,False,2021-11-28 21:19:51+00:00,Here’s the perfect holiday gift for friends and family that bought into the covid narrative and refuse to allow you into their home without a shot!!! https://t.co/GxQdeXAQ72,
de,1466155106815168513,False,2021-11-28 21:19:51+00:00,"@SandroBrotz Die Triage wird kommen und wird zwar für alle zum Risiko, aber auch wenn eine #Impfplicht noch nicht grad greifbar ist: -Triage bedeutet auch nach materiellem und personellem Ressourcen-Aufwand zu entscheiden. Covid Patenten stehen da bekanntlich schlecht da...Also geht Impfen!",replied_to
pt,1466155106156494851,False,2021-11-28 21:19:51+00:00,"#PainelConass Covid-19
Data: 01/12/2021, 18h

Casos
• 11.413 no último período.
• 22.105.872 acumulados.

Óbitos
• 283 no último período
• 614.964 óbitos acumulados.

Mais informações: https://t.co/tpbBdhJcc4 https://t.co/7jAb3fIugg",
en,1466155103837118478,False,2021-11-28 21:19:51+00:00,"Thoughts and prayers. See what I did there? Prayers 👇

The founder of one of the largest Christian TV networks in the world has died of COVID-19 after promoting anti-vaccine skeptics and unproven alternative treatments for the virus in his programming.  https://t.co/D1033oQ5Bv",
en,1466155103275126786,False,2021-11-28 21:19:51+00:00,How many more before they admit there's a problem and stop vaccinating healthy people at no risk of covid? https://t.co/hiixdGmoto,quoted
pt,1466155101714792454,False,2021-11-28 21:19:50+00:00,"Bahia registra 590 novos casos de Covid-19 e contabiliza mais 11 mortes
https://t.co/J2BOlGiRqf https://t.co/8DriaYs8ho",
en,1466155101664522246,False,2021-11-28 21:19:50+00:00,@IndependentSage What test is used to identify different strains of COVID ?,replied_to
en,1466155101496791046,False,2021-11-28 21:19:50+00:00,"Covid vaccine issue 101: a large number of population in the first world countries don’t want to get vaccinated, whereas the population of third world countries want to get vaccinated but are struggling to get one due to the lack of vaccines. 

#CovidVaccine #vaccineinequality",
nl,1466155101370916868,False,2021-11-28 21:19:50+00:00,"🇪🇺 Ursula von der Leyen, voorzitter van de Europese Commissie, dringt aan op verplichte vaccinatie tegen COVID-19 in de hele EU.🤮🤮🤮 https://t.co/WhKyMnufDn",
en,1466155101345783821,False,2021-11-28 21:19:50+00:00,"@fordnation Mr. Premier. As of today, 82% of COVID cases in #OntarioHospitals are #unvaxxed. 88% of ICU patients. The numbers speak. Want Ontarians to stop the stupidity? Here's my suggestion. After Feb 1, 2022 unvaxxed are responsible for 100% of their health care costs.",
en,1466155101307944960,False,2021-11-28 21:19:50+00:00,"Unpacking the revelation that Trump tested positive for Covid before he debated Biden, by @atrupar https://t.co/jDugKdujmI",
it,1466155098791460866,False,2021-11-28 21:19:50+00:00,@MEcosocialista Collega stronzo con mascherina ondivaga tra subnasale e subdoppiomento: Covid preso. Gli sta bene,replied_to
es,1466155097960988687,False,2021-11-28 21:19:49+00:00,"#Colombia ➟ Este miércoles 1 de diciembre, se publicó y fue firmado por el presidente Iván Duque, el Decreto 1615 que indica que, los empleados públicos y servidores oficiales tendrán un día libre si completan su esquema de vacunación contra el covid-19 en diciembre. 🧵 https://t.co/iRNucdgNr7",
en,1466155096618803206,False,2021-11-28 21:19:49+00:00,i'm sick in bed from my covid booster talk to me,
en,1466155096564281350,False,2021-11-28 21:19:49+00:00,Sooo tired of Covid.,
en,1466155096371253257,False,2021-11-28 21:19:49+00:00,"@krazyheartss @MSNBC @MaddowBlog Is Biden held accountable for the 100,000 more people who died from covid this year over last year?",replied_to
en,1466155096333598730,False,2021-11-28 21:19:49+00:00,via @NYTimes Just an amazing simulation of COVID-19 using the world’s second largest supercomputer. https://t.co/eYROFgNSW5,
en,1466155096023216128,False,2021-11-28 21:19:49+00:00,@JolyonMaugham What we need is a British version of Michael Moore to put all of this Johnson/covid/Brexit corruption into a movie for everyone to see a la Fahrenheit 9/11.,replied_to
lv,1466155095293411341,False,2021-11-28 21:19:49+00:00,"@DusmigaisT Ahhh, es biju uz Elpu pagājušajā gadā vasarā, kad tikko pēc pirmā COVID viļņa atļāva izrādēm notikt. Man ļoti patika. Noraudājos briesmīgi, izrāva sirdi ārā. ❤️",replied_to
fr,1466155094743920644,False,2021-11-28 21:19:49+00:00,"@PhilQCRod Écoute, j’ai travaillé à l’hospitalises, au début du COVID j’ai fait changer mes pneus, le garagiste m’a reçu avec sons équipement de soudeur plus des masques en dessous de son masque, il me trouvait débile de travail à l’hôpital.",replied_to
en,1466155093993177094,False,2021-11-28 21:19:48+00:00,@GaryBateman1 @sir_frankuk Do you have proof it’s directly linked to the COVID vaccine?,replied_to
en,1466155093728927754,False,2021-11-28 21:19:48+00:00,"@jonnyjkyle @_WillPenning @PoliticsForAlI Guess you want to read this: “White House chief medical advisor Dr. Anthony Fauci said the individual, who was fully vaccinated”

https://t.co/bbfN9tRiTe",replied_to
en,1466155091887415296,False,2021-11-28 21:19:48+00:00,@jmbeam59 @eustace_r @MeghanMcCain And secretly dropping them off in red states to bring up the covid numbers. And new voters so they can steal red states too.,replied_to
en,1466155091665113088,False,2021-11-28 21:19:48+00:00,@StephenKing I know it’s cliche but God protects them from Covid but somehow he isn’t good enough to keep them safe without a gun,replied_to
en,1466155090377527296,False,2021-11-28 21:19:48+00:00,"@hannahwheels1 Also, I thought Q news considers covid a hoax? But you’re saying they are inflating case numbers 🧐

I really can’t keep up with these partisan agendas",replied_to
en,1466155090335739911,False,2021-11-28 21:19:48+00:00,If I get one more email about a fuckin booster shot Imma boost deez nuts in someone’s mouth. I’ve had Covid and I’m vaxxed enough of the fuckin Bull shit. Liberal ass pussies suck.,
en,1466155089702309900,False,2021-11-28 21:19:47+00:00,"@QueenPetty1995 @B_ridgette96 Flu shots are recommended every year to protect against mutations, as every year is different. I think that’s the goal with the covid boosters. 😅 to stay ahead/ try to get ahead of the mutations. Buuuuut I’m not a scientist 🤪",replied_to
pt,1466155089278742535,False,2021-11-28 21:19:47+00:00,"@AlexRodrigues88 @jlzasso @jocimar_moreira @claradangelof @OGloboPolitica Luciano Hang, o cara que tem um video falando abertamente contra a acessibilidade de deficientes em suas lojas e usou a própria mãe de experimento pra cloroquina. Ela morreu e ele divulgou que foi pq ela não tomou o kit covid.

Tá aí um cara bizarro.",replied_to
pt,1466155089001918465,False,2021-11-28 21:19:47+00:00,"https://t.co/7tdQbBwPSW 
*Mais de 21 milhões de pessoas já se recuperaram da Covid-19; Média móvel de novos casos é de 8.966 nos últimos 7 dias*",
en,1466155088985169923,False,2021-11-28 21:19:47+00:00,"All these sudden medical emergencies in stadiums, unheard of all these years. Watch the conspiracists now link the Covid vaccine to these incidents 🤷🏻‍♂️🦠💉",
en,1466155088687386633,False,2021-11-28 21:19:47+00:00,"@Surgeon_General Important articles regarding these novel non-sterilising drugs:

1/Why are we vaccinating children?

https://t.co/jtT8Bov72q

https://t.co/0SgzUkzXmy

https://t.co/GWh1aisdxu

2/Is there access to the data?
   How can we know the harms?  

https://t.co/VZ02SRZDsq https://t.co/N3pFGwov4c",quoted
en,1466155088498548748,False,2021-11-28 21:19:47+00:00,@DebraMessing Not at all surprising. The man who knowingly exposed others to Covid is an absolute disgrace and an unmitigated bastard. #lockhimup,replied_to
nl,1466155087756152834,False,2021-11-28 21:19:47+00:00,Waarom kinderen vaccineren tegen covid geen nut heeft en zelfs gevaarlijk is (video) https://t.co/SE4Gyrf5jb,
en,1466155087483580417,False,2021-11-28 21:19:47+00:00,"@NedLamont - yet another disgraceful governor pushing the mainstream faux agenda. All sane people need to vacate CT before it collapses under the weight of its idiot politicians!

https://t.co/PLb5cqAsG2",
en,1466155087454167049,False,2021-11-28 21:19:47+00:00,@_Brian_Hunter @bbclaurak If she was there she broke Covid rules @KayBurley was suspended for 6 months for a lesser offence.,replied_to
en,1466155085088673799,False,2021-11-28 21:19:46+00:00,"@CompetencyIsKey @DanielVyper @JackPosobiec @PressSec @JoeBiden Your assumption "" bigger pool of people spreading the virus"" is flawed!  

There are more people who took the vaccine in the US than 1 year ago .. but more people are dying in 11 months  under Biden's presidency of covid that 4 years under Trump!",replied_to
en,1466155084769685505,False,2021-11-28 21:19:46+00:00,"MT CORONAVIRUS UPDATE: Montana state health officials report 191,593 total cases of COVID-19 for Wednesday, Dec. 1, 2021. 2,722 people have died of the virus. https://t.co/52Z3csNAwT",
en,1466155084501377027,False,2021-11-28 21:19:46+00:00,"@jsparklin27 @charliekirk11 I had Covid and didn’t require hospitalization and I’m not dead soooo... why do I need a shot? 

Also, I acquired a leaky heart valve from a medication from a brain tumor I’ve had for 15 years... big pharma has done enough to me. I’m not risking additional heart damages.",replied_to
en,1466155084325163009,False,2021-11-28 21:19:46+00:00,Anti-COVID-19 clinical trial under way in western Cuba https://t.co/MrWPtcoeii https://t.co/hVGK2UW6M2,
en,1466155084107194369,False,2021-11-28 21:19:46+00:00,The district is skeptical that this would help students and teachers recover from the burnout caused by 18 months of distance learning during COVID pandemic,
en,1466155083540971524,False,2021-11-28 21:19:46+00:00,@KingJames Sources have told me that Bron doesn’t have covid. League trying to keep bron out of the playoffs.,replied_to
en,1466155082643349511,False,2021-11-28 21:19:46+00:00,"#LeBronJames cryin on the phone to Joe Rogan wanting COVID advice. 
Rogan keeps deleting the voice mails, but he did send him a box of Kleenex and a box of tampons.",
en,1466155081372512264,False,2021-11-28 21:19:45+00:00,"Warning: This is an extremely distressing read. I hugged my own boys a bit tighter tonight. Please find a few £££ for @NSPCC this Christmas, for kids like this poor lad. https://t.co/ExwGNa55GP",
en,1466155080848228356,False,2021-11-28 21:19:45+00:00,@MMeatloaf7 Wel today was a different kind of day .. Cold War tensions and Covid fud .,replied_to
en,1466155080151756803,False,2021-11-28 21:19:45+00:00,"@EDHCal @redsteeze In terms of mortality rate, it is. It just spreads faster. In fact, there are many other common infections and viruses than cause death in people 0-19 at a higher rate than covid.",replied_to
en,1466155079707226113,False,2021-11-28 21:19:45+00:00,@WeddingPhots @PedersenJenny7 @DrHirschfield Remember when one death from covid was too many? How many deaths from the vaccines are too many? Pfizer’s first set of reports are out now and there was 1227 deaths reported in the first month from their vax. https://t.co/720vZkgcnN,replied_to
und,1466155079447154690,False,2021-11-28 21:19:45+00:00,@covid_parent 😂😂😂,replied_to
en,1466155079266930693,False,2021-11-28 21:19:45+00:00,@rudonus1 @stokieadam @talkRADIO covered up with covid. They’ve added heart attacks to the covid symptoms. Convenient isn’t it?,replied_to
es,1466155076792340481,False,2021-11-28 21:19:44+00:00,"https://t.co/pLBVtQ5e84
¿Es justo y legal obligar a la vacunación anti-COVID-19?
Hacerse preguntas sobre su seguridad y la obligación de aceptarla no es ser “antivacuna” o “anticiencia”, es ser prosentido común y prológica”
Me puse, con la información que tenía, 2 dosis de Pfizer",replied_to
en,1466155076712636417,False,2021-11-28 21:19:44+00:00,Anti-vaccine Christian broadcaster Marcus Lamb dies after Covid battle https://t.co/cUnAk4eu0V via @nbcnews,
en,1466155076209238018,False,2021-11-28 21:19:44+00:00,"I suggest a real vaxthe pneumonia vax, which has been around for years &amp; given to surgery patientsto stop the pneumonia while recovering. Covid doesn’t kill, the untreated bacterial respiratory infections do. Or Levaquin for bronchitis &amp; Doxycycline for pneumonia. https://t.co/SrzVG8c879",quoted
en,1466155075697532944,False,2021-11-28 21:19:44+00:00,I actually think that the 80/20 principle would be a pretty good rule of thumb for general COVID policy.,
en,1466155074594476036,False,2021-11-28 21:19:44+00:00,@THEbellajewels @FCBBenji @mellamodev @barcacenler I actually hope you get seriously ill from covid just so you can finally realise how much shit you’ve been chatting. Nobody in power gives a fuck about you Tracey you’re not special,replied_to
en,1466155074581893128,False,2021-11-28 21:19:44+00:00,Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,
nl,1466155073763958784,False,2021-11-28 21:19:44+00:00,"@beagel67 @dancalegria @YarnoRitzen Klopt, er staan meer.landen genoemd die volgens die website wel ivm toestaan, maar in werkelijkheid dat niet (meer) doen. Zoals India: 
 https://t.co/shigsuhw19
Over czech kan ik zo snel op het www geen officiële info vinden",replied_to
en,1466155073617149952,False,2021-11-28 21:19:44+00:00,@MicahPollak I know nothing of hospitals but can say local pharmacies are filling huge amounts of prescriptions &amp; doing non stop covid tests. Way more so then a typical week after a holiday. Reminds me of Dec 2019.,replied_to
en,1466155073147445254,False,2021-11-28 21:19:43+00:00,@FoxNews We already know the truth . NIH admitted Fauci’s CDC funded Wuhan lab gain of function research. Fauci has for decades supported gain of function research. Wuhan lab reported progress to him. This produced COVID. Truth is truth.,replied_to
en,1466155073009074187,False,2021-11-28 21:19:43+00:00,Anybody else wanna guess that Covid will be blamed for the football ground emergencies,
en,1466155072438640646,False,2021-11-28 21:19:43+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/YrSmPJ0b4Z",
en,1466155072367247366,False,2021-11-28 21:19:43+00:00,HIV diagnoses dropped by 24% during COVID pandemic - report https://t.co/2tMZoHaOwP,
en,1466155071025127428,False,2021-11-28 21:19:43+00:00,"@Breaking911 😂 Madam Psaki spreading some misinformation there. Boy does she look like a wanker! Biden said he had a plan to beat covid⌛️
3 Vaccines - Operation Warp Speed",replied_to
en,1466155069401972748,False,2021-11-28 21:19:43+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/CE1jEGUPbE",
en,1466155067220889601,False,2021-11-28 21:19:42+00:00,"So in the past 2 days it's revealed:
- Trump had Covid before his debate with Biden but said nothing
- Trump was introduced to one of Epstein's victims -- a 14 year old girl -- by Epstein
- Trump made calls day before Jan 6th attempting to stop Biden's win
Cover THAT, @maggieNYT",
en,1466155065811652612,False,2021-11-28 21:19:42+00:00,World AIDS Day: Fight against HIV being forgotten amid COVID pandemic https://t.co/Iv2fEGcm1q,
pt,1466155065102802946,False,2021-11-28 21:19:42+00:00,Evento do @mcti  promove a popularização da ciência e tecnologia aos brasileiros! A EMBRAPII marca presença para apresentar soluções apoiadas no combate à COVID-19. Inscreva-se: https://t.co/ZysFpGaRfQ https://t.co/K206ymxhwg,
es,1466155063374667779,False,2021-11-28 21:19:41+00:00,@ServicioTM 11-59387 reembolso por covid-19  evento panteón rococó,replied_to
en,1466155062862893057,False,2021-11-28 21:19:41+00:00,a covid vaxx repair protocol https://t.co/7Bo1WivCQV,
en,1466155061990641665,False,2021-11-28 21:19:41+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/7z3okeg1t3",
fr,1466155061814468613,False,2021-11-28 21:19:41+00:00,"Plus de migrations internationales malgré le Covid
Le France ne contrôle pas l'immigration légale ou illégale. Pour la bonne forme ferme certaines destinations, mais les migrants arrivent toujours plus nombreux chez nous et en Europe. Pourquoi ? Le covid n'est il pas mortel ? https://t.co/Any1PEYP2p",
en,1466155061248200711,False,2021-11-28 21:19:41+00:00,@Ally_Sammarco Did you not see that he tested NEGATIVE with a more reliable test. Dear Lord. People are freaking out over nothing. President Trump did not knowingly expose anyone to Covid.,replied_to
en,1466155060761489408,False,2021-11-28 21:19:40+00:00,"@519bill @gosrats @flappyphil @TroyWestwood The Flu is the context.  99.4% makes it sound like COVID is a nothing burger, but without the context of what normal disease range fatality wise it's meaningless.

We don't need to vaccinate our way out.  We just need to vaccinate to the point that the health system can manage.",replied_to
en,1466155060233048065,False,2021-11-28 21:19:40+00:00,@POTUS Just like Dems used covid to win and were happy about it 🤷🏿‍♀,replied_to
en,1466155060019220483,False,2021-11-28 21:19:40+00:00,@realTuckFrumper Karma was smarter than him. COVID was too. 🙄,replied_to
en,1466155059037806593,False,2021-11-28 21:19:40+00:00,Shoulda never got that covid vaccine from ihop,
en,1466155058916204550,False,2021-11-28 21:19:40+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/GINaDYsi6a",
es,1466155058278674434,False,2021-11-28 21:19:40+00:00,Un gato se acercó a un lugar en donde estaban haciendo pruebas de Covid y el trabajador fingió hacerle un hisopado. https://t.co/Gg5L5evhyo,
en,1466155058136068096,False,2021-11-28 21:19:40+00:00,@jatheybennett Do you have proof it’s directly linked to the COVID vaccine?,replied_to
pt,1466155057603350528,False,2021-11-28 21:19:40+00:00,Eu to desistindo já de ter uma vida sem mutações de covid https://t.co/EaNMQmcycb,quoted
en,1466155056034508804,False,2021-11-28 21:19:39+00:00,"The Guardian: Trump tested positive for Covid-19 ahead of 2020 debate with Biden

https://t.co/FcuYLDKhZC",
fr,1466155055837589506,False,2021-11-28 21:19:39+00:00,"@moreau1_quentin @X345__ @T_Gamard @igormedvedovtch @Babe_Bbage @CancellerBot Ben par chez moi au moins y'a toujours le menu végétarien qui est proposé. En plus de l'entrée dans la thèse au début du covid ça a correspondu grosso modo au moment où je faisais le végétarisme, alors c'était easy peasy réglé.",replied_to
es,1466155055715741696,False,2021-11-28 21:19:39+00:00,atole sin chocolate rocio.  puro atole y exposición al virus de covid 19.  es un ejercicio de adulacion en boca propia de #elcacas. https://t.co/rSrMOR9aQf,quoted
es,1466155055590088708,True,2021-11-28 21:19:39+00:00,"‼️La @CDCgov confirmó que se detectó el primer caso de la variante del #Covid_19 #Omicron en un joven de California que regresó de Sudáfrica el 22 de noviembre. El hombre tenía síntomas leves que están mejorando, se encuentra actualmente en cuarentena. @julian181407 https://t.co/Txcl9RzfQv",
en,1466155053711036421,False,2021-11-28 21:19:39+00:00,"@MichaelPSenger TO BE CLEAR: 
COVID 'vaccines' are EXPERIMENTAL, and in phase 3 clinical trials until 2022/23
ANY FORM OF COERCION on ANYONE to participate in MEDICAL EXPERIMENTS against their will is UNLAWFUL.
COVID 'vaccine' mandates are COERCION &amp; therefore UNLAWFUL.
https://t.co/IJstIftqxW",quoted
en,1466155053174214660,False,2021-11-28 21:19:39+00:00,"We know not to visit new mothers because outside germs could harm baby. We know that if someone is sick we are careful when we visit them and hold off if we are ill, social distance etc. But it's the explicit rules around COVID-19 that has some of y'all fighting? https://t.co/zb3QKlp6TO",replied_to
en,1466155051840426003,False,2021-11-28 21:19:38+00:00,@laze83 @KbHFC99 Could be they are unvaxxed and are ill with covid. Thing is nobody knows so why speculate?,replied_to
fr,1466155050636562432,False,2021-11-28 21:19:38+00:00,@1arcet1fleche @barriere_dr @Covid19Florence Merci pour ce graphique qui est effectivement rassurant. Cependant les cas de Covid long n‘y apparaissent pas. Les admissions hospitalières initiales  ne sont pas un indicateur suffisant.,replied_to
en,1466155050397540359,False,2021-11-28 21:19:38+00:00,I just knew yesterday the lakers was gone fuck up my parlay after Lebron got Covid. And the warriors end up smoking it,
en,1466155050120716289,False,2021-11-28 21:19:38+00:00,5 New Things We Learned About COVID In November 2021 https://t.co/4eKuXh2Ynu,
en,1466155049923629061,False,2021-11-28 21:19:38+00:00,@jmglobalaffairs @POTUS Oh and here's something else..... Republicans have been complaining about the economy since February of 2021.... Oh and here's something else they don't want to help us get over covid-19...,replied_to
en,1466155049860673548,False,2021-11-28 21:19:38+00:00,@ConnorDuddy Covid,replied_to
en,1466155049604767748,False,2021-11-28 21:19:38+00:00,shoutout to my weed girl for being willing to just drop a baggie in my mailbox while i wait for covid test results LMAO she's a real one,
en,1466155049088733186,False,2021-11-28 21:19:38+00:00,✪ A Top Official Says the Fed Will ‘Grapple’ With a Faster Bond-Buying Taper https://t.co/sxH4XhVaCp [nyt],
en,1466155048052957192,False,2021-11-28 21:19:37+00:00,So basically Trump wanted to get Biden sick and kill him with covid before the election. Hello @DOJ https://t.co/bpOihslNRe,quoted
en,1466155047176351749,False,2021-11-28 21:19:37+00:00,"NURSE DROPS TRUTH BOMBS!! DEADLY TREATMENTS KILLING PATIENTS NOT COVID!
https://t.co/vS175ZatI2 https://t.co/cR0PA8uX5p",
en,1466155047079665665,False,2021-11-28 21:19:37+00:00,https://t.co/2MBidsu5QO if everyone is fully vaccinated why are their still cases,
en,1466155046597533701,False,2021-11-28 21:19:37+00:00,"Texas man jailed for spending Covid money on Lamborghini and strippers

Lee Price III was convicted of wire fraud and money laundering after using fake companies to falsely claim over $1.6 million in Covid relief money. https://t.co/6yzaddZAy6",
ca,1466155045674754050,False,2021-11-28 21:19:37+00:00,"COVID: Panel de la FDA aprobó el molnupiravir, el primer antiviral contra el coronavirus https://t.co/6X1pVooNbK",
es,1466155045565583362,False,2021-11-28 21:19:37+00:00,"@ZinClaudio como dr usted debiera saber que la vacuna no evita contagios, por ende, si todos volvemos a la vida normal, los contagios aumentaran. Subieron significativamente las muertes por covid? NO. La Nueva variante de parece ser una gripe? Si. Deje de panquear",
en,1466155045481820165,False,2021-11-28 21:19:37+00:00,Covid-related https://t.co/413WfziKSu,quoted
en,1466155044621983747,False,2021-11-28 21:19:37+00:00,"@GDoc2001 I just got back on and yes it seems busy. SCOTUS, the shooting, Trump and Covid, and Stacey Abrams❤️and whatever I’m leaving out🤣 How are you? Cold?🥰",replied_to
en,1466155043996848128,False,2021-11-28 21:19:36+00:00,Please spread the word. This is our first community focused webinar. We will answer parents questions and concerns about #COVID and the #CovidVaccine. Happy to be joined by my colleagues from @chocchildrens and @UCIrvineHealth https://t.co/IapqP5KIBw,quoted
en,1466155043971809285,False,2021-11-28 21:19:36+00:00,"@MSNBC @MaddowBlog Donald Trump blamed Gold Star families for his COVID-19 infection, in spite of him testing positive for the virus the day before he met the the families of the fallen. https://t.co/nRHlIpoyga",quoted
pl,1466155043544080387,False,2021-11-28 21:19:36+00:00,"@IgorSokolowski A jak się jest ozdrowieńcem po 2 dawkach szczepionki? 2/3 lekarzy mówiło, żeby się wstrzymać... Tylu ludzi już przechodziło covid, że teraz powinniśmy się mocno zastanowić nad badaniem przeciwciał, zamiast porównać 3 dawkę do mycia zębów...",replied_to
en,1466155043523117059,False,2021-11-28 21:19:36+00:00,"Going by the comments, cardiac arrests never occurred prior to covid 🤦🏻 https://t.co/lRa0Nz9FMk",quoted
en,1466155040985518087,False,2021-11-28 21:19:36+00:00,"Covid is not polio…not even close
@jimcramer",
en,1466155040951918592,False,2021-11-28 21:19:36+00:00,@RatingsWord @Vixxylixxy @atouchofsense What part of 'mentioned on the death certificate' doesn't make sense to you? You are now claiming my work colleague who had serious heart issues who was sitting up in bed  hours before we died of heart attack with no respiratory symptoms died of covid.,replied_to
it,1466155039664267264,False,2021-11-28 21:19:35+00:00,"#nonelarena Covid, lo scontro tra Luca #Telese e Nunzia #Schilirò: ""Davanti a certe testimonianze dovrebbe aprire gli occhi"", ""Il mio problema è la discriminazione del green pass"" https://t.co/uXhcU4aA84",
it,1466155039454605320,False,2021-11-28 21:19:35+00:00,"Il vaccino anticovid non è un vaccino sterilizzante. 

Dunque cara #Gismondo il vaccino per il covid NON È COME HA DETTO LEI un vaccino antivaioloso o antipolio 

Sei solo una venduta a #bigpharma 

Buonanotte
#nonèlarena",
es,1466155038519271428,False,2021-11-28 21:19:35+00:00,"Le han falsificado el test del Covid, 0 dudas https://t.co/KntL0PEoKx",quoted
en,1466155038494142468,False,2021-11-28 21:19:35+00:00,"@prospectorjack @speechboy71 To help prevent Covid from spreading, if you’re out in public stay 6 feet apart in case someone is infected and they don’t know.. to lower the risk

If you know you are infected you should not be in public spaces because 6ft is likely not going to help

This is not hard!!",replied_to
und,1466155038397677575,False,2021-11-28 21:19:35+00:00,@tomio_cz @HankaH13 https://t.co/9BvlfU2Fae,replied_to
en,1466155038015954953,False,2021-11-28 21:19:35+00:00,Amari Cooper (COVID-19) officially questionable for TNF https://t.co/MmdsD65rR5 via @Liam_Gibney #fantasyfootball,
it,1466155037831352333,False,2021-11-28 21:19:35+00:00,@muto_di COVID perché non vaccinati,replied_to
en,1466155037617491980,False,2021-11-28 21:19:35+00:00,I think about how wild it is that COVID exposed the understanding of explicit Vs implied rules we have for public spaces. E.g it's implied that before you travel /enter an enclosed public space you take into consideration whether you have something contagious &amp; adjust behaviour. https://t.co/NxMjLZSPfR,quoted
en,1466155036275322885,False,2021-11-28 21:19:35+00:00,@complainforfree @m_landsberg @ninaturner Covid cases in the US are the lowest in Florida where nobody wears a mask or social distances.,replied_to
