text,possibly_sensitive,created_at,lang,tweet_id,type
@StarFoxHeroSJ @MusicCityNerd How would Space Black Widow benefit the Sequel Trilogy?,False,2021-11-28T23:31:16.000Z,en,1465101013862526981,replied_to
@Serlentpops Black Widow,False,2021-11-28T23:31:12.000Z,en,1465100996162596870,replied_to
assisti black widow no cinema duas vezes e quero assistir de novo,False,2021-11-28T23:29:50.000Z,pt,1465100653395652610,
I still haven’t watched Black Widow 💀,False,2021-11-28T23:29:25.000Z,en,1465100549192400899,
"BLACK WIDOW 1999, ISSUE 3 https://t.co/SOkdWhy8mb",False,2021-11-28T23:27:33.000Z,en,1465100079899955200,
"catfa, black widow, endgame https://t.co/wZfcWuFQPt",False,2021-11-28T23:27:12.000Z,en,1465099991597342724,quoted
"@cine_Nightmare Pour thor oui,
Laisse donc the winter soldier tranquille tu veux bien,
Civil War, grosse hype pour mais pas mal de longueurs,
On parle d amazing spiderman 1... voir spider man 3 tout cours..
Avengers 2 est très divertissant mais à endorment de défauts,
Et black widow juste OUI!",False,2021-11-28T23:27:03.000Z,fr,1465099953299144707,replied_to
@widxwsc peluches de black widow,False,2021-11-28T23:25:29.000Z,en,1465099557834924033,replied_to
"En #Hive nunca es tarde para opinar sobre una película se acerca #SpiderManNoWayHome y he querido comentar sobre otras producciones de #Marvel de este año. 
#blackwidowmovie

#movies #film #review #Entertainment
#fun #MarvelStudios #DisneyPlus
#posh #fims

https://t.co/TnomD3bYYk",False,2021-11-28T23:24:58.000Z,es,1465099429460029447,
@BritMartinez black widow,False,2021-11-28T23:24:08.000Z,en,1465099217953865730,replied_to
"finally watched black widow, it was really good so im happy",False,2021-11-28T23:24:06.000Z,en,1465099209212841988,
"Plus je regarde les marvels, plus je ressens de réels sentiments envers black widow",False,2021-11-28T23:23:50.000Z,fr,1465099143182008324,
black widow or cap https://t.co/Tw8yI1IhaL,False,2021-11-28T23:23:49.000Z,en,1465099139985948675,quoted
@NicoleHaase Did you see Black Widow and Eternals yet?,False,2021-11-28T23:21:38.000Z,en,1465098590766911490,replied_to
It’s honestly a shame they didn’t make the black widow movie earlier,False,2021-11-28T23:20:43.000Z,en,1465098357953609732,
"Muy buena película #ShangChi, no vi que le dieran muchas luces y es mejor que Black Widow",False,2021-11-28T23:20:12.000Z,es,1465098228521709576,
Tabii almost cried in the theatre when we watched Black Widow.,False,2021-11-28T23:19:50.000Z,en,1465098136183922692,
"@morgan_shelb [ 💎 📲 ]:

Sounds more appropriate for a black widow and a woman of her legacy, according to your aunt

I'm glad about that, no distractions, remember. Don't worry about the police, they are not relevant

The last time I heard from him was that he was still an official",False,2021-11-28T23:19:09.000Z,en,1465097965232607239,replied_to
now I hate even more the fact the clown brothers didn't use the subplot of natasha caring for orphan kids during endgame. it would have make even more sense after black widow 😩,False,2021-11-28T23:19:05.000Z,en,1465097946765135874,
"@_FireMonkey Ik it's not going to happen but Renegade Raider - Ariel Assault - Black Widow

I love Renegade Raider cause she's my favorite skin for whatever reason, and the other 2 I wouldn't mind copping",False,2021-11-28T23:18:36.000Z,en,1465097825142910981,replied_to
"nobody cares but i dislocated my knee today :(( i will be at home for 1 week, i have to work for school but i’ll prob watch marvel movies too, i’m rewatching black widow tomorrow &lt;3",False,2021-11-28T23:18:34.000Z,en,1465097818633383940,
It’s been weeks but I really wished we had Black Widow and Captain Carter wielding shields to kick ass in a live action. #WhatIf,False,2021-11-28T23:17:04.000Z,en,1465097441750011908,
En serio volví a llorar con la muerte da Black widow?,False,2021-11-28T23:16:50.000Z,es,1465097380722786307,
"@AlejoMarL2508 @TheSpeedster05 Mejor que Black Widow es pero no es muy difícil eso, es malísima y obvio es propaganda para China como siempre con Disney",False,2021-11-28T23:14:42.000Z,es,1465096842480340994,replied_to
@Serlentpops Miss twirl around arms herself; Black Widow 🕷,False,2021-11-28T23:14:17.000Z,en,1465096740164407297,replied_to
"My 2021 cinema rankings: 

1. House of Gucci
2. Free Guy
3. Black Widow
4. Eternals
5. Dune
6. Shang Shi and the Legend of the Ten Rings
7. No time to die https://t.co/oiGbVDCaZU",False,2021-11-28T23:14:06.000Z,en,1465096694689841152,quoted
"THE AVENGERS RECAST: Michael Fassbender as Iron Man, Daniel Radcliffe as Captain America, Terry Crews as Thor, Chris Evans as the Hulk, Winona Ryder as Black Widow, Ian McKellen as Hawkeye and Christopher Walken as Nick Fury",False,2021-11-28T23:14:05.000Z,en,1465096690663264257,
@zbabkr Oui regarde pas post générique de black widow mais bonne chance avec tout ca,False,2021-11-28T23:13:37.000Z,fr,1465096570257477637,replied_to
Florence Pugh and Scarlett Johansson on the set of the Black Widow. https://t.co/vkxcmEGpJe,False,2021-11-28T23:12:41.000Z,en,1465096337272279043,
my brother is making me watch black widow. why these girls get yolked up by the hair so often just cut that mess,False,2021-11-28T23:11:04.000Z,en,1465095930151985157,
Nível de sensibilidade: Chorei assistindo Black Widow.,False,2021-11-28T23:10:33.000Z,pt,1465095799004672002,
"UPDATED 2021 Cinema rankings (28/11/21)

1. House of Gucci
2. Shang Chi and the Legend of the Ten Rings
3. No Time to Die
4. Dune
5. Ghostbusters: Afterlife
6. Eternals 
7. Black Widow
8. Halloween Kills
9. Free Guy",False,2021-11-28T23:10:21.000Z,en,1465095747796357125,replied_to
〈〉Black Widow by Phil Noto. https://t.co/3GhU9NIkAX,False,2021-11-28T23:09:49.000Z,en,1465095614459531270,
Watching Black widow for the 10000th time and i love it every single time😭,False,2021-11-28T23:09:05.000Z,en,1465095432820989956,
i still havent watched black widow movie,False,2021-11-28T23:07:06.000Z,en,1465094929781252104,
"@mosspuppycat I like the song, especially the cover from black widow, I just can't listen to my brother sing it ever again",False,2021-11-28T23:06:51.000Z,en,1465094870708719624,replied_to
"@MackenKookie https://t.co/8UBDOBKVaT 

And I love when  she jumped like that, it reminds me of the black widow.",False,2021-11-28T23:04:56.000Z,en,1465094387889852416,replied_to
"@callmetony808 It was just incredibly bleak for an MCU film, plus it's REALLY hard to make Black Widow interesting in that universe. It's so hard they constructed an entire Hydra equivalent organisation wholecloth, which she undid by head butting an office desk.",False,2021-11-28T23:04:11.000Z,en,1465094198500020226,replied_to
"Can #BlackWidow2 feature The Red Room vs The Winter Soldier? Could there be a cross between 
Black Widow 2 and @falconandwinter Season 2? 
@MarvelStudios is there a chance? Both could have happened during the same time. The Red Room was created in the 30’s. 🤔 #MARVEL https://t.co/mp2D3AEBmx",False,2021-11-28T23:02:02.000Z,en,1465093658277941248,
@AlyssaParente1 @WWE @WWENetwork Would you like to see Becky as the new black widow https://t.co/TuhpNDQxpd,False,2021-11-28T23:01:45.000Z,en,1465093585414594571,replied_to
"They actually corrected Anya's skin for the Black Widow trade!

How she looks in the trade vs in the single issues https://t.co/1ZcdmprOrX",True,2021-11-28T23:01:16.000Z,en,1465093464262156288,
https://t.co/ygs6z9kh8q Widow&amp;avatar=6,False,2021-11-28T23:00:25.000Z,en,1465093249652166661,
@MackenKookie Yeah but she's still perfect for the next black widow.,False,2021-11-28T22:59:38.000Z,en,1465093051815186435,replied_to
"This my phase 4 ranking so far:

1. Shang Chi
2. WandaVision
3. TFATWS
4. Eternals
5. Black Widow
6. Loki",False,2021-11-28T22:58:40.000Z,en,1465092807413149711,
@BeckyLynchWWE will always be our Black Widow @WWE https://t.co/6zS9tQCnEB,False,2021-11-28T22:57:04.000Z,en,1465092407180120066,
"so I finally finished black widow (I mean waiting for the post-credit scenes now) and my only thought it's what it could have had been instead, and all the missed opportunities...",False,2021-11-28T22:56:47.000Z,en,1465092336271122433,
Shang-Chi was disappointing: even Black Widow had better fight choreography. The movies have too much comedic relief. They stray too far from the comics and don’t display their full powers (another Shanchi-Chi disappointment). https://t.co/wAxgwvqcdo,False,2021-11-28T22:54:48.000Z,en,1465091836087726088,quoted
Who actually believe black widow movie is Phase 4 for fuck sake is right after Civil War it's a phase 3 movie https://t.co/hz9nzTbBUE,True,2021-11-28T22:54:33.000Z,en,1465091771382353932,
"@MackenKookie A fiction, love, action novel based on the avengers, Godzilla, Mothra and Stranger Things, I use actors Mackenyu and Abigail Cowen as love interest. Because I think the two of them are perfect.  I base her on the black widow and him on Captain America.",False,2021-11-28T22:54:18.000Z,en,1465091709809926151,replied_to
#nw black widow,False,2021-11-28T22:54:00.000Z,en,1465091635440758792,
"@callmetony808 I have no opinion on any of the characters, other than a couple of the fight scenes were okay. I never read any comics with Black Widow in them. I remember Taskmaster, but can't recall if I read anything with him in it either.",False,2021-11-28T22:53:47.000Z,en,1465091578884616195,replied_to
Black Widow Recurve Bow https://t.co/H0zgjn3Nx1 eBay https://t.co/Day8Q9sKfm,False,2021-11-28T22:53:33.000Z,en,1465091522152435717,
"@lavfeysun Black widow, wanda",False,2021-11-28T22:51:23.000Z,en,1465090977782194185,replied_to
indo de black widow,False,2021-11-28T22:51:14.000Z,en,1465090939534430215,
Danke Natasha Romanof / Black Widow  #AvengersEndgame https://t.co/fgBOP1NZqa,False,2021-11-28T22:50:37.000Z,en,1465090783116201984,
@statum106 @zephyrchan @IDEASOFICE_FIRE James Young from Black Widow. Lots of cool women-focused martial arts,False,2021-11-28T22:50:35.000Z,en,1465090776061280263,replied_to
@Luckymrlove I'm gonna have to watch Black Widow again because I was washing my hair so I don't really know what was going on 😂. Seemed good though lol,False,2021-11-28T22:50:02.000Z,en,1465090637934604288,replied_to
"@mrssandwitch @poporinaperutto @moviemenfes Mjb, itu film black widow",False,2021-11-28T22:49:57.000Z,en,1465090613997563908,replied_to
"ㅤ
ㅤ⌈  WASHINGTON en el caso 
ㅤ   ROMANOFF MADRIPOOR  ⌋

ㅤEste próximo 5 de diciembre,
ㅤestá  invitado a  ser parte del
ㅤmomento  que dos  naciones
ㅤenteras   han   esperado  por
ㅤdos semanas enteras. No se
ㅤlo pierda, .ㅤ.ㅤ.
ㅤㅤBlack Widow será juzgada
ㅤ
ㅤ https://t.co/tLpN5TV95B",False,2021-11-28T22:48:07.000Z,es,1465090155002347523,
Would everyone love to see Becky as black widow https://t.co/5RJIaVPgkI,False,2021-11-28T22:47:44.000Z,en,1465090059389001737,
"@andrewfarago Balancing street level and mundane with Super works for Black Widow, Black Canary, Batman, Green Arrow, and Hawkeye. Among others. No reason it shouldn’t for Spidey.",False,2021-11-28T22:47:18.000Z,en,1465089949695361028,replied_to
"@stuffnfilms Only touching forehead moment that felt good and well acted :

 black widow/Natasha/yelena and ShangChi/mother were emotional and felt deserving 👏",False,2021-11-28T22:44:20.000Z,en,1465089204107501573,replied_to
just watched black widow it was boring af,False,2021-11-28T22:44:14.000Z,en,1465089175707914248,
Black Widow Official Movie Special Book [Download] EBOOK -&gt; https://t.co/8xBUdeDi0l,False,2021-11-28T22:44:03.000Z,en,1465089130472247300,
@Kris27jam I thought that was black widow about to jump.,False,2021-11-28T22:44:02.000Z,en,1465089126915395586,replied_to
@avocatine Une nouvelle Black Widow😜😍,False,2021-11-28T22:42:49.000Z,fr,1465088819187888129,replied_to
@GroundedTech Way batter than Eternals and Black Widow.,False,2021-11-28T22:41:51.000Z,en,1465088578199994372,replied_to
I finally watched Black Widow. First of all 🤩 9/10. Any guy that made through the movie applauds to you cause they were giving real facts. Each character had had a past to over come.,False,2021-11-28T22:40:05.000Z,en,1465088131007397899,
Saw Black Widow and Shang-Chi in theaters but rewatched. Don’t know why but can’t stop myself from watching Doctor Strange whenever on cable.,False,2021-11-28T22:39:35.000Z,en,1465088007250198529,replied_to
"Here's the incomplete list of my favourite movies of 2021 so far:

1. The Suicide Squad
2. No Time To Die
3. Venom: Let There Be Carnage
4. Red Notice
5, The Tomorrow War
6. Jungle Cruise 
7. Shang-Chi
8. ZSJL
9. Black Widow",False,2021-11-28T22:38:54.000Z,en,1465087834356961283,
"de nos desafiar e criar coisas que nunca foram vistas antes na tela”, disse John Fragomeni, presidente global da Digital Domain. “Receber este prêmio é extremamente valioso para nossos supervisores e artistas, e mostra que ser ousado compensa."" 

Via: https://t.co/LG9H5AHiXY",False,2021-11-28T22:38:25.000Z,pt,1465087711468036096,replied_to
"@NiceAssWidow Just some new clothes, heels and a couple movies (Black Widow and The Mandalorian)",False,2021-11-28T22:35:15.000Z,en,1465086917741985802,replied_to
"BLACK WIDOW 2014, ISSUE ONE https://t.co/YzUZVkSRvH",False,2021-11-28T22:34:26.000Z,en,1465086711025700869,
"@fxllmetalrxichu Bruh why this nigga Hawkeye save me I didn’t run into an alien invasion just for his bitch ass 
where’s Black Widow I’m down bad 😭🤦🏿‍♂️",False,2021-11-28T22:31:42.000Z,en,1465086024300863492,replied_to
"@Kar0ne @Judy1893 Es gab Mitte November einen Monat für 2-3€. Da hättest du dir auch gleich noch Black Widow, Shang-Chi anschauen können und Serien wie Loki &amp; Co.

Aber du hast recht, man sollte zumindest nicht direkt *während* der Free-TV Premiere spoilern.",False,2021-11-28T22:31:17.000Z,de,1465085919493603334,replied_to
"TEBS 292 - Black Widow, Shang-Chi &amp; More Comic Maddness https://t.co/WKEAgRWTyN",False,2021-11-28T22:30:14.000Z,en,1465085652849074179,
"Being a Marvel fan, I knew that past movies would be hard to equaled or beat. I predicted Black Widow, Free Guy, &amp; Shang Chi the Legend would flop and they did with an operating loss of $65 million during 1st quarter

https://t.co/dP6V9wNByx",False,2021-11-28T22:29:50.000Z,en,1465085554496872452,
"Black Widow (2021)
Dir. Cate Shortland https://t.co/XzOCBR1IzC",False,2021-11-28T22:29:25.000Z,en,1465085450318581765,replied_to
i love black widow sm,False,2021-11-28T22:27:21.000Z,en,1465084928727601164,
"BLACK WIDOW 2020, ISSUE 11 https://t.co/GKiT5spyWn",False,2021-11-28T22:27:09.000Z,en,1465084879285096451,
"I have so much to say about this but wow I loved this a lot

Black Widow and Shang-Chi were small steps in a better direction with parts of their movies not feeling like a copy &amp; paste of the MCU but Eternals was a far bigger step in that direction https://t.co/88lEchNPBq",False,2021-11-28T22:26:23.000Z,en,1465084684270985216,quoted
Watching black widow and finally understanding the pain Budapest was and for it to all crash before Nat’s eyes,False,2021-11-28T22:23:40.000Z,en,1465084002713407493,
"@OneBrainSel I had the worst case of poker face, maybe it was cause black widow had died but like

Her death was so overshadowed it wasn't even funny",False,2021-11-28T22:23:24.000Z,en,1465083933402361858,replied_to
"11 novembre - Black Widow.
Buon film che premia un personaggio positivo all'interno dell' MCU, forse tra i più apprezzati. La storia forse è un po' debole, ma compensa grazie alle numerose scene d'azione e di impatto. https://t.co/DQfNgv7Bb5",False,2021-11-28T22:23:21.000Z,it,1465083919821414409,replied_to
"ive watch captain america civil war, thor ragnarok, black widow, and shang chi https://t.co/B6rwvT5mJy",False,2021-11-28T22:21:05.000Z,en,1465083350926909444,quoted
"@callmetony808 Maybe it’s coz I watched Black Widow the night before, but I thought the whole thing was pretty tight. I laughed quite a few times and enjoyed the heartfelt moments.",False,2021-11-28T22:20:54.000Z,en,1465083305645133825,replied_to
me trying to get my gf to watch black widow: sexy florence pugh and scarlett johansson,False,2021-11-28T22:19:52.000Z,en,1465083044419805184,
@Barbiiguel você gosta de black widow?,False,2021-11-28T22:19:47.000Z,pt,1465083024329129993,replied_to
@cosmicbrujita @hbomax @warnerbros I still haven’t seen Black Widow or Loki. Hubs falls asleep on the couch all the time.,False,2021-11-28T22:18:29.000Z,en,1465082697991303175,replied_to
my gf and i are watching black widow,False,2021-11-28T22:18:27.000Z,en,1465082688101040129,
"#hawkeye  - black widow spoiler 
•
•
•
guys when do you think yelena will appear? like in the next episode or in the last minutes of the last episode? 😂",False,2021-11-28T22:17:11.000Z,en,1465082369090768903,
"cara, black widow nem deveria estar aqui porque cagaram tanto o filme. https://t.co/Fn2kLnZHiP",False,2021-11-28T22:17:03.000Z,pt,1465082334454198272,quoted
"i’m unsure of how many times i’ve watched black widow at this point, but every time i’m reminded why i would lay down my life for yelena belova.",False,2021-11-28T22:16:14.000Z,en,1465082130929696769,
"@incorrctyelenat Winter soldier, but the exact look where it’s still air drying and it’s all wavy. Also all of Black Widow.",False,2021-11-28T22:14:49.000Z,en,1465081775839793158,replied_to
"black widow, nao cw pqp",False,2021-11-28T22:14:31.000Z,pt,1465081697263931405,replied_to
"@cucchiaia Ma Mary, tu hai visto black widow? So già la risposta, ma voglio la conferma",False,2021-11-28T22:14:17.000Z,it,1465081640334544897,replied_to
"“for hot people only: eternals, black widow” that’s not being hot that’s having a bad taste in movies",False,2021-11-28T22:08:41.000Z,en,1465080232122085377,replied_to
"@ElIdolo41553147 Doctor Strange me han hablado maravillas de ella, pero junto a Black Widow y Ant-Man 1 son las únicas que no he visto. Algún día las veré.",False,2021-11-28T22:08:14.000Z,es,1465080118360121351,replied_to
"Took Guardians 1 flick to do did that.. So Unless it’s Galactus + crew, let’s stay outta the cosmos for a bit.. 

Pos note: Them Target toy shelves is stocked with Eternals, Black Widow and Shan toys for anyone looking at last min Xmas shopping. 👍🏽 https://t.co/jECqU9yFdJ",False,2021-11-28T22:07:39.000Z,en,1465079969705603076,quoted
VAQUINHA PRA DUNE ULTRAPASSAR BLACK WIDOW https://t.co/5i4yVApB3t,False,2021-11-28T22:07:02.000Z,ca,1465079814835130374,quoted
"IDK SPOILER BLACK WIDOW?
In infinity war quando scompaiono quasi tutti se guardate bene , nat mi tocca la giacca, guardando Black widow , si collega appunto a yelena. lei  se la stringesse a se Perchè appunto stava in pensiero per yelena.Sapere che si è sacrificata anche per lei https://t.co/W0z5iPES2t",False,2021-11-28T22:05:50.000Z,it,1465079514611036174,
Black widow is not very exciting,False,2021-11-28T22:05:47.000Z,en,1465079499297640456,
People call me black widow because I seduce my Yukiii's before I stab them. They're dumb hohohoho.,False,2021-11-28T22:05:42.000Z,en,1465079479873662979,
@NJPitchford I did. I got bit by a black widow when I was 10. Made me very sick.,False,2021-11-28T22:04:13.000Z,en,1465079106777886721,replied_to
Amo ver a mi mamá enojada con Avengers cada vez que vemos Black Widow 😂😂,False,2021-11-28T22:03:33.000Z,es,1465078939676778505,
Black Widow was trash imo https://t.co/oVcDMv6rRH,False,2021-11-28T22:03:11.000Z,en,1465078845707628547,quoted
"vou assistir algum filme da marvel pra distrair 

serase reassisto black widow ou reassisto algum ep de tfatws ou hawkeye 🤔🤔",False,2021-11-28T22:03:01.000Z,en,1465078805832376324,
"Películas vistas en 2021: resto del año 

- Baby Driver
- My Octopus Teacher
- Tiburón
- Kill Bill
- Black Widow
- Space Jam Nuevas Leyendas
- Escuadrón Suicida
- Shang-Chi
- Frida
- Schumacher
- Dune
- Historias de un Matrimonio 
- Lady Bird
- Call me by your name",False,2021-11-28T22:02:30.000Z,es,1465078673212690432,replied_to
black widow summary: https://t.co/k7Pj4hrvfS,False,2021-11-28T22:01:48.000Z,en,1465078497823449088,
"Marvel killed black widow and released her movie 5 years after it Shouldve been released 
While simultaneously giving hawkeye a redemption arc for being a murderous vigilante. 
Kate and yelena team up better be worth this mess",False,2021-11-28T22:00:14.000Z,en,1465078102246232068,
"@DastDn Haven't seen Shang-Chi, but Black Widow was a masterclass in the whole being less than the sum of the parts.",False,2021-11-28T21:58:43.000Z,en,1465077721302716422,replied_to
Avengers Infinity War Blonde Black Widow 12” Figure Marvel Titan Hero Series https://t.co/jsHgYs4Xiu,False,2021-11-28T21:56:49.000Z,en,1465077244980834304,
New Trailer For Black Widow https://t.co/SJXJPwcC3h via @Karlwrites,False,2021-11-28T21:56:40.000Z,en,1465077205151715333,
Black widow &amp; spider man far from home https://t.co/Qs1vF2Ukys,False,2021-11-28T21:53:45.000Z,en,1465076472515862539,quoted
"Wandavision, Loki, (I liked Black Widow) What If, Shang Chi.....all dope https://t.co/NGVlyWG6Ly",False,2021-11-28T21:53:38.000Z,en,1465076442434134018,quoted
@girlvirgo72 Disney is being sued also by Scarlett Johansson because they released the movie  Black Widow in streaming without due time in cinemas,False,2021-11-28T21:51:55.000Z,en,1465076010773319691,replied_to
@Xx_pep_YT @Ch3eseMan55 @Classic36Talks @_FireMonkey That was instinct not reflex and I doubt the original black widow would return cause they would've done it when her movie dropped 😬,False,2021-11-28T21:51:40.000Z,en,1465075947430813700,replied_to
"There's this channel called Disney+...

It's pretty much a delivery system for all the MCU content and it's where the films land after their theatrical runs end.

""Black Widow"", ""Shang-Chi"" &amp; ""Eternals"" dropped in association with those series' plus the Spider-Man film drops soon https://t.co/sldzWuIpe7",False,2021-11-28T21:50:55.000Z,en,1465075757441560591,quoted
"shang-chi
black widow
cap and the ws https://t.co/RIUsy3rRxD",False,2021-11-28T21:50:51.000Z,en,1465075741322891269,quoted
"I'm even more out of touch with the conventional wisdom vis-a-vis entertainment than usual.

I don't understand why Shang-Chi is rated as a good movie, much less better than Black Widow.",False,2021-11-28T21:49:49.000Z,en,1465075484149141515,
"@MemesCentraI No really wtf was up with the Black Widow x Hulk ship, it was cringey",False,2021-11-28T21:49:39.000Z,en,1465075440708689920,replied_to
"@EdMahalick @CaboWabo34 @richembury @AshenHeart666 @Bruiserbrody5 @Eric_shovelhead Always my Brother *Ed* I don't give 2 Shits About me Neighbors, I jamz at 152 DB &amp; Dats only 1/4 Volume on da Marshall Head, Bottoms Are Limitless, Old Skool, Black Widow's🤘🏻🤘🏻🎸☠⚡⚡🔥🔥🌪🌪🌪🌪",False,2021-11-28T21:49:14.000Z,en,1465075337507885061,replied_to
@wishful_kit @RajjixDota My little finger actually rests on my (Razer black widow) programmable key that I have set to animation cancel,False,2021-11-28T21:49:11.000Z,en,1465075321716228101,replied_to
"@yeniienn Yo pensaba lo mismo, pero me parece re feo pq con black widow tienen q verla después de que pasan algunas cosas y no llegas a encariñarte tanto por eso",False,2021-11-28T21:49:05.000Z,es,1465075296986562562,replied_to
@TheSpeedster05 Mamá q basura de película… va a mi lista junto a black widow y capitana marvel… aparte me encantó eso q hace marvel de contar salas llenas de reproducción y q resulta q están vacías o con mínima cantidad de personas… propia marvel dijo q no llegó a las expectativas.,False,2021-11-28T21:48:47.000Z,es,1465075223514935302,replied_to
watched the 1st 2 eps of hawkeye.. &amp; once again the side kick is a million times better than the main avenger. first black widow &amp; now this... 😭😭 girl i already rly like hailee steinfeld... but seeing her in this suit... IM SOLD. id have kate bishop over hawkeye ANY day https://t.co/g4eQNuYTB7,False,2021-11-28T21:47:16.000Z,en,1465074840554123275,
Second Black Widow Trailer https://t.co/W2JqskDbb5 via @Karlwrites,False,2021-11-28T21:46:40.000Z,en,1465074688196071428,
@BlvckSvbbth Black widow exists and you’re saying that shit?,False,2021-11-28T21:46:00.000Z,en,1465074521141035014,replied_to
"@Luiz_Fernando_J Stock rose 6% when Black Widow's opening weekend PA numbers were announced. At the end of the day, it's any CEO's job to please shareholders. 

Slow Qtr also explains Disney's bundle deals. Even if numbers are inflated, they won't stomach two straight disappointing D+ quarters.",False,2021-11-28T21:45:45.000Z,en,1465074457769353220,replied_to
Just rewatched Black Widow and I’m mad all over again! Truly the rob of the century,False,2021-11-28T21:42:14.000Z,en,1465073575472386051,
@zbabkr Après le deux est sorti ya 3/4 ans pas quand t’etais nain mais suis choquée perso mes marvel fav c’est black widow (natasha supremacy) et les gardiens dla galaxie (jles aiment tous),False,2021-11-28T21:39:13.000Z,fr,1465072813220503558,replied_to
shoulda been black widow instead of cap🥱,False,2021-11-28T21:39:00.000Z,en,1465072760242249735,replied_to
"@cj_fanaccount @CoraJadeWWE @julie_huha @Best_Ambrose @goblinlizard @Venomjr2002 What’s mostly important is that Sunday
Cora gets tv time to show her move set
it is extensive &amp; violent 
NXT has only shown 1%
She has multiple finishers 
GTS
UNDERHOOK DDT
BLACK WIDOW SUBMISSION 
(given to her from AJ Lee)
Watch ⬇️
https://t.co/bChTwNTWUu https://t.co/QfTqDW1TjY",False,2021-11-28T21:38:53.000Z,en,1465072732102660101,quoted
"TOEFA: yeah
TOTDTF: yeah
TFF: gotg 1 and 2??
TM: lol no
mental breakdown: yeah perfect
EYLIOHI: yeah, homecoming aswell
FHPO: black widow is in the mental breakdown
TCO: meh https://t.co/iUn8d6YIdt",False,2021-11-28T21:38:44.000Z,en,1465072695448686593,quoted
all of them except for black widow https://t.co/9OLIYFdTUs,False,2021-11-28T21:37:15.000Z,en,1465072319014002692,quoted
The Final Black Widow Trailer https://t.co/LotJWp1Pgy via @Karlwrites,False,2021-11-28T21:36:54.000Z,en,1465072233081151505,
I think I went to the black widow one by accident 😭 https://t.co/SFt5Sq4a7e,False,2021-11-28T21:35:32.000Z,en,1465071887097253897,quoted
"BLACK WIDOW 2004, ISSUE THREE https://t.co/mBnP6qob2m",False,2021-11-28T21:35:21.000Z,en,1465071839902781440,
"Ragnarok, Black Widow, Ant Man https://t.co/jWMdy4Dumw",False,2021-11-28T21:35:15.000Z,en,1465071817320714240,quoted
#HollywoodCiak 2036 #BlackWidow #ScarlettJohansson #FlorencePugh #DavidHarbour #OTFagbenle #OlgaKurylenko #WilliamHurt #RayWinstone #RachelWeisz #Marvel #Avengers #comics #NatashaRomanoff #superheroes #RedRoom #family #Budapest #Taskmaster #mindcontrol https://t.co/niD8pB1K94,False,2021-11-28T21:33:01.000Z,und,1465071256831733769,
"Alright, here is my Infinity Saga tierlist (including Black Widow and Far From Home).

This is definitely controversial, but I really did enjoy every movie for what it is. I have better things to do than complain about the smallest things 😁

#MCU https://t.co/ABYdwnu1xg",False,2021-11-28T21:31:56.000Z,en,1465070981718974471,
black widow https://t.co/wIBCqBLxH4,False,2021-11-28T21:31:24.000Z,en,1465070845995462665,quoted
@incorrctyelenat Avengers 1 then Black Widow. Endgame in 3rd.,False,2021-11-28T21:30:12.000Z,en,1465070546069213185,replied_to
"hulk, first avengers one, catws, thor 1,2 and 3, black widow, shang-chi and eternals https://t.co/O0YLWzEGeY",False,2021-11-28T21:28:34.000Z,en,1465070132812816390,quoted
"BLACK WIDOW: THE THINGS THEY SAY ABOUT HER 2005, ISSUE 6 https://t.co/ImuruUvNF9",False,2021-11-28T21:28:09.000Z,en,1465070030484168706,
Watching Black widow for @hansa_dul_set and Yelena Belova only,False,2021-11-28T21:27:45.000Z,en,1465069931297492994,
@vicxco T’as vu Black Widow ?,False,2021-11-28T21:27:44.000Z,en,1465069925429661705,replied_to
"Midternals came and went so fast, nobodys watching or talking anymore 🥴  same as Shang Chi &amp; Black Widow lol",False,2021-11-28T21:27:16.000Z,en,1465069809230659592,
black widow and eternals https://t.co/IBcE61duSL,False,2021-11-28T21:26:20.000Z,en,1465069572533456899,quoted
Un po' delusa dal film di Black Widow,False,2021-11-28T21:25:40.000Z,in,1465069403683409924,
@carcass_marcus Nightwing or Black Widow. Best DC and Marvel book out now,False,2021-11-28T21:24:29.000Z,en,1465069107418746889,replied_to
"@glossop_jack @DameoPt2 @NoContextBrits It's Delphine Featherstone (Stephanie Cole), the Black Widow from Open All Hours.",False,2021-11-28T21:24:25.000Z,en,1465069088519110664,replied_to
Captain America to Black Widow when The Winter Soldier pulled up https://t.co/xgCNfw21mf,False,2021-11-28T21:24:09.000Z,en,1465069022089818116,quoted
watching black widow,False,2021-11-28T21:23:57.000Z,en,1465068973934919681,
@SeraAndroid Right? I wonder what happened to Black Widow. Makes me wonder how Hawk Eye is. Since in my head it’s somehow related to Black Widow…,False,2021-11-28T21:22:36.000Z,en,1465068632355090439,replied_to
do ive tem vibe black widow https://t.co/oKN0fIt7nd,False,2021-11-28T21:22:02.000Z,en,1465068491527102466,quoted
Captain America and Black Widow are a little busy at the moment. #DisneylandResort #DCA https://t.co/GcApjJEIXv,False,2021-11-28T21:21:49.000Z,en,1465068434966802435,
@karriganswhore @lelthepanda HELP ME OMG LAILAH IS IT BLACK WIDOW ??? YELENA ???WANDA ?????? SPEAK.,False,2021-11-28T21:21:39.000Z,en,1465068394932228100,replied_to
@riddlebats She’s equal to black widow,False,2021-11-28T21:21:21.000Z,en,1465068318327513088,replied_to
