text,lang,possibly_sensitive,tweet_id,created_at,type
"@NebraskaCapital @justgottaask1 @MayorLeirion @LNKhealth Data: https://t.co/lZBQmcBCJg Both are wrong. 59.4% fully vaccinated, 70.2% at least partial for total US. 62% Lancaster fully vaccinated per the Lancaster County Health Department.",en,False,1466146164210913290,2021-11-24 20:44:19+00:00,replied_to
"Register for tomorrow's webinar: ""Job Search Strategies in a Post COVID World for Job Seekers with Disabilities."" The event, which runs from 1-3:30 EST, is hosted by @UKinDRC &amp; @KYCareerCenter https://t.co/tQgLpxmGRP",en,False,1466146163388727296,2021-11-24 20:44:19+00:00,
"@Kit_Yates_Maths Cost-benefit analysis is easy when you don’t acknowledge the financial cost of hospitalised patients, people struggling with long Covid, ill children/parents and decimated families.",en,False,1466146162113667082,2021-11-24 20:44:19+00:00,replied_to
"""Nie, może być amantadyna, bo to lek na Parkinsona"".
Co jest niemądrym uproszczeniem.
Ale informacje o antydepresyjnej fluwoksaminie na  Covid podawał cały Twitter.",pl,False,1466146161929113602,2021-11-24 20:44:19+00:00,replied_to
"Andando pelo @RioMarFor agora, só consigo pensar numa coisa: qual a dificuldade que as pessoas, de todas as idades e gêneros, tem pra cobrir a p**** da venta? #covid",pt,False,1466146161073569795,2021-11-24 20:44:19+00:00,
"@squashum @RepAdamSchiff Polio &amp; measles are 90+% effective against CATCHING it ....
Now do covid vaccine....",en,False,1466146160729640965,2021-11-24 20:44:19+00:00,replied_to
"The (RED) Creator Cup Is 

LIVE
RIGHT
NOW!

On Twitch https://t.co/ocH0Umoq0Z
And YouTube https://t.co/YMGNlr2GUy

Every single dollar raised goes to provide life-saving COVID vaccines &amp; treatment for people who need them most. #REDCreatorCup",en,False,1466146159525830663,2021-11-24 20:44:18+00:00,
Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,en,False,1466146159051821060,2021-11-24 20:44:18+00:00,
@Alicia1984N @hansvantelling Ik heb serieus onze poes besmet met Covid: niezen etc. Maar volgens de dierenarts kon het weinig kwaad en ze is na een paar dagen moe zijn weer de oude 😄,nl,False,1466146157810401280,2021-11-24 20:44:18+00:00,replied_to
@kathrynhall_ Yeah is annoying. Feel like loads of people are getting ill right now with non covid stuff.,en,False,1466146157000900613,2021-11-24 20:44:18+00:00,replied_to
@delay_peggy @VinGuptaMD Viruses mutate.  Fewer humans is no bad thing.  Sea levels rising is going to be a shock if you are scared of covid.,en,False,1466146155788701700,2021-11-24 20:44:17+00:00,replied_to
Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,en,False,1466146155646099459,2021-11-24 20:44:17+00:00,
"@MaryLTrump Yep, I had thought of that, for no particular reason, after hearing of your uncle showing up at the debate with Covid.",en,False,1466146155100844035,2021-11-24 20:44:17+00:00,replied_to
@Covid_Token kaçın kurtarın paranızı bu piclerden,tr,False,1466146153733439501,2021-11-24 20:44:17+00:00,replied_to
"8/needed to safely operate this high-containment laboratory.” But the cables of these top health and science officials to Washington were ignored in 2018, during the presidency of Donald Trump — well before the initial cases of the covid outbreak in 2019.
https://t.co/cwULwIIlGY",en,False,1466146152198377483,2021-11-24 20:44:17+00:00,replied_to
"então covid vai toma no teu cu se tu fizer fechar tudo de novo, não gastei dinheiro pra não ir nessas formaturas",pt,False,1466146151850299400,2021-11-24 20:44:16+00:00,
"@MartinaVolpat12 @heather_parisi Io le sto dicendo che l’aumento del COVID non è solo ed esclusivamente da dare ai non vaccinati , chiamandoli appestati, terroristi ecc ecc. la saluto",it,False,1466146151476912129,2021-11-24 20:44:16+00:00,replied_to
Votemos!! Esta muy igualado!! https://t.co/D87zQbgMdf,es,False,1466146151283974146,2021-11-24 20:44:16+00:00,
@margommartin Except it never made sense for him to need hospitalization the day after testing positive. That happens generally 5-7 days later if at all. And so MM’s version is much more believable. The orange menace ran around without a mask exposing people to COVID after testing positive.,en,False,1466146150961106947,2021-11-24 20:44:16+00:00,replied_to
@AmazingMetalBoy @Sh3llaYT Happy New Year 2022! COVID go bye bye hopefully.,en,False,1466146149019095047,2021-11-24 20:44:16+00:00,replied_to
FMD-Yolo: An efficient face mask detection method for COVID-19 prevention and control in public https://t.co/wfeD0Ewc43,en,False,1466146148884750337,2021-11-24 20:44:16+00:00,
"@3littleredbones @WVGovernor With @WVGovernor now in direct control of ""State TV"" (@wvpublicnews), look for more re-writing of Covid history, @WV_DHHR fake stats, ""Big Coal Successes"", &amp; avalanche of new jobs provided by @DEPWV de-regulations.",en,False,1466146147618148359,2021-11-24 20:44:15+00:00,replied_to
FDA just passed the Covid Pill and I'm 100% positive that this is what starts the zombie apocalypse.,en,False,1466146146296995853,2021-11-24 20:44:15+00:00,
https://t.co/6POJkhnPSw,und,False,1466146146087317508,2021-11-24 20:44:15+00:00,
Blessed. Haven’t gotten covid once 🙏🏾🙌🏾,en,False,1466146145764261890,2021-11-24 20:44:15+00:00,
"More evidence that is you had Covid, you have protection for life. They found B cells in bone marrow of infected people.

https://t.co/UXkY2l5mnC",en,False,1466146145462272006,2021-11-24 20:44:15+00:00,
"This Covid-19 Survivor Long-Hauler Advocate Lifecoach is ready,willing and able to help @staceyabrams become the next Governor of the state of Georgia.
#vote2022 #Governor",en,False,1466146145126825985,2021-11-24 20:44:15+00:00,
"Inician vacunación para adolescentes de 15 a 17 años en regiones Costa Grande, Tierra Caliente y Norte

Reporta Salud estatal 111 casos activos de COVID-19 en guerrero.
https://t.co/gjDBnmdBFu https://t.co/hcYz0FeI2V",es,False,1466146144535392257,2021-11-24 20:44:15+00:00,
"@_BeeNasty Last time we got a chicken sandwich, Covid came knockin",en,False,1466146144505921537,2021-11-24 20:44:15+00:00,replied_to
"@tara_stoddard @SykesCharlie The none of the vaccines even protect you from covid at all, no matter what variant it is..... idiots. You will be the ones who will be getting some form of cancer or some other terrible disease a few years down-the-line watch. #PureBlood",en,False,1466146144069824525,2021-11-24 20:44:15+00:00,replied_to
"@BareReality 🤔 yet it should be Pharmaceuticals company pay the damage payments not Government taxpayers 
Foot the bill it should pharma 
Yet In America you can sue for Millions not £120.000 yet covid-19 jab pharma got immunity so there think 
https://t.co/5tZuwhdxST",en,False,1466146142081753094,2021-11-24 20:44:14+00:00,replied_to
Curtailing Covid-19 on a Dollar-a-Day in Malawi: Role of Community Leadership for Shaping Public Health and Economic Responses to the Pandemic https://t.co/CRR9PWQKdH,en,False,1466146141775355904,2021-11-24 20:44:14+00:00,
@Eduardo_Bittar Algo así como que salió positiva para covid??,es,False,1466146141645459461,2021-11-24 20:44:14+00:00,replied_to
@depravedcopia That or one of the new over the counter Covid self test's from the store.,en,False,1466146141104263170,2021-11-24 20:44:14+00:00,replied_to
Tive parosmia por conta do covid e perdi o tesão de beber café... agora com essa gripe filha da puta e o gosto só piorou. EU NAO LEMBRO MAIS QUAL É O GOSTO DO CAFE,pt,False,1466146140940865540,2021-11-24 20:44:14+00:00,
"Israël’s “killervaccin”: helft van de 891 COVID-19 gevallen die in de afgelopen maand zijn bevestigd, hebben beide doses van Pfizer mRNA-vaccin gekregen https://t.co/FmBJgrlgJP via @Frontnieuws",nl,False,1466146140894679046,2021-11-24 20:44:14+00:00,
"Wildlife folks checked white tailed deer for covid antibodies in three states, MI, PA &amp; NY, I read. Overall 33% were positive. Which suggests there will always be a big reservoir of covid around us - even if *all* humans get vaccinated. Deer hunting seems like a vector.",en,False,1466146138747195396,2021-11-24 20:44:13+00:00,
"La carpeta de salud existe desde antes de la pandemia. El pasaporte Covid te lo podías descargar desde el momento que te vacunan. Pero la culpa de las colas es de cualquiera menos tuya, que lo quieres hacer todo a última hora.
Margen de mejora? Siempre.
Los 🥚 como 🚜, también.",es,False,1466146138403360782,2021-11-24 20:44:13+00:00,
@melrose4fun @MeghanMcCain Actually I work in the ER and most new cases in my ER are from vaccinated people. What else is happening is that those vaccinated can still get covid but have no symptoms. So they are walking around spreading covid. Masks don't work at all. It stuns me the level of ignorance.,en,False,1466146136868200454,2021-11-24 20:44:13+00:00,replied_to
"@NBSaphierMD Dr Saphier, I keep hearing the amount of 60 million unvaccinated Americans. Of those 60 million how many had Covid and now have natural immunity?",en,False,1466146136364834819,2021-11-24 20:44:13+00:00,replied_to
Hartstikke goed van #defensie dat ze komen helpen maar heb nu helemaal het gevoel of ik in een  sciencefiction film zit. #Nieuwsuur Had ik al aan het begin van #Covid_19,nl,False,1466146135974858757,2021-11-24 20:44:13+00:00,
New Brunswick reported three new deaths related to COVID-19 on Wednesday. https://t.co/Tq8CG4AOOF,en,False,1466146135152607236,2021-11-24 20:44:12+00:00,
Got my Covid booster. Done. ✅,en,False,1466146134380797955,2021-11-24 20:44:12+00:00,
"@MO_Independent @RudiKellerMI @derekkravitz @smarthgupta__ So let me get this straight. Months prior to masks the ""masked areas"" which were unmasked at the time had a lower rate of covid. And then masks were introduced and they continued to have a lower rate of covid but not as much lower. And that proves what exactly?",en,False,1466146133764362250,2021-11-24 20:44:12+00:00,replied_to
Sudah dua kejadian dan bahkan tahun ini sudah beberapa kali? Ada apa yah? Apakah Covid betul betul menurunkan imun manusia ? https://t.co/fhKwhWuWZY,in,False,1466146133445529601,2021-11-24 20:44:12+00:00,quoted
@Bskiiis @Boladinho_01 @Football__Tweet 95% more likely to be a effect of long covid … but you keep pushing your agenda 🤦🏻‍♂️ https://t.co/ECm5Ru9q4v,en,False,1466146133143654406,2021-11-24 20:44:12+00:00,replied_to
"TIL from reporting on the Covid tradeoff between lives and livelihoods: neither liberals nor conservatives concede such a tradeoff exists. Liberals say Covid protocols didn't cost jobs, conservatives say they didn't save lives.",en,False,1466146132900433923,2021-11-24 20:44:12+00:00,
@CallumHardy15 @nufcjord_ Covid jabs existed before the spurs game ?,en,False,1466146132615221252,2021-11-24 20:44:12+00:00,replied_to
"Adriana Bevacqua, infectóloga: “este último año ha sido opacado por el Covid pero no hay campañas de prevención. Uno nota que no se usa el preservativo porque no solo ve aumento de VIH, sino de sífilis” @Adri_Bevacqua",es,False,1466146132594151437,2021-11-24 20:44:12+00:00,
"@Sens_Critik «La péricardite aiguë peut être due à une infection, virale le plus souvent, ou bactérienne.»
 Qui dit virale dit Covid.           Je mettrai en ligne ce chiffre 8 si je retombe dessus. Mais cherchez avec votre fameux sens critique.",fr,False,1466146131650490376,2021-11-24 20:44:12+00:00,replied_to
"Thankyou to the wonderful parents who came along tonight for our 1st PTA meeting since pre Covid. Amazing energy, enthusiasm &amp; ideas! Come &amp; join us at our next meeting 6.30pm January 26th 2022! All welcome! @danny_ncc @ncc_chaplain @missjoconnell @missjajohnson @StrakerHair https://t.co/gFIqDcCjmQ",en,False,1466146131520405504,2021-11-24 20:44:12+00:00,
"@ZikonissBooks @OlderGf @Cartabellotta Perché una volta saputa l'origine del covid ti sentirai più sereno?
Posso farti invece l' elenco (lunghissimo ) delle cose ormai chiarissime.
La teoria del complotto,di chi lavora per il governo come scrivi ,ormai è triste e senza senso.",it,False,1466146131235254275,2021-11-24 20:44:12+00:00,replied_to
"Страшно бесит, что под любым постом где угодно, который хоть как-то касается Covid или вакцины от него, сразу появляется плашка от доброго Цукерберга с полезной, мать её, информацией.

Как отключить это говно? Заебали уже. Не надо меня учить. 

😠",ru,False,1466146129603555332,2021-11-24 20:44:11+00:00,
"Two things:

1) I hope this punk gets suspended for a long time and gets the help he needs.

2) end the forced hand shake line. I get the intent, but it’s fake and the losing team is always bitter. Best part of last season was the Covid ban on these sportsmanship lines. https://t.co/35A5Y8c9dC",en,False,1466146129481973767,2021-11-24 20:44:11+00:00,quoted
@KacyNoel My total guess: flu like symptoms code for GI issues? Stomach flu? Non-Covid illness could be an upper respiratory infection with a negative Covid test?,en,False,1466146128861216774,2021-11-24 20:44:11+00:00,replied_to
‘Omicron’ Variant Drives “Worrying” Surge In South Africa’s Covid Cases https://t.co/z1cZq9900m,en,False,1466146128160768014,2021-11-24 20:44:11+00:00,
@DefeatBrianKemp @BrianKempGA Please do tell me how a Governor is responsible for Covid deaths?  Do you blame Biden for the more deaths on his watch,en,False,1466146127988895754,2021-11-24 20:44:11+00:00,replied_to
@AngeHoopsman @LCFC We really have to get a grip on covid. Long term effect are troublesome,en,False,1466146126965493764,2021-11-24 20:44:11+00:00,replied_to
"@Hazariio really odd tbh, it’d be interesting to see if they both had covid before since there’s some research showing heart issues months later",en,False,1466146126558420997,2021-11-24 20:44:10+00:00,replied_to
pelo amor de deus covid eu tenho uma VIAGEM marcada pro réveillon!,pt,False,1466146126382444546,2021-11-24 20:44:10+00:00,
Estudiantes de la @epo301 recibiendo la primera dosis de vacunación Covid-19 👏🏼👏🏼👏🏼 https://t.co/w7LxXYwA8I,es,False,1466146125518454789,2021-11-24 20:44:10+00:00,
"@BWStripes17 @BrittAtGlobal that's a very interesting point

why do they share this CheckStop info if not to influence behaviour of Mb residents?

wouldn't the same be true for the enforcement of Covid rules? so confusing",en,False,1466146125199683586,2021-11-24 20:44:10+00:00,replied_to
i think it's interesting thatlike ppl in my class like they have had ppl they know die of covid but those are the same people i havent seen with masks at all,en,False,1466146124511727619,2021-11-24 20:44:10+00:00,
"Amid reports Donald Trump tested positive for COVID days before their 1st debate, a reporter asks President Biden “Do you think the former president put you at risk?”

Biden: “I don’t think about the former president.” #shade 
https://t.co/bpoOpzyvfN",en,False,1466146123685326851,2021-11-24 20:44:10+00:00,
"This scare-tweet is meant to make the cult even angrier,  and further undermine the vaccine mandates that save countless lives and boost the economy.

The Republican Party's policy is to spread covid as far and wide as possible. Why? To wreck Biden's presidency. 

Beyond cynical. https://t.co/kqAbiOi8FC",en,False,1466146122922029057,2021-11-24 20:44:10+00:00,quoted
"@SenRonJohnson Anti-vax evangelical TV network founder dies at 64 after battle with COVID
Marcus Lamb, the vocal anti-vax co-founder and CEO of the conservative Christian Daystar Television Network, has died at 64, weeks after he contracted the virus, the network said. https://t.co/jHNRicbVQ8",en,False,1466146122720845832,2021-11-24 20:44:09+00:00,replied_to
@SebMarsh2 Ridiculous how people are relating it to covid and vaccines etc but it’s concerning how it’s happening so much recently,en,False,1466146122544599041,2021-11-24 20:44:09+00:00,replied_to
"@anonyx10 your words, ""nothing more than a possibly severe flu."" i'm telling you now it's of a different category of illness, affects you in a completely different way, and the comparison is totally spurious. the excess mortality of covid versus flu should illustrate this most obviously.",en,False,1466146121118593026,2021-11-24 20:44:09+00:00,replied_to
Patients' Acceptance of COVID-19 Vaccine: Implications for Patients with Chronic Disease in Low-Resource Settings https://t.co/N48icRKFpL,en,False,1466146120682205184,2021-11-24 20:44:09+00:00,
"@JerasIkehorn A little itching, minimal soreness. 
Lots of peace of mind. 

Same as the first two Moderna shots. 

#CovidVaccine #moderna #COVID19 #covid #GetVaccinated",en,False,1466146120409796608,2021-11-24 20:44:09+00:00,replied_to
"U.S. confirms nation's first case of omicron Covid variant in Northern California - Where, I might add, there are a number of unvaccinated rural residents.  https://t.co/AZAfd0KXe3",en,False,1466146119516241922,2021-11-24 20:44:09+00:00,
‘Omicron’ Variant Drives “Worrying” Surge In South Africa’s Covid Cases https://t.co/H6Kf9a4MSQ,en,False,1466146118371217415,2021-11-24 20:44:08+00:00,
"@AlexVicia Good morning Mistress Alex. How’s the old covid situation in Oz?

Sending FREE LUXURY special prayer now.",en,False,1466146118228656131,2021-11-24 20:44:08+00:00,replied_to
@CryptoJebb You can get Covid more than once. Get tested and take it seriously.,en,False,1466146117284888578,2021-11-24 20:44:08+00:00,replied_to
@chipfranklin @NathanMackBrown Why do y'all act this way when you know damnwell that plenty of vaxxed people are dying from Covid also.  Stop it with the hate. Geez.,en,False,1466146116915847175,2021-11-24 20:44:08+00:00,replied_to
"@soleeloquy I’ve been asking questions for a while. Yes. 

Yes covid causes long term Respiratory &amp; cardiovascular problems. 

Just a yes or a no. Does the vaccine also have any links to causing heart problems. ?",en,False,1466146114671894532,2021-11-24 20:44:08+00:00,replied_to
"@SDGovCrisis @killerkristi @atrupar It's possible, especially since we know that humans aren't the only vector.

What if cute &amp; cuddly COVID has a Rnought of 4 in humans, but only 1 in animals, and angry kick your ass COVID is the more transmittable strain in the animal kingdom?

Then our pets are going to kill us",en,False,1466146114013388801,2021-11-24 20:44:07+00:00,replied_to
Waarom niet eerst goed onderzoeken hoe lang de huidige vaccins werken tegen ernstige covid bij mannen en vrouwen van verschillende leeftijden voordat ook jonge mensen nagenoeg verplicht worden tot een prikabonnement? Ook hierom geen #2g. https://t.co/OZy1zYYlYh,nl,False,1466146113988214786,2021-11-24 20:44:07+00:00,
"@FrenchSuriRuma1 @greg_travis It's true. We have forgotten so much that people here in America are literally throwing Covid parties to ""build their immunity"" -and then dying of it.",en,False,1466146113619169286,2021-11-24 20:44:07+00:00,replied_to
@RealDeniseWelch please follow @sailorrooscout you will be so relieved to read someone who is reliable and honest about covid please 🙏,en,False,1466146113610825729,2021-11-24 20:44:07+00:00,
"Thread on how Trump—who put us all in peril by ignoring Covid—predictably got sick himself, exposed military families, then shit on those families by suggesting it was THEIR fault. https://t.co/Sa41bEfmWe",en,False,1466146112516071425,2021-11-24 20:44:07+00:00,quoted
"Covid Vaccine was just the Base Videogame, Now you gotta get all the DLC everytime theres a new strain of Coronavirus 🧪",en,False,1466146111681286146,2021-11-24 20:44:07+00:00,
"@OccupyDemocrats BREAKING: A reporter asks President Biden if he REMEMBERS Trump put him at risk by showing up to their debate after testing positive for COVID to which Biden responds: ""I don't think, MY HANDLERS DO THAT FOR ME."" RT IF YOU'RE PROUD OF THE JOB BIDEN (HANDLERS) IS DOING!",en,False,1466146110687350785,2021-11-24 20:44:07+00:00,replied_to
"People are going to jail over PPP fraud. Debt is piling up. Hospital bills from COVID, eviction moratorium mandates lifted…shit is hitting all at once.",en,False,1466146109902970883,2021-11-24 20:44:06+00:00,replied_to
"Coronavirus live updates: WHO advises against blanket travel bans, to review data on Covid booster jab https://t.co/utMfxhS1la via @timesofindia",en,False,1466146109869363201,2021-11-24 20:44:06+00:00,
US expected to require stricter testing protocols for international travelers https://t.co/u1Aa8UjCYD,en,False,1466146109114384385,2021-11-24 20:44:06+00:00,
"@CovidFlock @darakass Sources

1) Trust me?
2) If not, I'm 30-year Epidemiologist, behind @USNavy  tagline
3) If still not, goto #4,#5,#6
4) See chart? It's here
https://t.co/fHLXFMx6Oq
Get BD Insights Research Database
5) Read this
https://t.co/BkL8OrDlkU
6) For Long COVID
https://t.co/7jdD3Utp7g",en,False,1466146108955140103,2021-11-24 20:44:06+00:00,replied_to
@slbdiogo_ Well how would u know? It could be covid just as likely as it could be the vaccine imo. I think way more people have been vaccines then had covid too tbf. But i dont think anyone knows what itd be for certain yet so,en,False,1466146108871163909,2021-11-24 20:44:06+00:00,replied_to
We and the international community must provide the three doses of Covid 19 all over the world in order to end the global crisis in virus mutations,en,False,1466146107487137799,2021-11-24 20:44:06+00:00,
For sond big covid-19 kkkkkk,en,False,1466146105884917766,2021-11-24 20:44:05+00:00,
Dichosas vacunas contra el Covid cuyo fin es exterminarnos con ellas,es,False,1466146105381601284,2021-11-24 20:44:05+00:00,
@Harlzyy Covid doesn't play on the heart it's the lungs it's a respiratory virus,en,False,1466146105339568130,2021-11-24 20:44:05+00:00,replied_to
"I am SO TIRED of mutual aid. We need systemic change, local/state change, and grass roots support. We will not accept one more Jake. We need help NOW. 

https://t.co/gXU8bcLsLj",en,False,1466146105268318216,2021-11-24 20:44:05+00:00,
"Via @TexasREBusiness , a focus on Houston markets:

- Rising Oil Prices, Positive Quarterly Absorption Spell Hope for Houston #Office Market

- Restaurants Embody Trends that Define Houston #Retail Market Post-Covid

https://t.co/w6bZG1u8ap https://t.co/xipisAZYMQ",en,False,1466146104798498824,2021-11-24 20:44:05+00:00,
"The Covid response is just a constant recycling of the same tactics over and over and over.

What is the definition of insanity?

Almost 2 years now and we are back to the beginning with travel bans again. https://t.co/BhTbQU6jsc",en,False,1466146102520860673,2021-11-24 20:44:05+00:00,
"@ananavarro Or, a modern-day Typhoid Mary, but with access to modern-day medical science and advice, which he chose to ignore because his main concern was to avoid ""looking bad"" from the number of positive Covid tests.

Inexcusable, regardless of hair quality.",en,False,1466146102349119498,2021-11-24 20:44:05+00:00,replied_to
"@ToneOfTruth3 @monsieur0o @A2thaKay @brisbanetimes so was Queenslands.

if you dont have symptoms, generally you dont get tested.

If there was more covid, 80k tests would pick that  up.

You're argument is flawed.",en,False,1466146102067949569,2021-11-24 20:44:05+00:00,replied_to
do yourself a favor &amp; get some elderberry with cold &amp; flu season approaching + this new strain of covid being out here 🙏🏽,en,False,1466146101686419459,2021-11-24 20:44:04+00:00,
"@NeilClark66 @stezia7 It’ll all just get blamed on Covid - it’s the perfect get out of jail free card, and of course no one in MSM outlets will dare to question the narrative",en,False,1466146100650418178,2021-11-24 20:44:04+00:00,replied_to
Covid-vaccine pa lakwents chariz ehe. https://t.co/CDmymkMkFU,tl,False,1466146100138569735,2021-11-24 20:44:04+00:00,quoted
"Effectiveness of Remdesivir, Lopinavir/Ritonavir, and Favipiravir for COVID-19 Treatment: A Systematic Review https://t.co/L1GqkgWgGC",en,False,1466146099706535939,2021-11-24 20:44:04+00:00,
Either that or COVID causes something that makes your heart slowly start to dysfunction or completely stop working,en,False,1466146099379556353,2021-11-24 20:44:04+00:00,replied_to
"586 vaccinated people have died of covid!
So what’s ur point?? Just batshit crazy! https://t.co/ZrP3qf2dSB",en,False,1466146098955837440,2021-11-24 20:44:04+00:00,quoted
@vebeenlou @GeorgeRichert4 @news4buffalo Live...from the COVID capital of New York...it's SATURDAY NIGHT!!!!,en,False,1466146095201935365,2021-11-24 20:44:03+00:00,replied_to
@idextratime Ada hubungan sama varian baru Covid ga sih? Bisa serentak begini,in,False,1466146095172493313,2021-11-24 20:44:03+00:00,replied_to
"@GregSheva @Angelica1117 @seanhannity @GovRonDeSantis Start with a coherent plan to battle Covid. Trump checked out to pursue election lies! Let Covid burn like an of control forest fire. A bipartisan infrastructure bill. 4 yrs or ""Infrastructure Week"" amounted to nothing. Supply chain problems a holdover from Trumps incompetence",en,False,1466146095042498560,2021-11-24 20:44:03+00:00,replied_to
"@campbellclaret 48,000+ proportionate confirmed Covid cases.
148 proportionate Covid deaths.
In 24 hours. 
... @Conservatives need either a new dictionary or a new leader.",en,False,1466146093817905160,2021-11-24 20:44:03+00:00,replied_to
"Don't fear the loud minority rooting against 🇺🇸. 70% of Americans are vaccinated. Most people want to put this behind us and get on with our lives. If you're unvaccinated, get the shot so we can beat COVID. https://t.co/OUrPDxB3oE",en,False,1466146093486555138,2021-11-24 20:44:03+00:00,quoted
Señor covid desaparezca yaa!! Necesito mi vida de siempre 😢,es,False,1466146093436223490,2021-11-24 20:44:03+00:00,
"Good evening. Back at 9am. European Union countries should consider mandatory vaccination to combat Covid and the Omicron variant, the head of its Commission has said.",en,False,1466146093238996998,2021-11-24 20:44:02+00:00,
@MegillHOFrbw Tbf it’s inflated by the fact that I had soooo much free time from January to July cuz virtual class and of course COVID,en,False,1466146093230694405,2021-11-24 20:44:02+00:00,replied_to
"E sim, a vacina funciona, as mortes por covid estão no mesmo aspecto do início da pandemia, e basta ver os números de 4000 mortes para 200 existe um vácuo enorme",pt,False,1466146092333113353,2021-11-24 20:44:02+00:00,replied_to
"If only he had a nickel for every time someone said this, melatonin-butyrate-BHB-niacin would have been assessed &amp; corroborated in formal human trials by now &amp; COVID would have been over

Instead it’s useless, contradictory, even harmful nutrient, Rx, &amp; 💉, and COVID reigns along https://t.co/syx5Cm9Ldk",en,False,1466146092144381965,2021-11-24 20:44:02+00:00,quoted
"Attending the @celtics game tonight?

☘️ Proof of vaccination OR qualifying negative COVID-19 test is required for all guests 12 years and older. 
☘️ Masks are required for all guests 2 years and older.
☘️ Have your mobile ticket ready. 

More info: https://t.co/hWOT5KtSDr https://t.co/iC7wBSRi44",en,False,1466146090684665865,2021-11-24 20:44:02+00:00,
"@keith_d_m @Anne28396854 @moorhouse_steve Exactly, that’s why I’ve done my research and realise there’s more risk to me from the jab than covid, especially when I have a very good treatment that I trust more than my government! I’ve lost my job &amp; been treated like a leper for this critical thinking though, seems fair NOT",en,False,1466146090508423168,2021-11-24 20:44:02+00:00,replied_to
i believe it would cure covid https://t.co/VAxX54punw,en,False,1466146090495922177,2021-11-24 20:44:02+00:00,quoted
@60silverfox @evilpantomime @WayneWellwood @GBNEWS You might be under the impression that I want to debate science with you.I don't. By refusing to follow Covid protocols you imagine yourself to be an anti-establishment rebel. You're not. Where’s your compassion? Your empathy? Your sense of responsibility to your fellow citizen?,en,False,1466146090428813314,2021-11-24 20:44:02+00:00,replied_to
"The omicron variant, is now in the United States

The first state to fall victim to this strain of COVID is California",en,False,1466146090340675586,2021-11-24 20:44:02+00:00,
"Sad news though. Cook County, MN (where Grand Marais is) had their first Covid death yesterday. Until then, they were the only county in the whole country without a single Covid death. They still have the highest vaccination rates in the state. https://t.co/jh7gdP9cPd",en,False,1466146087979397124,2021-11-24 20:44:01+00:00,quoted
@Morgan_covid @Ro88866753Andrs Sacarán otra vacuna.para contrarrestar la anterior....,es,False,1466146087736066054,2021-11-24 20:44:01+00:00,replied_to
Vrmt ce Covid là il me gonfle casse toi non ? C’est bon on a comprit,fr,False,1466146087367028736,2021-11-24 20:44:01+00:00,
"Biden says omicron variant concerning but not ‘cause for panic’; CDC urges all adults to get boosters - The Washington Post Let us pray for the safe and sound world and rescue us from omicron virus. 
Christmas Day Resolution Free From omicron virus.
 https://t.co/pHlViK9ZeA",en,False,1466146087010508804,2021-11-24 20:44:01+00:00,
"Just like covid, release the patents!! https://t.co/7mdZfPHEm8",en,False,1466146086737698816,2021-11-24 20:44:01+00:00,quoted
@letsassume Almost got to see Kottke and then Covid hit. He rocks.,en,False,1466146085974466564,2021-11-24 20:44:01+00:00,replied_to
@rodweb1 He certainly nailed it with drinking bleach and stuffing light bulbs up your bum to treat covid! A very stable genius for sure!,en,False,1466146085223628801,2021-11-24 20:44:01+00:00,replied_to
"@now_arsenaI May be due to covid lockdowns

So the right nutritional food may not be available",en,False,1466146085097725952,2021-11-24 20:44:01+00:00,replied_to
Trump Slams Meadows for Saying He Tested Positive for COVID Before Debate https://t.co/CNVMvvWK13,en,False,1466146084930179077,2021-11-24 20:44:00+00:00,
"The first case of the omicron variant of COVID-19 has been identified in the U.S, in a person in California

What the new variant means for booster shots and travel restrictions:
https://t.co/gIHNuYG7u5",en,False,1466146084774887440,2021-11-24 20:44:00+00:00,
Thinking we were going to prevent Omicron from coming here with travel restrictions from airplanes and pcr test and vaccine requirements and at the same time have an open border with Mexico made no sense. https://t.co/xL1YhalI59,en,False,1466146083931783170,2021-11-24 20:44:00+00:00,
@mizcrackerstan not well enough to get 20k talking about covid variants,en,False,1466146083822706689,2021-11-24 20:44:00+00:00,replied_to
https://t.co/zHEie7goer,und,False,1466146083529187330,2021-11-24 20:44:00+00:00,
"@Lane2Hagy @LifesShort614 @CP24 @fordnation @ONgov (5/) [https://t.co/iE4lXf7AtO]), reported on Wednesday a:
- weekly moving average (#Quebec’s having been 960 [https://t.co/CN91i6e5KO]) of 1581
- daily case count (@sante_qc’s having been 1196) of 1970

I now present various #covid metrics applicable various Canadian provinces &amp;",en,False,1466146083021729792,2021-11-24 20:44:00+00:00,quoted
