text,lang,possibly_sensitive,tweet_id,created_at,type,clean_tweet
es un buen momento para recordarles que marvel nos robo la trilogía de black widow,es,False,1.46442E+18,2021-11-27T02:07:36.000Z,,"['un', 'de', 'no', 'recordarles', 'e', 'momento', 'la', 'para', 'trilogia', 'black', 'marvel', 'buen', 'robo', 'que', 'widow']"
"I wonder what #movie to see this long weekend? The #DuneMovie? Palabas na ba ang Shang-Chi? We already watched Black
Widow, which was quite good.",en,False,1.46441E+18,2021-11-27T02:04:53.000Z,,"['wonder', 'good', 'ang', 'see', 'ba', 'shang', 'widow', 'chi', 'already', 'weekend', 'black', 'palabas', 'na', 'watched', '?', 'quite', 'long']"
"Watched Black widow &amp; D
Shang Chi Today.... 

I like Black Widow's sister more than Black widow. The only reason I wasnt completely bored",en,False,1.46441E+18,2021-11-27T02:01:40.000Z,,"['&', 'like', 'sister', 'shang', 'chi', 'completely', 'black', 'watched', 'today', 'reason', ""'s"", 'amp', 'widow', 'bored']"
@courtneyjaynex You’ll be getting Dani Clayton and Black Widow so 👀,en,False,1.46441E+18,2021-11-27T02:01:07.000Z,replied_to,"['dani', 'getting', 'black', 'clayton', 'widow']"
"Black widow @ Myrtle Beach, South Carolina https://t.co/oriqlaKsuS",en,False,1.46441E+18,2021-11-27T02:00:51.000Z,,"['beach', 'myrtle', 'black', '@', 'south', 'carolina', 'widow']"
"I really wasn't all hyped for Hawkeye, but after watching the extra credit scene in Black Widow...

Yea I gotta watch it",en,False,1.46441E+18,2021-11-27T02:00:34.000Z,,"['credit', 'scene', 'yea', 'got', 'watching', 'really', 'black', 'hawkeye', 'watch', 'hyped', 'extra', 'widow']"
"Black widow Is shit, captain marvel is bad, eternals is whatever, black panther is overrated, all 4 of the Disney plus shows are overrated, the MCU hit it's peak with endgame and will never be as good https://t.co/FUAE09p6CQ",en,False,1.46441E+18,2021-11-27T02:00:14.000Z,quoted,"['endgame', 'eternals', 'overrated', 'captain', 'disney', 'hit', 'marvel', 'widow', '4', 'whatever', 'panther', 'plus', 'show', 'peak', 'mcu', 'shit', 'never', 'black', 'good', 'bad']"
"Ethel Kennedy, widow of Robert Kennedy's name is written in Jeffrey Epstein's 'BLACK BOOK.' Why on earth was her name written there? Who rubbed shoulders with American Presidents &amp; has ties to Florida, New York &amp; Israel? Well, she in the hot tub with her.  https://t.co/ODR97R0psC https://t.co/A9cpeZbbOV",en,False,1.46441E+18,2021-11-27T01:58:15.000Z,,"['israel', 'robert', '&', 'tub', 'written', 'new', 'jeffrey', 'widow', ""'"", 'president', '?', 'florida', ""'s"", 'kennedy', 'book', ""'black"", 'hot', 'shoulder', 'tie', 'earth', 'epstein', 'amp', 'ethel', 'york', 'rubbed', 'american', 'well', 'there', 'name']"
@RichL315 Just watched Black Widow finally. Excellent 😉,en,False,1.46441E+18,2021-11-27T01:57:16.000Z,replied_to,"['excellent', 'black', 'watched', 'finally', 'widow']"
"Whenever they Bring up Nat (Black Widow) in Hawkeye...

My feels really hurt... 🥺😭 https://t.co/7gLp5YDDXA",en,False,1.46441E+18,2021-11-27T01:56:58.000Z,,"['bring', '(', 'widow', 'really', 'nat', 'black', 'hawkeye', 'feel', ')', 'hurt', 'whenever']"
@CJODoyle You might have to watch Black Widow twice. It takes a bit to get there but the back end of it is GREAT,en,False,1.46441E+18,2021-11-27T01:56:19.000Z,replied_to,"['might', 'bit', 'back', 'end', 'take', 'black', 'watch', 'get', 'great', 'twice', 'widow']"
"@call_me_lexxi Spider-Man dies but he comes back… but Ironman and Black Widow dont come back to life, save yo tears for them",en,False,1.46441E+18,2021-11-27T01:55:51.000Z,replied_to,"['save', 'man', 'tear', 'back', 'spider', 'come', 'dy', 'come', 'black', 'life', 'ironman', 'yo', 'lexxi', 'widow']"
@lean_973 black widow,en,False,1.46441E+18,2021-11-27T01:53:52.000Z,replied_to,"['black', 'widow', '973']"
@ClaireFosterPHD A lot of us found out the hard way that the black widow is a dish best served dead.,en,False,1.46441E+18,2021-11-27T01:51:16.000Z,replied_to,"['lot', 'dead', 'found', 'u', 'served', 'best', 'black', 'dish', 'hard', 'widow', 'way']"
@Dlnigga57553151 Black widow lol,en,False,1.46441E+18,2021-11-27T01:51:07.000Z,replied_to,"['lol', 'black', 'widow']"
@JakeMillzzzz @Limbo_Prisoner @Luiz_Fernando_J @TheEternals Man you have a lot of issues :) . I just noticed Eternals grossed less then releasedin Disney same day Black Widow.. So pathetic ;),en,False,1.46441E+18,2021-11-27T01:51:05.000Z,replied_to,"['man', 'le', 'pathetic', 'lot', 'noticed', 'eternals', 'prisoner', 'releasedin', 'issue', 'grossed', 'j', 'black', 'fernando', 'day', ')', 'disney', 'widow']"
An hour into this movie and Black Widow has been in 4 accidents that she ran away from that absolutely should have killed her,en,False,1.46441E+18,2021-11-27T01:50:40.000Z,replied_to,"['4', 'absolutely', 'ran', 'movie', 'killed', 'black', 'hour', 'away', 'widow', 'accident']"
love me some Thor &amp; Black Widow tho,en,False,1.46441E+18,2021-11-27T01:49:47.000Z,replied_to,"['thor', '&', 'love', 'black', 'tho', 'amp', 'widow']"
"@blackstantwit in the mcu:

bruce banner/black widow (by a lot)
tony stark/pepper potts
scott lang/hope van dyne
thor/jane foster
and basically everyone else that isnt quill/gamora or wanda/vision",en,False,1.46441E+18,2021-11-27T01:49:42.000Z,replied_to,"['scott', 'thor/jane', 'basically', 'banner/black', 'widow', 'dyne', 'potts', '(', 'tony', 'bruce', ')', 'lang/hope', 'everyone', 'wanda/vision', 'mcu', 'stark/pepper', 'van', 'else', 'quill/gamora', 'lot', 'by', 'foster']"
@widxwsc black widow y end game,en,False,1.46441E+18,2021-11-27T01:49:01.000Z,replied_to,"['game', 'black', 'end', 'widow']"
Mobi Download Black Widow Official Movie Special Book =&gt; https://t.co/ehKnjCUQnI https://t.co/yHyKhQVLwL,en,False,1.46441E+18,2021-11-27T01:48:15.000Z,,"['&', 'mobi', 'special', 'movie', 'download', 'black', 'book', '=', 'official', 'gt', 'widow']"
"Coloring Nude Pinups #1: Scarlett Johansson as Black Widow, part 2 https://t.co/GRtTMZWlsE",en,False,1.46441E+18,2021-11-27T01:42:22.000Z,,"['nude', 'scarlett', '2', 'coloring', 'part', 'black', 'pinups', 'johansson', 'widow']"
Dressed up all in black like a widow,en,False,1.46441E+18,2021-11-27T01:41:00.000Z,,"['like', 'black', 'dressed', 'widow']"
"Phase 4 ranking so far

1. Shang chi
2. Loki
3. Eternals
4. WandaVision
5. TFATWS
6. What if
7. Black widow",en,False,1.46441E+18,2021-11-27T01:39:07.000Z,,"['4', 'ranking', '7', 'eternals', '3', '5', 'tfatws', 'shang', 'wandavision', '2', 'far', 'chi', '1', 'black', 'phase', 'loki', '6', 'widow']"
"BLACK WIDOW 2010, ISSUE SEVEN https://t.co/2OUwQFhobm",en,False,1.46441E+18,2021-11-27T01:38:38.000Z,,"['2010', 'issue', 'black', 'seven', 'widow']"
"""I spy Black Widow.."" https://t.co/a2RYfQZp8d",en,False,1.46441E+18,2021-11-27T01:38:28.000Z,,"['black', 'widow', 'spy']"
Scarlett Johansson as Natasha Romanoff in the Black Widow movie. https://t.co/XwHpWeyJ3E,en,False,1.46441E+18,2021-11-27T01:35:27.000Z,,"['romanoff', 'natasha', 'movie', 'black', 'scarlett', 'johansson', 'widow']"
"Natasha returns a few minutes later with a refill on her Black Widow and her cherries, sitting down next to him with a little more confidence this time. 'So,' he says, making a point to elevate the volume so his eavesdroppers don't have to strain.",en,False,1.46441E+18,2021-11-27T01:32:38.000Z,,"['sitting', 'say', 'eavesdropper', 'little', 'widow', ""'"", 'elevate', 'volume', 'next', 'cherry', 'time', 'refill', ""'so"", 'point', 'making', 'natasha', 'black', 'confidence', 'later', 'minute', 'return', 'strain']"
@In_A_YamChele Imma let you live cause Black Widow my fave,en,False,1.46441E+18,2021-11-27T01:31:52.000Z,replied_to,"['live', 'yamchele', 'let', 'black', 'imma', 'fave', 'widow']"
"BLACK WIDOW 1999, ISSUE 2 https://t.co/Yytgz5UltX",en,False,1.46441E+18,2021-11-27T01:30:31.000Z,,"['2', 'issue', 'black', '1999', 'widow']"
@J_music__ What happened to Monday. South paw. Black widow. Extraction. Brick Mansions.,en,False,1.46441E+18,2021-11-27T01:30:31.000Z,replied_to,"['happened', 'music', 'extraction', 'mansion', 'monday', 'black', 'south', 'paw', 'widow', 'brick']"
"@CultureCrave I haven't watched Let There Be Carnage yet, so I'm not gonna include it

Shang-Chi and Black Widow",en,False,1.46441E+18,2021-11-27T01:29:11.000Z,replied_to,"['shang', 'let', 'widow', 'chi', 'black', 'watched', 'carnage', 'going', 'yet', 'include', 'I']"
el video de bad blood de taylor swift tiene las mismas vibes de black widow,en,False,1.46441E+18,2021-11-27T01:27:59.000Z,,"['de', 'swift', 'la', 'taylor', 'vibe', 'blood', 'el', 'mismas', 'black', 'video', 'bad', 'tiene', 'widow']"
@nYcDnA @jtrebach Western Black widow here in SW Canada has red ⏳ on bottom side of abdomen. They like to hang in spaces/corners with the hourglass facing out (or at least the ones in our garage😬). Australia’s 🕷 also has a red stripe on the top side of its abdomen.,en,False,1.46441E+18,2021-11-27T01:27:26.000Z,replied_to,"['bottom', 'or', 'widow', 'stripe', '(', 'canada', ')', ""'s"", 'side', 'garage', 'also', 'facing', 'one', 'sw', 'western', 'australia', 'least', 'black', 'red', 'abdomen', 'top', 'like', 'spaces/corners', 'hourglass', 'hang']"
Marcelo and I are back on our Marvel Movie catch up. Just watched Black Widow and freaking LOVED it! Now for Spider-Man: Homecoming!,en,False,1.4644E+18,2021-11-27T01:25:10.000Z,,"['man', 'it', '!', 'back', 'loved', 'movie', 'spider', 'marcelo', 'watched', 'black', 'freaking', 'catch', 'homecoming', 'marvel', 'widow']"
"🎨Coloring Nude Pinups #1: Scarlett Johansson as Black Widow, part 1 https://t.co/KpOFseaBCC",en,False,1.4644E+18,2021-11-27T01:23:56.000Z,,"['nude', 'scarlett', 'coloring', 'part', '1', 'black', 'pinups', 'johansson', 'widow']"
Watching Black Widow now,en,False,1.4644E+18,2021-11-27T01:23:49.000Z,,"['black', 'watching', 'widow']"
@SAPPHICSPO omg is that a black widow? scary,en,False,1.4644E+18,2021-11-27T01:23:00.000Z,replied_to,"['scary', 'black', '?', 'omg', 'widow']"
@vibinzilly You didn’t watch black widow did you?,en,False,1.4644E+18,2021-11-27T01:22:33.000Z,replied_to,"['black', 'watch', '?', 'you', 'widow']"
@wandasolsen Bro Kate is a homie but Yelena gonna dog walk her 😂 a black widow against a 22 year old who has only fought the track suit mafia?? No contest,en,False,1.4644E+18,2021-11-27T01:22:23.000Z,replied_to,"['walk', 'old', 'suit', 'mafia', '?', 'kate', 'dog', 'black', 'fought', 'bro', 'going', 'year', 'track', 'contest', 'yelena', '22', 'widow', 'homie']"
Black widow is fire thank god I watched it,en,False,1.4644E+18,2021-11-27T01:22:01.000Z,,"['thank', 'black', 'watched', 'god', 'fire', 'widow']"
NOooooooooooooooooooooooooooooooooooooo QUE BLACK WIDOW LLEVA SPOILER DE ENDGAME LPM,en,False,1.4644E+18,2021-11-27T01:21:53.000Z,,"['spoiler', 'endgame', 'de', 'lleva', 'lpm', 'black', 'noooooooooooooooooooooooooooooooooooooo', 'que', 'widow']"
@JohnSLPaul Scarjo Black Widow was weak…,en,False,1.4644E+18,2021-11-27T01:21:46.000Z,replied_to,"['scarjo', 'black', 'weak', 'widow']"
pensaba que luego de black panther veria dr strange pero en el orden cronologico agregaron a black widow y ahora me toca ver esa https://t.co/0hXyqsS3tf,es,False,1.4644E+18,2021-11-27T01:20:23.000Z,,"['en', 'de', 'widow', 'panther', 'agregaron', 'cronologico', 'pero', 'strange', 'orden', 'ahora', 'black', 'toca', 'veria', 'que', 'dr', 'pensaba', 'el', 'ver', 'esa', 'luego']"
"I just finished watching shang chi and omfg it was amazing
taltened, brilliant, award winning 
the only thing that bugs me is that it feels like a mix of literally almost every other marvel movie (especially black widow and black panther) but that's alright",en,False,1.4644E+18,2021-11-27T01:19:58.000Z,,"['award', 'alright', 'movie', 'especially', 'taltened', 'marvel', 'widow', 'amazing', '(', 'literally', 'panther', ')', 'brilliant', 'thing', 'shang', 'feel', 'black', 'almost', 'bug', 'like', 'winning', 'omfg', 'watching', 'chi', 'finished', 'every', 'mix']"
when will I be able to emotionally handle rewatching Black Widow,en,False,1.4644E+18,2021-11-27T01:19:12.000Z,,"['able', 'handle', 'emotionally', 'black', 'rewatching', 'widow']"
black widow is actually a good movie and pretty enjoyable https://t.co/s0ivPOEO7w,en,False,1.4644E+18,2021-11-27T01:18:53.000Z,quoted,"['enjoyable', 'good', 'pretty', 'movie', 'black', 'widow', 'actually']"
"@EchoTheMoth I had a nightmare like that, it ended with me in a wagon covered in black widows and a BIG black widow on top of me screeching, and now I think that's what triggered my arachnophobia...",en,False,1.4644E+18,2021-11-27T01:18:40.000Z,replied_to,"['top', 'like', 'wagon', 'think', 'widow', 'triggered', 'covered', 'big', 'arachnophobia', 'black', 'screeching', 'widow', 'nightmare', 'ended']"
the black widow audioo,en,False,1.4644E+18,2021-11-27T01:17:35.000Z,replied_to,"['audioo', 'black', 'widow']"
Taskmaster being reworked fit the storyline and the overall message of the Black Widow film pretty well. https://t.co/pdRfN9wvGa,en,False,1.4644E+18,2021-11-27T01:17:09.000Z,quoted,"['message', 'overall', 'fit', 'pretty', 'well', 'taskmaster', 'reworked', 'storyline', 'black', 'film', 'widow']"
Quiero el pelo como black widow,es,False,1.4644E+18,2021-11-27T01:16:57.000Z,,"['quiero', 'el', 'black', 'pelo', 'widow', 'como']"
Black widow was the most uninteresting character https://t.co/SZISMIiZHf,en,False,1.4644E+18,2021-11-27T01:16:30.000Z,quoted,"['uninteresting', 'black', 'widow', 'character']"
"@babi Amada eu assisti Black Widow 2 vezes, não me arrependo, e tenho intenção de assistir de novo só pq é o último filme da Scarlett e pq é a Natasha protagonista",pt,False,1.4644E+18,2021-11-27T01:16:10.000Z,replied_to,"['novo', 'de', 'ultimo', 'arrependo', 'amada', 'filme', 'widow', 'intencao', 'scarlett', 'nao', 'eu', 'natasha', 'black', 'vezes', 'protagonista', 'assistir', '2', 'assisti', 'e', 'tenho', 'da', 'pq']"
Now we wait for black widow https://t.co/GXciqmxgwr,en,False,1.4644E+18,2021-11-27T01:14:01.000Z,,"['black', 'widow', 'wait']"
i just learned that hailee steinfeld (kate bishop) is using the same stunt double in #hawkeye that scarlett johansson used when she was black widow https://t.co/V7iaLX1jqx,en,False,1.4644E+18,2021-11-27T01:11:38.000Z,,"['scarlett', 'steinfeld', 'johansson', 'used', '(', 'kate', 'widow', 'double', 'black', 'bishop', ')', 'using', 'hailee', 'stunt', 'learned']"
@xtyfo @livthejewess Black widow I'm terrified of spiders that aren't tarantulas they all lived under the house / outside,en,False,1.4644E+18,2021-11-27T01:11:27.000Z,replied_to,"['/', 'lived', 'outside', 'spider', 'terrified', 'black', 'tarantula', 'house', 'widow', 'I']"
Watching Black Widow,en,False,1.4644E+18,2021-11-27T01:09:34.000Z,,"['black', 'watching', 'widow']"
@BishopSteinfeld @nobodylaura18 But I am kind shipping them since Black widow came out and they confirmed that Kate was 22 (because in the comics she is around 16 and yelena is almost 30),en,False,1.4644E+18,2021-11-27T01:09:26.000Z,replied_to,"['almost', '16', 'yelena', 'confirmed', 'kind', 'since', '(', 'kate', '30', 'shipping', 'black', 'comic', ')', 'around', 'came', 'because', '22', 'widow']"
"@LunaNormitaqn Hola luna como estas oye gracias veré el netflix esas recomendaciones, disney ya vi Black widow
😊😊🍻",es,False,1.4644E+18,2021-11-27T01:06:12.000Z,replied_to,"['vi', 'oye', 'estas', 'netflix', 'luna', 'recomendaciones', 'hola', 'el', 'vere', 'esas', 'gracias', 'black', 'disney', 'ya', 'widow', 'como']"
"@Iona247365 So you changed your mind on the colour 🤫
You wanted the Marvel Black Widow vibe 👍",en,False,1.4644E+18,2021-11-27T01:05:36.000Z,replied_to,"['colour', 'changed', 'vibe', 'mind', 'black', 'marvel', 'widow', 'wanted']"
@Victoria_Avalor you make a hot black widow,en,False,1.4644E+18,2021-11-27T01:05:14.000Z,replied_to,"['make', 'avalor', 'black', 'hot', 'widow']"
"V Impressed with #ShangChi #LegendOfTenRings #DisneyPlus and that's huge for me. I'm so not into mcu/dc super heros stuff, except mayb for Black Widow precisely bc she's skilled and able but no super powers. #ShangChi is different. https://t.co/oWuMIqZb9o",en,False,1.4644E+18,2021-11-27T01:04:48.000Z,,"['huge', 'able', 'super', 'mcu/dc', 'different', 'mayb', 'precisely', 'skilled', 'power', 'hero', 'except', 'black', 'v', 'stuff', 'bc', 'impressed', 'widow', 'I']"
"@emilio1676 Hola Emilio! Buenas buenas 👍🏻✨🌷
Te recomiendo en Netflix 
- La cocinera de Castamar
- Outlander
En AmaZon 
- Maradona Sueno Bendito 
Y en Disney 
- Black widow",es,False,1.4644E+18,2021-11-27T01:04:05.000Z,replied_to,"['en', 'de', 'recomiendo', 'disney', 'widow', 'emilio', 'amazon', 'la', 'sueno', 'outlander', '!', 'netflix', 'black', 'bendito', 'te', 'buenas', 'hola', 'castamar', 'cocinera', 'maradona']"
BLACK WIDOW #15  @Marvel. https://t.co/IrmJGdydVq,en,False,1.4644E+18,2021-11-27T01:02:48.000Z,,"['black', 'widow']"
oh yeah also i just watched corpse bride. it cool. my favorite character was the black widow,en,False,1.4644E+18,2021-11-27T01:02:31.000Z,,"['also', 'favorite', 'oh', 'corpse', 'yeah', 'cool', 'character', 'black', 'watched', 'bride', 'widow']"
@TheSpaceViking0 True. First one I bought was the lufkin black widow,en,False,1.4644E+18,2021-11-27T01:02:00.000Z,replied_to,"['first', 'bought', 'widow', 'true', 'black', 'lufkin', 'one']"
Que manera de llorar con los vídeos de Clint Barton y Black Widow lrpm😭,es,False,1.4644E+18,2021-11-27T01:01:46.000Z,,"['de', 'video', 'llorar', 'barton', 'lrpm', 'manera', 'black', 'los', 'con', 'clint', 'que', 'widow']"
"@AnneComics Personally, I prefer the 2012 run of Capt Marvel, but Thompson's current run is a very strong contender as well.

Black Widow is also really solid though.",en,False,1.4644E+18,2021-11-27T01:01:22.000Z,replied_to,"['contender', '2012', 'well', 'also', 'current', 'though', 'personally', 'solid', 'really', 'black', ""'s"", 'strong', 'run', 'prefer', 'thompson', 'marvel', 'widow', 'capt']"
Finally switched out the Black Widow theater poster for one of my Cap ones. He’s always looking good! https://t.co/AoQixqLTbw,en,False,1.4644E+18,2021-11-27T01:01:02.000Z,,"['good', 'always', '!', 'poster', 'one', 'one', 'cap', 'black', 'theater', 'switched', 'looking', 'finally', 'widow']"
I caught a black widow spider /pos,en,False,1.4644E+18,2021-11-27T01:00:57.000Z,,"['/pos', 'spider', 'black', 'caught', 'widow']"
taskmaster is a good character and added a good twist to black widow. https://t.co/8x5cXWhmxv,en,False,1.4644E+18,2021-11-27T00:59:16.000Z,quoted,"['good', 'taskmaster', 'character', 'added', 'black', 'twist', 'widow']"
"I wish I had a black widow ex wife too 

@ladygaga",en,False,1.4644E+18,2021-11-27T00:58:46.000Z,,"['ex', 'wife', 'black', 'wish', 'widow']"
Giving Black Widow another watch. I haven't gotten into this movie as much as I expected to. #BlackWidow #DisneyPlus #Marvel,en,False,1.4644E+18,2021-11-27T00:58:32.000Z,,"['gotten', 'much', 'giving', 'movie', 'watch', 'black', 'another', 'expected', 'widow']"
@natev_05 @SnyderVMarvel @ReoSpeedball @_undeadboi_ Black Widow and FATWS far better than that nonsense. Don't think I say that because the SJW shit. The writing of Captain Marvel just bad overall. They also ruined Captain Mar-vell to.,en,False,1.4644E+18,2021-11-27T00:58:11.000Z,replied_to,"['overall', 'ruined', 'nonsense', 'say', 'captain', '@', 'marvel', 'widow', 'vell', 'writing', 'mar', '05', 'undeadboi', 'also', 'shit', 'black', 'fatws', 'better', 'sjw', 'far', 'bad', 'think']"
me thinking about how terrible Task Master was in Black Widow https://t.co/DDfK9dMeQD,en,True,1.4644E+18,2021-11-27T00:57:58.000Z,,"['master', 'black', 'thinking', 'task', 'terrible', 'widow']"
Finally watched Black Widow. Loved it. Good action movie!,en,False,1.4644E+18,2021-11-27T00:56:45.000Z,,"['good', '!', 'loved', 'movie', 'black', 'watched', 'action', 'finally', 'widow']"
@ladygaga @HouseOfGucciMov Black widow,en,False,1.4644E+18,2021-11-27T00:56:29.000Z,replied_to,"['black', 'widow']"
"@hanjtis Kalau aku join audisi black widow kejoin kali ya, Hanjis? 😏",in,False,1.4644E+18,2021-11-27T00:55:03.000Z,replied_to,"['kali', 'join', '?', 'aku', 'black', 'audisi', 'ya', 'hanjis', 'kalau', 'kejoin', 'widow']"
YF-23 Black Widow II ATSF計画でノースロック社がマクダエル・ドグラム社の協力を得て開発した試作戦術機。それまでの米国の戦術機に比べ近接機動性の重視、長刀・銃剣の標準装備など対BETA近接戦闘能力に力を入れている https://t.co/pNuM9GPp,ja,True,1.4644E+18,2021-11-27T00:54:44.000Z,,"['noXie', 'ii', 'Xing', 'woRu', 'noBiao', '23', 'noZhong', 'Zuo', 'Zhuang', 'widow', 'woDe', 'denosurotsukuShe', 'Chong', 'Jian', 'Jie', 'Dao', 'niBi', 'atsfJi', 'Bei', 'Fa', 'Guo', 'Dong', 'Dou', 'Chang', 'Hua', 'noZhan', 'teKai', 'Shu', 'Ji', 'shitaShi', 'Zhan', 'yf', 'black', 'gamakudaerudoguramuShe', 'Li', 'niLi', 'Neng', 'betaJin', 'nadoDui', 'soremadenoMi', 'reteiru', 'Zhun', 'Shi', 'beJin']"
"@RobbyB3ll4s @mcufightclub @RhysThom2 I just remembered why I put it as 2023. Black Widow was originally meant to introduce Contessa Valentina Allegra de Fontaine instead of Falcon &amp; The Winter Soldier. Going by that, I dated it 2023. Though, I do prefer her showing up in the F&amp;TWS first - It's a better introduction.",en,False,1.4644E+18,2021-11-27T00:54:36.000Z,replied_to,"['&', 'de', 'fontaine', 'though', 'remembered', 'introduction', 'falcon', 'widow', 'introduce', 'going', 'tws', 'allegra', 'put', 'contessa', 'black', 'soldier', '2023', 'prefer', 'better', 'amp', 'meant', 'showing', 'dated', 'first', 'f', 'instead', 'originally', 'valentina', 'winter']"
"Almost all. Except: 
-IM1
-TIH
-Thor (entire trilogy)
-Cap TFA
-IM3
-Black Widow https://t.co/pLB58AAIWJ",en,False,1.4644E+18,2021-11-27T00:53:52.000Z,quoted,"['thor', 'trilogy', 'tfa', 'im3', '(', 'widow', 'tih', 'cap', 'except', 'black', ')', 'im1', 'almost', 'entire']"
@NunziatoLindi The Black Widow,en,False,1.4644E+18,2021-11-27T00:53:40.000Z,replied_to,"['black', 'widow']"
the future is gonna have 77 year olds with a pentagram tattoo on one cheek and a black widow on the other because that one year grandpa got into trap metal.,en,False,1.4644E+18,2021-11-27T00:53:01.000Z,,"['metal', 'grandpa', 'cheek', 'old', '77', 'widow', 'got', 'trap', 'black', 'future', 'year', 'going', 'tattoo', 'pentagram', 'one']"
"1ère Séance: Winx le Secret du Royaume Perdu
Dernière Séance: Black Widow
Meilleure Séance: Avengers Endgame
Pire Séance: Le Voyage du Dr Dolittle
Vu le plus de fois: La Légende du Roi Arthur
+ surprenante : Rocketman
Prochaine Séance:🤷‍♀️
Séance la + attendue: Un peu de tout...😅 https://t.co/FIaeod16HJ",fr,False,1.4644E+18,2021-11-27T00:51:57.000Z,quoted,"['endgame', 'seance', 'de', 'vu', 'surprenante', 'prochaine', 'peu', 'secret', 'voyage', 'widow', 'tout', 'legende', 'la', 'plus', 'roi', 'perdu', 'arthur', 'meilleure', 'winx', 'derniere', 'le', 'attendue', 'rocketman', 'black', 'dolittle', '+', 'avenger', 'dr', 'un', 'pire', '1ere', 'du', 'royaume', 'fois']"
"@newjvbell270 Oh you know this. It’s always time!!! I haven’t watched Black Widow, Shang-Chi, or the Hawkeye episodes that dropped, but those are probably too new to live tweet, spoilers and all?",en,False,1.4644E+18,2021-11-27T00:51:10.000Z,replied_to,"['dropped', 'oh', 'new', 'widow', 'episode', 'probably', 'know', 'hawkeye', '?', 'time', '!', 'live', 'spoiler', 'shang', 'black', 'watched', 'always', 'chi', 'all', 'tweet']"
silencio vou assistir black widow pela primeira vez,pt,False,1.4644E+18,2021-11-27T00:50:43.000Z,,"['vou', 'primeira', 'vez', 'silencio', 'assistir', 'black', 'pela', 'widow']"
@LAimee76 Black widow and eternals were meh. Shang chi was pretty good.  I’m behind in Hawkeye and what if,en,False,1.4644E+18,2021-11-27T00:50:26.000Z,replied_to,"['good', 'eternals', 'pretty', 'meh', 'shang', 'chi', 'black', 'hawkeye', 'behind', 'widow', 'I']"
"@jadonhancur @Nerdrotics // Hawkeyes daughter should be the new Hawkeye and the only reason she isn't is because the Marvel writers are fucking morons and decided to shoe horn in a random person who has no connection with the MCU, Hawkeye, Black Widow or the Avengers. //",en,False,1.4644E+18,2021-11-27T00:49:54.000Z,replied_to,"['daughter', 'new', 'moron', 'shoe', 'person', 'marvel', 'widow', 'horn', 'fucking', 'hawkeye', '//', 'mcu', 'random', 'black', 'avenger', 'hawkeyes', 'writer', 'decided', 'reason', 'connection']"
"@CandiSpillard @AMC_83 A) No they didn’t. 

B) Wonder Woman, Alita, Moana, Captain Marvel, Ripley, Buffy, Black Widow…

C) the TYPE of role model is important!",en,False,1.4644E+18,2021-11-27T00:49:17.000Z,replied_to,"['b', 'model', 'captain', 'a', 'marvel', 'widow', 'woman', 'alita', 'c', 'moana', 'buffy', ')', 'wonder', 'important', '!', 'ripley', 'black', 'type', 'role', '83']"
"@bearoza_v @AMC_83 And girls have Wonder Woman, Alita, Moana, Captain Marvel, Ripley, Buffy, Black Widow…

With Who, the difference is that was 1 male character who didn’t solve problems with violence. That’s something needed in society &amp; now it’s gone. This guy has a point, if poorly made.",en,False,1.4644E+18,2021-11-27T00:48:14.000Z,replied_to,"['&', 'captain', '1', 'v', 'gone', 'something', 'marvel', 'widow', 'solve', 'woman', 'alita', 'moana', 'character', 'buffy', 'society', 'girl', 'wonder', 'male', 'made', 'point', 'ripley', 'black', 'problem', 'violence', 'amp', 'difference', 'poorly', 'needed', 'guy', '83']"
"@jadonhancur @Nerdrotics // Not only is she incredibly forced, but because of their woke agenda, they have completely passed up the opportunity to use a character we've known about and has existed in the MCU since Avengers 2. Hawkeyes daughter also have ties to Black Widow and the other Avengers //",en,False,1.4644E+18,2021-11-27T00:48:11.000Z,replied_to,"['daughter', 'widow', 'opportunity', 'known', 'character', 'agenda', '//', 'passed', 'mcu', 'also', 'since', 'woke', 'completely', 'black', 'existed', 'avenger', 'tie', 'incredibly', 'hawkeyes', '2', 'use', 'forced']"
pk ya black widow sur la couverture ? https://t.co/Ypq1P0sw43,fr,False,1.4644E+18,2021-11-27T00:48:03.000Z,quoted,"['couverture', 'pk', 'la', 'black', '?', 'ya', 'sur', 'widow']"
"@lovesduaaa @MileyCyrus @StevieNicks I know!!! I love her so much!! Her acting is incredible but she as a person too 🥺 she is so funny, &amp; strong, &amp; cute, &amp; she has been through so much w/the media seggsualizimg her since she was a teen but she never lost her heart &amp; kindness 🔥 + She is my Black Widow ♥️",en,False,1.4644E+18,2021-11-27T00:46:17.000Z,replied_to,"['w/the', '&', 'love', 'acting', 'person', 'widow', 'incredible', 'lost', 'know', 'medium', 'strong', 'kindness', 'funny', '!', 'seggsualizimg', 'since', 'never', 'cute', 'black', 'heart', '+', 'amp', 'much', 'teen']"
