possibly_sensitive,tweet_id,lang,created_at,text,type,clean_tweet
False,1466143610731053056,en,2021-11-23 20:34:11+00:00,"@ksorbs Even if that was true, Covid ""attacks"" in 2 month intervals, so that's kinda normal. Thats why we see cases disappear, then reappear within a month or two",replied_to,"['even', 'kind', 'case', '2', 'interval', 'attack', 'true', 'normal', 'month', 'within', 'covid', 'disappear', 'see', 'two', 'reappear']"
False,1466143610529845255,en,2021-11-23 20:34:11+00:00,"Trump knows he tested positive for covid. Then mingle in a mostly mask less crowd, shows no concern.
Does that make him a sociopath or a psychopath?",,"['mask', 'concern', 'know', 'le', 'trump', 'mingle', 'covid', 'crowd', 'show', 'positive', 'make', 'mostly', '?', 'psychopath', 'sociopath', 'tested']"
False,1466143610101981186,en,2021-11-23 20:34:10+00:00,I'm on COVID Day 4 😞,,"['covid', '4', 'day', 'I']"
False,1466143608734687241,en,2021-11-23 20:34:10+00:00,"@PressSec @POTUS Jen, you need to Re-Read the transcript of Trump's speech on use of ""disinfectants"" (ie UV Light, not ""bleach""!!) as Covid Tx. He NEVER advised anyone to 
1) self-treat, rather he said ""by a medical doctor"" or    
2) ""ingest"" or ""inject"" ""bleach,"" lysol or any household cleaner!",replied_to,"['use', 'lysol', 'jen', 'never', 'self', 'covid', 'doctor', 'tx', '1', 'light', '(', 'ingest', 'read', 'need', '2', 'anyone', 'inject', 'treat', ""'s"", 'disinfectant', 'rather', ')', '!', 'household', 'advised', 'trump', 'ie', 'transcript', 'uv', 'cleaner', 'speech', 'said', 'medical', 'bleach']"
False,1466143607845535755,en,2021-11-23 20:34:10+00:00,covid might be destroying everything inside of my body rn but at least my skin is clearing up #servingcunt,,"['covid', 'inside', 'rn', 'body', 'least', 'skin', 'destroying', 'everything', 'might', 'clearing']"
False,1466143606540959744,en,2021-11-23 20:34:10+00:00,@LegendaryEnergy Covid vaxx of course. 🥰,replied_to,"['covid', 'course', 'vaxx']"
False,1466143604456497156,en,2021-11-23 20:34:09+00:00,"@ZeroCOVID4Ever We live in Sweden and never wore a mask. No one in our kids school does. 800 kids and not a single issue.

Of course there's covid around but natural inmunity has 99% of us covered.

We have been exposed several times, turned out. Felt just like any other flu virus to us.",replied_to,"['several', 'mask', 'single', '%', 'felt', 'flu', 'kid', 'issue', 'never', 'exposed', 'covid', 'one', 'virus', 'time', 'live', '800', '99', 'around', 'covered', 'inmunity', 'natural', 'u', 'turned', 'school', 'like', 'wore', 'sweden', 'course']"
False,1466143604020322304,en,2021-11-23 20:34:09+00:00,@agusibarreche Mr. Covid . Do your thing.,replied_to,"['mr', 'covid', 'thing']"
False,1466143603529596930,en,2021-11-23 20:34:09+00:00,The latest COVID-19 update pertaining to sport can be found on our website ➡️ https://t.co/KyAp1ZgEn3,,"['latest', '19', 'covid', 'pertaining', 'sport', 'website', 'update', 'found']"
False,1466143603433127947,en,2021-11-23 20:34:09+00:00,@winterstarboy @jo_regular @GillianMcKeith Not quite true. They do mention the fact that pregnant women who get covid unvaccinated are in some cases having to deliver early which puts the baby at risk. It also doesn’t say that the jabs are responsible but I think perhaps you have overlooked that too!,replied_to,"['case', 'early', 'too', 'responsible', 'pregnant', 'fact', 'unvaccinated', 'quite', 'overlooked', 'woman', 'risk', 'covid', 'put', 'true', 'perhaps', 'baby', 'mention', 'also', 'think', 'deliver', '!', 'jab', 'regular', 'get', 'say']"
False,1466143602413817860,en,2021-11-23 20:34:09+00:00,COVID SCIENCE-Brain problems found in 1% of hospitalized COVID-19 patients; real-world data shows Moderna vaccine highly effective https://t.co/012qT6LxTm,,"['moderna', 'brain', 'science', '19', 'world', 'covid', 'data', '%', 'problem', 'highly', 'show', '1', 'patient', 'real', 'vaccine', 'hospitalized', 'effective', 'found']"
False,1466143598261399556,en,2021-11-23 20:34:08+00:00,"Episode 63 is LIVE! 

In this episode, we talk about Black Friday, life since COVID, and the many dips in the market. Go check it out now! Find us wherever you listen to podcasts and check out our website for more information. Send any questions to pod@goodlifehp.com https://t.co/w4CLMzUjo1",,"['pod', 'check', 'episode', 'go', 'life', 'market', 'covid', 'send', 'com', 'website', 'live', 'now', 'wherever', 'u', 'many', 'since', '!', 'talk', 'dip', 'listen', 'find', 'information', 'friday', 'podcasts', 'black', '63', 'question']"
False,1466143597938495494,en,2021-11-23 20:34:08+00:00,"In anticipation of the further reopening of our tourism industry the Ministry of Tourism in collaboration with the #Nevis #Tourism Authority (NTA) and the Ministry of Health, will be conducting a final monthly #COVID19 sensitization.  https://t.co/z4qpKmmCoV",,"['collaboration', 'anticipation', 'reopening', 'tourism', 'sensitization', 'health', 'conducting', '(', 'ministry', 'authority', 'nta', 'final', 'industry', 'monthly', ')']"
False,1466143597665955840,en,2021-11-23 20:34:07+00:00,"Marcus Lamb, founder of Christian network Daystar and vaccine opponent, dies after contracting COVID-19 https://t.co/DK2DR7EhCJ",,"['christian', 'lamb', 'contracting', '19', 'network', 'dy', 'covid', 'marcus', 'opponent', 'vaccine', 'daystar', 'founder']"
False,1466143597179424772,en,2021-11-23 20:34:07+00:00,"Albany County, NY: Your new COVID-19 cases nearly doubled overnight. https://t.co/6YDsDUmFyB",quoted,"['case', 'new', '19', 'county', 'nearly', 'covid', 'doubled', 'overnight', 'ny', 'albany']"
False,1466143595312795651,en,2021-11-23 20:34:07+00:00,"Force them to get the COVID-19 vaccine. They’re “pro-life”? Prove it. Save someone else’s life by getting the vaccine, you selfish nob. https://t.co/6RpVss2ZwZ",quoted,"['someone', 'pro', 'save', 'nob', '19', 'selfish', 'covid', 'getting', '?', 'vaccine', 'else', ""'s"", 'get', 'life', 'prove', 'force']"
False,1466143594809602048,pt,2021-11-23 20:34:07+00:00,"@EVeEle eu vejo pela netflix mesmo, finalmente consegui ficar em dia mas a temporada do covid é pesada por conta da vida né, esperei alguns meses e vou tentar de novo ver ela",replied_to,"['ficar', 'pela', 'netflix', 'alguns', 'vou', 'me', 'vejo', 'covid', 'ne', 'e', 'ma', 'finalmente', 'ver', 'tentar', 'mesmo', 'novo', 'consegui', 'ela', 'dia', 'esperei', 'conta', 'eu', 'de', 'por', 'pesada', 'da', 'vida', 'temporada']"
False,1466143594784309251,en,2021-11-23 20:34:07+00:00,"USA TODAY: First confirmed US case of the omicron variant detected in California: COVID updates

https://t.co/JeSjJI0hSq",,"['case', 'usa', 'detected', 'covid', 'confirmed', 'today', 'first', 'u', 'california', 'omicron', 'update', 'variant']"
False,1466143594201370627,en,2021-11-23 20:34:07+00:00,"@MoonieNFT Good moonies get blessed with a world full of world peace, world happiness, end of covid and prosperous year for their moonie creators.",replied_to,"['good', 'world', 'moonie', 'covid', 'full', 'creator', 'blessed', 'peace', 'happiness', 'year', 'moonie', 'get', 'prosperous', 'end']"
False,1466143594021072900,en,2021-11-23 20:34:07+00:00,Why the date of Trump's first positive Covid test matters - MSNBC https://t.co/83wgH4OOVc,,"['msnbc', 'test', 'trump', 'covid', 'first', 'positive', 'matter', ""'s"", 'date']"
False,1466143593287106562,en,2021-11-23 20:34:06+00:00,"What the Moderna–NIH COVID vaccine patent fight means for research
 https://t.co/HJXoruKOeW",,"['moderna', 'covid', 'fight', 'patent', 'nih', 'vaccine', 'mean', 'research']"
False,1466143593136115715,en,2021-11-23 20:34:06+00:00,"@SenJohnKennedy “Pro-Life” says the geriatric bigot who laughed and clapped as more than 750,000 Americans suffered and died, needlessly, of COVID. You pontificating, useless, do-nothing excuse for a legislator. https://t.co/gmL6fmiMOQ",replied_to,"['legislator', '000', 'died', 'american', 'say', 'life', 'suffered', 'needlessly', 'clapped', 'covid', 'excuse', 'bigot', 'pro', 'nothing', 'pontificating', '750', 'useless', 'geriatric', 'laughed']"
False,1466143591877820420,en,2021-11-23 20:34:06+00:00,"Havana, Dec 1 (Prensa Latina) Cuba's Ministry of Public Health (MINSAP) on Wednesday reported that 229 patients were discharged from hospitals in the past 24 hours, a figure that is higher than the number of Covid-19 patients reported... https://t.co/001ddSQnDI",,"['19', 'discharged', 'figure', 'latina', '24', 'prensa', 'wednesday', 'hospital', 'cuba', 'covid', 'havana', '1', '(', 'public', 'number', 'higher', 'health', 'ministry', ""'s"", 'dec', ')', 'past', 'hour', 'reported', '229', 'patient', 'minsap']"
False,1466143591630184453,en,2021-11-23 20:34:06+00:00,WAYNE ROOT: How I Beat Covid in 48 Hours with Ivermectin - Just Like Joe Rogan and NFL Quarterback Aaron Rodgers https://t.co/IcfhFOdBKp via @gatewaypundit,,"['wayne', 'rogan', 'joe', 'root', 'hour', 'rodgers', '48', 'covid', 'quarterback', 'ivermectin', 'aaron', 'nfl', 'like', 'beat']"
False,1466143589763796994,en,2021-11-23 20:34:06+00:00,"Facebook, Instagram remove accounts linked to Chinese COVID-19 disinformation efforts https://t.co/xSreDrK8BP https://t.co/XJysssrBtp",,"['instagram', 'chinese', 'disinformation', '19', 'covid', 'facebook', 'remove', 'account', 'linked', 'effort']"
False,1466143589495447571,en,2021-11-23 20:34:06+00:00,"„ [...] could be exploited to create a new vaccine that's more effective at protecting against various strains of the virus.

Or perhaps even new antibody therapies that could offer even stronger protection to the vulnerable than Merck' molnupiravir.”

https://t.co/jaeH9HFb9P",,"['new', ']', 'protecting', '[', 'antibody', 'effective', 'merck', 'even', 'stronger', 'could', 'strain', 'protection', 'virus', 'vulnerable', 'perhaps', 'various', 'therapy', 'create', 'offer', ""'"", 'exploited', 'vaccine', 'molnupiravir']"
False,1466143588174077955,en,2021-11-23 20:34:05+00:00,"@SafeMoonRich @ThePit_NFT single mother of 2 and im pregnant with twins delivering in 3 weeks(early due to preclampsia, covid , diabetes I need diapers formula, car seats, and seems impossible to provide for my kids this christmas anything helps 
Cash APP $Sexybaby3221",replied_to,"['cash', 'early', 'delivering', 'anything', 'single', 'pregnant', 'kid', 'app', 'twin', 'diabetes', 'mother', '$', 'covid', '3', '(', 'help', 'impossible', 'week', '2', 'need', 'seems', 'nft', 'preclampsia', 'due', 'formula', 'I', 'car', 'christmas', 'sexybaby3221', 'provide', 'seat', 'diaper']"
False,1466143587733753859,en,2021-11-23 20:34:05+00:00,@otbflickr blame covid,replied_to,"['covid', 'blame']"
False,1466143586681069569,en,2021-11-23 20:34:05+00:00,@NBCNews Don't think Jesus wanted that end... more like the devil seduced him and all evangelicals who believe Covid is a hoax... you don't have to die. https://t.co/pwkC02F7Nb,replied_to,"['evangelicals', 'devil', 'hoax', 'wanted', 'believe', 'covid', 'die', 'like', 'seduced', 'jesus', 'think', 'end']"
False,1466143585317888014,en,2021-11-23 20:34:05+00:00,@APRI_Africa This ☝🏾 « …Responsible world leaders should go back to the basics if they want to fight COVID-19 effectively. Vaccinating parts of the world while leaving the virus to evolve elsewhere is not an effective strategy… »,replied_to,"['>', '<', 'africa']"
False,1466143585171034121,en,2021-11-23 20:34:04+00:00,Data shows Bitcoin open interest has remained high despite the dramatic sell-off that occurred a few days back due to fud from the new COVID variant. Bitco...Read more: https://t.co/pfqKG67SsU,,"['new', 'open', 'despite', 'sell', 'bitcoin', 'occurred', 'variant', 'bitco', 'fud', 'covid', 'show', 'dramatic', 'read', 'interest', 'due', 'data', 'day', 'back', 'high', 'remained']"
False,1466143584890105866,es,2021-11-23 20:34:04+00:00,"🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎!✍️🇻🇪
 Te recordamos que el síndrome respiratorio agudo es causado por la Covid-19, debemos usar con mucha frecuencia el tapaboca.
😷 https://t.co/QCMr1amQVH",,"['19', 'el', 'usar', 'covid', 'te', 'debemos', 'ES', 'con', 'respiratorio', 'la', 'frecuencia', '!', 'por', 'CONTIGO', 'tapaboca', 'mucha', 'recordamos', 'que', 'agudo', 'causado', 'e', 'sindrome']"
False,1466143584814440451,en,2021-11-23 20:34:04+00:00,"Maybe getting my covid booster while just getting over a 103 fever wasn’t my best idea, I’ll be sure to do some laundry n take some pics in my new singlet before I feel like utter ass tomorrow https://t.co/qnGlEA286s",,"['new', 'sure', 'laundry', 'getting', 'idea', 'tomorrow', '103', 'covid', 'singlet', 'pic', 'feel', 'utter', 'as', 'n', 'I', 'maybe', 'booster', 'best', 'fever', 'take', 'like']"
False,1466143584504193038,es,2021-11-23 20:34:04+00:00,"La #RedMexicanaDeFranquicias urgió al gobierno del estado a VERIFICAR el estado en el que se encuentran las UNIDADES DEL TRANSPORTE PÚBLICO🚌

 https://t.co/E0cl8O16Bx",,"['publico', 'la', 'unidades', 'en', 'se', 'al', 'estado', 'el', 'transporte', 'que', 'encuentran', 'urgio', 'la', 'gobierno', 'verificar', 'del']"
False,1466143584432930825,en,2021-11-23 20:34:04+00:00,"Data shows Bitcoin open interest has remained high despite the dramatic sell-off that occurred a few days back due to fud from the new COVID variant.
Bitc...Read more: https://t.co/pfqKG67SsU",,"['new', 'open', 'despite', 'sell', 'bitcoin', 'occurred', 'variant', 'fud', 'covid', 'show', 'dramatic', 'read', 'interest', 'due', 'data', 'day', 'bitc', 'back', 'high', 'remained']"
False,1466143583526817793,en,2021-11-23 20:34:04+00:00,"@JoeBlog00171987 @9NewsAUS @Fi_Willan Hmmm, I’ll only believe it when all Covid bs will be dropped, Scomo and his mates are dragged in cuffs to their beloved quarantine camps",replied_to,"['dropped', 'cuff', 'willan', 'hmmm', 'I', 'dragged', 'covid', 'scomo', 'camp', 'beloved', 'believe', 'mate', 'b', 'quarantine']"
False,1466143583409479689,en,2021-11-23 20:34:04+00:00,First time going into the office since COVID started and I realise the journey is from the abyss.,,"['since', 'time', 'journey', 'covid', 'started', 'first', 'abyss', 'realise', 'office', 'going']"
False,1466143582306320389,en,2021-11-23 20:34:04+00:00,@FerransRichard @AlexandraLevi20 I will never listen to Dr Fauci EVER.. Why would you listen to the man who created the virus? Not to mention its been planned. And now vaccines are killing people and they want to blame it on anything but the clot shot. NO THANKS I BEAT COVID JUST FINE...,replied_to,"['anything', 'would', 'man', 'shot', 'blame', 'planned', 'never', 'fine', 'vaccine', 'covid', 'want', 'thanks', 'virus', 'created', 'killing', 'people', 'dr', 'mention', '?', 'clot', 'listen', 'fauci', 'beat', 'ever']"
False,1466143582268522498,es,2021-11-23 20:34:04+00:00,"@Valytha90 Y además virus imaginario porque lo que ha matado es el óxido de grafeno que contienen las ""vacunas"" (covid-19 y gripe 2019)...+información en https://t.co/vpsg33pGlK con su fundador el bioestadístico Ricardo Delgado y con los Dres. José Luis Sevillano y Pablo Campra Madrid",replied_to,"['19', 'el', 'matado', 'contienen', 'vacunas', 'la', 'covid', 'gripe', '2019', 'virus', '(', 'porque', 'lo', 'oxido', 'ha', 'grafeno', ')', 'de', '+informacion', 'en', 'imaginario', 'que', 'ademas', 'e']"
False,1466143582234951680,en,2021-11-23 20:34:04+00:00,"So I sched both of my parents (90 yrs old) to receive booster AT HOME. Thru Calif Dept of Pub Health. I registered them online, a rep called me w/in a week &amp; scheduled them an appt w/in another week. So easy/safe/convenient. Kudos. https://t.co/zhH9RgfZ6b
#Booster #CovidVaccine",,"['called', 'yr', 'dept', 'another', 'home', 'w/in', 'parent', 'pub', '(', 'online', 'scheduled', 'health', 'registered', 'calif', 'kudos', ')', '&', 'thru', 'appt', 'rep', 'booster', 'easy/safe/convenient', 'receive', 'old', 'sched', 'amp', '90', 'week']"
False,1466143581266194446,en,2021-11-23 20:34:04+00:00,"@Fabian_v4 @benz17711771 Here’s another one. Ask yourself, why should I, a 21 yr old active male, get the vaccine when I have already had covid and recovered? https://t.co/9SC9D2fHDL",quoted,"['another', 'ask', '21', 'covid', 'old', 'one', 'male', '?', 'vaccine', 'yr', 'get', 'recovered', 'active', 'already', 'v4']"
False,1466143581043892229,it,2021-11-23 20:34:04+00:00,"Corigliano-Rossano, Covid: stato di preallarme, confermati i tre centri vaccinali - https://t.co/ypwJ1CDXNI https://t.co/LeWygvt6FQ",,"['rossano', 'vaccinali', 'covid', 'preallarme', 'di', 'tre', 'centri', 'stato', 'confermati', 'corigliano']"
False,1466143578959364101,en,2021-11-23 20:34:03+00:00,"@hailstone92 @MalcolmNance Imo, Putin (kompromat) is directing  some of the right wing rhetoric. Plus,some made $ off insider stock trading. Don't forget Jared thought Covid would be good for Trump's numbers. Def. white supremacy there. In summary: greedy, racist, perverts who think rules are for others.",replied_to,"['thought', 'jared', 'putin', 'good', 'summary', 'right', 'kompromat', 'would', 'rule', 'def', 'wing', 'number', 'trading', 'directing', '$', 'covid', 'forget', 'made', 'greedy', '(', 'white', 'going', 'supremacy', 'racist', ""'s"", 'pervert', 'stock', ')', 'think', 'others', 'rhetoric', 'insider', 'I', 'trump', 'plus']"
False,1466143578875482120,en,2021-11-23 20:34:03+00:00,"@drbarnesbangor I gave consent to have vaccine to protect against Covid, don't need to know list of ingredients or how it works and most wouldn't understand anyway.",replied_to,"['protect', 'need', 'anyway', 'list', 'covid', 'would', 'work', 'consent', 'gave', 'vaccine', 'ingredient', 'understand', 'know']"
False,1466143578770448386,en,2021-11-23 20:34:03+00:00,"Data suggests Ireland is tracking the more optimistic side of projections, says Tánaiste https://t.co/FEXYqB4IgR",,"['tracking', 'suggests', 'ireland', 'data', 'side', 'tanaiste', 'optimistic', 'projection', 'say']"
False,1466143578585976860,und,2021-11-23 20:34:03+00:00,https://t.co/r2y533qjmj,,[]
False,1466143578359480325,en,2021-11-23 20:34:03+00:00,".@GovKathyHochul has arrived for an afternoon meeting with members of the NY delegation here at the US Capitol. 

Topics, per the gov’s office: COVID and infrastructure. 

@NY1 @SpecNews1Albany https://t.co/eMAZ2KfgsA",,"['arrived', 'member', 'meeting', 'gov', 'topic', 'infrastructure', 'covid', 'delegation', 'u', ""'s"", 'per', 'ny', 'capitol', 'office', 'afternoon']"
False,1466143578233712649,de,2021-11-23 20:34:03+00:00,Unsere Story über Covid-Medikamebte. Morgen in @DIEZEIT https://t.co/OsSAkjwyFH,,"['unsere', 'medikamebte', 'covid', 'story', 'uber', 'morgen']"
False,1466143578200154120,fr,2021-11-23 20:34:03+00:00,les gars c'est chaud de ouf askip daddy Noël est en Rea a cause du covid nine teen ce fils deup était anti vax les kdo sont foutus. Il faut cancel Noël !!!,,"['chaud', 'daddy', 'cancel', 'teen', 'nine', 'noel', 'anti', 'faut', 'fils', 'covid', 'le', 'est', 'etait', 'foutus', 'kdo', 'deup', 'gar', 'askip', 'de', '!', 'rea', 'ce', 'en', 'du', 'il', ""c'est"", 'ouf', 'vax', 'sont']"
False,1466143578133045260,en,2021-11-23 20:34:03+00:00,"I once thought there was a number, a ceiling of people killed in mass shootings, at which conservatives would say ‘enough is enough.’

Then they did nothing as hundreds of thousands of their own died from Covid-19.

That’s when I realized, there is no number. There is no ceiling.",,"['thought', 'killed', '19', 'mass', 'would', 'enough', 'died', 'shooting', 'covid', 'hundred', 'number', ""'enough"", 'conservative', 'realized', 'nothing', 'people', 'ceiling', ""'"", 'say', 'thousand']"
False,1466143576467853312,en,2021-11-23 20:34:02+00:00,First U.S. case of omicron COVID-19 variant detected in California https://t.co/l9uOiWjSo4,,"['case', '19', 'detected', 'covid', 'first', 'california', 'omicron', 'variant']"
False,1466143576409223174,pt,2021-11-23 20:34:02+00:00,o ano novo já foi cancelado aqui sério eu odeio a covid 😭😭,,"['serio', 'covid', 'ano', 'novo', 'odeio', 'ja', 'cancelado', 'foi', 'aqui', 'eu']"
False,1466143576283299854,en,2021-11-23 20:34:02+00:00,"COVID-19: Most Omicron cases are ‘mild’ and there’s no evidence to suggest vaccines may be less effective against the variant, says WHO official https://t.co/yHEacy6e7R",,"['case', ""'mild"", 'evidence', 'suggest', 'le', 'may', '19', 'vaccine', ""'"", 'covid', 'official', 'say', 'effective', 'omicron', 'variant']"
False,1466143575784230917,es,2021-11-23 20:34:02+00:00,"@WRADIOMexico @CarlosLoret @zapatah @RoyCampos Por ejem. Por el COVID-19, por los niños con Cáncer que también han fallecido, por los muertos diarios por la inseguridad. Lo primordial es Salud y seguridad. Debe haber resultados y no todo el Sexenio culpando al pasado. Excelente tu programa.",replied_to,"['sexenio', '19', 'el', 'fallecido', 'seguridad', 'primordial', 'inseguridad', 'todo', 'los', 'diarios', 'covid', 'excelente', 'lo', 'cancer', 'tu', 'culpando', 'programa', 'ejem', 'con', 'han', 'resultados', 'al', 'haber', 'la', 'pasado', 'tambien', 'por', 'salud', 'que', 'debe', 'ninos', 'e', 'muertos']"
False,1466143575389917189,en,2021-11-23 20:34:02+00:00,@AngryCardio In kids or at all? I thought you were less likely to acquire covid once vaccinated,replied_to,"['thought', 'vaccinated', 'le', 'covid', 'kid', 'all', 'acquire', 'likely', '?']"
False,1466143573317980168,en,2021-11-23 20:34:02+00:00,"That's according to the Health Secretary
https://t.co/njQVkGczPa",,"['health', 'secretary', 'according']"
False,1466143571678007310,en,2021-11-23 20:34:01+00:00,"Friendly reminder about your visit to the Winspear Centre.
Valid proof of full vaccination against COVID-19 or proof of a negative PCR test taken within 48 hours of your event start time is required.
Rapid tests are not accepted. 
Learn more 👉 https://t.co/ubUakkNIl3 https://t.co/JxLJwWU7PJ",,"['19', 'reminder', 'pcr', 'proof', 'winspear', 'required', 'valid', 'vaccination', 'test', 'within', 'covid', 'negative', 'taken', 'friendly', 'event', 'time', 'visit', 'centre', '48', 'learn', 'start', 'test', 'rapid', 'hour', 'full', 'accepted']"
False,1466143571539644416,es,2021-11-23 20:34:01+00:00,Estos son los síntomas de la variante Ómicron del Covid-19     https://t.co/pdcUHUPGiN,,"['de', 'variante', 'sintomas', 'los', 'son', '19', 'covid', 'la', 'del', 'omicron', 'estos']"
False,1466143571522703361,en,2021-11-23 20:34:01+00:00,President best known for lying may have lied about Covid-19 status before first presidential debate in 2020 https://t.co/c9Vudc1EWq Only lies President Trump ever told were the ones @CNN made up. No wonder your ratings are lower than Kamala on a job interview.,,"['may', '19', 'status', 'covid', 'best', 'lied', 'first', 'presidential', 'debate', 'lying', '2020', 'president', 'known']"
False,1466143571267006467,en,2021-11-23 20:34:01+00:00,"@gbrough10 @lonesquirrel COVID was PLANNED to force change on unwilling people. You need to read these books: 

* COVID-19: The GREAT RESET
* UN: AGENDA 21
* UN: AGENDA 2030
* KISSINGER REPORT
* Rockefeller Foundation
   - Pandemic Scenario
* New World Order

PDFs here: https://t.co/JaRugrZuHe https://t.co/PCX2Ahf99G",replied_to,"['new', 'report', '*', '2030', '19', 'world', 'order', 'planned', 'unwilling', 'rockefeller', 'kissinger', 'covid', 'scenario', 'reset', 'read', 'pandemic', 'need', 'foundation', 'book', 'people', 'great', 'un', 'agenda', 'pdfs', '21', 'change', 'force']"
False,1466143570881130505,en,2021-11-23 20:34:01+00:00,Illinois family credits Ivermectin with saving life of father hospitalized with COVID-19 https://t.co/8jiPbn4ZK2,,"['19', 'covid', 'ivermectin', 'saving', 'father', 'credit', 'illinois', 'hospitalized', 'life', 'family']"
False,1466143570394558471,en,2021-11-23 20:34:01+00:00,"It's COVID and/or the vaccine, no doubts about it",replied_to,"['doubt', 'covid', 'and/or', 'vaccine']"
False,1466143569370959872,en,2021-11-23 20:34:01+00:00,Breaking News: The first confirmed case of the Omicron Variant of Covid-19 has be reported in the United States. A traveler from California was coming 2 and from South Africa and was exposed to the variant. 1/2,,"['coming', '19', 'confirmed', 'variant', 'case', 'exposed', 'covid', 'africa', '1/2', 'south', '2', 'breaking', 'state', 'first', 'traveler', 'reported', 'united', 'news', 'california', 'omicron']"
False,1466143567970242562,en,2021-11-23 20:34:00+00:00,"COVID-19 long-haulers with persistent dyspnea may have chronic fatigue syndrome, international interventional cardiologist could be infected with the Omicron variant, while Taiwan resumes Pfizer vaccines for adolescents. https://t.co/FX6kxln2yr #COVID19 #IDtwitter @MedPageID",,"['may', '19', 'persistent', 'syndrome', 'variant', 'dyspnea', 'fatigue', 'adolescent', 'vaccine', 'covid', 'could', 'taiwan', 'resume', 'interventional', 'pfizer', 'international', 'long', 'hauler', 'chronic', 'infected', 'cardiologist', 'omicron']"
False,1466143567898841091,en,2021-11-23 20:34:00+00:00,u guys hear about this covid ?,,"['?', 'guy', 'covid', 'hear']"
False,1466143567836033024,en,2021-11-23 20:34:00+00:00,@KirstieWrites My mum asks this every time we speak. Then acts surprised.  Then insists I am feeling better no matter what I say. She told my husband I was pretty much back to normal before I got Covid. I was still housebound and relying on a wheelchair or scooter. He just ignored it. 🤯,replied_to,"['better', 'insists', 'husband', 'got', 'mum', 'told', 'matter', 'ignored', 'covid', 'housebound', 'act', 'every', 'relying', 'feeling', 'time', 'normal', 'surprised', 'pretty', 'asks', 'wheelchair', 'back', 'scooter', 'still', 'speak', 'say', 'much']"
False,1466143567181717507,en,2021-11-23 20:34:00+00:00,"As downtowns struggle to recover from the COVID-19 pandemic, the ""tent cities"" and ""encampments"" that have filled spaces once busy with office workers have become tangible symbols of the virus’s crushing effects, @lohplaces &amp; @jvey1 write. https://t.co/wg47gjxGVD",,"['encampment', 'space', '19', 'worker', 'city', 'symbol', 'become', 'filled', 'covid', 'write', 'busy', 'effect', 'virus', 'recover', 'pandemic', 'tent', ""'s"", 'office', '&', 'downtown', 'struggle', 'amp', 'tangible', 'crushing']"
False,1466143567076892677,en,2021-11-23 20:34:00+00:00,Greencore pins hopes on business wins as pre-Covid revenue recovery edges closer – Just Food https://t.co/gvFDqxShes,,"['pin', 'recovery', 'revenue', 'covid', 'food', 'hope', 'win', 'edge', 'closer', 'business', 'pre', 'greencore']"
True,1466143566950895616,en,2021-11-23 20:34:00+00:00,"Well ""they showed no evidence of clinical signs of disease"" just like (according to the CDC) Boston's entire homeless population—look it up. When are people going to realize that these tests are the medical nude Emperor?
https://t.co/M8dZ9BsupP",,"['emperor', 'boston', 'population', 'look', '(', 'clinical', 'homeless', 'nude', 'going', 'evidence', 'according', 'people', 'test', 'realize', ""'s"", '?', 'entire', ')', 'showed', 'disease', 'sign', 'well', 'like', 'medical', 'cdc']"
False,1466143566703611906,und,2021-11-23 20:34:00+00:00,https://t.co/JPLiR4iRyv,replied_to,[]
False,1466143566263111683,en,2021-11-23 20:34:00+00:00,"Dr. Oz is a medical expert in the same way that Tucker Carlson is a journalist. Oz is a dangerous liar who thought your kids dying from Covid was an ""appetizing opportunity"". He's the Trump of doctors.

RT if you agree #OZIsInsane

By @ReallyAmerican1 host @ChipFranklin https://t.co/TFQfi8QfBu",,"['thought', 'appetizing', 'kid', 'way', 'carlson', 'tucker', 'agree', 'covid', 'liar', 'doctor', 'opportunity', 'dr', 'host', 'dying', 'dangerous', 'oz', 'journalist', 'trump', 'expert', 'rt', 'medical']"
False,1466143565340299267,es,2021-11-23 20:34:00+00:00,"Diciembre 1
Basta de discriminación
Si hay vacunas para covid por qué no hay para VIH?
Son unos simuladores de la salud de la gente https://t.co/0ooAyNLdn8",,"['son', 'simuladores', 'vacunas', 'hay', 'covid', '1', 'basta', 'si', 'unos', 'vih', 'la', '?', 'de', 'diciembre', 'discriminacion', 'para', 'por', 'salud', 'que', 'gente']"
False,1466143565310947333,en,2021-11-23 20:34:00+00:00,"Is this really the best Dr. Fauci could come up with?

https://t.co/v4BSo9GgZx",,"['come', 'could', 'with', 'best', 'really', 'dr', 'fauci', '?']"
False,1466143561049640960,en,2021-11-23 20:33:59+00:00,@ItsAll_Bullshit saw like 4 old people get turned away for COVID booster at walgreens with this the other day lol,replied_to,"['away', 'turned', 'booster', 'people', 'covid', 'old', 'walgreens', '4', 'like', 'day', 'get', 'lol', 'saw', 'bullshit']"
False,1466143560722485254,en,2021-11-23 20:33:59+00:00,@King_DREAMER As a healthy adult you have a less than 1% chance of dying from COVID-19. You’re hysterical.,replied_to,"['le', 'healthy', 'chance', '19', 'covid', 'hysterical', '%', 'adult', '1', 'dying', 'dreamer']"
