lang,tweet_id,created_at,text,possibly_sensitive,type,clean_tweet
en,1466151198260613123,2021-11-26 21:04:20+00:00,"@rpeterson2317 @DiamondHandDann @ChrisBierman14 @jimcramer They were doing pretty good 1 month ago.  If you had said 4 months ago, I would be more likely to agree.  https://t.co/Vo51rs5PKW https://t.co/NAWNp7uV5Z",False,replied_to,"['1', 'month', 'said', '4', 'ago', 'likely', 'good', 'pretty', 'month', 'would', 'agree']"
en,1466151197535047684,2021-11-26 21:04:19+00:00,This is how COVID-22 will start. Everything here is an abomination to hygiene and cooking https://t.co/9puzvbPgKR,False,quoted,"['covid', '22', 'cooking', 'start', 'everything', 'abomination', 'hygiene']"
en,1466151195488272395,2021-11-26 21:04:19+00:00,"I'm as dirty and as fkn ""public"" as it gets.

I STILL haven't gotten #COVID.  In two fzckin years.

It's afraid of me, and you're afraid of it.
😁",False,,"['public', 'year', 'get', 'still', 'I', 'two', 'afraid', 'gotten', 'fzckin', 'dirty', 'fkn']"
en,1466151195375026182,2021-11-26 21:04:19+00:00,@SkySportsPL All these covid jabs causing heart attacks .....,False,replied_to,"['covid', 'jab', 'causing', 'heart', 'attack']"
en,1466151194871672844,2021-11-26 21:04:19+00:00,"@accessjames @AlfredGliddon JOHNSON is already DOOMED... It's now a matter of who replaces his GOVERNMENT... A ""clean skin"" CONSERVATIVE who has been gifted a few easy wins or an EMERGENCY GOVERNMENT of some sort to deal with COVID and consolidate BREXIT.",False,replied_to,"['sort', 'gifted', 'covid', 'matter', 'replaces', 'consolidate', 'conservative', 'win', 'clean', 'easy', 'deal', 'brexit', 'doomed', 'already', 'skin', 'johnson', 'government', 'emergency']"
es,1466151194573869068,2021-11-26 21:04:19+00:00,@ElenaDF75 @InfMicPrevHUVR @HospitalUVRocio @ivmaroto_nacho @3Preventivistas @AnaEndocrino @alfonsosotoendo @VenegasEva Yo esta mañana 3 dosis COVID brazo derecho y gripe en el izquierdo … 😱,False,replied_to,"['dosis', 'el', 'covid', 'en', 'esta', 'nacho', 'derecho', '3', 'brazo', 'manana', 'yo', 'gripe', 'izquierdo']"
en,1466151194565427200,2021-11-26 21:04:19+00:00,"@mcspocky @Dobieblue Although higher transmissibility than #Delta , early reports of mild #OmicronVarient symptoms, so wondering if more of a highly communicable nuisance strain that turns pandemic into an endemic

https://t.co/0LapdGhi5T",False,replied_to,"['transmissibility', 'highly', 'pandemic', 'wondering', 'strain', 'report', 'endemic', 'mild', 'early', 'turn', 'communicable', 'although', 'higher', 'symptom', 'nuisance']"
en,1466151194351452162,2021-11-26 21:04:19+00:00,Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,False,,"['@', 'biden', 'adhanom', 'africa', 'help', 'choice', '19', '!', 'mr', 'gayle', 'huge', 'africanunion', '&', 'giving', 'out', 'left', 'tplf', 'background', 'made', 'terrible', 'covid', 'global', 'responsibility', 'admin', 'tedros', 'amp', 'pandemic', 'smith']"
it,1466151193844068353,2021-11-26 21:04:19+00:00,"""Er Covid è stata na mazzata, signò"", also sprach Phede.
#chilhavisto",False,,"['covid', 'mazzata', 'also', 'phede', 'sprach', 'e', 'er', 'signo', 'na', 'stata']"
en,1466151193810452486,2021-11-26 21:04:19+00:00,@PolitcalSnake @HawkRapids @ivandcc @POTUS So is Biden responsible for the supply chain disruption due to covid that is causing inflation?,False,replied_to,"['biden', 'covid', '?', 'supply', 'due', 'causing', 'responsible', 'disruption', 'inflation', 'chain']"
en,1466151191897948166,2021-11-26 21:04:18+00:00,"Mask mandates saved lives and prevented COVID-19 infections in Missouri’s biggest cities, an analysis by the state Dept of Health and Senior Services shows.

But the analysis, conducted at the request of Gov. Mike Parson’s office, was never made public https://t.co/3JFZBbLzeG",False,,"['prevented', 'missouri', '19', 'service', 'gov', 'senior', 'show', 'conducted', 'health', 'life', 'analysis', 'biggest', 'saved', 'city', 'state', 'request', 'mask', 'infection', 'mike', ""'s"", 'never', 'mandate', 'public', 'covid', 'dept', 'made', 'parson', 'office']"
es,1466151191109324804,2021-11-26 21:04:18+00:00,"Cumbre Mundial, sobre Covid en Roma denuncia por @martinplmanya https://t.co/VWQ2s2waPJ",False,,"['covid', 'en', 'rom', 'sobre', 'cumbre', 'mundial', 'denuncia', 'por']"
en,1466151190001963012,2021-11-26 21:04:18+00:00,Video: Senior Cardiologist Warns Study Linking COVID Vaccines To Massive Increase In Heart Attacks Is Being Totally Ignored - https://t.co/4re6Adlmol,False,,"['ignored', 'massive', 'covid', 'warns', 'study', 'increase', 'totally', 'cardiologist', 'video', 'heart', 'attack', 'linking', 'senior', 'vaccine']"
en,1466151189892927489,2021-11-26 21:04:18+00:00,Daily Covid Deaths per 1K Population by County For AK   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/w3Db8MEp0W,False,,"['county', 'covid', '2021', '29', 'population', 'analytics', '1k', 'death', 'ak', 'per', 'team', 'usafacts', '11', 'insight', 'daily']"
eu,1466151189003874309,2021-11-26 21:04:17+00:00,@ArnaldoOtegi giza eskubidek pelau iteizue o? Covid pasaporten kontra eta restrikzion kontra eztezue ezer inbehar ala? Interesatzeizuen tematako bakarrik… LOTSAGARRI! Danak iguala zate,False,,"['iteizue', 'eztezue', 'eta', '!', 'iguala', 'ala', 'lotsagarri', 'zate', 'danak', 'interesatzeizuen', '?', 'ezer', 'restrikzion', 'pasaporten', 'o', 'covid', 'tematako', 'eskubidek', 'giza', 'pelau', 'kontra', 'bakarrik', 'inbehar']"
nl,1466151188169175040,2021-11-26 21:04:17+00:00,@Gerverwoert @MartinJoseph83 @dannybrugman @Debuurvrouwzegt En op zo’n manier is bijna elke discussie over covid onmogelijk. Succes met je onderbuik,False,replied_to,"['en', ""'"", 'covid', 'je', 'manier', 'op', 'onmogelijk', 'discussie', 'bijna', 'n', 'elke', 'zo', 'onderbuik', 'met', 'succes']"
en,1466151187237986312,2021-11-26 21:04:17+00:00,"@EIonsAnimeArc @spaceflightpro @FFairing @jeff_foust I don't know what made up ""metrics"" you're looking at, but you are completely ass-backwards.

Climate, COVID, infrastructure, social policy, international relations, military, space, Biden's doing better at literally everything.",False,replied_to,"['climate', 'foust', 'biden', 'space', 'looking', 'relation', 'literally', 'backwards', 'everything', 'completely', 'better', 'infrastructure', 'metric', 'as', 'international', ""'s"", 'military', 'made', 'covid', 'policy', 'know', 'social']"
en,1466151185979744263,2021-11-26 21:04:17+00:00,@nascarnate48 @RealCandaceO That may be true but these sick people plan for the future. Just like covid was planned since 2007. I could see them slowly introducing us to QR codes to get us ready for this plandemic and we wouldn't even see it coming. The movie demolition man is being a reality.,False,replied_to,"['could', 'man', 'planned', 'true', 'plandemic', 'would', 'like', 'get', 'coming', 'even', 'reality', 'introducing', 'demolition', 'qr', 'since', 'people', 'plan', 'sick', 'slowly', 'code', '2007', 'covid', 'see', 'future', 'movie', 'ready', 'may', 'u']"
en,1466151183802781699,2021-11-26 21:04:16+00:00,"People Wake Up

2019 Nov and Dec
COVID-19 broke out from Wuhan Lab China
USA shut down in March 
2020 interruptions into election fraud

2021 Nov and Dec 
Omicron broke out from South Africa 
USA to shut down in March again 
2022 interruptions into election fraud happen again",False,,"['2019', 'africa', 'usa', '19', 'interruption', 'happen', 'lab', 'march', 'shut', 'broke', 'wake', '2021', '2022', 'people', 'fraud', 'election', 'omicron', 'covid', 'dec', 'wuhan', 'nov', '2020', 'china', 'south']"
und,1466151181743538186,2021-11-26 21:04:16+00:00,"#SIVERDEM #vaccination @veroniquegenest
#Passanitaire #COVID19France #COVID 
@CorinneReverbel @CNEWS @afpfr @france_soir
#manifs4decembre @LCI @TF1 #Covid_19 #NonAuVaccinObligatoire #HDPros @DIVIZIO1
@MartinBlachier https://t.co/YxkgpXnzX9",False,quoted,"['soir', '19']"
en,1466151181743448071,2021-11-26 21:04:16+00:00,some of these places will have you unnecessarily testing for Covid because the taste buds are NOT activating https://t.co/gMnsTnB366,False,quoted,"['covid', 'bud', 'testing', 'taste', 'unnecessarily', 'activating', 'place']"
en,1466151178568450053,2021-11-26 21:04:15+00:00,@TeaPainUSA Now they are rooting for deaths due to covid.  It is all so sad,False,replied_to,"['covid', 'sad', 'death', 'rooting', 'due']"
es,1466151177796554754,2021-11-26 21:04:15+00:00,Se espera que anuncie sus planes como parte de una estrategia reforzada contra el COVID-19 en invierno https://t.co/A6fPmo32Bw,False,,"['el', 'estrategia', 'invierno', 'covid', 'en', 'contra', 'sus', 'parte', 'como', 'que', 'espera', 'plane', 'de', '19', 'anuncie', 'una', 'se', 'reforzada']"
fr,1466151177540849670,2021-11-26 21:04:15+00:00,"@raphengorb @ActuFoot_ L'année dernière c'est juste le manque d'efficacité sinon on a été très bon face à Paris, mais une chose est sûre je vois mal mon équipe perdre mercredi contre le Barça ! A la rigueur un nul sera synonyme de victoire pour eux car le COVID nous fatigue aussi actuellement",False,replied_to,"[""d'efficacite"", 'est', 'victoire', 'derniere', 'ete', 'equipe', 'barca', 'sinon', 'vois', 'nous', 'tres', '!', 'pour', 'chose', 'juste', 'mal', 'mon', 'contre', 'sure', 'mais', 'rigueur', 'actuellement', 'mercredi', 'bon', 'nul', 'de', 'car', 'aussi', 'serum', 'paris', 'face', 'fatigue', 'le', ""l'annee"", 'je', ""c'est"", 'un', 'covid', 'une', 'la', 'synonyme', 'eux', 'manque', 'perdre']"
pt,1466151177133907979,2021-11-26 21:04:15+00:00,Entretanto veio-se a ver e o Peyroteo já apanhou covid mais de 1000x https://t.co/1l2WCa3aiB,False,quoted,"['mais', 'covid', 'veio', 'entretanto', 'e', 'de', 'apanhou', '1000x', 'peyroteo', 'ver', 'se', 'ja']"
en,1466151176832008196,2021-11-26 21:04:14+00:00,"Oh God, what's happened to Kevin McCloud? He's gone covid crazy
Please, someone stage an intervention.",False,,"['?', 'covid', 'stage', 'oh', 'kevin', 'intervention', 'gone', 'please', 'mccloud', 'crazy', 'god', 'someone', 'happened']"
es,1466151175582007306,2021-11-26 21:04:14+00:00,@Yolanda_Diaz_ Igual que vivir hoy sin pasaporte covid solo debe ser sinónimo de vidas plenas. ¿Cómo puedes pedir eso para unas personas y para otras no? El estado de salud de una persona no debe usarse para discriminarla.,False,replied_to,"['vivir', 'plenas', 'otras', 'estado', 'sin', 'persona', 'pedir', 'eso', 'salud', 'solo', 'pasaporte', 'el', '?', 'hoy', 'unas', 'diaz', 'sinonimo', 'de', 'vidas', 'una', 'igual', 'covid', 'persona', 'como', 'que', 'puedes', 'discriminarla', 'debe', 'ser', 'no', 'para', 'usarse']"
und,1466151175082975245,2021-11-26 21:04:14+00:00,https://t.co/ckrLwHFc3z. 🇸🇰🇸🇰🇸🇰♥️♥️♥️ COVID 19 JE SÚD BOHA OTCA NAD NÁRODMI AJ NAD SVETOM A SLOVENSKOM. #RoadToMenengai4 https://t.co/CE9B9R6orj @repentSlovakia,False,quoted,[]
en,1466151171668725773,2021-11-26 21:04:13+00:00,"@GOP GOP spotify:
1. supporting racists
2. tax cuts for the rich
3. we ignored covid killing 500k
4. praising dictators
5. voter suppression
6. destroyed the economy
7. rapists
8. we love white supremacists
9. $7.8 trillion to our debt
10. millions of jobs lost
12. drink bleach",False,replied_to,"['supremacist', '8', '7', 'job', 'suppression', 'lost', 'trillion', 'million', '9', 'dictator', '10', '1', 'ignored', 'economy', '2', 'white', 'drink', 'praising', '4', 'cut', '6', 'killing', 'rich', 'gop', 'rapist', 'racist', '$', 'voter', 'spotify', 'debt', 'love', 'covid', '500k', '5', 'supporting', 'tax', '3', 'bleach', '12', 'destroyed']"
en,1466151170301251584,2021-11-26 21:04:13+00:00,"@IsSkeptical @McKaylaRoseJ Your odds of being hospitalized or dying from COVID are very rare, vaccinated or not. And your fear has no power here. https://t.co/ue0dnu5iqW",False,replied_to,"['covid', 'power', 'hospitalized', 'rare', 'vaccinated', 'fear', 'dying', 'odds']"
en,1466151169630289931,2021-11-26 21:04:13+00:00,Whole damn family is testing positive for Covid… and I have the worst symptoms of all them. Here we go 😩😭,False,,"['covid', 'worst', 'whole', 'family', 'testing', 'go', 'damn', 'symptom', 'positive']"
en,1466151169357713421,2021-11-26 21:04:13+00:00,@unjoe @Dave_Eger @MaxBlumenthal Do you think covid is like leprosy or something?,False,replied_to,"['covid', '?', 'leprosy', 'something', 'eger', 'like', 'think']"
en,1466151168409755653,2021-11-26 21:04:12+00:00,"Airport COVID-19 testing for travellers arriving in Canada could start any time, minister says}   https://t.co/6n94O1xkWL",False,,"['traveller', '}', 'covid', 'say', 'airport', 'time', 'could', 'start', 'minister', 'testing', '19', 'canada', 'arriving']"
pt,1466151167310942213,2021-11-26 21:04:12+00:00,"A Moderna pode ter uma dose de reforço contra a Covid-19, visando o combate à variante do Ômicron, testada e pronta para solicitar autorização nos EUA em março, disse o presidente da empresa, Stephen Hoge, nesta quarta

https://t.co/IYkUCOduWt",False,,"['hoge', 'disse', 'e', '19', 'combate', 'visando', 'uma', 'eua', 'reforco', 'moderna', 'variante', 'empresa', 'stephen', 'marco', 'da', 'dose', 'quarta', 'testada', 'de', 'solicitar', 'autorizacao', 'omicron', 'no', 'covid', 'contra', 'ter', 'pode', 'pronta', 'presidente', 'nesta', 'para']"
en,1466151166916665349,2021-11-26 21:04:12+00:00,"When is the developed world going to stop hoarding vaccine
#Covid_19",False,,"['stop', 'developed', 'going', '19', 'world', 'vaccine', 'hoarding']"
en,1466151166740516866,2021-11-26 21:04:12+00:00,"The entire trump family walked in late to the debate, all unmasked, so yeah, they all knew tht the POS had tested positive for Covid. 

This was a ‘Let’s go Brandon’ moment.",False,,"['po', 'trump', 'late', ""'"", 'entire', 'brandon', 'positive', 'knew', 'family', 'debate', 'tested', 'walked', 'tht', 'covid', 'yeah', 'moment', 'unmasked', 'go', 'u', ""'let""]"
en,1466151166564356103,2021-11-26 21:04:12+00:00,"we are a sheltered housing block , who none of us could go to family for xmas and had to spend it alone highly annoyed https://t.co/nrgs5G3Asq @Iromg i dont think bojo gives a flying fart about us plebs @DesmondSwayne",False,,"['annoyed', 'highly', 'none', 'spend', 'could', 'block', 'alone', 'family', 'go', 'housing', 'sheltered', 'u', 'xmas']"
es,1466151165947744269,2021-11-26 21:04:12+00:00,La negativa de un restaurante de Santa Pola a pedir el certificado covid a sus clientes se hace viral https://t.co/rbzgOBeo8P vía @informacion_es,False,,"['el', 'clientes', 'un', 'covid', 'hace', 'pedir', 'sus', 'pola', 'la', 'negativa', 'de', 'santa', 'restaurante', 'se', 'certificado', 'viral']"
ca,1466151165708677122,2021-11-26 21:04:12+00:00,"Catalunya, única comunitat autònoma que demana el certificat covid als gimnassos. Segur que ha sigut idea, de l’Oriol Junqueras.",False,,"['comunitat', 'el', 'idea', 'catalunya', 'covid', 'certificat', 'junqueras', 'que', 'gimnassos', 'segur', 'de', 'unica', 'al', 'ha', 'sigut', ""l'oriol"", 'autonoma', 'demana']"
en,1466151165347913734,2021-11-26 21:04:12+00:00,@mathsmrgordon But we'll get the 'we gave extra support because of COVID'. Well next to useless support. Does anyone actually teach the probability formula that's given?,False,replied_to,"['covid', ""'"", '?', 'anyone', 'teach', 'support', 'formula', 'next', 'gave', 'extra', 'well', 'probability', 'given', ""'we"", 'useless', 'actually', 'get']"
en,1466151164949504001,2021-11-26 21:04:12+00:00,"Politicians: ""We are worried about hospital beds availability"".
This is how they justify nonsense measures for #Covid.
Maybe after 10 years, the narrative should be different?
#nogreepass https://t.co/i2LjCkDEGc",False,,"['narrative', '?', 'year', '10', 'bed', 'maybe', 'worried', 'availability', 'different', 'politician', 'nonsense', 'justify', 'hospital', 'measure']"
en,1466151164697890836,2021-11-26 21:04:12+00:00,"@lorehayek @DoYouEvenLif All I know is when the EU changed their recommendations at the beginning of September, we were required to get a 72-hour negative COVID test (in addition to the already required vaccination) to enter Italy. Maybe it's changed since then.",False,replied_to,"['beginning', '72', 'test', 'recommendation', 'changed', 'september', '(', 'get', 'vaccination', ')', 'enter', 'italy', 'since', 'maybe', 'covid', 'required', 'negative', 'in', 'eu', 'already', 'know', 'addition', 'hour']"
en,1466151163703676931,2021-11-26 21:04:11+00:00,"@realLizUSA @MarkMeadows OLD!
Stupid sh*t we all know:
If Donald Numbnuts had tested positive before the debate?
He would still have gone.

(no way Numbnuts bails out due to Covid)",False,replied_to,"['*', 'stupid', 'numbnuts', 'donald', '!', 't', '(', 'would', 'bail', 'positive', '?', ')', 'gone', 'due', 'tested', 'debate', 'old', 'way', 'covid', 'still', 'sh', 'know', 'no']"
fr,1466151163041091587,2021-11-26 21:04:11+00:00,"@PatriotesCreuse Pin sylvestre aussi, se trouve en teinture-mère, à prendre en gouttes. Ça revient moins cher que les tisanes.
Et l’anis étoilé qui contient aussi de la suramine , il y en a dans le Ricard. :)
Taper pin sylvestre et covid dans google, il y a divers liens.",False,replied_to,"['contient', 'mere', 'en', 'teinture', 'qui', 'dans', 'ca', ""l'anis"", 'diver', 'lien', 'taper', 'gouttes', 'pin', 'ricard', 'tisane', 'suramine', ')', 'il', 'trouve', 'de', 'cher', 'aussi', 'revient', 'google', 'sylvestre', 'se', 'le', 'le', 'covid', 'prendre', 'que', 'la', 'etoile', 'et', 'moins']"
en,1466151162722332678,2021-11-26 21:04:11+00:00,Meadows' book: Trump tested positive for Covid-19 3 days before Biden debate - https://t.co/FiErGM7W5L temporary covers https://t.co/Bn9IBaC7CG - https://t.co/YnFmoRQB6i,False,,"['biden', ""'"", 'covid', 'day', 'trump', 'book', 'meadow', '3', 'tested', '19', 'debate', 'positive']"
en,1466151161682034691,2021-11-26 21:04:11+00:00,"In the news: Illinois Coronavirus Updates: What's Behind Omicron Concerns, Midwest a COVID Hot Spot ... https://t.co/aXGdFdDExq #coronavirus #COVID19 #2019ncov",False,,"['illinois', 'covid', 'spot', 'update', 'omicron', 'news', 'concern', 'hot', 'coronavirus', 'behind', 'midwest']"
pt,1466151160725872642,2021-11-26 21:04:11+00:00,A vacina não deveria ser mercadoria! O lucro a serviço das variantes da Covid 19 https://t.co/SMbtinYYC5,False,,"['da', 'nao', 'covid', 'lucro', 'deveria', 'mercadoria', '19', 'servico', 'ser', '!', 'variantes', 'da', 'vacina']"
fr,1466151160667160589,2021-11-26 21:04:11+00:00,"@JFKorobelnik @tomblic @barriere_dr @CHUBordeaux Je suis tout à fait consciente de la dégradation des services hospitaliers depuis des dizaines d'années.
Ce n'est pas le covid qui en est la cause mais le fait qu'il a été décidé qu'un CH devait faire du profit, c'est
Incompatible avec la mission de soins et les services ferment",False,replied_to,"['en', 'est', 'tout', ""n'est"", 'ete', 'dizaines', 'qui', 'dr', 'ch', 'service', ""d'annees"", 'soins', 'ce', 'incompatible', 'suis', ""qu'un"", 'de', 'profit', 'degradation', 'ferment', 'mais', 'avec', 'faire', 'fait', 'depuis', 'de', 'le', 'je', 'covid', ""c'est"", 'pa', 'le', 'decide', 'du', 'la', ""qu'il"", 'devait', 'consciente', 'mission', 'et', 'hospitaliers']"
en,1466151160138457088,2021-11-26 21:04:11+00:00,@nytimes Why pronounce it call it COVID O.V. for Ovicron Variant. So simple. Could just call it C.O.V.  Still simple but might confuse the masses. COVID O.V.,False,replied_to,"['covid', 'variant', 'mass', 'confuse', 'simple', 'could', 'c', 'v', 'still', 'pronounce', 'ovicron', 'might', 'call']"
en,1466151159538884613,2021-11-26 21:04:10+00:00,@VALUBULL28 @MedStarHealth Flu negative.  Mono negative.  Covid negative.  Rapid strep negative.  Waiting on long strep results...,False,replied_to,"['mono', 'covid', 'negative', 'rapid', 'flu', 'strep', 'waiting', 'result', 'long']"
en,1466151158595166217,2021-11-26 21:04:10+00:00,A New COVID Variant Discovered - SOUTH PARK: POST COVID https://t.co/wskl0kz0pk via @YouTube // This video basically encapsulates our lives of the last few years while also maybe making you laugh until it hurts.,False,,"['covid', 'variant', 'post', 'discovered', 'south', 'park', 'new']"
en,1466151158091759625,2021-11-26 21:04:10+00:00,"Short sighted marketing strategy using the Greek alphabet for naming covid variants I would like a shift to the hurricane naming system. variant Larry, Darlene, and Oliver wouldn’t cause enough panic though",False,,"['hurricane', 'using', 'panic', 'strategy', 'enough', 'oliver', 'variant', 'naming', 'alphabet', 'would', 'marketing', 'like', 'sighted', 'variant', 'short', 'larry', 'greek', 'covid', 'system', 'darlene', 'though', 'shift']"
en,1466151157441703952,2021-11-26 21:04:10+00:00,"@Opher0010 @muppet_mastertm @lowfreqfilms @rahmanfaizer_ global statistics being released by governments, which have been found to link covid deaths to non related deaths to beef up the numbers. fear=control. control=govts wet dream since the dawn of time.",False,replied_to,"['beef', 'found', 'time', 'dawn', 'non', 'dream', 'related', 'death', 'statistic', 'since', 'wet', 'mastertm', 'link', 'released', 'covid', 'number', 'global', 'fear=control', 'control=govts', 'government']"
en,1466151157127172102,2021-11-26 21:04:10+00:00,@DoleDrink Heart Covid 😂,False,replied_to,"['covid', 'heart']"
es,1466151157059887108,2021-11-26 21:04:10+00:00,@min_ciencia_IA cuántos casos de covid hay en lo prado,False,,"['cuantos', 'covid', 'en', 'ia', 'hay', 'prado', 'de', 'ciencia', 'lo', 'casos']"
en,1466151156401512460,2021-11-26 21:04:10+00:00,Only the Fully Vaccinated should fear the New “Worst Ever” Covid-19 Variant; data shows they already account for 4 in every 5 Covid Deaths,False,,"['covid', 'variant', 'show', 'worst', '4', 'every', '5', 'ever', 'vaccinated', 'death', 'already', '19', 'fear', 'account', 'fully', 'data', 'new']"
en,1466151155659120641,2021-11-26 21:04:09+00:00,Covid-19: Bradford mother urges pregnant women to get jab https://t.co/0nstgktrcG,False,,"['urge', 'covid', 'get', 'mother', 'woman', 'jab', '19', 'bradford', 'pregnant']"
en,1466151155608834051,2021-11-26 21:04:09+00:00,Harlow gym owner’s Covid-breach arrest caught on bodycam https://t.co/VHfT7e41Ep,False,,"['covid', 'arrest', 'bodycam', 'owner', 'harlow', 'gym', ""'s"", 'breach', 'caught']"
en,1466151155529134095,2021-11-26 21:04:09+00:00,Government’s Nervtag advisers ‘can’t rule out’ omicron causing biggest wave yet of Covid infections – The Independent https://t.co/ZzkhetPPh8,False,,"['biggest', 'nervtag', 'wave', ""'"", 'covid', 'out', 'not', 'adviser', 'can', 'yet', 'omicron', 'causing', 'infection', 'independent', ""'s"", 'government', 'rule']"
und,1466151155529097225,2021-11-26 21:04:09+00:00,#COVID19 #Covid_19 https://t.co/0xjT13XFgM,False,,['19']
pt,1466151153469698049,2021-11-26 21:04:09+00:00,"Esse é um compromisso assumido pela administração pública municipal, em continuar auxiliando os núcleos familiares que tiveram um aumento considerável nas despesas alimentícias pelo cancelamento das aulas devido a COVID-19.",False,replied_to,"['na', 'nucleos', 'aumento', 'pela', 'despesas', 'e', '19', 'um', 'aulas', 'publica', 'assumido', 'continuar', 'alimenticias', 'pelo', 'cancelamento', 'administracao', 'familiares', 'municipal', 'compromisso', 'o', 'da', 'covid', 'auxiliando', 'devido', 'que', 'tiveram', 'consideravel', 'esse']"
en,1466151153356263424,2021-11-26 21:04:09+00:00,@GOPChairwoman Your fearless leader knew he had COVID and met maskless with elderly Gold Star families. He knew it was a deadly virus. Denounce him and you can prove you care about life.,False,replied_to,"['elderly', 'leader', 'life', 'covid', 'knew', 'family', 'fearless', 'maskless', 'virus', 'denounce', 'prove', 'care', 'gold', 'met', 'star', 'deadly']"
fr,1466151153171849218,2021-11-26 21:04:09+00:00,"@ChristeleEfone @LoThOdes @VeritesVerite @enide @CarneDeTwit @ClaireJardin1 @f_philippot @UPR_Asselineau Je vous le redis j ai eu le covid ...y a pas de quoi en faire une histoire qui n en fini pas.
Si vous vous ennuyez regardez un film.porno.
Ca nous evitera de lire des immondices https://t.co/5Z9I8SejI3",False,replied_to,"['en', 'evitera', 'qui', 'nous', 'j', 'n', 'ennuyez', 'lira', 'ca', 'histoire', 'regardez', 'film', 'vous', 'philippot', 'de', 'asselineau', 'faire', 'redis', 'de', 'ai', 'quoi', 'le', 'un', 'je', 'covid', 'pa', 'immondices', 'une', 'fini', 'eu', 'porno', 'si']"
en,1466151149988466692,2021-11-26 21:04:08+00:00,"@RobOHanrahan A high number of children were absent because they were either COVID + or a close contact of a COVID+ case.
It is UNBELIEVABLE that anyone would think that could be solved by stopping contact tracing! .@MichealMartinTD you chose her .@CMOIreland she is blaming you. Both, plz act.",False,replied_to,"['contact', 'could', 'solved', 'tracing', 'stopping', 'either', '!', 'plz', 'close', 'think', 'unbelievable', 'absent', 'chose', 'child', 'blaming', '+', 'anyone', 'would', 'number', 'high', 'covid+', 'covid', 'case', 'act']"
en,1466151149317197826,2021-11-26 21:04:08+00:00,@300babyturbo You gotta be vaccinated or have a negative Covid test within 72 hours,False,replied_to,"['covid', 'negative', 'vaccinated', 'within', 'got', '72', 'test', 'hour']"
en,1466151149275426822,2021-11-26 21:04:08+00:00,"Ontario to expand eligibility of COVID-19 boosters for adults 50 and older amid rising case counts, sources say https://t.co/bg6BFBWoWc https://t.co/vKV995Qckj",False,,"['rising', 'covid', 'older', 'eligibility', 'booster', 'say', '19', 'amid', '50', 'count', 'source', 'case', 'ontario', 'expand', 'adult']"
es,1466151147962515456,2021-11-26 21:04:08+00:00,"@ChumelTorres Neta? Chuparse los dedos en tiempos de Covid? Ah y todo lo demás también. Oye, no fue Mariana la que vendió cubrebocas similares a una donación de el país de China? Por cierto...",False,replied_to,"['en', 'vendio', 'dedos', 'lo', 'oye', 'neta', 'los', 'chuparse', 'el', 'cubrebocas', '?', 'cierto', 'donacion', 'tiempos', 'mariana', 'de', 'demas', 'una', 'por', 'todo', 'fue', 'covid', 'tambien', 'que', 'la', 'pais', 'china', 'ah', 'similares']"
de,1466151145139851267,2021-11-26 21:04:07+00:00,"@Fragjanurbeifr1 @MrJonasDanner Allerdings war die Pockenimpfung dazu geeignet, die Pocken auszulöschen. Davon ist die Covid-Impfung weit entfernt.",False,replied_to,"['geeignet', 'pockenimpfung', 'covid', 'pocken', 'entfernt', 'davon', 'weit', 'auszuloschen', 'war', 'dazu', 'ist', 'die', 'allerdings', 'impfung']"
de,1466151144653209602,2021-11-26 21:04:07+00:00,"@heuteshow Der war gut. Bei Humor kenn ich auch keine Grenzen. Und da Covid und Pfizer im Teamwork Eure Zielgruppe ausdünnen, sei es Euch vergönnt.",False,replied_to,"['grenzen', 'keine', 'pfizer', 'und', 'sei', 'vergonnt', 'eure', 'euch', 'bei', 'da', 'auch', 'humor', 'kenn', 'teamwork', 'ich', 'war', 'der', 'zielgruppe', 'gut', 'e', 'covid', 'I', 'ausdunnen']"
en,1466151144229687296,2021-11-26 21:04:07+00:00,What the fuck is going on. All these medical emergencies. None of this used to happen this frequently before Covid Jabs. It needs sorted asap.,False,,"['going', 'happen', 'used', 'none', 'covid', 'need', 'frequently', 'jab', 'soon', 'fuck', 'sorted', 'emergency', 'medical', 'possible']"
en,1466151143483002880,2021-11-26 21:04:07+00:00,@g_gosden What was it again that he died of? Covid? The same Covid he encouraged others to avoid being vaccinated against? THAT COVID?! The covid that already killed tens of thousands of people? Do you really expect me to even consider caring that such an idiot chose his own fate? Pffft!,False,replied_to,"['others', 'thousand', 'avoid', 'expect', 'killed', '!', 'against', 'idiot', 'died', 'ten', 'chose', 'vaccinated', 'caring', 'fate', 'really', 'even', 'encouraged', '?', 'of', 'people', 'covid', 'already', 'consider', 'pffft', 'gosden']"
