possibly_sensitive,created_at,lang,text,tweet_id,type,clean_tweet
False,2021-11-27T13:55:13.000Z,en,@miasupremacyy red or purple or like red/black like black widow or black/purple,1.46459E+18,replied_to,"['like', 'purple', 'red', 'red/black', 'black/purple', 'widow', 'black']"
False,2021-11-27T13:54:54.000Z,en,Black Widow is the 28th addition to the #GirlsWithRockets list! https://t.co/rTSFSSD9rM,1.46459E+18,,"['list', '!', '28th', 'widow', 'addition', 'black']"
False,2021-11-27T13:53:34.000Z,en,/ black widow accounts…. i love you,1.46459E+18,,"['/', 'love', 'account', 'widow', 'black']"
False,2021-11-27T13:51:29.000Z,en,"@with_m00nlight BLACK WIDOW, 2021.",1.46459E+18,replied_to,"['widow', '2021', 'm00nlight', 'black']"
False,2021-11-27T13:51:16.000Z,en,@favemina smh i will always hate them for robbing us black widow should've happened years ago,1.46459E+18,replied_to,"['happened', 'hate', 'ago', 'always', 'u', 'year', 'smh', 'widow', 'robbing', 'black']"
False,2021-11-27T13:51:11.000Z,en,@pidermun they said it for black widow ☠️,1.46459E+18,replied_to,"['widow', 'said', 'black']"
False,2021-11-27T13:50:34.000Z,fr,"Première Séance : Monstre &amp; Cie (je crois)
Dernière Séance : Venom 2
Meilleure Séance : Bohemian Rhapsody
Pire Séance : Dunkerque😩
Vu le plus de fois : Twilight 3 😭
Plus surprenante : Black Widow
Prochaine Séance : Résident Evil
Séance la plus attendue : SPIDER-MAN 3 https://t.co/Z87Says2HW",1.46459E+18,quoted,"['pire', 'derniere', 'resident', 'de', 'prochaine', 'la', 'fois', ')', 'seance', 'cie', 'widow', 'spider', 'black', 'surprenante', 'evil', 'rhapsody', '(', '&', 'bohemian', 'le', 'twilight', 'vu', 'amp', '3', 'venom', 'je', 'man', 'meilleure', 'monstre', 'premiere', 'crois', 'dunkerque', '2', 'attendue', 'plus']"
False,2021-11-27T13:50:02.000Z,in,"bismillah atas restu thanos dan black widow, bulan depan mau lrp, dadah 🙏",1.46459E+18,,"['bismillah', 'dan', 'restu', 'lrp', 'dadah', 'depan', 'atas', 'mau', 'black', 'widow', 'bulan', 'thanos']"
False,2021-11-27T13:46:44.000Z,en,Watching black widow with my parents but this time it makes my second time watching it ✨,1.46459E+18,,"['time', 'parent', 'second', 'make', 'widow', 'watching', 'black']"
False,2021-11-27T13:44:59.000Z,en,//pristin-black widow boang ver https://t.co/qcTcwNAnyP,1.46459E+18,replied_to,"['ver', 'boang', 'widow', '//pristin', 'black']"
False,2021-11-27T13:44:47.000Z,en,"@HeyThatsMyLeg I’m glad you liked them! But jeez, that’s a lot of sugar in one month. I have seen them all but black widow but I feel like I have already seen it? I feel like they have maybe another 10 years left of viewer curiosity to tap before they have to stop",1.46459E+18,replied_to,"['like', 'viewer', 'liked', 'year', 'left', 'widow', 'I', 'curiosity', 'feel', 'black', 'sugar', '10', 'already', 'month', 'them', '!', 'it', '?', 'stop', 'one', 'another', 'lot', 'tap', 'seen', 'jeez', 'maybe', 'glad']"
False,2021-11-27T13:42:05.000Z,en,"Black Widow's 10 Best Team-Ups In The MCU |
ScreenRant   https://t.co/MBeWsN2WWc",1.46459E+18,,"['10', '|', 'best', ""'s"", 'team', 'widow', 'ups', 'mcu', 'black', 'screenrant']"
False,2021-11-27T13:41:58.000Z,en,"After a two year absence, “Marvel Day, part 4”begins on the agenda, Spider-Man: Far From Home, Black Widow &amp; Shang Chi.",1.46459E+18,,"['day', 'shang', 'far', 'amp', 'absence', '4begins', '&', 'chi', 'man', 'year', 'part', 'marvel', 'home', 'agenda', 'two', 'widow', 'spider', 'black']"
False,2021-11-27T13:38:53.000Z,en,No bc Black Widow is unironically funny with the deadpan jokes 💀💀💀😭,1.46459E+18,,"['joke', 'unironically', 'bc', 'funny', 'widow', 'deadpan', 'black']"
False,2021-11-27T13:38:36.000Z,en,@peterreillycpa @GradmanTax Oohh… think of the new black widow scams you could run…,1.46459E+18,replied_to,"['could', 'scam', 'new', 'think', 'widow', 'oohh', 'run', 'black']"
False,2021-11-27T13:38:23.000Z,tl,@KAELdrogo Basta si black widow lang yung alam ko na widow na walang matres tapos si spiderman lang ang alam kong spider na may anes hahahahahaa,1.46459E+18,replied_to,"['hahahahahaa', 'widow', 'spider', 'black', 'si', 'kong', 'matres', 'na', 'yung', 'lang', 'walang', 'alam', 'ko', 'spiderman', 'basta', 'may', 'tapos', 'ang', 'anes']"
False,2021-11-27T13:37:59.000Z,en,"Mfs I had a terrifying dream but it had a ""💀"" moment in which out of nowhere the avengers arrived 💀 and I saw Black Widow and my gay ass said ""😳OMG BLACK WIDOW"" BUT THEN SHE SAID ""NO, BLACK LIVES 😎""  HAJDJDJJDJ",1.46459E+18,,"['moment', 'saw', 'nowhere', 'arrived', 'terrifying', 'avenger', 'dream', 'said', 'widow', 'gay', 'life', 'as', 'hajdjdjjdj', 'omg', 'mf', 'black']"
False,2021-11-27T13:37:23.000Z,en,@KayneIvor @steusmotus the TL was dead b4 this. TSS didnt even make a dent hypewise &amp; tractionwise like what snydercut did. venom eternals shang chi &amp; black widow were all ass. idk wtf im gonna do if we dont get back snyderverse bcos it seems like feige aint gonna make more winter soldier level films https://t.co/0mIUREtKqo,1.46459E+18,replied_to,"['like', 'shang', 'dent', 'soldier', 'widow', 'I', 'chi', 'snydercut', 'black', 'b4', 'make', 'idk', '&', 'film', 'snyderverse', 'as', 'bcos', 'level', 'going', 'wtf', 'amp', 'back', 'feige', 'venom', 'get', 'even', 'tractionwise', 'tl', 'winter', 'seems', 'dead', 'eternals', 'hypewise', 'tss']"
False,2021-11-27T13:36:43.000Z,en,@stevejgordon Nice choice! I’ve had a black widow since 2013 and it’s built like a tank. Kinda want the flashy colours on the new one but can’t justify replacing something that’s still perfectly fine.,1.46459E+18,replied_to,"['like', 'kind', 'nice', 'new', 'fine', 'replacing', 'widow', 'I', 'colour', 'black', 'something', 'perfectly', '2013', 'can', 'want', '!', 'tank', 'not', 'still', 'one', 'since', 'justify', 'built', 'flashy', 'choice']"
False,2021-11-27T13:36:26.000Z,en,amita black widow stan so true,1.46459E+18,,"['amita', 'stan', 'widow', 'true', 'black']"
False,2021-11-27T13:35:32.000Z,en,@JonestheG @adx_2k21 @TJamez54 @IGN So? Iron man is useless without the suit and black widow is useless in general,1.46459E+18,replied_to,"['without', 'useless', '2k21', 'suit', '?', 'so', 'iron', 'general', 'man', 'widow', 'black']"
False,2021-11-27T13:35:21.000Z,fi,Black Widow on toisella katselukerralla suorastaan loistava. Ekalla kertaa ei osannut odottaa muista Marveleista eroavaa kerrontaa ja meni lähinnä sitä hämmästellessä.,1.46459E+18,,"['hammastellessa', 'kerrontaa', 'kertaa', 'marveleista', 'widow', 'eroavaa', 'ja', 'black', 'lahinna', 'loistava', 'muista', 'sita', 'suorastaan', 'ekalla', 'osannut', 'odottaa', 'katselukerralla', 'meni', 'ei', 'toisella']"
False,2021-11-27T13:33:46.000Z,en,#BlackWidow's 10 Best Team-Ups In The #MCU #NatashaRomanoff #Avengers #CaptainAmerica #Marvel https://t.co/2bsre7E4iu,1.46459E+18,,"['10', 'best', ""'s"", 'ups', 'team']"
False,2021-11-27T13:33:08.000Z,en,@brandojj22 @IGN Black widow was the most useless,1.46459E+18,replied_to,"['useless', 'widow', 'black']"
False,2021-11-27T13:30:44.000Z,en,"black widow - november 27, 14:30pm",1.46459E+18,replied_to,"['30pm', '27', 'widow', '14', 'november', 'black']"
False,2021-11-27T13:29:37.000Z,en,"BLACK WIDOW 2020, ISSUE 6 https://t.co/vnUTXu9cCt",1.46459E+18,,"['6', '2020', 'issue', 'widow', 'black']"
False,2021-11-27T13:28:00.000Z,en,"Black Farmers Link YouTube Videos:

Description: Glow Tetras | Black Tetra (Colour Variation) | Black Skirt Tetra | Black Widow Tetra | #Shorts
Video: https://t.co/9jJ2oI1toD",1.46459E+18,,"['glow', 'video', 'tetra', 'video', '(', '|', 'farmer', 'skirt', 'link', 'variation', 'description', 'youtube', 'tetra', ')', 'colour', 'widow', 'black']"
False,2021-11-27T13:27:29.000Z,en,finally watched shang chi today and it was so good?? was expecting it to be bad bc black widow was unwatchable lol,1.46459E+18,,"['today', 'unwatchable', 'good', 'shang', 'lol', 'bad', 'finally', '?', 'expecting', 'bc', 'widow', 'watched', 'chi', 'black']"
False,2021-11-27T13:25:09.000Z,en,"@girdley Widower is masculine, widow is feminine as in ""Black Widow.""",1.46459E+18,replied_to,"['feminine', 'widower', 'masculine', 'widow', 'black']"
False,2021-11-27T13:24:38.000Z,ar,"الاسم : Black Widow 2021
التقييم : 7.4
النوع : اكشن ، مغامرة ، خيال علمي
القصة : تدور الأحداث في فترة ما بين الحرب الأهلية بين توني وستيف والحرب الأبدية مع ثانوس، حيث تذهب ناتاشا رومانوف المعروفة لدى الجميع باﻷرملة السوداء في مهمة جديدة بروسيا.

سكارليت جوهانسون مذهله..💉❤️‍🔥 https://t.co/OrNWFHDmGc",1.46459E+18,,"['lswd', 'ltqyym', '7', 'twny', 'jwhnswn', 'skrlyt', 'ld~', 'ftr', 'Hyth', 'mhm', '2021', 'widow', 'lqS', ""l'hly"", '@', 'lHrb', 'lm', 'tdwr', 'black', 'mdhhlh', 'wstyf', 'm', 'mGmr', 'fy', 'ljmy', 'tdhhb', 'lmy', 'lsm', '`', 'brml', 'ntsh', 'kshn', 'brwsy', 'wlHrb', 'jdyd', 'rwf', '4', 'byn', ""l'bdy"", 'lnw', 'khyl', 'thnws', 'rwmnwf', ""l'Hdth""]"
False,2021-11-27T13:23:47.000Z,in,udah semua kecuali shang ci sama black widow :( https://t.co/GYWpVKUYOf,1.46459E+18,quoted,"['kecuali', 'shang', 'udah', '(', 'ci', 'widow', 'semua', 'sama', 'black']"
False,2021-11-27T13:23:34.000Z,en,Black widow 💯,1.46459E+18,,"['widow', 'black']"
False,2021-11-27T13:21:13.000Z,tl,@KAELdrogo Black widow para masakit then shang chi para may pambawi sa sakit char,1.46459E+18,replied_to,"['shang', 'para', 'sakit', 'char', 'pambawi', 'may', 'sa', 'masakit', 'widow', 'chi', 'black']"
False,2021-11-27T13:19:17.000Z,en,Check out Black Widow on Disney+ Hotstar! https://t.co/kllP6xPjJz,1.46458E+18,,"['!', 'check', 'black', 'widow', 'hotstar', 'disney+']"
False,2021-11-27T13:18:06.000Z,en,Black Widow was Overrated. https://t.co/pf0GQ6eqcG,1.46458E+18,quoted,"['overrated', 'widow', 'black']"
False,2021-11-27T13:17:26.000Z,in,"@moviemenfes Hampir semua, cuma blum black widow sm shang-Chi https://t.co/AaYjTDBk5O",1.46458E+18,replied_to,"['sm', 'blum', 'shang', 'hampir', 'widow', 'semua', 'chi', 'cuma', 'black']"
False,2021-11-27T13:17:05.000Z,en,@TheStefanSmith There was a ton of exposition but since it was setting a whole new branch that seemed reasonable to me. I really liked it.But I also liked Black Widow which a lot of people disliked.Didn’t love Thor 2 but my least favorite is first Captain America. I kept falling asleep😬😂,1.46458E+18,replied_to,"['least', 'exposition', 'seemed', 'people', 'asleep', 'new', 'branch', 'america', 'liked', 'first', 'kept', 'widow', 'falling', 'black', 'disliked', 'ton', 'favorite', 'setting', 'really', 'thor', 'love', 'captain', 'whole', 'since', 'reasonable', 'also', '2', 'lot']"
False,2021-11-27T13:16:48.000Z,en,the special edition of black widow is sold out in every stores...is this where i cry,1.46458E+18,,"['every', 'cry', 'sold', 'store', 'edition', 'widow', 'black', 'special']"
False,2021-11-27T13:13:23.000Z,en,"@alisontegan Loving the black widow vibes. You look great, girl! 💕",1.46458E+18,replied_to,"['!', 'girl', 'vibe', 'widow', 'loving', 'great', 'look', 'black']"
False,2021-11-27T13:11:55.000Z,es,"No, a mí me encantaría conocer a Black Widow o Gatúbela. https://t.co/QwnUsTaMqT",1.46458E+18,quoted,"['conocer', 'mi', 'gatubela', 'widow', 'encantaria', 'black']"
False,2021-11-27T13:10:41.000Z,en,@tobiloba__ex Black widow,1.46458E+18,replied_to,"['black', 'widow', 'ex']"
False,2021-11-27T13:10:40.000Z,en,People who hated taskmaster in Black Widow because they “weren’t like they were in the comics” are people who don’t understand nuance or what that movie was really about. https://t.co/OBKkRVJHH1,1.46458E+18,quoted,"['people', 'comic', 'movie', 'like', 'nuance', 'hated', 'taskmaster', 'widow', 'understand', 'black', 'really']"
False,2021-11-27T13:09:34.000Z,in,"udah beberapa hari sejak nonton black widow, masih suka inget aksen yelena yang lucu😍",1.46458E+18,,"['suka', 'yang', 'udah', 'masih', 'inget', 'aksen', 'yelena', 'nonton', 'lucu', 'sejak', 'hari', 'widow', 'beberapa', 'black']"
False,2021-11-27T13:08:08.000Z,tl,"@ysltwts hello, yeléna. naalala ko si yelena from black widow sa name mo. HAHAHAHAHAHA.",1.46458E+18,replied_to,"['si', 'naalala', 'name', 'yelena', 'hello', 'mo', 'sa', 'ko', 'widow', 'hahahahahaha', 'black']"
False,2021-11-27T13:06:16.000Z,en,"@DasikCZ2 @Set_To_Fail @The_Ritty Thor the Dark World was pretty bad. And if ya take what came after Falcon and the Winter Soldier, Loki fucking sucked, Black Widow was a dumpster fire, Shang-Chi was mediocre, and Eternals is pure garbage.

Marvel has good movies, but it has a lot of bad movies and shows.",1.46458E+18,replied_to,"['show', 'shang', 'garbage', 'bad', 'mediocre', 'sucked', 'soldier', 'widow', 'pure', 'marvel', 'chi', 'black', 'dark', 'fire', 'fail', 'ya', 'movie', 'world', 'thor', 'good', 'came', 'ritty', 'loki', 'fucking', 'falcon', 'dumpster', 'winter', 'take', 'pretty', 'eternals', 'lot']"
False,2021-11-27T13:01:23.000Z,en,Finally got to watch the ten rings marvel movie great movie. Hate that they made us wait nearly 2 months to watch it on Disney plus. Still haven't seen black widow cause of that but what ever. Need to watch that soon too.,1.46458E+18,,"['ever', 'widow', 'marvel', 'nearly', 'wait', 'black', 'month', 'ring', 'need', 'u', 'ten', 'great', 'made', 'watch', 'movie', 'still', 'soon', 'hate', 'disney', 'finally', 'seen', '2', 'plus', 'got']"
False,2021-11-27T13:00:54.000Z,en,@tobiloba__ex @playboy4rxxxy Black widow,1.46458E+18,replied_to,"['black', 'widow', 'ex']"
False,2021-11-27T13:00:47.000Z,in,Udah semua kecuali black widow :”) https://t.co/i6kmA6EGGi https://t.co/CCJqI0wNS5,1.46458E+18,quoted,"['kecuali', 'udah', 'widow', ')', 'semua', 'black']"
False,2021-11-27T13:00:12.000Z,en,"Nah, still can't believe you pit THEE BLACK MAMBA vs Black Widow. https://t.co/DETgQgyJ3L",1.46458E+18,quoted,"['nah', 'pit', 'v', 'not', 'can', 'believe', 'widow', 'mamba', 'still', 'thee', 'black']"
False,2021-11-27T12:59:46.000Z,en,Black Widow (2021) ★★★★★★★☆☆☆ https://t.co/pq9Ns1tqS8 #trakt,1.46458E+18,,"['(', '2021', ')', 'widow', 'black']"
False,2021-11-27T12:57:33.000Z,en,@tobiloba__ex Black widow 💀,1.46458E+18,replied_to,"['black', 'widow', 'ex']"
False,2021-11-27T12:56:49.000Z,en,"Me : alright since my hair are pink I should dress like a Tik tok alt girl instead of my usual Victorian widow 

Also me about to head out : should I wrap that black silk cloth around my neck in a dramatic way",1.46458E+18,,"['alt', 'like', 'usual', 'widow', 'hair', 'black', 'instead', 'wrap', 'girl', 'cloth', 'tik', 'neck', 'pink', 'alright', 'dramatic', 'way', 'since', 'victorian', 'silk', 'also', 'dress', 'tok', 'head', 'around']"
False,2021-11-27T12:56:20.000Z,en,"So thanks to the black Friday deals I managed to get 2 new 6 star champions in Marvel's Contest of Champions. Venompool and Black Widow (the other one... the other other one). Now I just need upgrade material for them, which is increasingly rare for 6 stars. https://t.co/RQ3HFdXltv",1.46458E+18,,"['venompool', 'new', 'increasingly', 'star', 'thanks', 'widow', 'marvel', ')', 'material', 'rare', 'black', '6', 'need', '(', ""'s"", 'star', 'managed', 'friday', 'get', 'contest', 'one', 'upgrade', 'the', '2', 'champion', 'deal']"
False,2021-11-27T12:54:53.000Z,en,"1. Peter Parker
2. Sam Wilson
3. Loki
4. Vision
5. Gamora 
6. Black Widow/Nat 
7. Doctor Strange 
8. Bruce/Hulk (vous l'oubliez trop)
9. Shang-Chi
10. Bucky Barnes 
11. Ant-Man
12. Wanda 
13. Steve/Captain
14. MJ
15. Iron Man
16. Thor

Et j'aime pas Star Lord sorry https://t.co/m3UI3JTACV",1.46458E+18,quoted,"['gamora', 'sorry', '7', 'shang', '9', '13', ')', 'chi', '11', 'ant', '1', 'pa', 'black', '6', '10', 'lord', 'barnes', '(', 'iron', 'trop', '12', 'wanda', 'sam', 'bucky', 'widow/nat', 'peter', '14', 'star', 'thor', 'vous', ""l'oubliez"", 'man', '5', 'loki', 'doctor', 'wilson', 'steve/captain', 'mj', '16', '4', 'strange', '8', 'vision', '2', 'bruce/hulk', '15', ""j'aime"", 'et', '3', 'parker']"
False,2021-11-27T12:54:27.000Z,in,@moviemenfes Belum sempet nonton black widow sama shang chi https://t.co/dpcoIlfL9c,1.46458E+18,replied_to,"['sempet', 'shang', 'nonton', 'widow', 'chi', 'sama', 'belum', 'black']"
False,2021-11-27T12:54:05.000Z,en,the way i missed the ending credit scene of black widow and venom 2 because i had to go to the bathroom so badly is really .. yes,1.46458E+18,,"['go', 'scene', 'bathroom', 'missed', 'ending', '2', 'venom', 'credit', 'widow', 'yes', 'way', 'badly', 'black', 'really']"
True,2021-11-27T12:53:43.000Z,en,Black Widow (2021) https://t.co/TiDEJ3Kgn1,1.46458E+18,,"['(', '2021', ')', 'widow', 'black']"
False,2021-11-27T12:52:11.000Z,en,"I LOVEEE THIS but what if 
.
Black widow: The Red Room
Black widow: Assassins revenge 
Black widow: Blood and Poison https://t.co/aTouLXxDZC",1.46458E+18,quoted,"['loveee', 'room', 'revenge', 'blood', 'poison', 'red', 'widow', 'assassin', 'black']"
False,2021-11-27T12:50:26.000Z,en,"@Film_lust Best, Novamedia edition of Apocalypse Now. A stunning film in 4K 🤩

Worst, Black Widow. Found it really dull. https://t.co/7kpxeHNE5D",1.46458E+18,replied_to,"['film', 'found', 'lust', 'worst', 'dull', 'best', 'novamedia', 'edition', 'apocalypse', 'stunning', 'widow', '4k', 'black', 'really']"
False,2021-11-27T12:50:05.000Z,in,"@moviemenfes eh shang chi sm black widow blm nonton jg deng, ntar deh abis ujian baru langganan disney",1.46458E+18,replied_to,"['blm', 'baru', 'sm', 'deng', 'ntar', 'shang', 'disney', 'nonton', 'jg', 'langganan', 'abis', 'deh', 'ujian', 'widow', 'chi', 'eh', 'black']"
False,2021-11-27T12:47:06.000Z,ro,"3/4
10. Cassandra ""Cassie"" Lang / Stature / Stinger
11. Loki ""Sylvie"" Laufeysdottir
12. Maya Lopez / Echo
13. Makkari
14. Mantis
15. Wanda Maximoff / Scarlet Witch
16. Nebula
17. Okoye
18. Monica Rambeau / Captain Marvel
19. Natalia Alianovna Romanova / Black Widow
20. Sersi",1.46458E+18,replied_to,"['/', 'sylvie', 'sersi', '3/4', '13', 'widow', 'marvel', 'cassie', '11', 'stature', 'natalia', 'witch', 'romanova', 'black', 'mantis', '10', 'lopez', 'alianovna', 'okoye', '19', 'stinger', '12', 'wanda', '17', 'scarlet', 'maya', '14', 'nebula', 'makkari', 'monica', 'echo', 'lang', 'captain', 'cassandra', 'loki', '16', '20', '18', '15', 'laufeysdottir', 'rambeau', 'maximoff']"
False,2021-11-27T12:47:06.000Z,ht,"2/4
1. Ajak
2. Yelena Belova / Black Widow
3. Katherine ""Kate"" Bishop / Hawkeye
4. Brunnhilde / Valkyrie
5. America Chavez
6. Carol Danvers / Captain Marvel
7. Jane Foster / Thor
8. Gamora Zen Whoberi Ben Titan
9. Kamala Khan / Miss Marvel",1.46458E+18,replied_to,"['gamora', 'miss', '7', '/', 'bishop', 'ajak', '9', 'america', 'ben', 'katherine', 'widow', 'belova', 'brunnhilde', 'marvel', 'khan', '1', 'black', '6', 'carol', 'jane', 'chavez', 'yelena', 'foster', 'danvers', 'thor', 'zen', '3', 'captain', 'whoberi', 'hawkeye', '2/4', '5', '4', 'kamala', '8', '2', 'titan', 'valkyrie', 'kate']"
False,2021-11-27T12:45:42.000Z,en,My Avengers Character Test results make me Black Widow. https://t.co/nGkxbQkB2S via @idr_labs,1.46458E+18,,"['result', 'make', 'avenger', 'test', 'widow', 'character', 'black']"
False,2021-11-27T12:42:41.000Z,in,"Udah underestimate sama black widow padahal belom nonton, sama belum ada niatan nonton Thor lagi https://t.co/pX1VjEroxo https://t.co/QZOOzmVIJa",1.46458E+18,quoted,"['belom', 'thor', 'udah', 'niatan', 'belum', 'nonton', 'padahal', 'ada', 'widow', 'sama', 'lagi', 'underestimate', 'black']"
False,2021-11-27T12:40:30.000Z,en,@bishop_bisa @mohsies Baba say she be like spider ..eyan black widow 💔💔💔💔🤣.,1.46457E+18,replied_to,"['say', 'baba', 'bisa', 'like', 'eyan', 'widow', 'spider', 'black']"
False,2021-11-27T12:38:54.000Z,pt,"@m4rcusandrade @Flvio86749934 @HawkeyeBRA Ng tem empatia por herói masculino como tem por feminino. Black Widow era queridinha e os filmes só focavam na habilidade de luta dela, mas geral adorava a lenda.",1.46457E+18,replied_to,"['era', 'de', 'por', 'habilidade', 'ma', 'widow', 'e', 'black', 'como', 'heroi', 'feminino', 'na', 'ng', 'geral', 'dela', 'queridinha', 'adorava', 'lenda', 'o', 'masculino', 'focavam', 'luta', 'tem', 'filmes', 'empatia']"
False,2021-11-27T12:37:49.000Z,in,"@mamonafiska Si sersi kurang greget, kurang apanya yah wkwkw 🤣 masih lebih strong black widow sama wonder woman onty 🤣",1.46457E+18,replied_to,"['sama', 'yah', 'onty', 'si', 'apanya', 'masih', 'woman', 'sersi', 'wkwkw', 'wonder', 'kurang', 'greget', 'widow', 'lebih', 'strong', 'black']"
False,2021-11-27T12:37:27.000Z,en,Minchan - black widow https://t.co/tLNo6RDu0W,1.46457E+18,quoted,"['minchan', 'widow', 'black']"
False,2021-11-27T12:36:54.000Z,en,"BLACK WIDOW 1999, ISSUE TWO https://t.co/1f4Y5SwRsG",1.46457E+18,,"['1999', 'issue', 'widow', 'two', 'black']"
False,2021-11-27T12:36:16.000Z,in,"anj kirain Black Widow series gt kayak Loki tau nya enggk bbi, ini netflix yg ngebug atau otak sy",1.46457E+18,,"['atau', 'widow', 'black', 'series', 'kirain', 'sy', 'ini', 'kayak', 'yg', 'enggk', 'loki', 'otak', 'ngebug', 'tau', 'anj', 'gt', 'bbi', 'netflix', 'nya']"
False,2021-11-27T12:34:48.000Z,tl,Ano uunahin ko? Shang-Chi or Black Widow? HAHA,1.46457E+18,,"['shang', 'ano', '?', 'ko', 'haha', 'widow', 'chi', 'uunahin', 'black']"
False,2021-11-27T12:34:13.000Z,in,@satorawrr @moviemenfes Black widow setau gua adanya di disney+ deh.,1.46457E+18,replied_to,"['di', 'adanya', 'gua', 'deh', 'disney+', 'widow', 'setau', 'black']"
False,2021-11-27T12:32:14.000Z,en,"@Marvfess CAPTAIN MARVEL (GAADA TANDINGAN SIH INIMAH NUMBER ONE ONE ONE ONEEEEEE), BLACK WIDOW AND YEP HAWKEYE!",1.46457E+18,replied_to,"['!', 'yep', '(', 'tandingan', 'captain', 'sih', 'hawkeye', ')', 'marvel', 'one', 'widow', 'number', 'inimah', 'gaada', 'black', 'oneeeeee']"
False,2021-11-27T12:30:11.000Z,en,Iron widow is so good! Also glossy black font on mat black covering is the best combination no I will not be accepting any decent. https://t.co/gXk6xUZ7Fp,1.46457E+18,,"['covering', 'glossy', '!', 'good', 'mat', 'combination', 'decent', 'font', 'also', 'iron', 'best', 'widow', 'accepting', 'black']"
False,2021-11-27T12:29:41.000Z,en,"Marvel, Scarlett Johansson Working on a Top Secret 'Non-Black Widow' Project!! #ScarlettJohansson, #Marvel, #Disney, #BlackWidow, #TowerofTerror https://t.co/iivJ3yjSD9",1.46457E+18,,"['!', ""'non"", 'johansson', 'top', 'working', 'widow', 'marvel', 'project', ""'"", 'scarlett', 'secret', 'black']"
False,2021-11-27T12:29:38.000Z,en,@Marvfess black widow and brucee ! thor too,1.46457E+18,replied_to,"['thor', '!', 'widow', 'brucee', 'black']"
False,2021-11-27T12:29:18.000Z,en,Finally watched Black Widow. It's not as bad as people made it out to be. It's a decent 6.5 or 7 / 10 movie and as it turns out is important for Hawkeye series. Can't wait to see how Clint convinced Yelena.,1.46457E+18,,"['people', 'decent', '7', '/', 'bad', 'widow', 'wait', 'black', '6', '10', 'series', 'yelena', 'turn', 'can', 'important', 'made', 'clint', 'movie', 'not', 'hawkeye', '5', 'convinced', 'finally', 'watched', 'see']"
False,2021-11-27T12:28:57.000Z,en,"BLACK WIDOW 2020, ISSUE 11 https://t.co/VmAKzndj3X",1.46457E+18,,"['2020', 'issue', 'widow', '11', 'black']"
False,2021-11-27T12:27:24.000Z,en,"I think I'll skip out on Black Widow, because that one looks like a parody.",1.46457E+18,replied_to,"['parody', 'like', 'skip', 'think', 'widow', 'I', 'look', 'one', 'black']"
False,2021-11-27T12:23:58.000Z,en,"Black Widow

https://t.co/TQNBNtm5E4",1.46457E+18,quoted,"['widow', 'black']"
False,2021-11-27T12:23:01.000Z,in,@moviemenfes semuanyaa keculai black widow,1.46457E+18,replied_to,"['widow', 'keculai', 'black', 'semuanyaa']"
False,2021-11-27T12:20:56.000Z,en,I think today is me watching Black Widow day...,1.46457E+18,,"['today', 'day', 'think', 'widow', 'watching', 'black']"
False,2021-11-27T12:18:10.000Z,en,"@KitKatisWeird7 @redthemeth @thomas_rudland @MarvelStudios @hawkeyeofficial @disneyplus Yeah... It seems like Yelena, especially after Black Widow's end. Can be Echo too. As you said, it depends.",1.46457E+18,replied_to,"['like', 'echo', 'yelena', 'yeah', 'depends', 'said', 'seems', ""'s"", 'end', 'especially', 'widow', 'black', 'rudland']"
False,2021-11-27T12:16:49.000Z,en,@kelly_rdc Black Widow,1.46457E+18,replied_to,"['rdc', 'widow', 'black']"
False,2021-11-27T12:15:52.000Z,en,@FourWideOnes @GodEmperorBoss Still better than Black Widow and the Hulk,1.46457E+18,replied_to,"['hulk', 'widow', 'still', 'better', 'black']"
False,2021-11-27T12:15:27.000Z,en,"@Cha51brolll19 That's accurate. 😂
We watched Marvel's 'Blackwidow' it's basically the TV show 'The Americans' starring the characters from 'The Incredibles'. Even the dad in Black Widow is out of shape super hero trying to fit in his old red uniform. It's like originality is a rarity. https://t.co/4O3eBBsboG",1.46457E+18,replied_to,"['fit', 'rarity', 'accurate', 'show', 'like', 'shape', 'starring', 'widow', 'marvel', ""'"", 'black', 'uniform', 'super', 'tv', 'american', ""'s"", 'originality', 'old', 'incredibles', 'hero', ""'blackwidow"", 'red', 'trying', 'even', 'dad', 'basically', 'character', 'watched', ""'the""]"
False,2021-11-27T12:10:55.000Z,en,"@detestelavie Black Widow, Eternals et Infinity War",1.46457E+18,replied_to,"['war', 'infinity', 'widow', 'et', 'eternals', 'black']"
False,2021-11-27T12:10:24.000Z,ja,私はマウスがLogicool G502 Hero、キーボードがRazer Black Widowのオレンジ軸デス。,1.46457E+18,,"['widownoorenziZhou', 'hero', 'hamausugalogicool', 'g502', 'Si', 'black', 'desu', 'kibodogarazer']"
False,2021-11-27T12:08:55.000Z,in,"@Marvfess banyakkk tapi paling suka iron man, dr strage, captain america, spiderman sama black widow",1.46457E+18,replied_to,"['suka', 'paling', 'spiderman', 'tapi', 'iron', 'banyakkk', 'captain', 'america', 'man', 'widow', 'strage', 'sama', 'dr', 'black']"
False,2021-11-27T12:08:32.000Z,en,"@mimsreads LISTEN they never found a body nor could anyone confirm their deaths and if i learn something from black widow, is that an explosion without any evidence of the body means they made it out 🥰",1.46457E+18,replied_to,"['without', 'could', 'confirm', 'found', 'body', 'evidence', 'listen', 'explosion', 'anyone', 'mean', 'never', 'death', 'black', 'widow', 'made', 'something', 'learn']"
