created_at,tweet_id,text,lang,possibly_sensitive,type,clean_tweet
2021-11-22 20:22:27+00:00,1466140658817769480,"@TRTLawley @LeeJarvis10 Final point is this - Is it a really good idea for a 8k or 9k packed Cardiff chanting crowd a really good idea in the middle of a new Covid outbreak ?

Watch them call game off - If no crowd !

All about the cash.",en,False,replied_to,"['?', 'final', 'good', '8k', 'point', 'really', 'new', 'chanting', 'idea', 'cardiff', '9k', 'crowd', 'watch', 'covid', 'middle', 'call', 'game', 'packed', 'outbreak', '!', 'cash']"
2021-11-22 20:22:27+00:00,1466140658100576279,Yesterday's Conspiracy Is Today's Medical Journal Headline: NEJM Explains How COVID Vaccines May Produce Spike Proteins that Lead to Myocarditis https://t.co/hBwG6pkTC7 via @gatewaypundit,en,False,,"['explains', 'medical', 'journal', 'lead', 'produce', ""'s"", 'spike', 'myocarditis', 'today', 'covid', 'may', 'vaccine', 'nejm', 'protein', 'yesterday', 'conspiracy', 'headline']"
2021-11-22 20:22:27+00:00,1466140657727254539,"They need to name the new COVID variant something cool like ""lung destroyer"" or ""boomer killer"" instead of something lame like omicron.",en,False,,"['destroyer', 'boomer', 'new', 'omicron', 'name', 'cool', 'like', 'covid', 'variant', 'lung', 'lame', 'killer', 'need', 'instead', 'something']"
2021-11-22 20:22:26+00:00,1466140656791916546,@Breaking911 He's only around other fully vaccinated people. Meaning it's highly likely he contracted COVID from a fully vaccinated person while being fully vaccinated himself. The fully vaccinated are getting COVID and are spreading it to others. Tell me the purpose of the vaccination again?,en,False,replied_to,"['?', 'meaning', 'vaccination', 'person', 'people', 'likely', 'getting', 'purpose', 'fully', 'around', 'highly', 'spreading', 'tell', 'covid', 'contracted', 'vaccinated', 'again', 'others']"
2021-11-22 20:22:26+00:00,1466140655432917002,@OffTrack_FR Les gars vous voyez pas mais là il est tous le long de la vidéo en apnée pas peur d’attraper le COVID,fr,False,replied_to,"['vous', 'apnee', 'voyez', 'mais', 'peur', 'video', 'pa', 'long', 'la', 'gar', 'il', 'en', 'est', 'covid', 'de', ""d'attraper"", 'le', 'fr', 'tous', 'le']"
2021-11-22 20:22:25+00:00,1466140652526346253,"@gabihelias @Reguffe Respeito sua opinião. Mas por justiça, Reguffe votou p derrubar decreto das armas, assinou CPI da Covid, votou contra privatização da Eletrobras e foi o 1o senador a discursar contra indicação do filho do pres. p embaixada nos EUA. Ngm pensa tudo igual, mas vc verá convergências.",pt,False,replied_to,"['da', 'indicacao', 'vera', 'pensa', 'convergencias', 'discursar', 'por', 'da', 'votou', 'igual', 'no', 'eua', 'p', 'derrubar', 'assinou', 'tudo', 'respeito', 'decreto', 'opiniao', 'vc', 'e', 'reguffe', '1o', 'justica', 'eletrobras', 'covid', 'contra', 'ma', 'senador', 'filho', 'embaixada', 'privatizacao', 'ngm', 'pres', 'armas', 'cpi', 'foi', 'sua']"
2021-11-22 20:22:25+00:00,1466140652001976321,"@TSting18 Yeah I think Cinema's are on their last legs ...
Sad cos nothing like seeing a movie first in a Cinema ...
But yeah quality of movies has really dropped since turn of century &amp; now with Covid and pre booking it looks like the final nails in the coffin ..",en,False,replied_to,"['century', 'nothing', 'final', 'think', 'like', 'movie', 'nail', 'cinema', 'really', 'co', ""'s"", 'sad', 'look', 'pre', 'last', 'dropped', 'quality', 'turn', 'covid', 'movie', 'seeing', 'since', 'first', 'leg', 'amp', 'booking', 'yeah', '&', 'coffin']"
2021-11-22 20:22:25+00:00,1466140651159007236,"@johnmeaghermuso Back from Sweden 🇸🇪 what an amazing country, no Covid fear to be found, no masks no passes no bother.",en,False,replied_to,"['country', 'pass', 'back', 'bother', 'amazing', 'found', 'covid', 'fear', 'sweden', 'mask']"
2021-11-22 20:22:25+00:00,1466140650789912590,"@El_Universal_Mx Espero hayan llevado bronceador y agua porque ademas del Covid, les va a dar insolacion mega horrible!!! Suerte pendejitos...",es,False,replied_to,"['suerte', 'del', 'pendejitos', 'va', 'porque', 'agua', 'llevado', 'horrible', 'universal', 'hayan', 'mega', 'dar', 'covid', 'bronceador', '!', 'mx', 'espero', 'le', 'insolacion', 'ademas']"
2021-11-22 20:22:25+00:00,1466140650525519878,"@MetalizedCJ @nypost @TrekkieTodd On the bright side, if it does hit it's gonna make our preoccupation with delusions like COVID and climate change seem awfully wasteful and ridiculous.",en,False,replied_to,"['bright', 'preoccupation', 'going', 'make', 'awfully', 'wasteful', 'change', 'like', 'climate', 'delusion', 'covid', 'seem', 'side', 'ridiculous', 'hit']"
2021-11-22 20:22:25+00:00,1466140650131398660,"@andreucanals @BeatrizTalegon 📰Datos del Reino Unido muestran un aumento del 44% en las muertes infantiles después del lanzamiento de las inyecciones COVID para adolescentes jóvenes

https://t.co/9V5CPMxMde

🔔 Sigue a Trikooba en:
TELEGRAM: https://t.co/qksOkGoPdm
MEWE: https://t.co/YKmZAUdzCw
INSTAGRAM:",es,False,replied_to,"['del', 'despues', 'muestran', 'instagram', 'jovenes', 'unido', 'infantiles', 'reino', 'inyecciones', 'aumento', 'sigue', 'un', 'la', 'datos', '%', 'muertes', 'en', 'covid', '44', 'telegram', 'para', 'de', 'mewe', 'trikooba', 'lanzamiento', 'adolescentes']"
2021-11-22 20:22:25+00:00,1466140649309323268,covid sucks camel dicks.,en,False,,"['dick', 'covid', 'suck', 'camel']"
2021-11-22 20:22:24+00:00,1466140648780800002,@RBReich Yup because Covid doesn’t kill anyone🙃,en,False,replied_to,"['anyone', 'yup', 'covid', 'kill']"
2021-11-22 20:22:24+00:00,1466140648726269974,@barriere_dr @MarleneTD8 @LEXPRESS @Ecole_Oubliee Non mais laissez les faire. Surtout ne pas masquer les enfants. Et les vacciner : quelle horreur. Sur ce dernier point je reste humble ne connaissant pas précisément l'avis du monde entier (salut les connards : surprise ! Covid ET enfants se trouvent partout sur la planète).,fr,False,replied_to,"['reste', 'masquer', 'trouvent', 'se', 'surtout', 'salut', 'planete', 'oubliee', 'dernier', 'non', 'monde', 'precisement', 'mais', 'point', 'et', 'entier', 'enfants', ')', 'ce', 'pa', 'je', 'connards', '(', 'laissez', 'ne', 'la', ""l'avis"", 'partout', 'covid', 'du', 'sur', 'horreur', '!', 'vacciner', 'dr', 'connaissant', 'faire', 'quelle', 'le', 'humble', 'surprise']"
2021-11-22 20:22:24+00:00,1466140645530095617,"Peel Public Health will be hosting a webinar for parents and the school community on COVID-19 vaccination for children between the ages of 5 - 11. 

The webinar will be held on Tues. December 7 from 7 - 8 pm.

Learn more about the webinar and how to join: https://t.co/wRvtqhW7MC https://t.co/KD5VUuMaeV",en,False,,"['tues', 'school', 'community', 'hosting', 'december', 'health', '8', 'vaccination', 'peel', '11', 'parent', '7', 'learn', 'pm', 'age', 'covid', '19', 'join', 'held', 'child', 'public', 'webinar', '5']"
2021-11-22 20:22:23+00:00,1466140644716515335,AstraZeneca to Scrap Plan for U.S. Covid Booster Study - Bloomberg   https://t.co/VeDvyPbd9q   #Bloomberg,en,False,,"['bloomberg', 'astrazeneca', 'study', 'covid', 'scrap', 'booster', 'plan']"
2021-11-22 20:22:23+00:00,1466140644343177222,"@Collinson I can’t get through to anyone via your WhatsApp, chat function on the internet or via email on the website! Can you help please? I’m just trying to get some COVID Day 2 results. Thanks!!! https://t.co/Q5uCusxPzL",en,False,,"['?', 'please', 'thanks', 'not', 'function', 'via', 'website', 'get', 'chat', 'help', 'email', 'result', '2', 'covid', 'day', 'can', 'trying', '!', 'whatsapp', 'anyone', 'internet', 'I']"
2021-11-22 20:22:23+00:00,1466140643152084997,"@UN_PGA JUNTA USE #Covid_19 AS WEAPONS

Wilfully lead to superspreader country of mutant variants

Civilians have to pay for the vaccine cost despite equitable access 

No systematic plan nor record

#WarCrimesOfJunta

#Dec2Coup
#WhatsHappeningInMyanmar

https://t.co/ErCPs4QbjT",en,True,replied_to,"['country', 'junta', 'equitable', 'pga', 'weapon', 'cost', 'access', 'plan', 'record', 'superspreader', 'pay', 'systematic', 'variant', '19', 'wilfully', 'despite', 'lead', 'mutant', 'use', 'vaccine', 'civilian']"
2021-11-22 20:22:23+00:00,1466140641293914115,"https://t.co/IlRIeFcGZP
Juste une annulation ! Merci qui ? No visibilité = No business ?",fr,False,,"['?', 'annulation', '!', 'merci', 'une', '=', 'business', 'juste', 'visibilite', 'qui']"
2021-11-22 20:22:22+00:00,1466140640543191060,Reminder when Joe Biden told you that if you get vaccinated you won't get Covid? https://t.co/z8Yfdl2UUm,en,False,quoted,"['?', 'biden', 'get', 'joe', 'covid', 'told', 'vaccinated', 'reminder']"
2021-11-22 20:22:22+00:00,1466140639230312458,k tiemble el mundo si mñn me dicen k tengo covid,es,False,,"['mundo', 'mnn', 'k', 'tengo', 'covid', 'si', 'tiemble', 'el', 'dicen']"
2021-11-22 20:22:22+00:00,1466140638253047810,"Tell me you found @WineandCrimePod during covid, without telling me you found Wine &amp; Crime during covid #SpotifyWrapped https://t.co/bVBvKqSONT",en,False,,"['wine', 'crime', 'tell', 'amp', 'found', 'covid', 'telling', 'without', '&']"
2021-11-22 20:22:22+00:00,1466140637665710086,@DrEricDing @monicaonairtalk You forgot to mention that the Omicron occurred in a fully vaccinated person. Vaccines are not keeping people from getting Covid. Breakthrough cases have become the norm. Your argument to mandate therefore is mute and makes no sense!,en,False,replied_to,"['mandate', 'case', 'forgot', 'vaccine', 'fully', 'mention', 'keeping', 'people', 'breakthrough', 'covid', 'sense', 'vaccinated', 'become', 'make', 'therefore', 'occurred', 'argument', 'person', 'omicron', 'norm', 'getting', '!', 'mute']"
2021-11-22 20:22:22+00:00,1466140637338775557,"1/2
Research:
Never-ending repetitiveness, sadness, loss, &amp; “juggling with a blindfold on” 
Lived experiences of Canadian college &amp; university faculty members during COVID-19 pandemic

CA. VanLeeuwen, G. Veletsianos, N. Johnson, O. Belikov (28 Mar 2021)
https://t.co/sr1IileqzG",en,False,,"['research', 'ca', 'johnson', '28', 'vanleeuwen', 'juggling', 'repetitiveness', '2021', 'n', 'veletsianos', 'pandemic', ')', 'canadian', '(', 'college', 'mar', 'belikov', 'faculty', 'lived', 'member', 'covid', '19', 'blindfold', '1/2', 'g', 'university', 'amp', 'experience', 'loss', 'ending', '&', 'never', 'sadness']"
2021-11-22 20:22:21+00:00,1466140636470521859,"@EdDeVere Solche aussagen sind natürlich widerwärtig, aber es ist ein Fakt dass covid hauptsächlich gefährlich ist für 60+, menschen mit Übergewicht oder andere Gesundheitsprobleme. Wir wissen mittlerweile genüg über covid das die jetzigen Maßnahmen unnötig sind.",de,False,replied_to,"['andere', 'da', 'mittlerweile', 'fur', 'gesundheitsprobleme', 'aber', 'fakt', 'sind', 'aussagen', 'naturlich', 'gefahrlich', 'massnahmen', 'ubergewicht', 'uber', 'solche', 'oder', 'menschen', 'hauptsachlich', 'widerwartig', 'mit', 'covid', 'wir', 'das', 'ist', 'ein', 'die', 'wissen', 'genug', '60+', 'jetzigen', 'e', 'unnotig']"
2021-11-22 20:22:21+00:00,1466140634952220675,"Globe AIDS Day: Battle versus HIV being failed to remember amidst COVID pandemic
https://t.co/OpgyiEXzQC",en,False,,"['globe', 'hiv', 'remember', 'failed', 'covid', 'battle', 'aid', 'day', 'pandemic', 'versus', 'amidst']"
2021-11-22 20:22:21+00:00,1466140633257721856,Anti-Vaxxer Eric Metaxas' Family Devastated By COVID https://t.co/lmaB4ZgHQu,en,False,,"['devastated', 'anti', 'vaxxer', 'covid', 'metaxas', ""'"", 'family', 'eric']"
2021-11-22 20:22:21+00:00,1466140632896970753,@Ifclewis96 @LFCArran HEART ATTACKS are more vaccine relates. Respiratory issues are more COVID related.,en,False,replied_to,"['attack', 'heart', 'vaccine', 'issue', 'relates', 'related', 'covid', 'respiratory']"
2021-11-22 20:22:21+00:00,1466140632452190208,Of the joys of watching all the liberals meltdown on Twitter claiming that Trump was purposely trying to infect Biden with COVID.  Dude is literally the Crypt Keeper.,en,False,,"['crypt', 'biden', 'watching', 'liberal', 'trump', 'dude', 'joy', 'claiming', 'infect', 'covid', 'twitter', 'literally', 'trying', 'purposely', 'keeper', 'meltdown']"
2021-11-22 20:22:20+00:00,1466140631416385536,"Something is seriously wrong when a medication given billions of doses worldwide is prescribed by your physician but requires legal action to eventually save your life. 

https://t.co/8LLkLzGCem",en,False,,"['worldwide', 'physician', 'requires', 'billion', 'dos', 'legal', 'prescribed', 'given', 'save', 'eventually', 'seriously', 'life', 'wrong', 'action', 'medication', 'something']"
2021-11-22 20:22:20+00:00,1466140629801578506,@halconvista Conozco una pareja que se negaron a vacunarse. A los dos les dio covid. Fallecieron. Lamentable,es,False,replied_to,"['pareja', 'lamentable', 'negaron', 'se', 'los', 'dio', 'fallecieron', 'covid', 'que', 'una', 'vacunarse', 'le', 'do', 'conozco']"
2021-11-22 20:22:20+00:00,1466140629315080198,"@johnmgillis stop contradicting Public Health on your show on News 95.7.  And if you are going to comment on COVID, make sure you are up to date.  There are Pfizer and Moderna boosters. You are not helping!  And you are not the expert on this!",en,False,,"['news', 'stop', 'expert', 'health', 'helping', 'comment', 'date', 'make', 'booster', '7', 'this', 'show', 'going', '95', 'covid', 'contradicting', 'sure', 'moderna', '!', 'public', 'pfizer']"
2021-11-22 20:22:20+00:00,1466140628811583491,"COVID: TGA approved fourth treatment, EU leader raises mandatory jabs talks | The New Daily https://t.co/ylVYm3buY0",en,False,,"['new', 'raise', 'daily', 'mandatory', 'covid', 'jab', '|', 'tga', 'treatment', 'fourth', 'eu', 'leader', 'approved', 'talk']"
2021-11-22 20:22:19+00:00,1466140626857115657,"@SullyCNBC Forget COVID Brian, this is about the #JayHawk now....",en,False,replied_to,"['forget', 'covid', 'brian']"
2021-11-22 20:22:19+00:00,1466140625603117069,"@Peston Covid cases in hospital are going down in the uk 
mention that 

#twat",en,False,replied_to,"['going', 'uk', 'case', 'hospital', 'covid', 'mention']"
2021-11-22 20:22:19+00:00,1466140625414152192,@atrupar I would not be surprised that Trump did not allow a Covid 19 diagnosis to prevent him from attending a debate..,en,False,replied_to,"['prevent', 'debate', 'trump', 'diagnosis', 'attending', 'allow', 'covid', '19', 'surprised', 'would']"
2021-11-22 20:22:19+00:00,1466140624969678854,"tomei a 2ª dose da covid junto com a da gripe, sera que da ruim?",pt,False,,"['?', 'ruim', 'tomei', 'serum', 'junto', 'dose', 'covid', 'gripe', 'que', 'da', '2a', 'com']"
2021-11-22 20:22:19+00:00,1466140624839753743,"@Indy500fanmd @Lj_Foster @perky_shadows Well, he's vaccinated.  He just got that rare random throw of the dice where he still caught it.  He isn't ""imprisoned,"" he caught COVID.  Maybe let's focus on the people actively spreading the viral disease, instead of a guy who did what he should and lost the luck of the draw.",en,False,replied_to,"['viral', 'let', 'luck', 'foster', 'random', 'spreading', 'imprisoned', 'throw', 'maybe', 'got', 'dice', 'people', 'lost', 'still', 'covid', 'rare', 'actively', 'shadow', 'vaccinated', 'caught', 'well', 'draw', 'u', 'guy', 'instead', 'disease', 'focus']"
2021-11-22 20:22:18+00:00,1466140623698862086,"@behaviorben @GuruAnaerobic I presume you are not a Joseph Mengele, and that using children as Guinea pigs isn't what you are for. It might well be that a children with 20 covid shots grows to be a healthy adult: I certainly hope so. What surprises me is many people like you not freaking out about the idea.",en,False,replied_to,"['mengele', 'presume', 'freaking', 'grows', 'like', 'shot', 'joseph', '20', 'hope', 'using', 'healthy', 'idea', 'pig', 'people', 'covid', 'well', 'adult', 'might', 'surprise', 'guinea', 'child', 'certainly', 'many']"
2021-11-22 20:22:18+00:00,1466140622968999938,"#JKLive @daktari1 hello sir , I got severe Covid pneumonia in July 2020,nbi hospital admitted for 30 days, got Sputnik v full vaccine in March 2021, I have diabetes &amp; slight bp, can the government allow I get j&amp;j vaccine am 58",en,False,,"['day', 'bp', '2020', 'v', 'slight', 'nbi', '30', 'j', '58', 'severe', 'get', '2021', 'hospital', 'got', 'march', 'admitted', 'sputnik', 'covid', 'allow', 'government', 'pneumonia', 'full', 'sir', 'hello', 'july', 'vaccine', 'amp', '&', 'diabetes']"
2021-11-22 20:22:18+00:00,1466140622570536970,"que bronca ver que tienen su uud, barraca, las guerras de bombuchas, TODO. la concha de tu madre covid",es,False,,"['la', 'tu', 'tienen', 'bronca', 'la', 'todo', 'de', 'concha', 'ver', 'madre', 'covid', 'que', 'uud', 'bombuchas', 'barraca', 'su', 'guerras']"
2021-11-22 20:22:18+00:00,1466140622469750785,"@embee_art Not many at all I don't think. Just wondered if people were stashing them for the odd time they might need to prove to someone they aren't all up in with the covid. 

I went and got 2. My child isn't vaxxed. Has a needle phobia. Needs to be sedated, hopefully first vax next week.",en,False,replied_to,"['phobia', 'think', 'someone', 'child', 'odd', 'need', 'stashing', 'vaxxed', 'art', 'hopefully', 'time', 'prove', 'got', 'people', 'week', '2', 'covid', 'wondered', 'next', 'first', 'might', 'needle', 'sedated', 'vax', 'went', 'many', 'need']"
2021-11-22 20:22:18+00:00,1466140621282979844,@carvareloso Medio el covid en el 2020 y hasta el sol de hoy gracias a dios mas nada empezando la pandemia,es,False,replied_to,"['nada', 'sol', 'hasta', 'la', 'empezando', '2020', 'pandemia', 'medio', 'covid', 'en', 'hoy', 'el', 'dios', 'ma', 'de', 'gracias']"
2021-11-22 20:22:18+00:00,1466140620431450121,Sólo le pido al COVID que no me de acceso a la bolsa de saldos de anestesia,es,False,,"['la', 'le', 'anestesia', 'al', 'pido', 'covid', 'que', 'bolsa', 'saldos', 'solo', 'acceso', 'de']"
2021-11-22 20:22:18+00:00,1466140620322492422,Cada vez se ponen mas creativos con las variantes del Covid .,es,False,,"['la', 'variantes', 'se', 'cada', 'vez', 'con', 'ponen', 'creativos', 'del', 'covid', 'ma']"
2021-11-22 20:22:18+00:00,1466140620280455174,"@AUC_MoussaFaki @_AfricanUnion @UNOSAA1 @UN @UN_Spokesperson How about you say something about #UAE warring on the #African in Ethiopia, Tigray. God Most High shall require much at the hands of those who call themselves leaders. The UAE and a host of country are exporting war to Africa but he speaks about...uh...COVID.",en,False,replied_to,"['country', 'spokesperson', 'ethiopia', 'warring', 'speaks', 'leader', 'uae', 'much', 'africanunion', '@', 'shall', 'uh', 'high', 'moussafaki', 'covid', 'tigray', 'require', 'god', 'call', 'say', 'host', 'africa', 'hand', 'war', 'exporting', 'something']"
2021-11-22 20:22:17+00:00,1466140619395457026,I'm guessing that the COVID is not such a big deal to the Democrats https://t.co/prS28qHLsf,en,False,quoted,"['guessing', 'big', 'covid', 'democrat', 'deal', 'I']"
2021-11-22 20:22:17+00:00,1466140619257090054,"@DonaldJTrumpJr Let’s start w securing the southern border.  This one act will reduce Covid, trafficking drugs and children.",en,False,replied_to,"['act', 'let', 'start', 'child', 'southern', 'reduce', 'covid', 'trafficking', 'border', 'one', 'securing', 'drug', 'u', 'w']"
2021-11-22 20:22:17+00:00,1466140619068391435,"U.S has identified its first case of the #OmicronVariant of COVID-19, health officials said on Wednesday, 1 December 2021.

The case was detected in a person in California, according to the Centers for Disease Control and Prevention.
#Omicron",en,False,replied_to,"['identified', 'center', 'december', 'health', 'according', 'wednesday', 'said', 'control', '2021', 'official', '1', 'detected', 'covid', '19', 'first', 'california', 'case', 'person', 'prevention', 'disease']"
2021-11-22 20:22:17+00:00,1466140618225340423,@Piruletadementa a lo mejor prefieres que tus alumnos sean unos antisociales obsesionados por el covid... por dios... espero que esos chavales algún día os hagan un buen bulling por adoctrinadores y sectarios.,es,False,replied_to,"['prefieres', 'mejor', 'chavales', 'alumnos', 'unos', 'algun', 'por', 'lo', 'adoctrinadores', 'buen', 'obsesionados', 'el', 'tus', 'antisociales', 'dia', 'esos', 'un', 'covid', 'que', 'sean', 'o', 'sectarios', 'bulling', 'espero', 'dios', 'hagan']"
2021-11-22 20:22:17+00:00,1466140618174996491,"@MatthewJKirkha1 @carlie_lgarvin Heart attacks didn't happen before the vaccine? Covid has greater evidence of myocarditis as a side effect, the vaccine has very rare prevalence of it as a side effect.",en,False,replied_to,"['attack', '?', 'happen', 'greater', 'prevalence', 'heart', 'vaccine', 'effect', 'myocarditis', 'covid', 'rare', 'lgarvin', 'side', 'evidence']"
2021-11-22 20:22:17+00:00,1466140617466077187,"@ElectionWiz I’m officially over people on the right that continue spreading propaganda about Covid . Ignore it, talking about it just helps them continue to control us.",en,False,replied_to,"['control', 'people', 'propaganda', 'ignore', 'right', 'talking', 'officially', 'spreading', 'covid', 'u', 'continue', 'I', 'help']"
2021-11-22 20:22:16+00:00,1466140614697918472,"Non abbiamo bisogno di un altro comitato che raccolga (presunti )dati certi e la qualunque sul Covid ,non certo uno istituito da #cacciari #ottoemezzo",it,False,,"['altro', 'uno', 'raccolga', 'da', 'non', 'dati', 'presunti', ')', 'un', 'che', '(', 'e', 'la', 'comitato', 'qualunque', 'covid', 'certi', 'sul', 'certo', 'abbiamo', 'bisogno', 'istituito', 'di']"
2021-11-22 20:22:16+00:00,1466140614513336321,Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,en,False,,"['tedros', 'smith', 'made', 'terrible', 'global', 'adhanom', 'tplf', 'africanunion', 'biden', '@', 'left', 'huge', 'out', 'pandemic', 'help', 'responsibility', 'giving', 'covid', '19', 'mr', 'choice', 'background', '!', 'amp', 'africa', 'admin', '&', 'gayle']"
2021-11-22 20:22:16+00:00,1466140614458761217,"@LexieSmooches @CBSNews I thought the same thing too..But, after reading the this article, I understand why these people were being charged… They decided to go to the ER instead of getting covid test at pharmacy, urgent care. ER is required to treat them, and charged fees for the so called treatment 😢",en,False,replied_to,"['understand', 'urgent', 'article', 'pharmacy', 'reading', 'treat', 'thought', 'er', 'charged', 'go', 'treatment', 'thing', 'people', 'covid', 'decided', 'fee', 'getting', 'called', 'care', 'required', 'test', 'instead']"
2021-11-22 20:22:16+00:00,1466140613926133770,"#skpoli 
@ryanmeili @AleanaYoung @nicolesarauer @WotherspoonT 
The people of #SK deserve to know where Federal Covid dollars were spent here https://t.co/MHvSVDc6Wu",en,False,quoted,"['people', 'know', 'dollar', 'spent', 'covid', 'deserve', 'federal']"
2021-11-22 20:22:16+00:00,1466140611610882049,https://t.co/Iq2Ce3x5vr,und,False,,[]
2021-11-22 20:22:15+00:00,1466140609861853191,https://t.co/WMKYwAAO9r,und,True,,[]
2021-11-22 20:22:15+00:00,1466140609719242753,"@OnkelBlogs Nun, lieber Michel, dann beschäftige Dich mal mit den Studien zur Übertragung von COVID durch Geimpfte!",de,False,replied_to,"['den', 'durch', 'dann', 'studien', 'mal', '!', 'michel', 'lieber', 'nun', 'von', 'mit', 'geimpfte', 'covid', 'zur', 'dich', 'beschaftige', 'ubertragung']"
2021-11-22 20:22:15+00:00,1466140608649515008,@JETFAN_LUCIFER @sebastianL20 @SantosR93017383 @TomPelissero https://t.co/g4ibnPQT9x,und,False,replied_to,['lucifer']
2021-11-22 20:22:15+00:00,1466140608532262933,https://t.co/m2TIDbSGbs,und,False,,[]
2021-11-22 20:22:15+00:00,1466140607596965898,"In light of the growth and spread of Covid 19, the club  AGM will, now, be held online on Thursday Dec 9th at 7:00pm (link to follow). Documentation will be forwarded to everyone in the next few days
It is vitally important that we have a full attendance so please make every efrt",en,False,,"['please', 'every', 'day', 'link', 'light', 'thursday', 'everyone', 'important', 'online', 'make', 'forwarded', '00pm', ')', 'efrt', 'club', '7', '(', 'agm', 'covid', '19', 'next', 'full', 'dec', 'growth', 'documentation', 'spread', 'held', 'vitally', 'attendance', 'follow', '9th']"
2021-11-22 20:22:14+00:00,1466140606766403584,"1st case of omicron COVID-19 variant identified in US, Dr. Fauci says

https://t.co/eWfvgKpPSl",en,False,,"['say', 'case', 'identified', 'omicron', 'dr', 'covid', '19', 'variant', '1st', 'fauci', 'u']"
2021-11-22 20:22:14+00:00,1466140604652568582,"@Marie_Shakti Le rire c'est la santé  !!!
Meilleur compte anti covid ici !",fr,False,replied_to,"['compte', 'rire', '!', 'anti', 'la', 'le', 'ici', 'covid', 'shakti', 'meilleur', 'sante', ""c'est""]"
2021-11-22 20:22:14+00:00,1466140604161839116,Covid vaccines = heart attacks all over the place now?,en,False,,"['attack', '?', 'heart', 'now', 'covid', '=', 'place', 'vaccine']"
2021-11-22 20:22:14+00:00,1466140604027609099,"@Bobebbop @AFP Survival isn’t the only determining factor for successful combat against Covid. There are amputations, o2 dependence, dysautonomic (misspelled) dysfunction and long Covid- not to mention healthcare capacity. Why refuse a vaccine but accept other medical care from same companies?",en,False,replied_to,"['?', 'capacity', 'dysautonomic', 'o2', 'medical', 'dysfunction', 'amputation', 'determining', 'healthcare', ')', 'combat', 'mention', 'survival', 'successful', '(', 'misspelled', 'long', 'accept', 'covid', 'company', 'vaccine', 'dependence', 'care', 'factor', 'refuse']"
2021-11-22 20:22:14+00:00,1466140603683639299,"@Karla_Delfoix Zit niet in het OMT

https://t.co/5SMnn5gk3d",nl,False,replied_to,"['het', 'niet', 'omt', 'delfoix', 'zit']"
2021-11-22 20:22:14+00:00,1466140603146670083,@StuMorrisonNZ @MutchJessica @JennaLynchNZ @nzlabour I’m surprised anyone in the Labour party has the awareness to talk about anyone other than covid.,en,False,replied_to,"['talk', 'party', 'anyone', 'awareness', 'covid', 'surprised', 'labour', 'I']"
2021-11-22 20:22:13+00:00,1466140603029377028,@npjackson123 @tnewtondunn Wear masks and have really bad COVID rates ..,en,False,replied_to,"['really', 'bad', 'covid', 'rate', 'wear', 'mask']"
2021-11-22 20:22:13+00:00,1466140602983059461,"コイツもヒトラーの親戚？

EU 欧州委員会委員長は、EU全体で義務付けられたCOVID-19ジャブを実施する時が来たと言います 
https://t.co/1Gv6cO2tJU https://t.co/SvidOi8f42",ja,True,,"['?', 'Wu', 'Fu', 'Chang', '19ziyabuwoShi', 'eu', 'Ou', 'gaLai', 'ha', 'koitsumohitoranoQin', 'Wei', 'Shi', 'tatoYan', 'imasu', 'Qi', 'Hui', 'Zhou', 'keraretacovid', 'deYi', 'Yuan', 'suruShi', 'Ti', 'euQuan']"
2021-11-22 20:22:13+00:00,1466140600433053696,"Seeing a lot of this in primary care. If you have symptoms a negative LFT does not rule out COVID, you must get a PCR test and isolate until you get the results. https://t.co/SxUpixkc5c",en,False,quoted,"['rule', 'get', 'must', 'lft', 'lot', 'negative', 'result', 'care', 'covid', 'seeing', 'isolate', 'test', 'pcr', 'symptom', 'primary']"
2021-11-22 20:22:13+00:00,1466140600307228672,@Morlah5 There were 708 cases of flu in 2019/20. Then Covid came and flu has not been heard of since. You can see all the reports on this page. https://t.co/AflVyNUKNA,en,False,replied_to,"['heard', 'page', 'came', 'case', 'flu', 'report', 'covid', 'since', '708', 'see', '2019/20']"
2021-11-22 20:22:13+00:00,1466140599699087360,"Wasn’t #PeppermintPattyCircleBackPsaki vaccinated? Didn’t she just get over a lengthy bout of COVID? #psaki can’t stop lying and covering up for the criminal she’s the mouthpiece for, #DementiaJoe. As always she blames Trump for #ChinaJoe’s screw ups.",en,False,,"['?', 'stop', 'not', 'always', 'covering', 'blame', ""'s"", 'get', 'ups', 'screw', 'mouthpiece', 'trump', 'covid', 'vaccinated', 'can', 'criminal', 'lengthy', 'bout', 'lying']"
2021-11-22 20:22:12+00:00,1466140598637895700,"@dajiyuan Epoch Times
Global response to Omicron spread, U.S. and Canada tighten travel regulations
As the Omicron #variant strain is causing global concern, the United States will impose stricter COVID-",en,False,replied_to,"['tighten', 'spread', 'omicron', 'canada', 'travel', 'strain', 'stricter', 'causing', 'concern', 'time', 'response', 'covid', 'state', 'global', 'epoch', 'united', 'impose', 'regulation']"
