lang,tweet_id,possibly_sensitive,created_at,text,type,clean_tweet
nl,1466155101370916868,False,2021-11-28 21:19:50+00:00,"🇪🇺 Ursula von der Leyen, voorzitter van de Europese Commissie, dringt aan op verplichte vaccinatie tegen COVID-19 in de hele EU.🤮🤮🤮 https://t.co/WhKyMnufDn",,"['covid', 'vaccinatie', 'von', 'hele', 'voorzitter', 'op', 'leyen', 'commissie', 'tegen', 'ursula', 'der', 'dringt', 'europese', 'eu', 'de', 'aan', 'verplichte', 'van', '19']"
en,1466155101345783821,False,2021-11-28 21:19:50+00:00,"@fordnation Mr. Premier. As of today, 82% of COVID cases in #OntarioHospitals are #unvaxxed. 88% of ICU patients. The numbers speak. Want Ontarians to stop the stupidity? Here's my suggestion. After Feb 1, 2022 unvaxxed are responsible for 100% of their health care costs.",,"['covid', '82', 'responsible', '2022', '?', '1', 'patient', 'care', 'suggestion', 'mr', 'speak', 'today', '100', 'health', 'cost', 'case', 'ontarians', 'stupidity', 'want', 'unvaxxed', 'number', 'icu', 'feb', 'premier', 'stop', '88', '%']"
en,1466155101307944960,False,2021-11-28 21:19:50+00:00,"Unpacking the revelation that Trump tested positive for Covid before he debated Biden, by @atrupar https://t.co/jDugKdujmI",,"['covid', 'debated', 'positive', 'unpacking', 'biden', 'trump', 'revelation', 'tested']"
it,1466155098791460866,False,2021-11-28 21:19:50+00:00,@MEcosocialista Collega stronzo con mascherina ondivaga tra subnasale e subdoppiomento: Covid preso. Gli sta bene,replied_to,"['subdoppiomento', 'covid', 'preso', 'mascherina', 'tra', 'con', 'sta', 'stronzo', 'bene', 'collega', 'e', 'subnasale', 'gli', 'ondivaga']"
es,1466155097960988687,False,2021-11-28 21:19:49+00:00,"#Colombia ➟ Este miércoles 1 de diciembre, se publicó y fue firmado por el presidente Iván Duque, el Decreto 1615 que indica que, los empleados públicos y servidores oficiales tendrán un día libre si completan su esquema de vacunación contra el covid-19 en diciembre. 🧵 https://t.co/iRNucdgNr7",,"['covid', 'publico', 'que', 'completan', 'el', 'ivan', 'su', '1', 'si', 'libre', 'por', 'se', 'un', 'este', 'duque', 'presidente', 'indica', 'servidores', 'miercoles', 'publicos', 'los', 'diciembre', 'dia', 'empleados', 'fue', 'decreto', 'esquema', 'de', 'firmado', 'oficiales', 'en', 'contra', 'tendran', '19', '1615', 'vacunacion']"
en,1466155096618803206,False,2021-11-28 21:19:49+00:00,i'm sick in bed from my covid booster talk to me,,"['covid', 'I', 'sick', 'talk', 'bed', 'booster']"
en,1466155096564281350,False,2021-11-28 21:19:49+00:00,Sooo tired of Covid.,,"['covid', 'sooo', 'tired']"
en,1466155096371253257,False,2021-11-28 21:19:49+00:00,"@krazyheartss @MSNBC @MaddowBlog Is Biden held accountable for the 100,000 more people who died from covid this year over last year?",replied_to,"['accountable', '100', 'covid', 'died', 'last', '000', '?', 'biden', 'held', 'year', 'people']"
en,1466155096333598730,False,2021-11-28 21:19:49+00:00,via @NYTimes Just an amazing simulation of COVID-19 using the world’s second largest supercomputer. https://t.co/eYROFgNSW5,,"['using', 'covid', 'via', 'simulation', 'supercomputer', 'amazing', 'largest', 'world', ""'s"", '19', 'second']"
en,1466155096023216128,False,2021-11-28 21:19:49+00:00,@JolyonMaugham What we need is a British version of Michael Moore to put all of this Johnson/covid/Brexit corruption into a movie for everyone to see a la Fahrenheit 9/11.,replied_to,"['put', 'johnson/covid/brexit', 'need', 'fahrenheit', 'corruption', 'everyone', 'la', 'moore', 'movie', '9/11', 'british', 'version', 'michael', 'see']"
lv,1466155095293411341,False,2021-11-28 21:19:49+00:00,"@DusmigaisT Ahhh, es biju uz Elpu pagājušajā gadā vasarā, kad tikko pēc pirmā COVID viļņa atļāva izrādēm notikt. Man ļoti patika. Noraudājos briesmīgi, izrāva sirdi ārā. ❤️",replied_to,"['vasara', 'biju', 'kad', 'pirma', 'covid', 'man', 'notikt', 'ara', 'ahhh', 'sirdi', 'noraudajos', 'patika', 'briesmigi', 'loti', 'gada', 'pagajusaja', 'izrava', 'atlava', 'elpu', 'tikko', 'vilna', 'uz', 'pec', 'izradem', 'e']"
fr,1466155094743920644,False,2021-11-28 21:19:49+00:00,"@PhilQCRod Écoute, j’ai travaillé à l’hospitalises, au début du COVID j’ai fait changer mes pneus, le garagiste m’a reçu avec sons équipement de soudeur plus des masques en dessous de son masque, il me trouvait débile de travail à l’hôpital.",replied_to,"['de', 'covid', 'fait', 'son', 'debut', 'garagiste', 'recu', 'trouvait', 'a', 'me', 'm', 'pneus', ""'"", 'debile', 'avec', 'dessous', 'travaille', 'son', 'changer', 'travail', 'plus', 'masque', 'soudeur', ""l'hopital"", 'du', ""j'ai"", 'de', 'le', 'ecoute', 'equipement', 'en', 'il', 'masque', 'au', ""l'hospitalises""]"
en,1466155093993177094,False,2021-11-28 21:19:48+00:00,@GaryBateman1 @sir_frankuk Do you have proof it’s directly linked to the COVID vaccine?,replied_to,"['linked', 'covid', '?', 'vaccine', 'proof', 'frankuk', 'directly']"
en,1466155093728927754,False,2021-11-28 21:19:48+00:00,"@jonnyjkyle @_WillPenning @PoliticsForAlI Guess you want to read this: “White House chief medical advisor Dr. Anthony Fauci said the individual, who was fully vaccinated”

https://t.co/bbfN9tRiTe",replied_to,"['guess', 'medical', 'advisor', '@', 'willpenning', 'read', 'fauci', 'house', 'vaccinated', 'individual', 'anthony', 'dr', 'fully', 'want', 'said', 'chief', 'white']"
en,1466155091887415296,False,2021-11-28 21:19:48+00:00,@jmbeam59 @eustace_r @MeghanMcCain And secretly dropping them off in red states to bring up the covid numbers. And new voters so they can steal red states too.,replied_to,"['covid', 'steal', 'r', 'bring', 'voter', 'dropping', 'new', 'secretly', 'red', 'number', 'state']"
en,1466155091665113088,False,2021-11-28 21:19:48+00:00,@StephenKing I know it’s cliche but God protects them from Covid but somehow he isn’t good enough to keep them safe without a gun,replied_to,"['keep', 'covid', 'good', 'somehow', 'gun', 'safe', 'protects', 'enough', 'god', 'without', 'cliche', 'know']"
en,1466155090377527296,False,2021-11-28 21:19:48+00:00,"@hannahwheels1 Also, I thought Q news considers covid a hoax? But you’re saying they are inflating case numbers 🧐

I really can’t keep up with these partisan agendas",replied_to,"['case', 'really', 'keep', 'thought', 'covid', 'q', 'agenda', 'news', 'also', '?', 'not', 'hoax', 'considers', 'partisan', 'inflating', 'number', 'saying', 'can']"
en,1466155090335739911,False,2021-11-28 21:19:48+00:00,If I get one more email about a fuckin booster shot Imma boost deez nuts in someone’s mouth. I’ve had Covid and I’m vaxxed enough of the fuckin Bull shit. Liberal ass pussies suck.,,"['covid', 'shot', 'get', 'booster', 'one', 'shit', 'liberal', 'boost', 'fuckin', 'bull', 'someone', 'imma', 'mouth', 'suck', 'vaxxed', 'deez', 'nut', 'as', 'email', 'I', 'enough', 'pussy']"
en,1466155089702309900,False,2021-11-28 21:19:47+00:00,"@QueenPetty1995 @B_ridgette96 Flu shots are recommended every year to protect against mutations, as every year is different. I think that’s the goal with the covid boosters. 😅 to stay ahead/ try to get ahead of the mutations. Buuuuut I’m not a scientist 🤪",replied_to,"['covid', 'ridgette96', 'mutation', 'flu', 'get', 'protect', 'scientist', 'different', 'shot', 'ahead', 'recommended', 'booster', 'every', 'year', 'try', 'think', 'buuuuut', 'I', 'goal', 'stay', 'ahead/']"
pt,1466155089278742535,False,2021-11-28 21:19:47+00:00,"@AlexRodrigues88 @jlzasso @jocimar_moreira @claradangelof @OGloboPolitica Luciano Hang, o cara que tem um video falando abertamente contra a acessibilidade de deficientes em suas lojas e usou a própria mãe de experimento pra cloroquina. Ela morreu e ele divulgou que foi pq ela não tomou o kit covid.

Tá aí um cara bizarro.",replied_to,"['covid', 'que', 'foi', 'morreu', 'ai', 'e', 'divulgou', 'luciano', 'deficientes', 'cara', 'pq', 'falando', 'moreira', 'abertamente', 'um', 'hang', 'kit', 'video', 'tem', 'ela', 'lojas', 'mae', 'pra', 'ele', 'nao', 'acessibilidade', 'cloroquina', 'de', 'ta', 'contra', 'experimento', 'tomou', 'suas', 'usou', 'bizarro', 'propria']"
pt,1466155089001918465,False,2021-11-28 21:19:47+00:00,"https://t.co/7tdQbBwPSW 
*Mais de 21 milhões de pessoas já se recuperaram da Covid-19; Média móvel de novos casos é de 8.966 nos últimos 7 dias*",,"['covid', 'milhoes', '*', 'e', 'mais', 'pessoas', 'se', 'casos', 'recuperaram', 'movel', '966', 'medium', 'ultimos', 'ja', 'da', '21', 'no', 'dia', 'novos', 'de', '19', '7', '8']"
en,1466155088985169923,False,2021-11-28 21:19:47+00:00,"All these sudden medical emergencies in stadiums, unheard of all these years. Watch the conspiracists now link the Covid vaccine to these incidents 🤷🏻‍♂️🦠💉",,"['medical', 'year', 'covid', 'stadium', 'conspiracists', 'sudden', 'unheard', 'vaccine', 'watch', 'link', 'emergency', 'incident']"
en,1466155088687386633,False,2021-11-28 21:19:47+00:00,"@Surgeon_General Important articles regarding these novel non-sterilising drugs:

1/Why are we vaccinating children?

https://t.co/jtT8Bov72q

https://t.co/0SgzUkzXmy

https://t.co/GWh1aisdxu

2/Is there access to the data?
   How can we know the harms?  

https://t.co/VZ02SRZDsq https://t.co/N3pFGwov4c",quoted,"['harm', '1/why', 'general', 'sterilising', 'non', 'data', 'vaccinating', 'novel', 'regarding', '?', '2/is', 'access', 'article', 'drug', 'important', 'know', 'child']"
en,1466155088498548748,False,2021-11-28 21:19:47+00:00,@DebraMessing Not at all surprising. The man who knowingly exposed others to Covid is an absolute disgrace and an unmitigated bastard. #lockhimup,replied_to,"['covid', 'man', 'absolute', 'surprising', 'exposed', 'bastard', 'unmitigated', 'knowingly', 'others', 'disgrace']"
nl,1466155087756152834,False,2021-11-28 21:19:47+00:00,Waarom kinderen vaccineren tegen covid geen nut heeft en zelfs gevaarlijk is (video) https://t.co/SE4Gyrf5jb,,"['covid', 'kinderen', 'heeft', 'geen', 'en', 'vaccineren', 'zelfs', 'video', ')', 'waarom', 'gevaarlijk', 'tegen', '(', 'nut']"
en,1466155087483580417,False,2021-11-28 21:19:47+00:00,"@NedLamont - yet another disgraceful governor pushing the mainstream faux agenda. All sane people need to vacate CT before it collapses under the weight of its idiot politicians!

https://t.co/PLb5cqAsG2",,"['vacate', 'governor', 'faux', 'need', 'another', 'politician', 'sane', 'ct', '!', 'collapse', 'disgraceful', 'yet', 'mainstream', 'weight', 'pushing', 'agenda', 'idiot', 'people']"
en,1466155087454167049,False,2021-11-28 21:19:47+00:00,@_Brian_Hunter @bbclaurak If she was there she broke Covid rules @KayBurley was suspended for 6 months for a lesser offence.,replied_to,"['lesser', 'rule', 'covid', '@', 'brian', 'month', 'offence', 'suspended', 'hunter', '6', 'broke']"
en,1466155085088673799,False,2021-11-28 21:19:46+00:00,"@CompetencyIsKey @DanielVyper @JackPosobiec @PressSec @JoeBiden Your assumption "" bigger pool of people spreading the virus"" is flawed!  

There are more people who took the vaccine in the US than 1 year ago .. but more people are dying in 11 months  under Biden's presidency of covid that 4 years under Trump!",replied_to,"['covid', '4', '1', 'took', 'assumption', 'people', 'year', 'bigger', 'spreading', 'pool', 'virus', '11', 'presidency', 'ago', '!', 'vaccine', ""'s"", 'biden', 'year', 'trump', 'dying', 'month', 'flawed', 'u']"
en,1466155084769685505,False,2021-11-28 21:19:46+00:00,"MT CORONAVIRUS UPDATE: Montana state health officials report 191,593 total cases of COVID-19 for Wednesday, Dec. 1, 2021. 2,722 people have died of the virus. https://t.co/52Z3csNAwT",,"['191', 'covid', 'died', 'report', '1', '2', 'people', 'wednesday', 'virus', 'state', 'update', 'health', 'case', 'montana', 'mt', 'coronavirus', '2021', '722', 'dec', '593', 'total', '19', 'official']"
en,1466155084501377027,False,2021-11-28 21:19:46+00:00,"@jsparklin27 @charliekirk11 I had Covid and didn’t require hospitalization and I’m not dead soooo... why do I need a shot? 

Also, I acquired a leaky heart valve from a medication from a brain tumor I’ve had for 15 years... big pharma has done enough to me. I’m not risking additional heart damages.",replied_to,"['covid', 'additional', 'also', 'damage', 'dead', 'acquired', '?', 'shot', 'pharma', '15', 'soooo', 'year', 'hospitalization', 'require', 'big', 'medication', 'valve', 'risking', 'tumor', 'brain', 'done', 'need', 'leaky', 'I', 'heart', 'enough']"
en,1466155084325163009,False,2021-11-28 21:19:46+00:00,Anti-COVID-19 clinical trial under way in western Cuba https://t.co/MrWPtcoeii https://t.co/hVGK2UW6M2,,"['cuba', 'covid', 'clinical', 'anti', 'trial', '19', 'western', 'way']"
en,1466155084107194369,False,2021-11-28 21:19:46+00:00,The district is skeptical that this would help students and teachers recover from the burnout caused by 18 months of distance learning during COVID pandemic,,"['covid', 'pandemic', 'skeptical', 'distance', 'recover', 'student', 'help', 'caused', 'month', 'district', 'would', 'teacher', 'learning', '18', 'burnout']"
en,1466155083540971524,False,2021-11-28 21:19:46+00:00,@KingJames Sources have told me that Bron doesn’t have covid. League trying to keep bron out of the playoffs.,replied_to,"['keep', 'covid', 'told', 'trying', 'source', 'playoff', 'league', 'bron']"
en,1466155082643349511,False,2021-11-28 21:19:46+00:00,"#LeBronJames cryin on the phone to Joe Rogan wanting COVID advice. 
Rogan keeps deleting the voice mails, but he did send him a box of Kleenex and a box of tampons.",,"['covid', 'kleenex', 'wanting', 'phone', 'send', 'box', 'advice', 'voice', 'rogan', 'joe', 'deleting', 'tampon', 'cryin', 'mail', 'keep']"
en,1466155081372512264,False,2021-11-28 21:19:45+00:00,"Warning: This is an extremely distressing read. I hugged my own boys a bit tighter tonight. Please find a few £££ for @NSPCC this Christmas, for kids like this poor lad. https://t.co/ExwGNa55GP",,"['christmas', 'kid', 'read', 'hugged', 'warning', 'boy', 'please', 'find', 'poor', 'like', 'extremely', 'bit', 'PSPSPS', 'lad', 'tonight', 'tighter', 'distressing']"
en,1466155080848228356,False,2021-11-28 21:19:45+00:00,@MMeatloaf7 Wel today was a different kind of day .. Cold War tensions and Covid fud .,replied_to,"['covid', 'day', 'war', 'fud', 'wel', 'cold', 'tension', 'kind', 'today', 'different']"
en,1466155080151756803,False,2021-11-28 21:19:45+00:00,"@EDHCal @redsteeze In terms of mortality rate, it is. It just spreads faster. In fact, there are many other common infections and viruses than cause death in people 0-19 at a higher rate than covid.",replied_to,"['infection', 'virus', 'covid', 'faster', 'spread', 'rate', 'common', 'term', 'mortality', '19', 'higher', 'many', 'fact', '0', 'death', 'people']"
en,1466155079707226113,False,2021-11-28 21:19:45+00:00,@WeddingPhots @PedersenJenny7 @DrHirschfield Remember when one death from covid was too many? How many deaths from the vaccines are too many? Pfizer’s first set of reports are out now and there was 1227 deaths reported in the first month from their vax. https://t.co/720vZkgcnN,replied_to,"['vaccine', 'covid', 'one', '1227', 'first', 'report', 'remember', '?', 'vax', 'set', ""'s"", 'reported', 'many', 'pfizer', 'month', 'death', 'death']"
und,1466155079447154690,False,2021-11-28 21:19:45+00:00,@covid_parent 😂😂😂,replied_to,['parent']
en,1466155079266930693,False,2021-11-28 21:19:45+00:00,@rudonus1 @stokieadam @talkRADIO covered up with covid. They’ve added heart attacks to the covid symptoms. Convenient isn’t it?,replied_to,"['covid', 'heart', 'attack', 'covered', '?', 'symptom', 'it', 'added', 'convenient']"
es,1466155076792340481,False,2021-11-28 21:19:44+00:00,"https://t.co/pLBVtQ5e84
¿Es justo y legal obligar a la vacunación anti-COVID-19?
Hacerse preguntas sobre su seguridad y la obligación de aceptarla no es ser “antivacuna” o “anticiencia”, es ser prosentido común y prológica”
Me puse, con la información que tenía, 2 dosis de Pfizer",replied_to,"['covid', 'obligacion', 'obligar', 'que', 'dosis', 'seguridad', '?', 'su', '2', 'la', 'hacerse', 'sobre', 'anticiencia', 'antivacuna', 'anti', 'aceptarla', 'prosentido', 'con', 'vacunacion', 'informacion', 'justo', 'comun', 'de', 'tenia', 'prologica', 'legal', '19', 'ser', 'e', 'pfizer', 'puse', 'preguntas']"
en,1466155076712636417,False,2021-11-28 21:19:44+00:00,Anti-vaccine Christian broadcaster Marcus Lamb dies after Covid battle https://t.co/cUnAk4eu0V via @nbcnews,,"['broadcaster', 'covid', 'anti', 'dy', 'christian', 'vaccine', 'marcus', 'battle', 'lamb']"
en,1466155076209238018,False,2021-11-28 21:19:44+00:00,"I suggest a real vaxthe pneumonia vax, which has been around for years &amp; given to surgery patientsto stop the pneumonia while recovering. Covid doesn’t kill, the untreated bacterial respiratory infections do. Or Levaquin for bronchitis &amp; Doxycycline for pneumonia. https://t.co/SrzVG8c879",quoted,"['covid', '&', 'respiratory', 'year', 'real', 'given', 'amp', 'vaxthe', 'suggest', 'bronchitis', 'recovering', 'pneumonia', 'infection', 'doxycycline', 'untreated', 'levaquin', 'surgery', 'vax', 'around', 'kill', 'bacterial', 'patientsto', 'stop']"
en,1466155075697532944,False,2021-11-28 21:19:44+00:00,I actually think that the 80/20 principle would be a pretty good rule of thumb for general COVID policy.,,"['think', 'rule', 'covid', 'general', 'good', 'actually', 'thumb', 'would', 'policy', 'principle', '80/20', 'pretty']"
en,1466155074594476036,False,2021-11-28 21:19:44+00:00,@THEbellajewels @FCBBenji @mellamodev @barcacenler I actually hope you get seriously ill from covid just so you can finally realise how much shit you’ve been chatting. Nobody in power gives a fuck about you Tracey you’re not special,replied_to,"['power', 'ill', 'covid', 'give', 'finally', 'special', 'hope', 'seriously', 'shit', 'nobody', 'actually', 'fuck', 'tracey', 'chatting', 'realise', 'get', 'much']"
en,1466155074581893128,False,2021-11-28 21:19:44+00:00,Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,,"['terrible', 'covid', '@', 'smith', '&', 'tplf', 'responsibility', 'global', 'gayle', 'left', 'background', 'admin', 'huge', 'africanunion', 'amp', 'choice', 'tedros', 'pandemic', '!', 'adhanom', 'help', 'out', 'biden', 'africa', 'mr', '19', 'giving', 'made']"
nl,1466155073763958784,False,2021-11-28 21:19:44+00:00,"@beagel67 @dancalegria @YarnoRitzen Klopt, er staan meer.landen genoemd die volgens die website wel ivm toestaan, maar in werkelijkheid dat niet (meer) doen. Zoals India: 
 https://t.co/shigsuhw19
Over czech kan ik zo snel op het www geen officiële info vinden",replied_to,"['snel', 'zo', 'het', 'www', 'landen', 'info', 'die', 'werkelijkheid', 'dat', 'ik', 'meer', 'klopt', 'op', 'toestaan', 'india', 'geen', 'wel', 'er', 'zoals', 'vinden', 'niet', 'doen', 'maar', 'czech', 'volgens', 'genoemd', 'ivm', 'officiele', ')', '(', 'staan', 'website', 'kan']"
en,1466155073617149952,False,2021-11-28 21:19:44+00:00,@MicahPollak I know nothing of hospitals but can say local pharmacies are filling huge amounts of prescriptions &amp; doing non stop covid tests. Way more so then a typical week after a holiday. Reminds me of Dec 2019.,replied_to,"['covid', '&', 'non', 'prescription', 'reminds', 'huge', 'week', 'filling', 'amp', 'hospital', 'way', 'test', 'nothing', 'pharmacy', 'local', 'holiday', '2019', 'amount', 'dec', 'typical', 'stop', 'say', 'know']"
en,1466155073147445254,False,2021-11-28 21:19:43+00:00,@FoxNews We already know the truth . NIH admitted Fauci’s CDC funded Wuhan lab gain of function research. Fauci has for decades supported gain of function research. Wuhan lab reported progress to him. This produced COVID. Truth is truth.,replied_to,"['covid', 'lab', 'already', 'nih', 'progress', 'truth', 'produced', 'funded', 'reported', 'decade', 'function', 'supported', ""'s"", 'cdc', 'admitted', 'fauci', 'wuhan', 'research', 'gain', 'know']"
en,1466155073009074187,False,2021-11-28 21:19:43+00:00,Anybody else wanna guess that Covid will be blamed for the football ground emergencies,,"['guess', 'covid', 'football', 'ground', 'blamed', 'want', 'anybody', 'emergency', 'else']"
en,1466155072438640646,False,2021-11-28 21:19:43+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/YrSmPJ0b4Z",,"['covid', 'since', '164', 'case', 'indiana', 'january', 'reported', '19', 'new', '6']"
en,1466155072367247366,False,2021-11-28 21:19:43+00:00,HIV diagnoses dropped by 24% during COVID pandemic - report https://t.co/2tMZoHaOwP,,"['diagnosis', 'covid', 'pandemic', 'hiv', 'report', '%', 'dropped', '24']"
en,1466155071025127428,False,2021-11-28 21:19:43+00:00,"@Breaking911 😂 Madam Psaki spreading some misinformation there. Boy does she look like a wanker! Biden said he had a plan to beat covid⌛️
3 Vaccines - Operation Warp Speed",replied_to,"['covid', 'wanker', 'like', 'vaccine', 'spreading', 'misinformation', 'warp', 'plan', 'madam', 'operation', '!', '3', 'speed', 'boy', 'biden', 'beat', 'psaki', 'look', 'said']"
en,1466155069401972748,False,2021-11-28 21:19:43+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/CE1jEGUPbE",,"['covid', 'since', '164', 'case', 'indiana', 'january', 'reported', '19', 'new', '6']"
en,1466155067220889601,False,2021-11-28 21:19:42+00:00,"So in the past 2 days it's revealed:
- Trump had Covid before his debate with Biden but said nothing
- Trump was introduced to one of Epstein's victims -- a 14 year old girl -- by Epstein
- Trump made calls day before Jan 6th attempting to stop Biden's win
Cover THAT, @maggieNYT",,"['introduced', 'covid', 'victim', 'jan', 'call', '2', 'win', 'girl', 'one', 'day', 'old', '14', 'cover', 'past', 'debate', 'nothing', ""'s"", 'biden', 'year', '6th', 'trump', 'revealed', 'day', 'stop', 'attempting', 'said', 'epstein', 'made']"
en,1466155065811652612,False,2021-11-28 21:19:42+00:00,World AIDS Day: Fight against HIV being forgotten amid COVID pandemic https://t.co/Iv2fEGcm1q,,"['amid', 'covid', 'aid', 'pandemic', 'day', 'fight', 'hiv', 'forgotten', 'world']"
pt,1466155065102802946,False,2021-11-28 21:19:42+00:00,Evento do @mcti  promove a popularização da ciência e tecnologia aos brasileiros! A EMBRAPII marca presença para apresentar soluções apoiadas no combate à COVID-19. Inscreva-se: https://t.co/ZysFpGaRfQ https://t.co/K206ymxhwg,,"['presenca', 'covid', 'e', 'evento', 'se', 'solucoes', 'apoiadas', 'brasileiros', 'embrapii', 'popularizacao', '!', 'da', 'marca', 'apresentar', 'combate', 'tecnologia', 'para', 'aos', 'promove', 'ciencia', 'inscreva', '19']"
es,1466155063374667779,False,2021-11-28 21:19:41+00:00,@ServicioTM 11-59387 reembolso por covid-19  evento panteón rococó,replied_to,"['covid', 'por', 'rococo', 'evento', '11', 'panteon', '59387', 'reembolso', '19']"
en,1466155062862893057,False,2021-11-28 21:19:41+00:00,a covid vaxx repair protocol https://t.co/7Bo1WivCQV,,"['protocol', 'covid', 'repair', 'vaxx']"
en,1466155061990641665,False,2021-11-28 21:19:41+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/7z3okeg1t3",,"['covid', 'since', '164', 'case', 'indiana', 'january', 'reported', '19', 'new', '6']"
fr,1466155061814468613,False,2021-11-28 21:19:41+00:00,"Plus de migrations internationales malgré le Covid
Le France ne contrôle pas l'immigration légale ou illégale. Pour la bonne forme ferme certaines destinations, mais les migrants arrivent toujours plus nombreux chez nous et en Europe. Pourquoi ? Le covid n'est il pas mortel ? https://t.co/Any1PEYP2p",,"['destination', 'nombreux', 'covid', ""n'est"", 'chez', 'forme', 'ne', '?', 'illegale', 'nous', 'certaines', 'pour', 'mais', 'migrant', 'arrivent', 'le', 'internationale', 'malgre', 'la', 'et', 'migration', 'ou', 'controle', 'ferme', ""l'immigration"", 'plus', 'toujours', 'pa', 'bonne', 'de', 'le', 'en', 'il', 'pourquoi', 'mortel', 'legale', 'europe', 'france']"
en,1466155061248200711,False,2021-11-28 21:19:41+00:00,@Ally_Sammarco Did you not see that he tested NEGATIVE with a more reliable test. Dear Lord. People are freaking out over nothing. President Trump did not knowingly expose anyone to Covid.,replied_to,"['nothing', 'covid', 'reliable', 'people', 'test', 'negative', 'dear', 'expose', 'knowingly', 'see', 'lord', 'freaking', 'trump', 'anyone', 'sammarco', 'tested', 'president']"
en,1466155060761489408,False,2021-11-28 21:19:40+00:00,"@519bill @gosrats @flappyphil @TroyWestwood The Flu is the context.  99.4% makes it sound like COVID is a nothing burger, but without the context of what normal disease range fatality wise it's meaningless.

We don't need to vaccinate our way out.  We just need to vaccinate to the point that the health system can manage.",replied_to,"['covid', 'system', 'flu', 'meaningless', 'manage', 'normal', '4', '99', 'range', 'without', 'like', 'context', 'make', 'way', 'nothing', 'point', 'health', 'vaccinate', 'fatality', 'need', 'wise', 'burger', 'disease', 'sound', '%']"
en,1466155060233048065,False,2021-11-28 21:19:40+00:00,@POTUS Just like Dems used covid to win and were happy about it 🤷🏿‍♀,replied_to,"['happy', 'covid', 'used', 'dems', 'win', 'like']"
en,1466155060019220483,False,2021-11-28 21:19:40+00:00,@realTuckFrumper Karma was smarter than him. COVID was too. 🙄,replied_to,"['covid', 'smarter', 'karma']"
en,1466155059037806593,False,2021-11-28 21:19:40+00:00,Shoulda never got that covid vaccine from ihop,,"['covid', 'shoulda', 'vaccine', 'got', 'ihop', 'never']"
en,1466155058916204550,False,2021-11-28 21:19:40+00:00,"6,164 new COVID-19 cases reported in Indiana, most since January https://t.co/GINaDYsi6a",,"['covid', 'since', '164', 'case', 'indiana', 'january', 'reported', '19', 'new', '6']"
es,1466155058278674434,False,2021-11-28 21:19:40+00:00,Un gato se acercó a un lugar en donde estaban haciendo pruebas de Covid y el trabajador fingió hacerle un hisopado. https://t.co/Gg5L5evhyo,,"['covid', 'trabajador', 'de', 'hisopado', 'se', 'un', 'lugar', 'gato', 'en', 'pruebas', 'el', 'haciendo', 'donde', 'fingio', 'acerco', 'estaban', 'hacerle']"
en,1466155058136068096,False,2021-11-28 21:19:40+00:00,@jatheybennett Do you have proof it’s directly linked to the COVID vaccine?,replied_to,"['linked', 'covid', '?', 'vaccine', 'proof', 'directly']"
pt,1466155057603350528,False,2021-11-28 21:19:40+00:00,Eu to desistindo já de ter uma vida sem mutações de covid https://t.co/EaNMQmcycb,quoted,"['eu', 'covid', 'de', 'desistindo', 'ter', 'uma', 'ja', 'vida', 'mutacoes', 'sem']"
en,1466155056034508804,False,2021-11-28 21:19:39+00:00,"The Guardian: Trump tested positive for Covid-19 ahead of 2020 debate with Biden

https://t.co/FcuYLDKhZC",,"['debate', 'covid', 'guardian', 'positive', 'ahead', '19', 'biden', 'trump', '2020', 'tested']"
fr,1466155055837589506,False,2021-11-28 21:19:39+00:00,"@moreau1_quentin @X345__ @T_Gamard @igormedvedovtch @Babe_Bbage @CancellerBot Ben par chez moi au moins y'a toujours le menu végétarien qui est proposé. En plus de l'entrée dans la thèse au début du covid ça a correspondu grosso modo au moment où je faisais le végétarisme, alors c'était easy peasy réglé.",replied_to,"['moins', 'dans', 'covid', 'vegetarisme', 'chez', 'modo', 'debut', 'menu', 'je', 'correspondu', 'a', 'ben', 'moi', 'qui', 'alors', ""'"", 'quentin', 'la', 'grosso', 'ou', 'ca', ""c'etait"", 'peasy', 'plus', 'est', ""l'entree"", 'vegetarien', 'toujours', 'moment', 'easy', 'du', 'de', 'le', 'gamard', 'en', 'propose', 'faisais', 'bbage', 'par', 'au', 'y', 'regle']"
es,1466155055715741696,False,2021-11-28 21:19:39+00:00,atole sin chocolate rocio.  puro atole y exposición al virus de covid 19.  es un ejercicio de adulacion en boca propia de #elcacas. https://t.co/rSrMOR9aQf,quoted,"['rocio', 'virus', 'covid', 'de', 'boca', 'adulacion', 'chocolate', 'un', 'en', 'ejercicio', 'al', 'puro', 'propia', '19', 'sin', 'e', 'exposicion', 'atole']"
