possibly_sensitive,lang,tweet_id,text,created_at,type,clean_tweet
False,en,1466159943938052096,.@POTUS @BorisJohnson @emmanuelmacron @palazzo_chigi @EUCouncil @RegSprecher @JPN_PMO @JustinTrudeau the 🌍 needs #COVID vaccine access now. Step up to ensure #VaccineJustice for all by sharing all promised doses through COVAX by the end of 2021. https://t.co/GiFRrX76Yy,2021-11-29 21:39:05+00:00,,"['end', 'promised', 'ensure', 'vaccine', 'chigi', 'covax', 'pmo', '2021', 'access', 'dos', 'step', 'sharing', 'need']"
False,ca,1466159943715852288,El Covid cada 3 meses https://t.co/tSCagOSno2,2021-11-29 21:39:05+00:00,,"['el', 'cada', 'covid', '3', 'me']"
False,en,1466159943552225282,"@Livebythecreed5 @Burkie716 @RepSwalwell It may lesson symptoms. Vaxxed people die as well. It's unfortunate vaxxed or unvaxxed, all are literal victims. These diseases are not occuring naturally. No taste and smell, symptom of EBOLA. But why the average American does not know that, nor understand what COVID really is.",2021-11-29 21:39:05+00:00,replied_to,"['occuring', 'american', 'smell', 'really', 'may', 'ebola', 'unfortunate', 'lesson', 'taste', 'symptom', 'know', 'average', 'vaxxed', 'disease', 'unvaxxed', 'naturally', 'understand', 'symptom', 'victim', 'people', 'die', 'well', 'literal', 'covid']"
False,en,1466159943057383439,Four move local COVID-19 deaths — and more than 400 new cases — have been reported by the Vermilion County Health Department this week. https://t.co/8yB65JZrMm,2021-11-29 21:39:05+00:00,,"['health', 'move', '19', 'week', 'four', 'death', 'reported', 'covid', 'case', 'vermilion', 'county', '400', 'department', 'local', 'new']"
False,es,1466159940754624533,Inyección financiera para empresas y trabajadores en primera línea de la lucha contra la Covid–19 en Bulgaria https://t.co/JtmLGLZLYb,2021-11-29 21:39:04+00:00,,"['inyeccion', 'financiera', 'para', 'en', 'lucha', 'trabajadores', 'primera', '19', 'la', 'de', 'bulgaria', 'covid', 'empresas', 'contra', 'linea']"
False,pt,1466159940582752259,@cherrkyoin o covid se propagando,2021-11-29 21:39:04+00:00,replied_to,"['se', 'covid', 'propagando']"
False,en,1466159940431761408,idk if one headline can completely define a person but this comes pretty close https://t.co/JZpoLPzevk,2021-11-29 21:39:04+00:00,,"['come', 'one', 'pretty', 'headline', 'completely', 'close', 'idk', 'person', 'define']"
False,en,1466159939789983750,"Nothing I have seen or read has shown me that #Omicron covid is any worse than other strains.

So why the sudden hysteria??",2021-11-29 21:39:04+00:00,,"['strain', 'read', 'sudden', 'seen', 'worse', 'hysteria', 'covid', 'nothing', 'shown', '?']"
False,pt,1466159939458670597,"@camposmello So faltou dizer ""forca COVID"". Infelizmente nao temos jornalismo. Analise¿ Ideia¿ Nao por aqui. Jornalismo preguicoso¿ Sim, nos temos👆",2021-11-29 21:39:04+00:00,replied_to,"['ideia', 'aqui', 'nao', 'infelizmente', 'dizer', 'faltou', 'temos', 'sim', 'no', 'forca', 'covid', 'jornalismo', 'preguicoso', '?', 'por', 'analise']"
False,en,1466159938414301186,@DearAuntCrabby We will beat Covid one way or another.,2021-11-29 21:39:03+00:00,replied_to,"['beat', 'way', 'one', 'covid', 'another']"
False,en,1466159938007359490,"@Kamran_Yousaf @MiftahIsmail World did not have covid, lockdown, shutdown in last 100 years.

World was not in life saving mode in last 100 years.",2021-11-29 21:39:03+00:00,replied_to,"['year', 'yousaf', 'shutdown', 'lockdown', 'world', 'life', '100', 'covid', 'last', 'mode', 'saving']"
False,en,1466159937541844995,5G may not give you covid but fucking hell the masts give you eye cancer,2021-11-29 21:39:03+00:00,,"['fucking', 'give', 'mast', 'hell', 'cancer', 'covid', 'may', '5g', 'eye']"
False,pt,1466159937030139908,@thurbantes quem tem covid está covidado,2021-11-29 21:39:03+00:00,replied_to,"['tem', 'quem', 'covidado', 'covid', 'esta']"
False,en,1466159935272718351,i miss summer holidays before the covid,2021-11-29 21:39:03+00:00,,"['covid', 'summer', 'holiday', 'miss']"
False,en,1466159934446444551,Leading scorer Souley Boum returns to practice today. Was in Covid protocol. Aggies at Miners Fri night. Televised on @KFOX14 at 6pm.  @BucketsForSale_ @CBS4Local @UTEPMBB https://t.co/zp81dPzM48,2021-11-29 21:39:02+00:00,,"['aggies', 'practice', 'televised', 'fri', 'boum', 'night', 'souley', 'return', '6pm', 'scorer', 'covid', 'today', 'miner', 'protocol', 'leading']"
False,en,1466159933477502978,"Health officials will “assume the worst” about the Omicron variant until more information is…
#Covid19 #Nphet #Covid #News #Holohan https://t.co/PtP6rzlTHo",2021-11-29 21:39:02+00:00,,"['official', 'assume', 'information', 'variant', 'health', 'omicron', 'worst']"
False,en,1466159932739407873,"The omicron variant was found in 74% of the 249 Covid-19 samples that were gene sequenced in South Africa in November, the NICD says https://t.co/QQGERLrIsl",2021-11-29 21:39:02+00:00,,"['november', '74', 'say', 'sequenced', '19', '%', 'gene', 'south', 'nicd', 'variant', 'covid', 'sample', 'found', '249', 'africa', 'omicron']"
False,en,1466159932722618377,"Moderna falls after losing an appeal of a patent ruling involving a rival’s drug-delivery technology, which could make its Covid-19 vaccine vulnerable to infringement suits https://t.co/1xEMqBvYu3",2021-11-29 21:39:02+00:00,,"['make', 'vaccine', 'fall', 'involving', 'technology', ""'s"", 'suit', 'patent', 'infringement', 'ruling', 'appeal', 'could', 'delivery', 'losing', 'drug', 'rival', 'vulnerable', '19', 'covid', 'moderna']"
False,en,1466159932080861187,@SSSTTACIE @WRIGHT3OUS___ you are still cute with your covid face,2021-11-29 21:39:02+00:00,replied_to,"['still', 'face', 'covid', 'cute']"
False,it,1466159931988619266,"Sono sicuro che se gli USA avessero preso le stesse misure anti Covid che fanno oggi la Cina, Italia e molti altri paesi europei li avrebbero seguiti dicendo che quello che facciamo noi è l'unica strada giusta.
#COVID19",2021-11-29 21:39:02+00:00,,"['cina', 'altri', 'gli', 'se', 'sono', 'italia', 'molti', 'fanno', 'quello', 'e', 'seguiti', 'oggi', 'strada', 'avessero', 'anti', 'facciamo', 'stesse', 'che', 'misure', 'sicuro', 'noi', 'avrebbero', 'dicendo', ""l'unica"", 'le', 'li', 'giusta', 'paesi', 'europei', 'la', 'covid', 'preso', 'usa']"
False,en,1466159930600304644,@baseballbalker @JeuchSamuel @TheWatioer @athielen19 Yes... getting a vaccine is less heroic than rushing an active shooter... first of all a gunshot is instant and second of all getting the covid shot doesn't prevent you from spreading it... it's ok to get the covid shot... but to call it heroic is utterly ridiculous lol https://t.co/MEx4MZV4Jn,2021-11-29 21:39:02+00:00,replied_to,"['heroic', 'vaccine', 'gunshot', 'shot', 'instant', 'lol', 'rushing', 'second', 'utterly', 'yes', 'ok', 'shooter', 'getting', 'get', 'first', 'ridiculous', 'call', 'prevent', 'spreading', 'covid', 'active', 'le']"
False,en,1466159930424139784,"Kids wear masks in school all day. They eat lunch outside in cold weather. They play sports while masked. It makes *no sense* that the most brutally repressive covid measures are being forced on the age cohort least at risk.
https://t.co/BWL1HJlOsY",2021-11-29 21:39:02+00:00,,"['eat', 'cold', 'cohort', 'mask', 'repressive', 'no', 'wear', 'play', 'outside', 'least', 'day', 'make', 'sport', 'measure', 'masked', 'kid', 'risk', '*', 'lunch', 'weather', 'covid', 'sense', 'brutally', 'forced', 'school', 'age']"
False,en,1466159930033930240,"@BillKristol Laying your hopes and dreams at the alter of covid, I'm against it. Always believed Covid was overrated and still do.",2021-11-29 21:39:01+00:00,replied_to,"['always', 'I', 'overrated', 'laying', 'believed', 'hope', 'covid', 'dream', 'still', 'alter']"
False,de,1466159929882992641,"@Patrici60345749 @spdbt @OlafScholz Nein, bei dieser Grafik geht es um eine Risikoschätzung an COVID-19 zu versterben.",2021-11-29 21:39:01+00:00,replied_to,"['versterben', 'risikoschatzung', 'e', 'eine', '19', 'zu', 'nein', 'covid', 'geht', 'dieser', 'bei', 'um', 'grafik']"
False,es,1466159929694244868,"@danielboom1734 @marina_leonora @loderaulo Es falso no porque los muertos no existan -ojalá fuera así- si no porque ElMequetrefe y HoNAZIo acordaron en que cualquier persona que hubiera fallecido con una gripe y, SIN AUTOPSIA, le pusieron como causa ""covid"" a pesar de tener enfermedades gravísimas de base, como cáncer. https://t.co/Ec1DJZlvqn",2021-11-29 21:39:01+00:00,replied_to,"['gripe', 'pesar', 'fuera', 'sin', 'acordaron', 'leonora', 'existan', 'falso', 'base', 'elmequetrefe', 'hubiera', 'con', 'una', 'que', 'gravisimas', 'enfermedades', 'en', 'porque', 'e', 'persona', 'cancer', 'ojala', 'fallecido', 'si', 'tener', 'le', 'causa', 'honazio', 'asi', 'como', 'los', 'muertos', 'de', 'cualquier', 'covid', 'pusieron', 'autopsia']"
False,en,1466159928918167557,"""The online training course was very informative and well presented. I wouldn’t change a thing. It included everything we wanted, including covid.""
Tracy Feetham
Holistic Therapist
https://t.co/cSMbqp9Amv

#Photobiomodulation #PBMTherapy #PBMTherapyHeals  #THORLaser #NovoTHOR https://t.co/DfsoXq02pT",2021-11-29 21:39:01+00:00,,"['would', 'everything', 'wanted', 'informative', 'course', 'change', 'well', 'tracy', 'thing', 'online', 'including', 'covid', 'included', 'holistic', 'presented', 'feetham', 'training', 'therapist']"
False,en,1466159926854705152,"@VTottenham @Lukathfc @CaptainConte @KingKane_9 @AfcRealist__ @FootballlForAll Not to the countries slowly banning your sort, I hear Tesco is a good place at the moment seen as your lot got so distressed by Santa getting a covid pass.",2021-11-29 21:39:01+00:00,replied_to,"['slowly', 'sort', 'banning', 'place', 'lot', 'moment', 'pas', 'seen', 'country', '9', 'distressed', 'hear', 'got', 'santa', 'covid', 'tesco', 'good', 'getting']"
False,en,1466159926552801281,"Omicron in Ghana: Vaccines are available in sufficient quantities to allow people to take part - Director. Health Promotion and Leader of Covid-19, Dr. Aboagye Dacosta. #PMExpress",2021-11-29 21:39:01+00:00,,"['take', 'promotion', 'part', 'sufficient', 'vaccine', 'quantity', 'director', 'ghana', 'health', 'omicron', 'dacosta', 'available', 'leader', 'people', '19', 'dr', 'aboagye', 'allow', 'covid']"
False,en,1466159924677906434,"Sad to hear about any death, but these people are simply mad.
Anti-vaxx Christian broadcaster Marcus Lamb dies of Covid aged 64 https://t.co/lNo21Vy1Yt",2021-11-29 21:39:00+00:00,,"['aged', '64', 'people', 'mad', 'sad', 'vaxx', 'christian', 'simply', 'marcus', 'broadcaster', 'hear', 'lamb', 'covid', 'dy', 'anti', 'death']"
False,en,1466159923448922113,Former President Trump is denying the report&gt;&gt;&gt;https://t.co/0Be1nNxmtR,2021-11-29 21:39:00+00:00,,"['denying', '&', 'trump', 'report', 'gt', 'president', 'former']"
False,en,1466159923310608390,"Today is World AIDS Day-a day to commemorate those who have died from an AIDS-related illness, &amp; unite in the fight against HIV. As we continue to fight the COVID-19 pandemic, we can defeat both COVID &amp; AIDS through expanding access to healthcare &amp; ensuring universal testing. https://t.co/Vg6L5jhhFe",2021-11-29 21:39:00+00:00,,"['pandemic', 'amp', 'illness', 'world', 'universal', 'ensuring', 'aid', 'healthcare', '&', 'expanding', 'testing', 'fight', 'commemorate', 'day', 'related', 'continue', 'today', 'access', 'died', 'hiv', 'unite', '19', 'covid', 'defeat']"
False,es,1466159923289636870,"Los precios del petróleo cayeron tras darse a conocer el primer caso de la variante ómicron del COVID-19 y la reunión de la OPEP+
https://t.co/mfbwwOE3nd",2021-11-29 21:39:00+00:00,,"['primer', 'caso', 'el', 'variante', 'opep+', 'precios', 'cayeron', 'del', 'omicron', 'conocer', 'reunion', 'darse', 'los', 'la', 'de', 'tras', '19', 'covid', 'petroleo']"
False,en,1466159923084079106,Via Nebraska AP: Nebraska health officials say that many of the sickest COVID-19 patients who are filling up the state's hospitals are now unvaccinated younger adults instead of older individuals.,2021-11-29 21:39:00+00:00,,"['patient', 'say', 'nebraska', 'sickest', 'state', ""'s"", 'official', 'unvaccinated', 'instead', 'many', 'health', 'filling', 'ap', 'via', 'hospital', 'younger', 'older', '19', 'individual', 'adult', 'covid']"
False,en,1466159920273895434,@StokesyPlays @DanWrexham @WxmRob I just don't need it .. I got an immune system.  I beat flu twice without a vaccine and covid ! People think cos I got a severe heart condition I should have it . How do I know them vaccines ain't gonna make it worse,2021-11-29 21:38:59+00:00,replied_to,"['severe', 'make', 'vaccine', 'twice', 'condition', 'vaccine', 'co', 'system', 'worse', 'got', 'know', '!', 'going', 'flu', 'immune', 'beat', 'heart', 'without', 'people', 'need', 'covid', 'think']"
False,en,1466159916247306253,"Africa: tackle HIV and COVID-19 together     
https://t.co/o1AGToABol",2021-11-29 21:38:58+00:00,,"['together', '19', 'covid', 'tackle', 'africa', 'hiv']"
False,en,1466159915882487811,"@Strettonram @lollujo Bad bad stocks lol.
Ev companies, weed stocks some energy companies and another thats developing a vegan friendly covid vaccine or supposed to be 🤷‍♂️ https://t.co/9KJtQiiKWD",2021-11-29 21:38:58+00:00,replied_to,"['lol', 'company', 'developing', 'ev', 'energy', 'friendly', 'vaccine', 'supposed', 'bad', 'vegan', 'weed', 'covid', 'another', 'stock']"
False,en,1466159915819585541,@HollyJen86 @McgibbonPaddy @Sjopinion10 Because long covid is absolute BS. Plus twice your age 😂 you’re at least 40,2021-11-29 21:38:58+00:00,replied_to,"['long', 'least', 'covid', 'plus', '40', 'absolute', 'twice', 'b', 'age']"
False,en,1466159915655839748,"@Dblade76 @cookingforreal @ZeroCOVID4Ever If we can get covid and pass covid with vaccine, then why take the vaccine?",2021-11-29 21:38:58+00:00,replied_to,"['take', 'vaccine', 'get', 'pas', 'covid', '?']"
False,en,1466159914670342144,"Psaki Falsely Claims Trump Told People to ""Inject Bleach"" After Peter Doocy Points Out There Have Been More Covid Deaths Under Biden Than Trump (VIDEO) https://t.co/BySxOD6zpm",2021-11-29 21:38:58+00:00,,"['people', 'trump', 'psaki', 'point', 'video', 'told', ')', 'doocy', 'death', 'falsely', 'inject', 'covid', 'biden', 'claim', '(', 'peter', 'bleach']"
False,en,1466159913592397824,"Watch Jim Cramer Lose It Over COVID, Demands Insane Authoritarian Solution | DM CLIPS | Rubin Report https://t.co/XXD1qW2eaI https://t.co/nSPkdBLgfp",2021-11-29 21:38:57+00:00,,"['authoritarian', 'rubin', 'report', 'lose', 'solution', '|', 'jim', 'watch', 'covid', 'dm', 'demand', 'cramer', 'clip', 'insane']"
False,en,1466159913537871877,"@iballus @Gods_WarPlan @RealTina40 @gladiator1536 I'm more afraid of a cereal box vaccine than I am of Wuhan Clan lab virus. I had covid back in Nov2020, and still counting antibodies. Majority of the world was doing fine PRE vaccines!",2021-11-29 21:38:57+00:00,replied_to,"['box', 'vaccine', 'pre', 'lab', 'still', 'majority', 'cereal', 'I', 'virus', 'fine', 'world', 'vaccine', 'clan', 'warplan', '!', 'nov2020', 'back', 'wuhan', 'counting', 'afraid', 'covid', 'antibody']"
False,en,1466159913428787203,"If you had COVID, how long did it take to get your taste and smell back?",2021-11-29 21:38:57+00:00,,"['take', 'long', 'back', 'get', 'smell', 'taste', 'covid', '?']"
False,en,1466159911474245641,"Now he has to answer to God for all the people he deceived to not take vaccine and they died.

Anti-vaccine Christian broadcaster Marcus Lamb dies at 64 after contracting Covid https://t.co/batAvsJrei via @Yahoo",2021-11-29 21:38:57+00:00,,"['take', '64', 'people', 'contracting', 'deceived', 'vaccine', 'answer', 'christian', 'marcus', 'broadcaster', 'lamb', 'covid', 'dy', 'anti', 'god', 'died']"
False,en,1466159910492721160,@BolWrld Covid,2021-11-29 21:38:57+00:00,replied_to,['covid']
False,en,1466159910421475337,"@MatMvB @canadiangirls99 @ezralevant Booster up.  Keep playing Russian Roulette and let's see who has the last laugh.  You, with a weakened immune system; getting Covid regularly (Psaki just got again); or the control group.",2021-11-29 21:38:57+00:00,replied_to,"['let', 'playing', 'last', '(', 'booster', 'control', 'u', 'russian', 'keep', 'system', 'got', 'weakened', 'getting', 'see', 'laugh', 'immune', ')', 'roulette', 'again', 'regularly', 'psaki', 'group', 'covid']"
False,en,1466159910396350464,"@aschnitt53 Yeah, I honestly don’t know. He’s played 4 years, ‘17, ‘18’ ‘19, and ‘21, but sat out ‘20 with an injury. I don’t know if the extra Covid year applies here or not.",2021-11-29 21:38:57+00:00,replied_to,"[""'19"", 'year', ""'20"", ""'17"", 'year', '4', ""'18"", 'sat', ""'21"", 'honestly', 'applies', 'injury', ""'"", 'covid', 'played', 'know', 'yeah', 'extra']"
False,de,1466159909515501571,"Gruß aus Stuttgart: Rechtsgutachten für Winfried Kretschmann kommt zum Schluss Bund kann verfassungstreu Impfpflicht einführen, sie stelle 
die „bessere Verwirklichung von Freiheitsrechten“ in Aussicht. #Covid  https://t.co/PVqGw4LFkb",2021-11-29 21:38:57+00:00,,"['kommt', 'kretschmann', 'stelle', 'fur', 'grus', 'verwirklichung', 'impfpflicht', 'bund', 'winfried', 'kann', 'schluss', 'aussicht', 'bessere', 'rechtsgutachten', 'zum', 'einfuhren', 'sie', 'freiheitsrechten', 'verfassungstreu', 'die', 'von', 'au', 'stuttgart']"
False,en,1466159908550705153,"🚨BREAKING🚨 #Patriots S Kyle Dugger has tested positive for COVID-19 and has been placed on the COVID-19 list, per @FieldYates 

Huge loss for NE who has their toughest game against the #Bills",2021-11-29 21:38:56+00:00,,"['placed', 'loss', 'huge', 'ne', 'tested', 'kyle', '19', 'dugger', 'list', 'game', 'covid', 'per', 'toughest', 'positive', 'breaking']"
False,en,1466159908122988545,"@petemorristwit The thing is, the figures about this infection have been so heavily manipulated that we just don't know how bad it really is. I strongly suspect that the number of deaths ascribed to covid is a huge exaggeration - influenza almost seems to have been abolished.",2021-11-29 21:38:56+00:00,replied_to,"['suspect', 'really', 'number', 'abolished', 'thing', 'influenza', 'know', 'strongly', 'figure', 'bad', 'ascribed', 'seems', 'huge', 'almost', 'death', 'infection', 'covid', 'manipulated', 'exaggeration', 'heavily']"
False,it,1466159907682627584,"Avete presente i numeri. Ammettiamo fosse vero che un bambino su un milione muore per il vaccino ed uno su centomila muore per il covid. Cosa vaccini a fare? Fare un sei al superenalotto è più difficile che fare un cinque. Gioca quanto cazzo vuoi, non fai nessuno dei due.",2021-11-29 21:38:56+00:00,,"['milione', 'gioca', 'vaccini', 'piu', 'al', 'difficile', 'e', 'quanto', 'numeri', 'cosa', 'fai', 'centomila', 'ammettiamo', 'un', 'fare', 'che', 'fosse', 'due', 'non', 'presente', 'muore', 'ed', 'uno', 'vuoi', '?', 'su', 'il', 'superenalotto', 'bambino', 'sei', 'nessuno', 'vaccino', 'dei', 'covid', 'cinque', 'per', 'vero', 'cazzo', 'avete']"
False,en,1466159907569389570,"Shoutout the really ones who checked up on my Covid situation, never switched",2021-11-29 21:38:56+00:00,,"['situation', 'really', 'switched', 'one', 'checked', 'covid', 'shoutout', 'never']"
False,en,1466159906541744131,@DWMcCauslin I had it is as well my entire family had it. We are all alive and well. Natural immunity is the best way to combat Covid.,2021-11-29 21:38:56+00:00,replied_to,"['alive', 'natural', 'immunity', 'well', 'way', 'best', 'family', 'covid', 'combat', 'entire']"
False,en,1466159906369769476,"@CarolAn45195283 @atrayal007 @BroermanNicole @POTUS Curious, is my friend who committed suicide 8 days after having Covid a Covid death. Cause I have a funny feeling shit like that is, and it’s absolute fucking bullshit that it is and making the Covid situation appear much worse than it actually is.",2021-11-29 21:38:56+00:00,replied_to,"['shit', 'actually', 'curious', 'appear', 'making', 'day', '8', 'worse', 'committed', 'absolute', 'feeling', 'like', 'situation', 'bullshit', 'funny', 'death', 'suicide', 'fucking', 'much', 'covid', 'friend']"
False,es,1466159905975504904,"🔹Habilitarán consultorios pos-COVID-19 en hospitales provinciales del Partido.
https://t.co/iwo5q30VEu",2021-11-29 21:38:56+00:00,,"['habilitaran', 'en', 'hospitales', 'po', '19', 'provinciales', 'covid', 'partido', 'del', 'consultorios']"
False,en,1466159905325424640,Now that we know trump knew 3 days before the debate with Biden he had COVID am I horrible to think trump hoped he’d infect Biden? This is how trump’s mind works so is that possible?,2021-11-29 21:38:56+00:00,,"['would', 'day', 'trump', 'debate', 'possible', 'infect', 'hoped', 'horrible', '3', 'covid', '?', 'know', 'biden', ""'s"", 'mind', 'knew', 'think', 'work']"
False,en,1466159905082167300,COVID-19 Dashboard https://t.co/YX7WD7jdqc,2021-11-29 21:38:55+00:00,,"['19', 'covid', 'dashboard']"
False,en,1466159904389955584,I macam terasa sebab she talked about it on very inappropriate day. Btw she’s like relative camtu la but not the close one obv. Idk la anak anak dia dah kasitau ke tak but maam we got covid for almost 2 years. Tua or muda it’s really the time for you to understand i swear.,2021-11-29 21:38:55+00:00,replied_to,"['talked', 'tua', 'one', 'really', 'muda', 'obv', 'kasitau', 'idk', 'year', 'inappropriate', 'tak', 'terasa', 'ke', 'got', 'camtu', 'close', 'btw', 'anak', 'swear', 'like', 'macam', 'day', 'dah', 'understand', 'time', 'madam', 'sebab', 'relative', 'dia', 'almost', 'la', '2', 'covid']"
False,en,1466159904155222016,The so called vaccination does not STOP you getting it nor stop you spreading it. Double jabbed people I know have covid not the unjabbed. He needs to taking off the air https://t.co/A0CXRGYvtO,2021-11-29 21:38:55+00:00,quoted,"['double', 'air', 'people', 'taking', 'spreading', 'need', 'vaccination', 'jabbed', 'covid', 'called', 'stop', 'know', 'unjabbed', 'getting']"
False,en,1466159902875955205,"@notaclue17 Did you not see ""may well""?

Followed by the explanation that the end of Covid is a mild, high transmission strain?

Big difference between that and ""We need plan B now. Work from home. Masks everywhere"" with no evidence.",2021-11-29 21:38:55+00:00,replied_to,"['work', 'transmission', 'may', 'high', 'home', 'big', 'mask', 'evidence', 'difference', 'end', 'see', '?', 'strain', 'plan', 'everywhere', 'mild', 'well', 'need', 'covid', 'explanation', 'followed', 'b']"
False,en,1466159902242455554,"Study finds covid rates increasing, not decreasing in the vaxxed

Why isn't this front page news? Because it runs counter to the ""pandemic of the unvaccinated"" line

At the very least it blows the justification for passports out of the water

https://t.co/RDXM0Ys3Iz",2021-11-29 21:38:55+00:00,,"['pandemic', 'counter', 'increasing', 'page', 'news', 'unvaccinated', 'line', 'rate', 'blow', 'run', 'decreasing', 'vaxxed', 'passport', 'least', 'justification', '?', 'front', 'find', 'study', 'covid', 'water']"
False,en,1466159901768626177,"Humanized mice?
Monoclonal antibody 35B5 has been shown in both in vitro (laboratory or test-tube experiment) and in vivo (performed on living organism) studies to neutralize wild-type Covid-19 and variants of concern (VOCs). The in vivo tests were carried out on humanized mice.",2021-11-29 21:38:55+00:00,,"['laboratory', 'mouse', 'living', 'neutralize', 'antibody', 'shown', '(', 'vivo', 'vitro', 'experiment', 'humanized', '35b5', 'study', 'tube', 'performed', ')', 'variant', 'test', 'type', 'organism', '?', 'vocs', 'monoclonal', 'carried', 'wild', '19', 'covid', 'test', 'concern']"
False,und,1466159901399465992,https://t.co/AwWAAOmcSU,2021-11-29 21:38:55+00:00,,[]
False,en,1466159900942389250,As a result of COVID the current cohort of  S1 and P1 pupils in across Scotland have suffered unparalleled social dislocation resulting in widespread challenging issues in our schools. On a national scale this will result in inevitable,2021-11-29 21:38:54+00:00,,"['national', 'p1', 'current', 'suffered', 'cohort', 'widespread', 'unparalleled', 'result', 'dislocation', 'school', 'issue', 'social', 'inevitable', 'across', 'resulting', 's1', 'scotland', 'challenging', 'pupil', 'scale', 'covid']"
False,en,1466159900606615555,"More soldiers died from Vaccine than from Covid

https://t.co/fROBGHYV7y",2021-11-29 21:38:54+00:00,,"['soldier', 'covid', 'died', 'vaccine']"
False,es,1466159899755352065,"Este es un tema sobre el que todavía se están realizando las investigaciones y estudios, pero los expertos ya han detectado algunos puntos que son únicos a la variante Ómicron.
 ¿Cuáles son sus diferencias con las otras variantes de Covid? https://t.co/JwrEW1bgCd",2021-11-29 21:38:54+00:00,,"['se', 'detectado', 'la', 'todavia', 'sobre', 'el', 'variante', 'expertos', 'pero', 'con', 'que', 'algunos', 'otras', 'este', 'variantes', 'cuales', 'investigaciones', 'ya', 'estudios', 'han', 'un', 'diferencias', 'realizando', 'omicron', 'tema', 'puntos', 'e', 'estan', 'sus', 'son', '?', 'los', 'unicos', 'la', 'de', 'covid']"
False,en,1466159899302187009,"@GOPChairwoman We need to close the borders with Canada and Mexico again, and full restrictions with all other Countries! Otherwise we will never eradicate the virus COVID-19!",2021-11-29 21:38:54+00:00,replied_to,"['mexico', 'full', 'canada', 'virus', 'restriction', '19', 'country', 'eradicate', 'need', 'border', 'covid', 'otherwise', 'close', '!', 'never']"
False,en,1466159899168096264,today is the day we hear from both daycare and cps about a kid w Covid in our kids’ schools…,2021-11-29 21:38:54+00:00,,"['kid', 'w', 'cps', 'day', 'hear', ""'"", 'covid', 'kid', 'today', 'school', 'daycare']"
False,en,1466159897523810306,"@RebelNewsOnline @SheilaGunnReid … The truth is that Kenney knows the Covid injections are a diabolical failure. His hands drip with the blood of deaths and destruction from the injections.
… But, he knows he can never walk the streets again once the truth comes out. He is destroying our lives to save his own.",2021-11-29 21:38:54+00:00,replied_to,"['hand', 'walk', 'injection', 'never', 'know', 'save', 'failure', 'blood', 'diabolical', 'destruction', 'come', 'drip', 'street', 'kenney', 'destroying', 'death', 'covid', 'truth', 'life']"
False,en,1466159895997300746,"Let’s put the timeline together

Donald Trump tested positive &amp; knew he had Covid going into the first debate

He knew he had Covid when he held an event with Gold Star families

Then when he finally revealed he had Covid in a phone call with Hannity, he blamed Gold Star families",2021-11-29 21:38:53+00:00,,"['let', 'event', 'amp', 'gold', 'u', 'finally', 'blamed', 'timeline', 'tested', 'donald', 'held', 'revealed', 'going', '&', 'positive', 'first', 'together', 'star', 'trump', 'call', 'debate', 'put', 'phone', 'hannity', 'covid', 'family', 'knew']"
False,en,1466159895217070082,"@AdrianBleese @GBNEWS Has it killed millions, I know of two such cases that shouldn’t have been recorded as a Covid death, one a heart attack &amp; the other a motorbike accident, relatives had to request the correct reason for death as ‘they’ were going to record it as C-19.",2021-11-29 21:38:53+00:00,replied_to,"['reason', 'killed', 'one', 'amp', 'record', 'motorbike', 'c', ""'they"", 'recorded', 'relative', 'know', 'going', '&', 'correct', 'heart', ""'"", 'two', 'million', 'attack', 'death', '19', 'covid', 'request', 'case', 'accident']"
False,en,1466159894759817216,"@pvponline Yes but remember, covid isnt the only thing out there. My little girl got sick and gave it to my wife. Had to remind her that a runny nose is not covid.",2021-11-29 21:38:53+00:00,replied_to,"['sick', 'nose', 'thing', 'got', 'gave', 'covid', 'wife', 'little', 'girl', 'remind', 'remember', 'runny', 'yes']"
False,es,1466159892318887940,"Veo el caso de una vecina en #VinadelMar covid positivo, tiene problemas respiratorios, diabetes entre otros problemas. No lo han hecho seguimiento, la ambulancia dice que no pueden venir y desde @ministeriosalud dicen que debe recibir atención. @DrEnriqueParis Son como el pico!",2021-11-29 21:38:52+00:00,,"['venir', 'positivo', 'atencion', 'hecho', 'otros', 'caso', 'pueden', 'el', 'problemas', 'vecina', 'una', 'que', 'diabetes', 'veo', 'pico', 'tiene', 'han', 'desde', '!', 'respiratorios', 'debe', 'seguimiento', 'en', 'ambulancia', 'dicen', 'son', 'lo', 'recibir', 'como', 'entre', 'la', 'de', 'covid', 'dice']"
False,fr,1466159892100796420,"""Le digital a été Clé dans la lutte contre la  COVID. C'est un incontournable! Cette vérité contraste avec nos réalités sahéliennes. Nous devons faire preuve de persévérance et ne pas attendre les opportunités, mais les créer. Pamela Bahdjé  
@VNU_TCHAD
 #YouthConnektSahel https://t.co/1nWst7NVJn",2021-11-29 21:38:52+00:00,quoted,"['cette', ""c'est"", 'saheliennes', 'no', 'creer', 'nous', 'et', 'faire', 'perseverance', 'contraste', 'devon', 'mais', 'pamela', 'bahdje', 'verite', 'dans', 'cle', '!', 'un', 'digital', 'realites', 'contre', 'preuve', 'incontournable', 'ne', 'tchad', 'le', 'opportunites', 'pa', 'avec', 'le', 'attendre', 'lutte', 'la', 'de', 'covid', 'ete']"
