text,possibly_sensitive,created_at,lang,tweet_id,type,clean_tweet
"https://t.co/3W65KV4JJz

Fase 4 Marvel Cinematic Universe sudah diisi dengan beberapa film seperti Black Widow, Shang-Chi, hingga Eternals.",False,2021-11-29T00:21:53.000Z,in,1465113750814429184,,"['marvel', 'sudah', 'dengan', 'beberapa', 'seperti', '4', 'black', 'widow', 'universe', 'shang', 'hingga', 'diisi', 'fase', 'eternals', 'film', 'cinematic', 'chi']"
The reason why the Black Widow timeline doesn't make sense is Mephisto,False,2021-11-29T00:21:13.000Z,en,1465113583998570497,,"['sense', 'make', 'reason', 'widow', 'black', 'timeline', 'mephisto']"
ej a na black widow była informacja o przedpremierowym seansie dopiero w trakcie sprzedaży biletów czy wcześniej?? #SpiderManNoWayHome,False,2021-11-29T00:20:29.000Z,pl,1465113399453495302,,"['ej', 'na', 'dopiero', 'informacja', 'w', 'trakcie', 'sprzedazy', 'czy', 'widow', 'black', 'biletow', 'wczesniej', '?', 'przedpremierowym', 'byla', 'seansie']"
@7thUpperMoon I watched Shang-Chi last night and I thought the fight scenes were incredibly choreographed. Better than Black Widow. We bout to tussle over this! https://t.co/0qtOPUNqRQ,False,2021-11-29T00:20:14.000Z,en,1465113334534004736,replied_to,"['watched', 'thought', 'incredibly', 'better', 'this', 'last', 'black', 'widow', '!', 'tussle', 'shang', 'night', 'fight', 'scene', 'bout', 'chi', 'choreographed']"
"|| I am retiring Black Widow after 5-ish years of roleplaying her ! I am flipping this account soon &lt;3 I will completely understand if some of you unfollow but no matter how hard I try , i am just genuinely out of muse for my favourite girl . I am so happy for the friends",False,2021-11-29T00:19:31.000Z,en,1465113157819633666,,"['matter', 'soon', 'muse', 'try', '||', 'happy', 'retiring', 'roleplaying', 'widow', 'favourite', 'year', '&', 'understand', 'hard', '5', 'black', '!', 'flipping', 'genuinely', 'girl', '3', 'ish', 'account', 'unfollow', 'lt', 'completely', 'friend']"
@thenicoya79 Hace 4 Meses Yo Tuve Disney Plus Por 2 Meses Lo Había Contratado Para Ver La Película En Solitario De Black Widow Pero Me Estafaron $159 Pesos,False,2021-11-29T00:18:58.000Z,es,1465113017096441860,replied_to,"['peso', 'estafaron', 'solitario', 'ver', 'tuve', 'contratado', 'de', 'widow', 'disney', '$', 'habia', '159', 'yo', 'me', 'black', 'pelicula', 'plus', 'en', 'lo', 'hace', 'por', '4', '2', 'pero', 'para', 'la']"
@ghost_motley @GroundedTech Black widow was good but eternals was ass,False,2021-11-29T00:18:14.000Z,en,1465112833956450308,replied_to,"['good', 'as', 'motley', 'widow', 'black', 'eternals']"
"Una vez vuelva a casa me vere todo lo de la cuarta fase de marvel, osea, black widow, wandavision, loki, shang chi y lo que me este olvidando (excepto what if, esa la vi semana a semana xD)",False,2021-11-29T00:17:17.000Z,es,1465112591810760704,,"['semana', 'que', 'vere', 'xd', 'wandavision', 'shang', '(', 'excepto', 'osea', 'chi', 'una', 'cuarta', 'vi', ')', 'de', 'olvidando', 'widow', 'casa', 'marvel', 'todo', 'black', 'vuelva', 'lo', 'esa', 'este', 'loki', 'vez', 'fase', 'la']"
Black widow is liked by Luigi,False,2021-11-29T00:16:17.000Z,en,1465112343289937920,,"['widow', 'luigi', 'liked', 'black']"
"BLACK WIDOW SPOILER:
I’m waiting until #Hawkeye is completely released to watch it, but I’m assuming the first main villain is gonna be Nat’s sister (Yvetla or something) and I hope her and Hawkeye team up to take down that woman who told Yvetla that Hawkeye killed her sister.",False,2021-11-29T00:15:34.000Z,en,1465112161479495680,,"['woman', 'take', 'told', 'watch', '(', 'hawkeye', 'team', 'villain', ')', 'going', 'I', 'widow', ""'s"", 'nat', 'waiting', 'yvetla', 'spoiler', 'sister', 'something', 'released', 'black', 'assuming', 'killed', 'main', 'hope', 'completely', 'first']"
@BritMartinez Black Widow. It struggled to mix in a bunch of woke sh*t… while still remaining s*xy and adventure based. The result was a movie that had ranges of violence against women and struggled with its story line.,False,2021-11-29T00:15:08.000Z,en,1465112052914171906,replied_to,"['result', 'movie', 'xy', 'based', 'mix', 'sh', 'still', 'widow', 'struggled', 'bunch', 'woman', 'range', 'violence', 'black', 'line', '*', 'remaining', 'adventure', 'story', 't', 'woke', 's']"
"i absolutely do not agree for black widow and doctor strange. they’re top tier mcu movies, i said what i said.
i can’t say for eternals, i haven’t watched it yet. https://t.co/LZUAkmT4Td",False,2021-11-29T00:14:57.000Z,en,1465112006051123205,quoted,"['agree', 'say', 'doctor', 'watched', 'mcu', 'said', 'top', 'tier', 'yet', 'widow', 'black', 'not', 'absolutely', 'movie', 'strange', 'eternals', 'can']"
black widow was so good !!,False,2021-11-29T00:13:55.000Z,en,1465111747346448390,,"['widow', '!', 'good', 'black']"
S1E4: The Black Widow of Macon Georgia https://t.co/YvX6sxIroV,False,2021-11-29T00:13:07.000Z,en,1465111544656769030,,"['georgia', 'widow', 'black', 'macon', 's1e4']"
"@SeriesBrasil Vi (Arcane)
Kate Bishop (Hawkeye)
Emily Dickinson (Dickinson)
Alice (Batwoman)
Ryan Wilder (Batwoman)
Yelena (Black Widow)
Harley Quinn (The Suicide Squad)
Caça Ratos 2 (The Suicide Squad)
King Shark (The Suicide Squad)
https://t.co/jvyprvmHtS",False,2021-11-29T00:11:04.000Z,en,1465111028807749635,replied_to,"['(', 'hawkeye', 'caca', 'arcane', 'ryan', 'king', 'vi', 'shark', ')', 'widow', 'dickinson', 'harley', 'quinn', 'squad', 'yelena', 'suicide', 'the', 'black', 'emily', 'kate', 'wilder', '2', 'batwoman', 'bishop', 'alice', 'ratos']"
"@filmtasha LEGIT just watched a bit of the other Boleyn girl (it was on TV) and I didn’t know she was in it until she appeared and I was so confused😭 my dad asked “hold on isn’t that black widow???”. Same, dad, same",False,2021-11-29T00:10:03.000Z,en,1465110774226079750,replied_to,"['it', 'watched', 'legit', ')', 'know', 'bit', 'asked', 'boleyn', 'confused', 'black', 'widow', '?', '(', 'hold', 'dad', 'appeared', 'girl', 'tv']"
@wildkait New black widow movie looks so far idk about y’all,False,2021-11-29T00:09:49.000Z,en,1465110713471488001,replied_to,"['idk', 'movie', 'look', 'widow', 'new', 'black', 'far']"
“Black Widow is a knockout that will knock you out!” https://t.co/HmRDvfImbb,False,2021-11-29T00:09:29.000Z,en,1465110628960546816,replied_to,"['knock', 'out', 'widow', 'knockout', 'black', '!']"
"Didn’t accept it, watched Black Widow. Fucking hell, man. Think that’s the worst of the lot! Ray Winstone’s Russian accent https://t.co/BfHsdM0Jpe",False,2021-11-29T00:09:03.000Z,en,1465110521716396034,replied_to,"['watched', 'man', 'think', 'ray', 'russian', 'accent', 'hell', 'winstone', 'widow', 'black', 'fucking', 'accept', '!', 'worst', ""'s"", 'lot']"
"like all the movies I've seen in theatres this year were Black Widow, Shang Chi, and Eternals and at home I just rotate between winter soldier, civil war, infinity war, and endgame 
sometimes age of ultron is thrown in but only when I'm in deep",False,2021-11-29T00:08:36.000Z,en,1465110407434153986,replied_to,"['endgame', 'ultron', 'seen', 'movie', 'shang', 'eternals', 'chi', 'thrown', 'I', 'widow', 'civil', 'age', 'rotate', 'year', 'theatre', 'like', 'home', 'infinity', 'black', 'sometimes', 'war', 'deep', 'winter', 'soldier']"
Black Widow Natasha Romanoff White suit Uniform Halloween Cosplay Costume https://t.co/VZefxlCO2R eBay,False,2021-11-29T00:08:05.000Z,en,1465110280292028416,,"['romanoff', 'halloween', 'widow', 'white', 'black', 'cosplay', 'costume', 'natasha', 'uniform', 'suit']"
"You know what's ironic? Marvel is kind of the epitome of fanboyism and yet, it's best and strongest are all women. Give me Black Widow, Carol Danvers, and Wanda over the boys any day. 

This tweet brought to you by someone who got sucked into a rewatch after Shang-Chi.",False,2021-11-29T00:07:01.000Z,en,1465110010938150914,,"['kind', 'wanda', 'best', 'danvers', 'shang', 'boy', 'day', 'got', 'chi', 'know', 'sucked', 'yet', 'brought', 'give', 'widow', 'rewatch', 'carol', 'marvel', 'woman', 'strongest', 'epitome', 'black', 'someone', '?', 'tweet', 'ironic', 'fanboyism']"
https://t.co/dwjqKVg7lS Widow&amp;avatar=6 https://t.co/Mhz28kzlOu,False,2021-11-29T00:05:46.000Z,en,1465109696885542916,,[]
https://t.co/dwjqKVg7lS Widow&amp;avatar=6 https://t.co/FJAN4HYzWw,False,2021-11-29T00:05:33.000Z,en,1465109639926792197,,[]
"https://t.co/dwjqKVg7lS Widow&amp;avatar=6
Fırsatları kaçırmayın uye olun kyc tamamlayın fırsatlardan yararlanın 
Bedava kazanç https://t.co/SzsxEeQ3wy",False,2021-11-29T00:04:47.000Z,tr,1465109447882297353,,"['yararlanin', 'firsatlari', 'uye', 'tamamlayin', 'kazanc', 'bedava', 'kyc', 'olun', 'kacirmayin', 'firsatlardan']"
@erternals Black Widow com Eternals eu vou me m,False,2021-11-29T00:03:33.000Z,en,1465109137138851844,replied_to,"['com', 'eu', 'vou', 'widow', 'black', 'eternals']"
Scarlett Johansson is BLACK WIDOW Part 1 [HD] Behind the Scenes https://t.co/MFWsBH04tx via @YouTube,False,2021-11-29T00:03:20.000Z,en,1465109084860936197,,"['1', 'hd', 'part', ']', 'behind', 'widow', 'black', 'scene', '[', 'scarlett', 'johansson']"
"@ZeffanieandBill This #Xmas, join the #conspiracy

THE BLACK WIDOW CONSPIRACY debut single THIS AIN'T NO LOVE SONG, is available for download Dec 6th &amp; will be featured on the upcoming film PACT OF VENGEANCE by @killerwolffilms
 
#film #filmmusic #PactOfVengeance #music 

https://t.co/nnq3yLX0J3",False,2021-11-29T00:03:10.000Z,en,1465109041659752449,replied_to,"['6th', 'pact', 'available', 'vengeance', 'featured', 'widow', 'love', 'song', 'amp', 'download', 'single', '&', 'black', 'join', 'dec', 'conspiracy', 'debut', 'upcoming', 'film']"
@Serlentpops Black Widow,False,2021-11-29T00:01:37.000Z,en,1465108651337650179,replied_to,"['widow', 'black']"
|| might watch black widow tonight bc I fucking miss her https://t.co/pkG98sxXnj,False,2021-11-29T00:00:11.000Z,en,1465108291680362498,,"['bc', 'miss', 'widow', 'black', 'fucking', 'watch', '||', 'tonight', 'might']"
"64. Black Widow
La tenía pendiente ya que la fui dejando pasar mucho tiempo y bueno, pues ha estado nice, sin más. https://t.co/U7lLYoQm2C",False,2021-11-29T00:00:06.000Z,es,1465108267940696069,replied_to,"['nice', 'que', 'sin', 'widow', 'ha', 'pasar', 'bueno', 'mucho', 'fui', 'estado', 'black', 'pendiente', 'ya', 'dejando', 'pues', 'ma', '64', 'tenia', 'tiempo', 'la']"
Zillia &amp; CreepyBloom VS galaxy star &amp; Black Widow pr2 https://t.co/mqbNrTNJpQ,False,2021-11-28T23:59:19.000Z,en,1465108071525629969,,"['&', 'zillia', 'pr2', 'star', 'galaxy', 'black', 'widow', 'creepybloom', 'v', 'amp']"
não assisti black widow até hoje  https://t.co/mJmQqk0FP1,False,2021-11-28T23:58:08.000Z,pt,1465107773130260484,,"['hoje', 'widow', 'black', 'assisti', 'nao', 'ate']"
@AndyShaggyKorty Did you already do Black Widow? Also I think Iron Fist has a lot of such connections in certain areas. I think I'm starting to realize the thread here.,False,2021-11-28T23:52:05.000Z,en,1465106250409005056,replied_to,"['connection', 'starting', 'think', 'area', 'I', 'certain', 'fist', 'widow', 'black', 'realize', '?', 'thread', 'also', 'iron', 'lot', 'already']"
still wex black widow kill she self for this damn soul stone 🤧🤧🤧,False,2021-11-28T23:51:42.000Z,en,1465106155106091013,,"['soul', 'still', 'damn', 'stone', 'widow', 'wex', 'kill', 'black', 'self']"
Black Widow The Movie Yelena Belova Uniform Cosplay Costume Halloween https://t.co/sVzoIw9MiI eBay,False,2021-11-28T23:51:32.000Z,en,1465106112781316096,,"['yelena', 'halloween', 'movie', 'widow', 'black', 'cosplay', 'costume', 'uniform', 'belova']"
@AvergersAliance @AztecaSiete @ScarlettGirl_ @DianaMaravilla_ @SpiderGirl_3 @LaJeanGrey @AmandaGalas25 @SimbiosysR @CapitanUTM @Christ_CYS @KillerFrost27 @LoeLovly @StarkMex2 #EsDeSuperheroe enamorarsé una y otra vez de Black Widow😍,False,2021-11-28T23:51:22.000Z,es,1465106070293131271,replied_to,"['enamorarse', 'de', 'otra', 'vez', 'black', 'widow', '3', 'cys', 'una']"
@AlyssaLang Could you imagine the black widow series?  😍,False,2021-11-28T23:50:49.000Z,en,1465105934867382278,replied_to,"['could', 'imagine', 'widow', 'black', '?', 'series']"
@lolo10___ black widow,False,2021-11-28T23:50:28.000Z,en,1465105845935611905,replied_to,"['widow', 'black']"
"Hawkeye was in love with black widow, they ain't fooling me",False,2021-11-28T23:48:52.000Z,en,1465105442846265345,,"['fooling', 'widow', 'love', 'black', 'hawkeye']"
@lmao_byee Socuerro só vi a Black Widow e o Shang Chi ai,False,2021-11-28T23:47:21.000Z,pt,1465105060699033605,replied_to,"['vi', 'socuerro', 'byee', 'e', 'black', 'widow', 'ai', 'shang', 'chi']"
"@AlyssaLang I'm still not over how Pietro, the fastest person on the planet,  was killed by bullets and not Hawkeye or Black Widow.",False,2021-11-28T23:46:23.000Z,en,1465104815655161860,replied_to,"['pietro', 'fastest', 'still', 'I', 'killed', 'black', 'widow', 'planet', 'hawkeye', 'bullet', 'person']"
"@TheCleftonTwain While I sympathize with the tacos, it was Black Widow. https://t.co/t9d2TB8I0w",False,2021-11-28T23:45:52.000Z,en,1465104688286769152,replied_to,"['taco', 'widow', 'sympathize', 'black']"
https://t.co/attbjST0Dl,True,2021-11-28T23:45:30.000Z,und,1465104595005366276,,[]
https://t.co/O8nzvLv8Q3,False,2021-11-28T23:45:30.000Z,und,1465104594468548611,,[]
https://t.co/RzMIpjL30F,True,2021-11-28T23:45:30.000Z,und,1465104593852026889,,[]
black widow #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA,False,2021-11-28T23:45:00.000Z,en,1465104467863482370,,"['widow', 'black']"
"Black belt martial art instructor breakdown black widow fight scene.
Natasha Romanoff vs Yelena Belova.

https://t.co/sh0ghZ4k5a

#BlackWidow #Marvel #Hawkeye  #Marvel https://t.co/XDdOUc0asq",False,2021-11-28T23:43:40.000Z,en,1465104135204835342,,"['scene', 'romanoff', 'yelena', 'art', 'belt', 'black', 'widow', 'martial', 'fight', 'natasha', 'v', 'breakdown', 'belova', 'instructor']"
It’s giving Dazzler cosplaying as Black Widow and I have to Stan https://t.co/nyfhZdLezZ,False,2021-11-28T23:43:04.000Z,en,1465103981319962624,quoted,"['cosplaying', 'giving', 'widow', 'black', 'dazzler', 'stan']"
Every time I watch the Black Widow-Hawkeye scene in Endgame https://t.co/BbiUrkURlA,False,2021-11-28T23:42:46.000Z,en,1465103908968280065,,"['scene', 'endgame', 'time', 'widow', 'black', 'watch', 'hawkeye', 'every']"
@dayasmakkari I wasn’t worried about it till today 😰 like there wasn’t any issue with Black Widow or Shang-Chi and Eternals so like???,False,2021-11-28T23:42:14.000Z,en,1465103772343013383,replied_to,"['like', 'issue', 'till', 'black', 'widow', 'worried', '?', 'today', 'shang', 'eternals', 'chi']"
Black Widow Part 1 l 20/20 https://t.co/zUWa3CYoup,False,2021-11-28T23:41:58.000Z,en,1465103706572136448,,"['1', 'part', '20/20', 'widow', 'black', 'l']"
@SpencerTracyFan Black Widow it ain't 😎,False,2021-11-28T23:41:46.000Z,en,1465103656726921216,replied_to,"['widow', 'black']"
The most unrealistic thing in the MCU is how Black Widow goes out knowing she’s gonna fight and never has her hair in a ponytail.,False,2021-11-28T23:41:22.000Z,en,1465103556432781317,,"['ponytail', 'go', 'going', 'mcu', 'unrealistic', 'knowing', 'widow', 'black', 'fight', 'never', 'thing', 'hair']"
250. black widow (rewatch) 🍁,False,2021-11-28T23:38:47.000Z,en,1465102906990944256,replied_to,"['250', ')', 'widow', 'black', 'rewatch', '(']"
@Serlentpops Black Widow,False,2021-11-28T23:38:12.000Z,en,1465102759309549584,replied_to,"['widow', 'black']"
Scarlett Johansson / ⧗  Black Widow https://t.co/zlfc8uvUqU,False,2021-11-28T23:37:53.000Z,en,1465102677092745227,replied_to,"['/', 'widow', 'black', 'scarlett', 'johansson']"
https://t.co/Spq9JPg3Oq,True,2021-11-28T23:36:27.000Z,und,1465102319708778502,,[]
https://t.co/MIcDz7BorK,False,2021-11-28T23:36:27.000Z,und,1465102319117389824,,[]
https://t.co/mYqo0X81Ew,True,2021-11-28T23:36:27.000Z,und,1465102318475657221,,[]
"@autoralexa Agrégale Black Widow después de Capitan América: Civil War y después de Avenger: Endgame, las serie en el orden que salieron.",False,2021-11-28T23:34:56.000Z,es,1465101935170752515,replied_to,"['america', 'agregale', 'de', 'despues', 'que', 'avenger', 'endgame', 'serie', 'widow', 'black', 'el', 'civil', 'capitan', 'en', 'war', 'la', 'salieron', 'orden']"
"BLACK WIDOW 1999, ISSUE ONE https://t.co/ApAKXW6Ijq",False,2021-11-28T23:34:51.000Z,en,1465101916359335937,,"['one', 'issue', 'widow', 'black', '1999']"
"Guys you can’t go anywhere if you’re an Avengers fan like me. Everyone is showing up ALL the time 😱 

Hi Black Widow aka Natascha! 💪
#DisneylandResort #DCA https://t.co/Von8ma8Kdj",False,2021-11-28T23:33:07.000Z,en,1465101478658396162,,"['showing', 'avenger', 'like', 'natascha', 'time', 'everyone', 'aka', 'black', 'not', 'widow', '!', 'go', 'fan', 'hi', 'anywhere', 'guy', 'can']"
"just realized i have a lot of deadpool merch , like more than i have for black widow",False,2021-11-28T23:32:35.000Z,en,1465101343786299395,,"['like', 'deadpool', 'black', 'widow', 'merch', 'lot', 'realized']"
"phase 4 so far ranking:
1. Shang Chi
2. Wandavision 
3. Loki 
4. Hawkeye (so far)
5. black widow
6. eternals
7.  falcon and the winter soldier
8. what if 
even no.8 was one I thoroughly enjoyed, so confused by people not liking phase 4",False,2021-11-28T23:32:02.000Z,en,1465101206829809669,,"['people', 'wandavision', 'thoroughly', 'shang', '(', 'hawkeye', 'eternals', 'confused', 'chi', 'even', ')', 'phase', 'widow', 'liking', '6', 'ranking', '1', '5', 'black', '3', '7', 'loki', 'one', 'enjoyed', '4', '2', 'falcon', 'winter', 'soldier', 'so', 'far', '8']"
@StarFoxHeroSJ @MusicCityNerd How would Space Black Widow benefit the Sequel Trilogy?,False,2021-11-28T23:31:16.000Z,en,1465101013862526981,replied_to,"['sequel', 'space', 'would', 'benefit', 'widow', 'black', '?', 'trilogy']"
@Serlentpops Black Widow,False,2021-11-28T23:31:12.000Z,en,1465100996162596870,replied_to,"['widow', 'black']"
assisti black widow no cinema duas vezes e quero assistir de novo,False,2021-11-28T23:29:50.000Z,pt,1465100653395652610,,"['vezes', 'duas', 'e', 'de', 'quero', 'widow', 'black', 'assistir', 'novo', 'assisti', 'cinema']"
I still haven’t watched Black Widow 💀,False,2021-11-28T23:29:25.000Z,en,1465100549192400899,,"['widow', 'still', 'watched', 'black']"
"BLACK WIDOW 1999, ISSUE 3 https://t.co/SOkdWhy8mb",False,2021-11-28T23:27:33.000Z,en,1465100079899955200,,"['issue', 'widow', 'black', '1999', '3']"
"catfa, black widow, endgame https://t.co/wZfcWuFQPt",False,2021-11-28T23:27:12.000Z,en,1465099991597342724,quoted,"['widow', 'endgame', 'catfa', 'black']"
"@cine_Nightmare Pour thor oui,
Laisse donc the winter soldier tranquille tu veux bien,
Civil War, grosse hype pour mais pas mal de longueurs,
On parle d amazing spiderman 1... voir spider man 3 tout cours..
Avengers 2 est très divertissant mais à endorment de défauts,
Et black widow juste OUI!",False,2021-11-28T23:27:03.000Z,fr,1465099953299144707,replied_to,"['avenger', 'man', 'divertissant', 'tranquille', 'cours', 'amazing', 'juste', 'thor', 'de', 'spiderman', 'tout', 'widow', 'endorment', 'civil', 'laisse', 'oui', '1', 'veux', 'defauts', 'pa', 'est', 'longueur', 'tu', 'black', '!', 'donc', 'et', 'war', 'spider', 'hype', 'tres', '3', 'mais', 'grosse', 'nightmare', 'bien', 'mal', 'pour', 'parle', '2', 'winter', 'soldier', 'voir']"
@widxwsc peluches de black widow,False,2021-11-28T23:25:29.000Z,en,1465099557834924033,replied_to,"['widow', 'black', 'peluches', 'de']"
"En #Hive nunca es tarde para opinar sobre una película se acerca #SpiderManNoWayHome y he querido comentar sobre otras producciones de #Marvel de este año. 
#blackwidowmovie

#movies #film #review #Entertainment
#fun #MarvelStudios #DisneyPlus
#posh #fims

https://t.co/TnomD3bYYk",False,2021-11-28T23:24:58.000Z,es,1465099429460029447,,"['sobre', 'producciones', 'querido', 'acerca', 'tarde', 'de', 'este', 'otras', 'pelicula', 'nunca', 'en', 'se', 'para', 'opinar', 'ano', 'una', 'e', 'comentar']"
@BritMartinez black widow,False,2021-11-28T23:24:08.000Z,en,1465099217953865730,replied_to,"['widow', 'black']"
"finally watched black widow, it was really good so im happy",False,2021-11-28T23:24:06.000Z,en,1465099209212841988,,"['watched', 'good', 'I', 'really', 'widow', 'black', 'finally', 'happy']"
"Plus je regarde les marvels, plus je ressens de réels sentiments envers black widow",False,2021-11-28T23:23:50.000Z,fr,1465099143182008324,,"['sentiment', 'marvel', 'de', 'reel', 'black', 'widow', 'regarde', 'plus', 'envers', 'je', 'ressens', 'le']"
black widow or cap https://t.co/Tw8yI1IhaL,False,2021-11-28T23:23:49.000Z,en,1465099139985948675,quoted,"['widow', 'cap', 'black']"
@NicoleHaase Did you see Black Widow and Eternals yet?,False,2021-11-28T23:21:38.000Z,en,1465098590766911490,replied_to,"['see', 'yet', 'widow', 'black', '?', 'eternals']"
It’s honestly a shame they didn’t make the black widow movie earlier,False,2021-11-28T23:20:43.000Z,en,1465098357953609732,,"['make', 'movie', 'earlier', 'widow', 'black', 'honestly', 'shame']"
"Muy buena película #ShangChi, no vi que le dieran muchas luces y es mejor que Black Widow",False,2021-11-28T23:20:12.000Z,es,1465098228521709576,,"['vi', 'muy', 'muchas', 'que', 'buena', 'luce', 'black', 'widow', 'pelicula', 'mejor', 'le', 'dieran', 'e']"
Tabii almost cried in the theatre when we watched Black Widow.,False,2021-11-28T23:19:50.000Z,en,1465098136183922692,,"['theatre', 'watched', 'tabii', 'black', 'widow', 'almost', 'cried']"
"@morgan_shelb [ 💎 📲 ]:

Sounds more appropriate for a black widow and a woman of her legacy, according to your aunt

I'm glad about that, no distractions, remember. Don't worry about the police, they are not relevant

The last time I heard from him was that he was still an official",False,2021-11-28T23:19:09.000Z,en,1465097965232607239,replied_to,"['woman', 'legacy', 'relevant', 'heard', 'still', 'official', 'I', 'sound', 'time', 'widow', 'shelb', '[', 'worry', 'police', 'black', 'glad', 'according', ']', 'remember', 'last', 'appropriate', 'aunt', 'distraction']"
now I hate even more the fact the clown brothers didn't use the subplot of natasha caring for orphan kids during endgame. it would have make even more sense after black widow 😩,False,2021-11-28T23:19:05.000Z,en,1465097946765135874,,"['sense', 'clown', 'use', 'kid', 'make', 'hate', 'caring', 'endgame', 'would', 'black', 'widow', 'orphan', 'natasha', 'subplot', 'brother', 'fact', 'even']"
"@_FireMonkey Ik it's not going to happen but Renegade Raider - Ariel Assault - Black Widow

I love Renegade Raider cause she's my favorite skin for whatever reason, and the other 2 I wouldn't mind copping",False,2021-11-28T23:18:36.000Z,en,1465097825142910981,replied_to,"['assault', 'skin', 'would', 'raider', 'renegade', 'going', 'reason', 'copping', 'happen', 'widow', 'love', '@', 'ariel', 'ik', 'black', 'mind', '2', 'whatever', 'firemonkey', 'favorite']"
"nobody cares but i dislocated my knee today :(( i will be at home for 1 week, i have to work for school but i’ll prob watch marvel movies too, i’m rewatching black widow tomorrow &lt;3",False,2021-11-28T23:18:34.000Z,en,1465097818633383940,,"['week', 'work', 'prob', 'watch', '(', 'movie', 'care', 'I', 'widow', 'school', 'tomorrow', 'marvel', '1', '&', 'home', 'rewatching', 'black', 'today', '3', 'nobody', 'knee', 'lt', 'dislocated']"
It’s been weeks but I really wished we had Black Widow and Captain Carter wielding shields to kick ass in a live action. #WhatIf,False,2021-11-28T23:17:04.000Z,en,1465097441750011908,,"['kick', 'as', 'week', 'really', 'wished', 'widow', 'black', 'action', 'wielding', 'captain', 'carter', 'shield', 'live']"
En serio volví a llorar con la muerte da Black widow?,False,2021-11-28T23:16:50.000Z,es,1465097380722786307,,"['con', 'llorar', 'da', 'volvi', 'black', 'serio', 'widow', '?', 'en', 'muerte', 'la']"
"@AlejoMarL2508 @TheSpeedster05 Mejor que Black Widow es pero no es muy difícil eso, es malísima y obvio es propaganda para China como siempre con Disney",False,2021-11-28T23:14:42.000Z,es,1465096842480340994,replied_to,"['muy', 'con', 'china', 'malisima', 'que', 'como', 'eso', 'widow', 'black', 'dificil', 'disney', 'mejor', 'pero', 'para', 'siempre', 'obvio', 'propaganda', 'e']"
@Serlentpops Miss twirl around arms herself; Black Widow 🕷,False,2021-11-28T23:14:17.000Z,en,1465096740164407297,replied_to,"['miss', 'black', 'widow', 'twirl', 'arm', 'around']"
"My 2021 cinema rankings: 

1. House of Gucci
2. Free Guy
3. Black Widow
4. Eternals
5. Dune
6. Shang Shi and the Legend of the Ten Rings
7. No time to die https://t.co/oiGbVDCaZU",False,2021-11-28T23:14:06.000Z,en,1465096694689841152,quoted,"['ten', 'gucci', 'shang', 'cinema', 'guy', 'shi', 'eternals', 'dune', 'time', 'widow', 'house', 'die', '6', 'free', '1', '5', 'ranking', 'black', '3', '7', '2021', 'legend', '2', '4', 'ring']"
"THE AVENGERS RECAST: Michael Fassbender as Iron Man, Daniel Radcliffe as Captain America, Terry Crews as Thor, Chris Evans as the Hulk, Winona Ryder as Black Widow, Ian McKellen as Hawkeye and Christopher Walken as Nick Fury",False,2021-11-28T23:14:05.000Z,en,1465096690663264257,,"['avenger', 'man', 'terry', 'winona', 'captain', 'hawkeye', 'christopher', 'ryder', 'nick', 'america', 'thor', 'daniel', 'widow', 'crew', 'hulk', 'iron', 'radcliffe', 'fassbender', 'walken', 'black', 'recast', 'evans', 'mckellen', 'ian', 'michael', 'chris', 'fury']"
@zbabkr Oui regarde pas post générique de black widow mais bonne chance avec tout ca,False,2021-11-28T23:13:37.000Z,fr,1465096570257477637,replied_to,"['mais', 'oui', 'de', 'pa', 'tout', 'bonne', 'black', 'widow', 'generique', 'regarde', 'post', 'chance', 'ca', 'avec']"
Florence Pugh and Scarlett Johansson on the set of the Black Widow. https://t.co/vkxcmEGpJe,False,2021-11-28T23:12:41.000Z,en,1465096337272279043,,"['florence', 'black', 'widow', 'pugh', 'set', 'scarlett', 'johansson']"
my brother is making me watch black widow. why these girls get yolked up by the hair so often just cut that mess,False,2021-11-28T23:11:04.000Z,en,1465095930151985157,,"['yolked', 'brother', 'often', 'cut', 'making', 'get', 'mess', 'widow', 'black', 'girl', 'watch', 'hair']"
Nível de sensibilidade: Chorei assistindo Black Widow.,False,2021-11-28T23:10:33.000Z,pt,1465095799004672002,,"['de', 'nivel', 'assistindo', 'black', 'widow', 'chorei', 'sensibilidade']"
"UPDATED 2021 Cinema rankings (28/11/21)

1. House of Gucci
2. Shang Chi and the Legend of the Ten Rings
3. No Time to Die
4. Dune
5. Ghostbusters: Afterlife
6. Eternals 
7. Black Widow
8. Halloween Kills
9. Free Guy",False,2021-11-28T23:10:21.000Z,en,1465095747796357125,replied_to,"['updated', 'ten', '28/11/21', 'gucci', 'afterlife', 'shang', '(', 'cinema', 'guy', 'eternals', '9', 'chi', 'dune', ')', 'kill', 'time', 'widow', 'house', 'die', '6', 'free', '1', 'halloween', '5', 'ranking', 'black', '3', '7', '2021', 'legend', '2', '4', 'ghostbusters', '8', 'ring']"
